group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,est_h,tag_id,camera_role,distance_residual_cm,distance_weight,angle_residual_deg,angle_weight,yaw_residual_deg,yaw_weight
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,51,front,-1.9185854106598565,1.0,1.478135818168198,0.5,-6.854614181831835,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,55,front,5.204274246773277,1.0,-2.671855739249537,0.5,-4.998605739249541,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,56,front,-2.772336168110545,1.0,-1.3288236482962645,0.5,27.20942635170374,0.0
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,57,front,-1.3420129028292038,1.0,2.5580971452671974,0.5,51.305347145267206,0.0
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,32,front,-1.6168625425204475,1.0,-1.4100888983039113,0.5,2.1889111016961067,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,33,front,0.7006328465072986,1.0,-1.6695164397567055,0.5,-55.0965164397567,0.0
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,34,front,1.374146665878051,1.0,-3.4149025181400816,0.5,-4.228902518140075,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,35,front,-1.5348894546921787,1.0,-3.423956884318727,0.5,-5.49395688431872,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,36,front,-1.6435778069992857,1.0,2.467155933187229,0.5,-9.733844066812708,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,37,front,-3.6536813100783494,1.0,7.384666765870776,0.25,-9.38833323412922,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,49,rear,-4.351274819147766,0.5,10.543185721627651,0.1,-17.279814278372328,0.0025
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.946875,2.0343750000000003,89.375,50,rear,-5.92977262506158,0.5,8.358232686935764,0.1,19.89323268693576,0.0025
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,38,front,2.362341115206945,1.0,-1.541112985187283,0.5,-9.111862985187258,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,40,front,-4.558045028215574,1.0,0.08223135168853446,0.5,-68.05251864831146,0.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,41,front,1.7689462588800886,1.0,-0.5632497831976764,0.5,-49.24699978319768,0.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,42,front,1.8781824560778482,1.0,-1.8197178471671123,0.5,-25.050467847167113,0.0125
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,44,front,-4.532619502413393,1.0,-1.1267659165995951,0.5,-7.932515916599584,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,47,front,2.412874033426693,1.0,8.661780141574127,0.25,2.50703014157412,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.915625,1.959375,180.15625,54,rear,27.03673836209166,0.0,2.2728972983300366,0.2,-30.07585270166996,0.0
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,33,rear,4.021858958224778,0.5,2.3964240136716057,0.2,-3.3040759863283142,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,34,rear,3.523667640568773,0.5,1.4907460126788692,0.2,-20.266753987321124,0.0025
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,35,rear,9.335297587746982,0.25,-0.34731840025546035,0.2,6.751181599744513,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,48,front,1.3349746535520346,1.0,-0.17364118826006347,0.5,-1.3791411882600642,0.05
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,49,front,3.424763098552641,1.0,-2.0143447031914548,0.5,-4.159844703191453,0.05
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,5.996875,1.9625000000000001,262.8125,50,front,0.7525455618424326,1.0,0.42568838019226973,0.5,32.902188380192285,0.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,33,front,-6.715130037767669,1.0,5.595459863850124,0.25,-0.23954013614988412,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,36,rear,16.247239350097598,0.25,3.4563350087126423,0.2,-0.6686649912873577,0.01
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,40,rear,21.937750751418594,0.0,3.7477204599892673,0.2,-19.28527954001072,0.0025
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,55,front,-1.3161785835061224,1.0,0.02875124595948364,0.5,-0.09424875404050681,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,56,front,0.041363967143936975,1.0,-1.1969253626651835,0.5,-39.44892536266519,0.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,57,front,3.754376980050722,1.0,-2.5453518911110393,0.5,1.3996481088889539,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.831249999999999,4.124999999999999,358.125,58,front,9.842142759724126,0.5,-2.3460563978984794,0.5,17.128943602101515,0.0125
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,34,front,5.280238274153826,1.0,-0.8003922849602532,0.5,0.5428577150397871,0.05
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,35,front,0.9681525982281114,1.0,1.1677980221683981,0.5,-4.28695197783162,0.05
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,48,rear,7.526412624522649,0.5,-0.5317229426027836,0.2,-26.397472942602775,0.0
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,49,rear,5.251323387850659,0.5,-0.8819967865144349,0.2,-5.429746786514443,0.01
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,36,front,1.9249397997144424,1.0,-0.7054426433566334,0.5,-2.425192643356638,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,40,front,-1.877492358741506,1.0,-0.9108989783568404,0.5,-17.194648978356838,0.0125
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,41,front,0.785325315826757,1.0,-1.4479864192873606,0.5,1.2412635807126549,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,42,front,-5.5064543153484635,1.0,-0.1607010566435747,0.5,29.67954894335645,0.0
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,43,front,4.069238187012836,1.0,3.269345294418372,0.5,52.17759529441835,0.0
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,48,front,-0.9614071767589216,1.0,-0.021814655417017548,0.5,-3.245314655417019,0.05
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,49,front,-1.232353257873653,1.0,-1.4621007431256317,0.5,-19.542600743125632,0.0125
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,50,front,4.552651474443481,1.0,-1.470110208712839,0.5,10.60038979128717,0.0125
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,51,front,-2.9508238234904116,1.0,2.858530375999351,0.5,-10.792969624000648,0.0125
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,55,front,1.1868774735045662,1.0,-1.7243717988765468,0.5,-2.7608717988765363,0.05
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,57,front,-3.512301297909115,1.0,-2.8563966858233414,0.5,-7.182896685823266,0.05
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,58,front,2.0083919201996814,1.0,4.510230355504859,0.5,-11.491269644495105,0.0125
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,32,front,1.210971841382813,1.0,0.23721292381583226,0.5,0.9069629238159109,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,33,front,1.4963732447762723,1.0,-1.42648224222944,0.5,-2.1427322422294424,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,34,front,-0.7999269151552912,1.0,-1.2485727338784613,0.5,-4.508822733878532,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,50,rear,-0.9514252907671494,0.5,3.8302185903324926,0.2,-6.351031409667485,0.01
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,51,rear,4.053059696857142,0.5,2.0808168570051464,0.2,9.913566857005122,0.01
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.95,3.3218750000000004,178.90625,40,front,9.566396488859574,0.5,0.6843347092356851,0.5,-33.365415290764304,0.0
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.95,3.3218750000000004,178.90625,41,front,-1.6279723981951655,1.0,-0.08236014812837311,0.5,-6.032110148128368,0.05
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.95,3.3218750000000004,178.90625,43,front,0.1468116688521981,1.0,0.6897087759466274,0.5,13.697958775946631,0.0125
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.95,3.3218750000000004,178.90625,55,rear,12.423247301246887,0.25,-3.805935987982423,0.2,-35.11168598798244,0.0
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,33,rear,-3.7134132447440127,0.5,4.0944750844262785,0.2,-14.573274915573734,0.0025
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,34,rear,-1.1323368037329473,0.5,1.8273575341164303,0.2,12.433607534116476,0.0025
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,48,front,-3.4701297528668906,1.0,-1.3053200387750223,0.5,4.90292996122497,0.05
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,49,front,2.563960312194702,1.0,-0.4670306119759289,0.5,1.8112193880240852,0.05
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,50,front,0.3413506083433493,1.0,-1.8362415339918812,0.5,-3.105991533991869,0.05
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,51,front,0.9195526772765472,1.0,-2.4015504907941363,0.5,20.839699509205843,0.0125
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.015625,2.9875000000000003,271.40625,52,front,-4.9490727648692,1.0,3.217797908494248,0.5,-8.54795209150575,0.05
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.784375,4.184375,356.25,32,front,-4.531800725986801,1.0,6.001067453173505,0.25,-2.2089325468264747,0.05
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.784375,4.184375,356.25,55,front,-0.4063042355021196,1.0,0.9244364349113425,0.5,-0.9845635650886493,0.05
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.784375,4.184375,356.25,56,front,-2.7438178660500245,1.0,-0.155334187719518,0.5,-49.76333418771952,0.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.784375,4.184375,356.25,57,front,-0.7615140039042956,1.0,-2.0641132899732213,0.5,-9.408113289973244,0.05
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.784375,4.184375,356.25,58,front,6.71274087164262,1.0,-1.507356867917082,0.5,29.605643132082918,0.0
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.9750000000000005,4.0,89.21875,33,front,3.4814422005933876,1.0,-5.3952833351847005,0.25,-2.0525333351846484,0.05
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.9750000000000005,4.0,89.21875,34,front,1.1659648298427472,1.0,-0.2986680426867565,0.5,-9.342918042686762,0.05
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.9750000000000005,4.0,89.21875,51,rear,2.4096602088166996,0.5,8.508799604737874,0.1,12.279549604737866,0.0025
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.9750000000000005,4.0,89.21875,52,rear,18.304233055387353,0.25,7.082088336797142,0.1,21.362838336797154,0.0025
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,35,front,3.0344683629456526,1.0,-1.6907054653089517,0.5,-7.821455465308929,0.05
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,40,front,0.5107956641818845,1.0,-0.6062096572384235,0.5,-9.882959657238416,0.05
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,41,front,-11.860311576921934,0.5,-0.8526275442723943,0.5,-14.6143775442724,0.0125
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,42,front,7.9497814810087775,0.5,0.21689614939077728,0.5,-5.725853850609212,0.05
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,43,front,5.921977250602772,1.0,2.838444329805526,0.5,46.67269432980552,0.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,57,rear,16.646020583906918,0.25,16.68474404994498,0.0,-5.345005950055025,0.01
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.921875,3.9375,176.40625,58,rear,14.385334505599845,0.25,16.55552146969785,0.0,5.047771469697864,0.01
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.90625,4.05,271.09375,34,rear,0.23321939712972473,0.5,7.127571852494896,0.1,7.981321852494858,0.01
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.90625,4.05,271.09375,48,front,-1.8136374533474608,1.0,0.5987936146964046,0.5,4.1175436146963875,0.05
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.90625,4.05,271.09375,49,front,2.709515978411403,1.0,0.3111478901579403,0.5,2.463897890157938,0.05
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.90625,4.05,271.09375,50,front,4.482082522335418,1.0,-0.9283591445030197,0.5,-10.107609144503016,0.05
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.90625,4.05,271.09375,51,front,-4.364857027115221,1.0,-1.5011971041354855,0.5,22.060552895864532,0.0125
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.059375,357.8125,31,front,1.1081327040692202,1.0,2.8403693933538534,0.5,-4.229130606646152,0.05
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.059375,357.8125,55,front,0.3911790289813144,1.0,-0.13009976565206216,0.5,-1.4255997656520663,0.05
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.059375,357.8125,56,front,-0.4929946367253635,1.0,-2.4565668381269177,0.5,-5.137066838126913,0.05
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.059375,357.8125,57,front,-1.0026714832930939,1.0,-0.24049843971226892,0.5,-7.362998439712271,0.05
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,32,front,-2.361487761674397,1.0,-6.0138290417068845,0.25,-24.82057904170688,0.0125
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,33,front,0.14003646458049523,1.0,-5.074700630850401,0.25,-7.135450630850414,0.05
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,34,front,0.5186738677596114,1.0,3.8028907927692615,0.5,-11.950859207230735,0.0125
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,51,rear,4.024064754457868,0.5,12.915016837887663,0.0,-11.386733162112336,0.0025
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,52,rear,0.63606701064014,0.5,11.715675717928349,0.1,5.023925717928336,0.01
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.8843749999999995,2.9937500000000004,90.15625,58,front,8.344007598346925,0.5,-0.3845128451830533,0.5,-6.768262845183045,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,35,front,1.0619862038717454,1.0,-0.8347234295028159,0.5,-7.282723429502795,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,36,front,4.413554519593976,1.0,-0.5343070180947223,0.5,-1.1053070180947202,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,40,front,-4.717169756777562,1.0,-1.4870825078964742,0.5,-32.96908250789647,0.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,41,front,-0.5807625222118418,1.0,-2.2035013590907795,0.5,-8.2315013590908,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,42,front,23.013897274475692,0.0,-2.2696764957889286,0.5,-0.0036764957889374728,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,43,front,5.988979564303865,1.0,-1.1986837387736387,0.5,-4.534683738773651,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,48,front,-2.9736541416384377,1.0,12.063058467695583,0.25,7.139058467695577,0.05
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,56,rear,14.878943325014848,0.25,13.135148554033037,0.1,-8.81285144596697,0.01
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.9468749999999995,2.990625,176.25,57,rear,19.345661328288834,0.0,13.150944207047473,0.1,18.33294420704749,0.0025
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,32,rear,-2.556329426600046,0.5,11.064739422260345,0.1,-12.75301057773973,0.0025
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,33,rear,1.0762859589044105,0.5,9.729931814495359,0.1,8.474181814495296,0.01
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,50,front,-0.9024887471512866,1.0,-1.3578432336281026,0.5,0.5214067663719106,0.05
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,51,front,4.570230335918124,1.0,-3.0959853379308413,0.5,-17.972735337930857,0.0125
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,52,front,-2.029843066956305,1.0,-2.7047036018675215,0.5,24.21154639813247,0.0125
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,7.98125,3.0125,269.53125,53,front,-2.9767101557750753,1.0,3.413210600746339,0.5,-9.89853939925365,0.05
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.0406249999999995,356.09375,55,front,0.17749677636564876,1.0,-0.34406474566870315,0.5,0.7426852543312918,0.05
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.0406249999999995,356.09375,56,front,-0.3012384540974189,1.0,0.013144863457227984,0.5,-0.846105136542775,0.05
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.0406249999999995,356.09375,57,front,-0.7096127036009481,1.0,-2.259396511451172,0.5,-4.769646511451157,0.05
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.0406249999999995,356.09375,58,front,0.500803486513135,1.0,2.433409132780696,0.5,-11.098840867219309,0.0125
625_x8.000_y4.000_h90.0,625,8.0,4.0,90.0,7.9468749999999995,3.971875,87.5,32,front,-0.433679264675102,1.0,-1.8768954181224728,0.5,-3.4328954181224276,0.05
625_x8.000_y4.000_h90.0,625,8.0,4.0,90.0,7.9468749999999995,3.971875,87.5,33,front,-0.6486124464931464,1.0,1.966808063376078,0.5,-9.121191936623973,0.05
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.824999999999998,3.8093749999999997,172.34375,34,front,1.9817635343078788,1.0,-2.379450941371715,0.5,-11.958700941371717,0.0125
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.824999999999998,3.8093749999999997,172.34375,35,front,8.480898689946192,0.5,0.15036638753045395,0.5,-4.242883612469569,0.05
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.824999999999998,3.8093749999999997,172.34375,40,front,-14.019706269857135,0.5,1.933652848259328,0.5,-15.601597151740663,0.0125
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.824999999999998,3.8093749999999997,172.34375,57,rear,4.003524431907213,0.5,24.4792961609962,0.0,-3.1069538390038076,0.01
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.824999999999998,3.8093749999999997,172.34375,58,rear,-8.248802533698374,0.5,23.43227168461482,0.0,14.798021684614838,0.0025
625_x8.000_y4.000_h270.0,625,8.0,4.0,270.0,8.087500000000002,4.003125,266.40625,51,front,-0.11734419931559437,1.0,-2.102035085250435,0.5,-11.870785085250418,0.0125
625_x8.000_y4.000_h270.0,625,8.0,4.0,270.0,8.087500000000002,4.003125,266.40625,53,front,-0.33262525490806993,1.0,2.146073892661292,0.5,50.25232389266128,0.0
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.721875,3.04375,357.96875,55,front,-0.6515473027824736,1.0,-1.1447559874903845,0.5,1.6859940125096102,0.05
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.721875,3.04375,357.96875,56,front,-0.13534236286707468,1.0,-2.7003023930234065,0.5,-3.9165523930234087,0.05
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.721875,3.04375,357.96875,57,front,-1.2606479319946295,1.0,3.6433907167767643,0.5,-10.321859283223233,0.0125
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,31,front,2.5741406082165685,1.0,-0.7404686370502986,0.5,4.022031362949718,0.05
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,32,front,0.710414506537882,1.0,-6.353513887420775,0.25,-11.32701388742072,0.0125
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,33,front,1.462100416825285,1.0,3.5980256435637443,0.5,-14.480474356436218,0.0125
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,52,rear,5.311407789692701,0.5,15.240831775482604,0.0,-7.214668224517396,0.01
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,53,rear,5.428476087956735,0.5,13.56271930791246,0.1,18.89721930791248,0.0025
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.793750000000001,2.965625,88.4375,58,front,0.914578355378648,1.0,-1.3294022658385245,0.5,1.6200977341614475,0.05
625_x9.000_y3.000_h180.0,625,9.0,3.0,180.0,9.01875,3.10625,180.9375,34,front,3.3115914784254574,1.0,-1.4250814611150702,0.5,-4.5165814611150665,0.05
625_x9.000_y3.000_h180.0,625,9.0,3.0,180.0,9.01875,3.10625,180.9375,56,rear,12.3228675452149,0.25,2.6147535154978527,0.2,-21.89974648450209,0.0025
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.959374999999998,3.028125,270.46875,32,rear,2.7034138238363425,0.5,10.14993346946028,0.1,2.684683469460225,0.01
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.959374999999998,3.028125,270.46875,51,front,4.092845616734353,1.0,0.17217005758408277,0.5,0.5659200575840941,0.05
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.959374999999998,3.028125,270.46875,52,front,-0.9697317606568667,1.0,-1.5362734962804439,0.5,-8.252523496280446,0.05
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.959374999999998,3.028125,270.46875,53,front,-4.9512018990724105,1.0,-1.568849599691589,0.5,-5.574099599691607,0.05
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.959374999999998,3.028125,270.46875,54,front,4.514558299709925,1.0,1.1356316442613092,0.5,-2.084618355738712,0.05
625_x9.000_y4.000_h0.0,625,9.0,4.0,0.0,8.715625000000003,4.024999999999999,356.40625,56,front,0.3133932704272757,1.0,0.6146389902122564,0.5,2.6148889902122505,0.05
625_x9.000_y4.000_h0.0,625,9.0,4.0,0.0,8.715625000000003,4.024999999999999,356.40625,57,front,-0.1472104670833252,1.0,-0.7485658640236466,0.5,-4.020315864023672,0.05
625_x9.000_y4.000_h90.0,625,9.0,4.0,90.0,8.784375,3.928125,85.625,32,front,2.1897205339033166,1.0,-3.3035511688325983,0.5,-17.651551168832526,0.0125
625_x9.000_y4.000_h90.0,625,9.0,4.0,90.0,8.784375,3.928125,85.625,58,front,0.5585650359820393,1.0,3.3867043812987276,0.5,-2.388295618701221,0.05
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.7375,3.6843749999999997,168.90625,33,front,-0.715392726820463,1.0,-3.5602146025452157,0.5,-14.619964602545252,0.0125
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.7375,3.6843749999999997,168.90625,34,front,8.571238711277385,0.5,-0.23894840848865329,0.5,-6.682698408488648,0.05
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.7375,3.6843749999999997,168.90625,40,front,-13.821502232717187,0.5,3.7356619477021695,0.5,-9.863088052297826,0.05
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.7375,3.6843749999999997,168.90625,57,rear,-11.2379269916125,0.25,36.5926610776275,0.0,2.0969110776274817,0.01
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.909375,4.01875,269.53125,50,front,3.8474628675555955,1.0,0.5353058269656117,0.5,2.947555826965612,0.05
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.909375,4.01875,269.53125,51,front,-2.1207055817012765,1.0,0.4373607427866091,0.5,1.6666107427865882,0.05
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.909375,4.01875,269.53125,52,front,-1.9552621733149422,1.0,-1.1471997436687786,0.5,-1.3829497436687745,0.05
