source_row,dataset,gt_x,gt_y,gt_h,tag_id,camera_role,ok,reason,tag_x_m,tag_y_m,tag_yaw_deg,tag_room,tag_facing,camera_x_m,camera_y_m,camera_heading_deg,bearing_world_deg,pred_distance_m,pred_angle_deg,pred_yaw_deg,meas_distance_m,meas_angle_deg,meas_yaw_deg,meas_distance_residual_m,meas_distance_residual_cm,meas_angle_residual_deg,meas_yaw_residual_deg,true_distance_m,true_angle_deg,true_yaw_deg,true_distance_delta_m,true_distance_delta_cm,true_angle_delta_deg,true_yaw_delta_deg
135,624,5.0,4.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,5.0,3.945,270.0,262.73747404428485,3.8760966190228023,7.262525955715148,7.262525955715148,3.851,3.1,-6.6,-0.025096619022802358,-2.509661902280236,-4.162525955715154,-13.862525955715142,3.876,7.3,7.3,-9.661902280244661e-05,-0.00966190228024466,0.03747404428486334,0.03747404428486334
136,624,5.0,4.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,5.0,3.945,270.0,276.675250964519,3.8712433403236224,-6.675250964519023,-6.675250964519023,3.809,-10.9,7.4,-0.06224334032362222,-6.224334032362222,-4.224749035480983,14.075250964519029,3.871,-6.7,-6.7,-0.00024334032362238744,-0.024334032362238744,-0.02474903548096563,-0.02474903548096563
137,624,5.0,4.0,270.0,50,front,True,,6.4,0.29,90.0,inner,up,5.0,3.945,270.0,290.9586853673032,3.9139526057426908,-20.95868536730319,-20.95868536730319,3.867,-22.1,25.9,-0.04695260574269078,-4.695260574269078,-1.1413146326968047,46.858685367303195,3.914,-21.0,-21.0,4.739425730937441e-05,0.004739425730937441,-0.04131463269681035,-0.04131463269681035
138,625,6.0,2.0,0.0,51,front,True,,7.49,0.44,90.0,inner,up,6.055,2.0,0.0,312.6100773723318,2.119628505186699,47.38992262766823,-42.61007737233177,2.1544,41.42,-53.319,0.03477149481330066,3.4771494813300663,-5.969922627668211,-10.708922627668244,2.1196,47.39,-42.61,-2.8505186699057106e-05,-0.0028505186699057106,7.737233175930669e-05,7.737233175930669e-05
139,625,6.0,2.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,6.055,2.0,0.0,356.1812245520921,4.0540011100146485,3.8187754479079103,3.8187754479079103,4.2429,-3.432,-2.165,0.1888988899853512,18.88988899853512,-7.250775447907898,-5.983775447907902,4.0619,5.226,5.226,0.007898889985351154,0.7898889985351154,1.4072245520920887,1.4072245520920887
140,625,6.0,2.0,0.0,56,front,True,,10.1,2.75,180.0,inner,left,6.055,2.0,0.0,10.504156996967922,4.113942756043161,-10.504156996967936,-10.504156996967936,4.2362,-15.912,16.22,0.12225724395683901,12.225724395683901,-5.40784300303207,26.724156996967935,4.0969,-9.129,-9.129,-0.01704275604316141,-1.7042756043161411,1.3751569969679451,1.3751569969679451
141,625,6.0,2.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,6.055,2.0,0.0,23.63309292838946,4.415305765176405,-23.63309292838946,-23.633092928389487,4.556,-24.683,27.658,0.1406942348235951,14.069423482359511,-1.0499070716105336,51.2910929283895,4.3762,-22.434,-22.434,-0.03910576517640507,-3.910576517640507,1.1990929283894616,1.19909292838949
142,625,6.0,2.0,90.0,32,front,True,,8.37,5.2,270.0,inner,down,6.0,2.055,90.0,52.99915742834976,3.9380102843948994,37.00084257165025,37.00084257165031,3.9265,35.876,40.1,-0.01151028439489954,-1.151028439489954,-1.1248425716502481,3.0991574283496846,3.938,37.001,37.001,-1.0284394899251481e-05,-0.0010284394899251481,0.0001574283497518536,0.00015742834969501018
143,625,6.0,2.0,90.0,33,front,True,,7.41,5.2,270.0,inner,down,6.0,2.055,90.0,65.85184262991599,3.446610653961367,24.148157370083993,24.148157370083936,3.4443,22.887,-29.915,-0.002310653961366871,-0.23106539613668708,-1.2611573700839926,-54.06315737008393,3.4466,24.148,24.148,-1.065396136690211e-05,-0.001065396136690211,-0.00015737008399696606,-0.00015737008394012264
144,625,6.0,2.0,90.0,34,front,True,,6.45,5.2,270.0,inner,down,6.0,2.055,90.0,81.8571454138015,3.177030846560984,8.142854586198496,8.142854586198496,3.1647,5.137,4.948,-0.012330846560983932,-1.2330846560983932,-3.0058545861984953,-3.1948545861984883,3.177,8.143,8.143,-3.084656098373273e-05,-0.003084656098373273,0.00014541380150490113,0.00014541380150490113
145,625,6.0,2.0,90.0,35,front,True,,5.5,5.2,270.0,inner,down,6.0,2.055,90.0,99.03342531329666,3.1844976055886742,-9.033425313296675,-9.033425313296675,3.1273,-12.235,-13.68,-0.05719760558867426,-5.719760558867426,-3.2015746867033386,-4.646574686703332,3.1845,-9.033,-9.033,2.3944113256568755e-06,0.00023944113256568755,0.00042531329668804574,0.00042531329668804574
146,625,6.0,2.0,90.0,36,front,True,,4.54,4.74,270.0,inner,down,6.0,2.055,90.0,118.53565127458887,3.0562763291299433,-28.535651274588872,-28.535651274588872,2.9847,-26.126,-37.702,-0.07157632912994316,-7.157632912994316,2.4096512745888674,-9.166348725411126,3.0563,-28.536,-28.536,2.367087005650248e-05,0.002367087005650248,-0.00034872541112918043,-0.00034872541112918043
147,625,6.0,2.0,90.0,37,front,True,,3.59,5.2,270.0,inner,down,6.0,2.055,90.0,127.46279090969588,3.962212134654075,-37.46279090969588,-37.462790909695855,3.8665,-30.398,-46.546,-0.09571213465407524,-9.571213465407524,7.064790909695887,-9.083209090304138,3.9622,-37.463,-37.463,-1.2134654074902329e-05,-0.001213465407490233,-0.00020909030411075946,-0.00020909030413918117
148,625,6.0,2.0,90.0,49,rear,True,,5.45,0.1,90.0,inner,up,6.0,1.925,270.0,253.2287761813696,1.9060758117136893,16.771223818630403,16.771223818630403,1.8809,24.856,-2.342,-0.025175811713689322,-2.5175811713689322,8.084776181369591,-19.113223818630388,1.9252,16.599,16.599,0.019124188286310684,1.9124188286310684,-0.17222381863041392,-0.17222381863041392
149,625,6.0,2.0,90.0,50,rear,True,,6.4,0.29,90.0,inner,up,6.0,1.925,270.0,283.7472902573006,1.6832186429575928,-13.74729025730062,-13.74729025730062,1.6707,-7.479,4.681,-0.012518642957592752,-1.2518642957592752,6.268290257300606,18.42829025730063,1.7027,-13.587,-13.587,0.019481357042407277,1.9481357042407277,0.1602902573006304,0.1602902573006304
150,625,6.0,2.0,180.0,38,front,True,,2.63,5.2,270.0,inner,down,5.945,2.0,180.0,136.0112556317965,4.607518312497521,43.9887443682035,-46.01125563179653,4.5996,43.705,-54.022,-0.007918312497521285,-0.7918312497521285,-0.2837443682034859,-8.010744368203461,4.6075,43.989,-46.011,-1.831249752104469e-05,-0.001831249752104469,0.0002556317965058952,0.0002556317965343169
151,625,6.0,2.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,5.945,2.0,180.0,150.3592572311421,5.4593978605703395,29.640742768857905,29.640742768857905,5.3612,30.697,-37.594,-0.0981978605703393,-9.81978605703393,1.056257231142098,-67.2347427688579,5.4106,28.72,28.72,-0.04879786057033986,-4.879786057033986,-0.920742768857906,-0.920742768857906
152,625,6.0,2.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,5.945,2.0,180.0,160.28882665556728,5.040339770293269,19.711173344432723,19.711173344432723,4.9928,20.074,-28.766,-0.047539770293268724,-4.753977029326872,0.36282665556728944,-48.477173344432714,5.0075,18.634,18.634,-0.032839770293268344,-3.2839770293268344,-1.0771733444327083,-1.0771733444327083
153,625,6.0,2.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,5.945,2.0,180.0,170.98067756861832,4.784153530145119,9.019322431381681,9.019322431381681,4.7263,8.007,-15.38,-0.057853530145118626,-5.785353014511863,-1.0123224313816763,-24.399322431381677,4.7695,7.833,7.833,-0.014653530145118943,-1.4653530145118943,-1.186322431381683,-1.186322431381683
154,625,6.0,2.0,180.0,44,front,True,,1.22,0.71,0.0,inner,right,5.945,2.0,180.0,195.27050838292217,4.8979306855038285,-15.270508382922173,-15.270508382922173,4.7605,-16.037,-22.999,-0.1374306855038281,-13.743068550382809,-0.7664916170778326,-7.728491617077822,4.9252,-16.393,-16.393,0.02726931449617176,2.726931449617176,-1.1224916170778272,-1.1224916170778272
155,625,6.0,2.0,180.0,47,front,True,,3.56,0.1,90.0,inner,up,5.945,2.0,180.0,218.54242910047844,3.0492990997932625,-38.542429100478444,51.457570899521556,2.9821,-30.125,53.564,-0.06719909979326255,-6.719909979326255,8.417429100478444,2.1064291004784366,3.0493,-38.542,51.458,9.002067375973866e-07,9.002067375973866e-05,0.0004291004784420238,0.0004291004784420238
156,625,6.0,2.0,180.0,54,rear,True,,10.2,0.71,180.0,inner,left,6.075,2.0,0.0,342.63411288367774,4.322004743171853,17.365887116322256,17.365887116322256,4.6613,18.963,-13.542,0.3392952568281471,33.92952568281471,1.5971128836777382,-30.907887116322257,4.3719,18.539,18.539,0.04989525682814744,4.989525682814744,1.1731128836777316,1.1731128836777316
157,625,6.0,2.0,270.0,33,rear,True,,7.41,5.2,270.0,inner,down,6.0,2.075,90.0,65.71510370401262,3.428370604237529,24.28489629598738,24.284896295987437,3.5008,19.14,20.627,0.07242939576247087,7.242939576247087,-5.144896295987394,-3.6578962959874275,3.4466,24.148,24.148,0.018229395762471068,1.8229395762471068,-0.13689629598738406,-0.1368962959874409
158,625,6.0,2.0,270.0,34,rear,True,,6.45,5.2,270.0,inner,down,6.0,2.075,90.0,81.80573666536978,3.157233757579568,8.194263334630222,8.19426333463025,3.2293,2.289,-12.281,0.07206624242043169,7.206624242043169,-5.905263334630234,-20.475263334630256,3.177,8.143,8.143,0.0197662424204319,1.97662424204319,-0.051263334630220925,-0.051263334630249346
159,625,6.0,2.0,270.0,35,rear,True,,5.5,5.2,270.0,inner,down,6.0,2.075,90.0,99.09027692082232,3.164747225293041,-9.090276920822305,-9.090276920822362,3.2967,-16.628,-2.342,0.1319527747069591,13.19527747069591,-7.537723079177681,6.748276920822349,3.1845,-9.033,-9.033,0.01975277470695902,1.975277470695902,0.057276920822317834,0.05727692082237468
160,625,6.0,2.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,6.0,1.945,270.0,231.07607082680377,2.371523771755198,38.92392917319623,38.92392917319623,2.3498,31.943,37.925,-0.021723771755197685,-2.1723771755197685,-6.980929173196216,-0.9989291731962453,2.3715,38.924,38.924,-2.3771755197632416e-05,-0.0023771755197632416,7.082680377834549e-05,7.082680377834549e-05
161,625,6.0,2.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,6.0,1.945,270.0,253.4005244354666,1.925233752041554,16.599475564533407,16.599475564533407,1.9211,7.428,12.47,-0.004133752041553862,-0.4133752041553862,-9.17147556453341,-4.129475564533408,1.9252,16.599,16.599,-3.375204155386946e-05,-0.003375204155386946,-0.0004755645334171277,-0.0004755645334171277
162,625,6.0,2.0,270.0,50,front,True,,6.4,0.29,90.0,inner,up,6.0,1.945,270.0,283.5873540951273,1.7026523426701061,-13.587354095127296,-13.587354095127296,1.6766,-20.982,18.682,-0.026052342670106032,-2.6052342670106032,-7.394645904872704,32.26935409512731,1.7027,-13.587,-13.587,4.765732989397975e-05,0.004765732989397975,0.0003540951273066639,0.0003540951273066639
163,625,6.0,4.0,0.0,33,front,True,,7.41,5.2,270.0,inner,down,6.055,4.0,0.0,41.52838546607863,1.809979281649379,-41.528385466078646,48.47161453392141,1.7987,-31.527,54.513,-0.01127928164937897,-1.127928164937897,10.00138546607866,6.041385466078594,1.81,-41.528,48.472,2.0718350621118375e-05,0.0020718350621118375,0.0003854660786544173,0.00038546607859757387
164,625,6.0,4.0,0.0,36,rear,True,,4.54,4.74,270.0,inner,down,5.925,4.0,180.0,151.88458684665844,1.570294558355215,28.115413153341564,-61.88458684665841,1.5243,28.312,-63.938,-0.04599455835521504,-4.599455835521504,0.19658684665844817,-2.0534131533415803,1.588,27.775,-62.225,0.017705441644785047,1.7705441644785047,-0.340413153341558,-0.3404131533415864
165,625,6.0,4.0,0.0,40,rear,True,,1.2,4.7,0.0,inner,right,5.925,4.0,180.0,171.57303097851934,4.776570422384663,8.426969021480659,8.426969021480659,4.8115,9.035,-12.123,0.03492957761533688,3.492957761533688,0.6080309785193379,-20.54996902148065,4.7828,7.207,7.207,0.006229577615337156,0.6229577615337156,-1.219969021480665,-1.219969021480665
166,625,6.0,4.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,6.055,4.0,0.0,330.69944128564026,4.638418372678342,29.300558714359738,29.300558714359795,4.8328,27.748,29.5,0.19438162732165765,19.438162732165765,-1.5525587143597477,0.19944128564020502,4.6882,30.366,30.366,0.04978162732165803,4.978162732165803,1.0654412856402473,1.0654412856401905
167,625,6.0,4.0,0.0,56,front,True,,10.1,2.75,180.0,inner,left,6.055,4.0,0.0,342.82762264004,4.2337365293556,17.172377359960024,17.172377359960024,4.4323,14.978,-21.399,0.19856347064439994,19.856347064439994,-2.194377359960015,-38.571377359960024,4.2643,18.456,18.456,0.03056347064440068,3.056347064440068,1.2836226400399653,1.2836226400399653
168,625,6.0,4.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,6.055,4.0,0.0,356.74564775548674,4.0515336602328755,3.2543522445132567,3.2543522445132567,4.2661,0.371,6.191,0.21456633976712425,21.456633976712425,-2.8833522445132473,2.936647755486746,4.0584,4.664,4.664,0.006866339767124252,0.6866339767124252,1.4096477554867306,1.4096477554867306
169,625,6.0,4.0,0.0,58,front,True,,9.31,4.69,180.0,inner,left,6.055,4.0,0.0,11.96847565158382,3.327330010684243,-11.968475651583816,-11.968475651583844,3.5688,-13.621,7.729,0.2414699893157568,24.14699893157568,-1.6525243484161933,19.69747565158383,3.3273,-11.968,-11.968,-3.0010684243020336e-05,-0.0030010684243020336,0.00047565158382667505,0.00047565158385509676
170,625,6.0,4.0,90.0,34,front,True,,6.45,5.2,270.0,inner,down,6.0,4.055,90.0,68.54452309208345,1.2302540388066203,21.455476907916534,21.45547690791659,1.2445,22.064,21.376,0.01424596119337962,1.424596119337962,0.608523092083459,-0.07947690791658601,1.2303,21.455,21.455,4.5961193379628895e-05,0.0045961193379628895,-0.0004769079165498624,-0.00047690791660670584
171,625,6.0,4.0,90.0,35,front,True,,5.5,5.2,270.0,inner,down,6.0,4.055,90.0,113.5899901707433,1.2494098606942403,-23.589990170743306,-23.58999017074325,1.2415,-22.088,-29.574,-0.007909860694240267,-0.7909860694240267,1.501990170743312,-5.984009829256763,1.2494,-23.59,-23.59,-9.860694240249046e-06,-0.0009860694240249046,-9.829256697457822e-06,-9.829256754301241e-06
172,625,6.0,4.0,90.0,48,rear,True,,4.51,0.1,90.0,inner,up,6.0,3.925,270.0,248.71697292625228,4.104963459033466,21.283027073747718,21.283027073747718,4.2206,23.022,-4.875,0.11563654096653408,11.563654096653408,1.7389729262522735,-26.158027073747718,4.1236,21.182,21.182,0.018636540966533666,1.8636540966533666,-0.1010270737477299,-0.1010270737477299
173,625,6.0,4.0,90.0,49,rear,True,,5.45,0.1,90.0,inner,up,6.0,3.925,270.0,261.81747700217863,3.8643401765372567,8.182522997821366,8.182522997821366,3.9523,9.714,3.135,0.08795982346274345,8.795982346274345,1.531477002178633,-5.047522997821375,3.8841,8.141,8.141,0.01975982346274341,1.9759823462743409,-0.041522997821374474,-0.041522997821374474
174,625,6.0,4.0,180.0,36,front,True,,4.54,4.74,270.0,inner,down,5.945,4.0,180.0,152.2246546540008,1.5879625310441052,27.7753453459992,-62.2246546540008,1.5854,26.746,-63.255,-0.0025625310441053095,-0.25625310441053095,-1.0293453459991895,-1.0303453459991943,1.588,27.775,-62.225,3.746895589484822e-05,0.003746895589484822,-0.00034534599919311404,-0.00034534599919311404
175,625,6.0,4.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,5.945,4.0,180.0,171.60804348121573,4.796355387166384,8.39195651878427,8.39195651878427,4.744,6.106,-8.459,-0.05235538716638466,-5.235538716638466,-2.2859565187842747,-16.850956518784272,4.7828,7.207,7.207,-0.013555387166384492,-1.3555387166384492,-1.1849565187842757,-1.1849565187842757
176,625,6.0,4.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,5.945,4.0,180.0,183.61767873771402,4.7544742085744875,-3.617678737714016,-3.617678737714016,4.7235,-6.53,-2.122,-0.03097420857448796,-3.097420857448796,-2.9123212622859853,1.4956787377140017,4.7618,-4.819,-4.819,0.0073257914255124845,0.7325791425512485,-1.2013212622859726,-1.2013212622859726
177,625,6.0,4.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,5.945,4.0,180.0,194.8181472508808,4.887547953728946,-14.818147250880799,-14.818147250880799,4.7903,-16.544,15.015,-0.0972479537289459,-9.72479537289459,-1.7258527491192126,29.833147250880813,4.9141,-15.945,-15.945,0.02655204627105423,2.655204627105423,-1.1268527491191946,-1.1268527491191946
178,625,6.0,4.0,180.0,43,front,True,,1.22,1.73,0.0,inner,right,5.945,4.0,180.0,205.66071338020026,5.241996280044464,-25.660713380200264,-25.660713380200264,5.2388,-24.057,26.57,-0.0031962800444640393,-0.31962800444640393,1.6037133802002757,52.23071338020026,5.2861,-26.638,-26.638,0.04410371995553586,4.410371995553586,-0.9772866197997416,-0.9772866197997416
179,625,6.0,4.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,6.0,3.945,270.0,248.81784075695543,4.12360582500316,21.182159243044566,21.182159243044566,4.0905,18.154,18.993,-0.03310582500316084,-3.310582500316084,-3.02815924304457,-2.189159243044571,4.1236,21.182,21.182,-5.825003160708775e-06,-0.0005825003160708775,-0.0001592430445782611,-0.0001592430445782611
180,625,6.0,4.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,6.0,3.945,270.0,261.85946695607885,3.8841376134220575,8.140533043921153,8.140533043921153,3.8318,3.632,-10.386,-0.05233761342205767,-5.233761342205767,-4.5085330439211475,-18.526533043921148,3.8841,8.141,8.141,-3.761342205743645e-05,-0.003761342205743645,0.00046695607883862067,0.00046695607883862067
181,625,6.0,4.0,270.0,50,front,True,,6.4,0.29,90.0,inner,up,6.0,3.945,270.0,276.245544951891,3.6768226772581785,-6.24554495189102,-6.24554495189102,3.6665,-10.893,5.24,-0.01032267725817837,-1.032267725817837,-4.647455048108981,11.485544951891029,3.6768,-6.246,-6.246,-2.2677258178394055e-05,-0.0022677258178394055,-0.000455048108989331,-0.000455048108989331
182,625,6.0,4.0,270.0,51,front,True,,7.49,0.44,90.0,inner,up,6.0,3.945,270.0,293.0306840383132,3.8085594389480124,-23.03068403831321,-23.03068403831321,3.7092,-23.663,-33.252,-0.09935943894801236,-9.935943894801236,-0.6323159616867997,-10.221315961686798,3.8086,-23.031,-23.031,4.056105198779747e-05,0.004056105198779747,-0.00031596168679470793,-0.00031596168679470793
183,625,7.0,3.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,7.055,3.0,0.0,337.3600968925365,3.299230970999151,22.63990310746351,22.63990310746351,3.5449,20.97,19.621,0.2456690290008492,24.56690290008492,-1.6699031074635116,-3.018903107463501,3.339,24.224,24.224,0.039769029000849,3.9769029000849,1.5840968925364791,1.5840968925364791
184,625,7.0,3.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,7.055,3.0,0.0,14.191096549023976,3.1408478154791264,-14.191096549023968,-14.191096549023996,3.3048,-14.549,-19.188,0.1639521845208738,16.395218452087377,-0.35790345097603904,-4.996903450975992,3.1178,-12.409,-12.409,-0.023047815479126488,-2.3047815479126488,1.7820965490239757,1.7820965490240042
185,625,7.0,3.0,0.0,58,front,True,,9.31,4.69,180.0,inner,left,7.055,3.0,0.0,36.84956557447849,2.8180001774307972,-36.849565574478504,-36.849565574478504,2.9768,-28.278,-44.592,0.15879982256920266,15.879982256920266,8.571565574478512,-7.7424344255214805,2.818,-36.85,-36.85,-1.7743079716581178e-07,-1.7743079716581178e-05,-0.00043442552149031144,-0.00043442552149031144
186,625,7.0,3.0,90.0,32,front,True,,8.37,5.2,270.0,inner,down,7.0,3.055,90.0,57.43384718518511,2.5451768111469186,32.5661528148149,32.56615281481493,2.576,32.426,34.502,0.03082318885308144,3.082318885308144,-0.14015281481488273,1.9358471851850823,2.5452,32.566,32.566,2.3188853081279603e-05,0.0023188853081279603,-0.00015281481489637372,-0.00015281481492479543
187,625,7.0,3.0,90.0,33,front,True,,7.41,5.2,270.0,inner,down,7.0,3.055,90.0,79.17888360081493,2.1838326401077532,10.821116399185087,10.82111639918503,2.1993,9.288,9.978,0.01546735989224679,1.546735989224679,-1.5331163991850758,-0.8431163991850212,2.1838,10.821,10.821,-3.2640107753056924e-05,-0.0032640107753056924,-0.0001163991850887669,-0.00011639918503192348
188,625,7.0,3.0,90.0,34,front,True,,6.45,5.2,270.0,inner,down,7.0,3.055,90.0,104.3813945910906,2.2143904353117136,-14.381394591090611,-14.381394591090611,2.1857,-15.866,-17.72,-0.028690435311713447,-2.8690435311713447,-1.484605408909374,-3.3386054089093875,2.2144,-14.381,-14.381,9.564688286278766e-06,0.0009564688286278766,0.0003945910906111294,0.0003945910906111294
189,625,7.0,3.0,90.0,50,rear,True,,6.4,0.29,90.0,inner,up,7.0,2.925,270.0,257.17224050503387,2.7024479643463994,12.82775949496613,12.82775949496613,2.6911,14.135,5.36,-0.011347964346399397,-1.1347964346399397,1.3072405050338602,-7.467759494966117,2.722,12.734,12.734,0.01955203565360053,1.955203565360053,-0.09375949496612179,-0.09375949496612179
190,625,7.0,3.0,90.0,51,rear,True,,7.49,0.44,90.0,inner,up,7.0,2.925,270.0,281.15465973892833,2.5328491861932876,-11.15465973892833,-11.15465973892833,2.5931,-11.581,-2.342,0.0602508138067126,6.02508138067126,-0.42634026107165823,8.812659738928318,2.5525,-11.068,-11.068,0.01965081380671263,1.965081380671263,0.08665973892831857,0.08665973892831857
191,625,7.0,3.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,6.945,3.0,180.0,163.5160146762473,5.991245696848027,16.483985323752705,16.483985323752705,5.9548,13.184,-19.772,-0.036445696848027787,-3.6445696848027787,-3.2999853237527077,-36.2559853237527,5.9636,15.563,15.563,-0.027645696848027868,-2.7645696848027868,-0.920985323752717,-0.920985323752717
192,625,7.0,3.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,6.945,3.0,180.0,173.05303468595025,5.787488660896019,6.9469653140497485,6.9469653140497485,5.6912,2.612,-2.244,-0.09628866089601917,-9.628866089601917,-4.334965314049754,-9.190965314049748,5.7762,5.962,5.962,-0.01128866089601921,-1.128866089601921,-0.9849653140497594,-0.9849653140497594
193,625,7.0,3.0,180.0,43,front,True,,1.22,1.73,0.0,inner,right,6.945,3.0,180.0,192.5076125637156,5.8641730022229055,-12.507612563715611,-12.507612563715611,5.8958,-16.083,-1.981,0.03162699777709488,3.162699777709488,-3.5753874362843874,10.526612563715616,5.8866,-13.458,-13.458,0.022426997777094115,2.2426997777094115,-0.9503874362843874,-0.9503874362843874
194,625,7.0,3.0,180.0,55,rear,True,,10.1,1.73,180.0,inner,left,7.075,3.0,0.0,337.2256450478367,3.2807811569807575,22.77435495216332,22.77435495216332,3.5862,22.449,-7.763,0.3054188430192424,30.541884301924238,-0.325354952163309,-30.537354952163327,3.339,24.224,24.224,0.05821884301924252,5.821884301924252,1.4496450478366683,1.4496450478366683
195,625,7.0,3.0,270.0,33,rear,True,,7.41,5.2,270.0,inner,down,7.0,3.075,90.0,79.07947552765263,2.164191534961728,10.920524472347381,10.920524472347324,2.1368,16.002,-4.072,-0.02739153496172797,-2.739153496172797,5.081475527652628,-14.992524472347327,2.1838,10.821,10.821,0.019608465038272183,1.9608465038272183,-0.09952447234738315,-0.09952447234732631
196,625,7.0,3.0,270.0,34,rear,True,,6.45,5.2,270.0,inner,down,7.0,3.075,90.0,104.51105950016907,2.1950227789250842,-14.511059500169068,-14.51105950016904,2.1993,-11.542,-2.342,0.0042772210749157935,0.42772210749157935,2.9690595001690667,12.169059500169027,2.2144,-14.381,-14.381,0.019377221074915685,1.9377221074915685,0.1300595001690681,0.13005950016903967
197,625,7.0,3.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,7.0,2.945,270.0,228.80694672042898,3.780757199292226,41.19305327957102,41.19305327957102,3.7479,41.612,46.414,-0.03285719929222619,-3.285719929222619,0.41894672042897696,5.2209467204289695,3.7808,41.193,41.193,4.2800707773960056e-05,0.004280070777396006,-5.327957103418157e-05,-5.327957103418157e-05
198,625,7.0,3.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,7.0,2.945,270.0,241.41776833003297,3.2398341006909597,28.58223166996703,28.58223166996703,3.2627,29.891,30.763,0.022865899309040483,2.2865899309040483,1.3087683300329616,2.1807683300329757,3.2398,28.582,28.582,-3.4100690959881774e-05,-0.0034100690959881774,-0.00023166996703594123,-0.00023166996703594123
199,625,7.0,3.0,270.0,50,front,True,,6.4,0.29,90.0,inner,up,7.0,2.945,270.0,257.2657092046524,2.7219524242719597,12.73429079534759,12.73429079534759,2.717,12.712,10.036,-0.004952424271959632,-0.49524242719596323,-0.022290795347601033,-2.6982907953475888,2.722,12.734,12.734,4.757572804026111e-05,0.004757572804026111,-0.0002907953475812519,-0.0002907953475812519
200,625,7.0,3.0,270.0,51,front,True,,7.49,0.44,90.0,inner,up,7.0,2.945,270.0,281.0678080702714,2.552474289782367,-11.067808070271383,-11.067808070271383,2.5462,-11.741,10.094,-0.006274289782367326,-0.6274289782367326,-0.6731919297286026,21.161808070271377,2.5525,-11.068,-11.068,2.5710217633090338e-05,0.0025710217633090338,-0.00019192972862924762,-0.00019192972862924762
201,625,7.0,3.0,270.0,52,front,True,,8.57,0.29,90.0,inner,up,7.0,2.945,270.0,300.59739985447067,3.084465107599695,-30.597399854470666,-30.597399854470666,3.0156,-25.819,-38.991,-0.06886510759969511,-6.886510759969511,4.778399854470678,-8.39360014552932,3.0845,-30.597,-30.597,3.4892400304631366e-05,0.0034892400304631366,0.00039985447065760127,0.00039985447065760127
202,625,7.0,4.0,0.0,32,front,True,,8.37,5.2,270.0,inner,down,7.055,4.0,0.0,42.38193709100317,1.78023172648956,-42.38193709100318,47.61806290899676,1.7937,-31.406,54.134,0.01346827351044011,1.346827351044011,10.975937091003175,6.515937091003252,1.7802,-42.382,47.618,-3.172648955995783e-05,-0.0031726489559957827,-6.290899682426243e-05,-6.290899676741901e-05
203,625,7.0,4.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,7.055,4.0,0.0,323.2960454327222,3.79801592940314,36.703954567277776,36.70395456727783,4.075,34.103,35.944,0.27698407059686003,27.698407059686005,-2.6009545672777676,-0.7599545672778163,3.8586,37.895,37.895,0.060584070596859885,6.0584070596859885,1.191045432722234,1.191045432722177
204,625,7.0,4.0,0.0,56,front,True,,10.1,2.75,180.0,inner,left,7.055,4.0,0.0,337.6814071150422,3.2915839652058096,22.31859288495781,22.318592884957752,3.5334,19.786,-26.072,0.24181603479419023,24.181603479419024,-2.5325928849578077,-48.390592884957755,3.3308,23.91,23.91,0.039216034794190335,3.9216034794190335,1.5914071150421876,1.5914071150422444
205,625,7.0,4.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,7.055,4.0,0.0,355.68044234985865,3.053674016656002,4.319557650141348,4.319557650141405,3.2789,1.366,-2.228,0.22522598334399824,22.522598334399824,-2.9535576501413345,-6.547557650141414,3.0628,6.185,6.185,0.009125983343998278,0.9125983343998278,1.8654423498586539,1.865442349858597
206,625,7.0,4.0,0.0,58,front,True,,9.31,4.69,180.0,inner,left,7.055,4.0,0.0,17.01341371869614,2.3582037655809143,-17.013413718696142,-17.013413718696142,2.5898,-16.903,17.96,0.2315962344190856,23.15962344190856,0.11041371869615091,34.97341371869615,2.3582,-17.013,-17.013,-3.765580914194544e-06,-0.0003765580914194544,0.0004137186961372663,0.0004137186961372663
