source_row,dataset,gt_x,gt_y,gt_h,tag_id,camera_role,ok,reason,tag_x_m,tag_y_m,tag_yaw_deg,tag_room,tag_facing,camera_x_m,camera_y_m,camera_heading_deg,bearing_world_deg,pred_distance_m,pred_angle_deg,pred_yaw_deg,meas_distance_m,meas_angle_deg,meas_yaw_deg,meas_distance_residual_m,meas_distance_residual_cm,meas_angle_residual_deg,meas_yaw_residual_deg,true_distance_m,true_angle_deg,true_yaw_deg,true_distance_delta_m,true_distance_delta_cm,true_angle_delta_deg,true_yaw_delta_deg
62,624,4.0,3.0,0.0,42,rear,True,,1.22,2.75,0.0,inner,right,3.925,3.0,180.0,185.28035819102104,2.7165281150763008,-5.280358191021037,-5.280358191021037,2.743,1.8,-2.3,0.02647188492369912,2.647188492369912,7.080358191021048,2.9803581910210255,2.747,-7.3,-7.3,0.030471884923699122,3.047188492369912,-2.0196418089789745,-2.0196418089789745
63,624,4.0,3.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,4.055,3.0,0.0,7.259129978258267,6.09384320441542,-7.259129978258272,-7.2591299782582155,5.773,-9.6,16.1,-0.3208432044154206,-32.08432044154206,-2.340870021741722,23.35912997825821,6.082,-6.3,-6.3,-0.011843204415420416,-1.1843204415420416,0.959129978258261,0.9591299782582041
64,624,4.0,3.0,90.0,35,front,True,,5.5,5.2,270.0,inner,down,4.0,3.055,90.0,55.034879226466444,2.6174462745202622,34.965120773533556,34.9651207735335,2.594,35.0,37.3,-0.023446274520262378,-2.344627452026238,0.034879226466443924,2.334879226466512,2.617,35.0,35.0,-0.00044627452026224645,-0.044627452026224645,0.034879226466443924,0.03487922646650077
65,624,4.0,3.0,90.0,36,front,True,,4.54,4.74,270.0,inner,down,4.0,3.055,90.0,72.23065584788026,1.7694137447188547,17.769344152119743,17.769344152119743,1.759,16.8,15.1,-0.010413744718854812,-1.0413744718854812,-0.9693441521197315,-2.6693441521197485,1.769,17.8,17.8,-0.0004137447188548027,-0.04137447188548027,0.03065584788026854,0.03065584788026854
66,624,4.0,3.0,90.0,37,front,True,,3.59,5.2,270.0,inner,down,4.0,3.055,90.0,100.82111639918507,2.1838326401077532,-10.821116399185087,-10.82111639918503,2.166,-13.0,-11.1,-0.017832640107753317,-1.7832640107753317,-2.1788836008149133,-0.27888360081496444,2.184,-10.8,-10.8,0.00016735989224692105,0.016735989224692105,0.021116399185075352,0.02111639918501851
67,624,4.0,3.0,90.0,38,front,True,,2.63,5.2,270.0,inner,down,4.0,3.055,90.0,122.56615281481491,2.545176811146919,-32.56615281481493,-32.56615281481493,2.495,-27.8,-42.5,-0.050176811146918965,-5.0176811146918965,4.766152814814916,-9.933847185185073,2.545,-32.6,-32.6,-0.00017681114691914246,-0.017681114691914246,-0.03384718518506702,-0.03384718518506702
68,624,4.0,3.0,90.0,48,rear,True,,4.51,0.1,90.0,inner,up,4.0,2.925,270.0,280.23343877305274,2.870666298962664,-10.23343877305274,-10.23343877305274,2.925,-3.1,-2.3,0.054333701037335924,5.433370103733592,7.133438773052745,7.933438773052728,2.89,-10.2,-10.2,0.019333701037336226,1.9333701037336226,0.033438773052751,0.033438773052751
69,624,4.0,3.0,180.0,39,front,True,,1.67,5.2,270.0,inner,down,3.945,3.0,180.0,135.96017456666635,3.164747225293041,44.03982543333365,-45.96017456666635,3.098,41.0,48.7,-0.066747225293041,-6.6747225293041,-3.0398254333336467,94.66017456666634,3.165,44.0,-46.0,0.00025277470695916904,0.025277470695916904,-0.03982543333364674,-0.03982543333364674
70,624,4.0,3.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,3.945,3.0,180.0,148.22974260397572,3.228780729625349,31.770257396024277,31.770257396024277,3.174,29.3,-37.5,-0.05478072962534908,-5.478072962534908,-2.470257396024266,-69.27025739602428,3.177,30.2,30.2,-0.051780729625348965,-5.1780729625348965,-1.5702573960242887,-1.5702573960242887
71,624,4.0,3.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,3.945,3.0,180.0,165.69395819459996,2.8328475073678074,14.306041805400042,14.306041805400042,2.823,10.0,-15.2,-0.009847507367807484,-0.9847507367807484,-4.306041805400042,-29.50604180540003,2.81,12.3,12.3,-0.022847507367807385,-2.2847507367807385,-2.006041805400031,-2.006041805400031
72,624,4.0,3.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,3.945,3.0,180.0,185.24181994697955,2.736443860195198,-5.241819946979547,-5.241819946979547,2.707,-10.5,-2.1,-0.02944386019519829,-2.944386019519829,-5.258180053020453,3.1418199469795525,2.747,-7.3,-7.3,0.010556139804801745,1.0556139804801745,-2.0581800530204646,-2.0581800530204646
73,624,4.0,3.0,180.0,43,front,True,,1.22,1.73,0.0,inner,right,3.945,3.0,180.0,204.9881103098627,3.0064139768168983,-24.98811030986269,-24.98811030986269,2.956,-25.1,31.6,-0.0504139768168983,-5.04139768168983,-0.11188969013730343,56.588110309862685,3.05,-26.7,-26.7,0.04358602318310156,4.358602318310156,-1.7118896901372977,-1.7118896901372977
74,624,4.0,3.0,180.0,44,front,True,,1.22,0.71,0.0,inner,right,3.945,3.0,180.0,220.0425846555814,3.5594557168196372,-40.04258465558141,-40.04258465558141,3.468,-31.9,-51.9,-0.09145571681963727,-9.145571681963727,8.142584655581402,-11.857415344418598,3.625,-41.3,-41.3,0.06554428318036276,6.554428318036276,-1.2574153444185754,-1.2574153444185754
75,624,4.0,3.0,270.0,36,rear,True,,4.54,4.74,270.0,inner,down,4.0,3.075,90.0,72.03086025984298,1.7503785304899053,17.969139740157004,17.96913974015706,1.722,24.5,-2.3,-0.02837853048990535,-2.837853048990535,6.530860259842996,-20.269139740157073,1.769,17.8,17.8,0.01862146951009458,1.862146951009458,-0.16913974015699296,-0.1691397401570498
76,624,4.0,3.0,270.0,37,rear,True,,3.59,5.2,270.0,inner,down,4.0,3.075,90.0,100.92052447234737,2.164191534961728,-10.920524472347381,-10.920524472347324,2.169,-6.0,-2.3,0.004808465038272036,0.4808465038272036,4.920524472347381,8.620524472347313,2.184,-10.8,-10.8,0.01980846503827216,1.980846503827216,0.12052447234736974,0.1205244723473129
77,624,4.0,3.0,270.0,45,front,True,,1.67,0.1,90.0,inner,up,4.0,2.945,270.0,230.6831867588795,3.677352988224002,39.316813241120514,39.316813241120514,3.643,38.0,42.1,-0.034352988224002345,-3.4352988224002345,-1.3168132411205136,2.7831867588794807,3.677,39.3,39.3,-0.0003529882240020932,-0.03529882240020932,-0.01681324112053062,-0.01681324112053062
78,624,4.0,3.0,270.0,46,front,True,,2.62,0.1,90.0,inner,up,4.0,2.945,270.0,244.12376164182234,3.1620286209963373,25.87623835817766,25.87623835817766,3.142,24.5,25.8,-0.0200286209963374,-2.00286209963374,-1.376238358177659,-0.07623835817764757,3.162,25.9,25.9,-2.862099633738069e-05,-0.002862099633738069,0.023761641822346746,0.023761641822346746
79,624,4.0,3.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,4.0,2.945,270.0,280.1630035785588,2.890350324787637,-10.1630035785588,-10.1630035785588,2.828,-13.7,-17.8,-0.062350324787637135,-6.2350324787637135,-3.536996421441188,-7.636996421441211,2.89,-10.2,-10.2,-0.0003503247876368576,-0.03503247876368576,-0.03699642144118798,-0.03699642144118798
80,624,4.0,3.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,4.0,2.945,270.0,297.00639649164765,3.1931998058373985,-27.00639649164765,-27.00639649164765,3.189,-25.5,-35.0,-0.004199805837398429,-0.4199805837398429,1.5063964916476493,-7.993603508352351,3.193,-27.0,-27.0,-0.00019980583739842572,-0.019980583739842572,0.006396491647649327,0.006396491647649327
81,624,4.0,3.0,270.0,50,front,True,,6.4,0.29,90.0,inner,up,4.0,2.945,270.0,312.1121563652387,3.5789698238459624,-42.11215636523872,-42.11215636523872,3.557,-32.2,-54.9,-0.021969823845962466,-2.1969823845962466,9.91215636523873,-12.787843634761288,3.579,-42.1,-42.1,3.0176154037775405e-05,0.0030176154037775405,0.012156365238723765,0.012156365238723765
82,624,4.0,4.0,0.0,40,rear,True,,1.2,4.7,0.0,inner,right,3.925,4.0,180.0,165.59331484356312,2.8134720542418754,14.406685156436879,14.406685156436879,2.804,19.9,-2.3,-0.009472054241875583,-0.9472054241875583,5.493314843563127,-16.70668515643689,2.81,12.3,12.3,-0.0034720542418753553,-0.3472054241875355,-2.1066851564368676,-2.1066851564368676
83,624,4.0,4.0,0.0,41,rear,True,,1.2,3.7,0.0,inner,right,3.925,4.0,180.0,186.28249208816138,2.741464024932663,-6.282492088161376,-6.282492088161376,2.743,-2.1,-2.3,0.0015359750673367145,0.15359750673367145,4.182492088161382,3.982492088161365,2.774,-8.3,-8.3,0.03253597506733685,3.2535975067336853,-2.017507911838635,-2.017507911838635
84,624,4.0,4.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,4.055,4.0,0.0,339.417991496208,6.457160753767866,20.582008503791997,20.58200850379194,6.609,18.8,19.8,0.15183924623213407,15.183924623213407,-1.7820085037919853,-0.7820085037919284,6.493,21.4,21.4,0.035839246232134414,3.5839246232134414,0.817991496208009,0.8179914962080659
85,624,4.0,4.0,90.0,36,front,True,,4.54,4.74,270.0,inner,down,4.0,4.055,90.0,51.75053946217899,0.8722528303192835,38.249460537820994,38.24946053782105,0.916,37.3,40.1,0.04374716968071657,4.374716968071657,-0.9494605378209826,1.8505394621789435,0.872,38.2,38.2,-0.0002528303192834702,-0.02528303192834702,-0.049460537821005346,-0.04946053782106219
86,624,4.0,4.0,90.0,37,front,True,,3.59,5.2,270.0,inner,down,4.0,4.055,90.0,109.70135926245095,1.21619283010549,-19.70135926245095,-19.70135926245098,1.218,-19.8,-23.6,0.001807169894509908,0.1807169894509908,-0.09864073754906144,-3.898640737549016,1.216,-19.7,-19.7,-0.00019283010549009383,-0.019283010549009383,0.001359262450961296,0.0013592624509897178
87,624,4.0,4.0,90.0,49,rear,True,,5.45,0.1,90.0,inner,up,4.0,3.925,270.0,290.7609648734209,4.090614257052356,-20.760964873420903,-20.760964873420903,4.33,-18.1,-2.3,0.23938574294764425,23.938574294764425,2.660964873420909,18.46096487342089,4.109,-20.7,-20.7,0.018385742947644168,1.8385742947644168,0.0609648734209145,0.0609648734209145
88,624,4.0,4.0,180.0,38,front,True,,2.63,5.2,270.0,inner,down,3.945,4.0,180.0,137.61806290899685,1.7802317264895602,42.38193709100315,-47.618062908996876,1.803,37.3,-53.7,0.02276827351043975,2.276827351043975,-5.081937091003169,-6.0819370910031125,1.78,42.4,-47.6,-0.00023172648956015784,-0.023172648956015784,0.018062908996853366,0.018062908996881788
89,624,4.0,4.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,3.945,4.0,180.0,165.69395819459996,2.8328475073678074,14.306041805400042,14.306041805400042,2.786,8.3,-18.6,-0.046847507367807406,-4.684750736780741,-6.006041805400031,-32.90604180540004,2.81,12.3,12.3,-0.022847507367807385,-2.2847507367807385,-2.006041805400031,-2.006041805400031
90,624,4.0,4.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,3.945,4.0,180.0,186.23708007645848,2.761344781080407,-6.237080076458483,-6.237080076458483,2.757,-12.5,-13.8,-0.004344781080406701,-0.4344781080406701,-6.262919923541517,-7.5629199235415285,2.774,-8.3,-8.3,0.012655218919593203,1.2655218919593203,-2.0629199235415285,-2.0629199235415285
91,624,4.0,4.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,3.945,4.0,180.0,204.64166199955832,2.998020180052162,-24.641661999558323,-24.641661999558323,2.943,-25.6,-35.3,-0.055020180052161916,-5.5020180052161916,-0.9583380004416711,-10.658338000441688,3.041,-26.4,-26.4,0.04297981994783795,4.297981994783795,-1.7583380004416824,-1.7583380004416824
92,624,4.0,4.0,270.0,46,front,True,,2.62,0.1,90.0,inner,up,4.0,3.945,270.0,250.25654816961134,4.085146876184503,19.743451830388665,19.743451830388665,4.033,18.4,-25.9,-0.05214687618450231,-5.214687618450231,-1.3434518303886591,-45.64345183038867,4.085,19.7,19.7,-0.0001468761845027089,-0.01468761845027089,-0.04345183038867617,-0.04345183038867617
93,624,4.0,4.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,4.0,3.945,270.0,277.55559692808157,3.87867567605233,-7.55559692808157,-7.55559692808157,3.834,-10.5,-12.2,-0.044675676052329916,-4.467567605232992,-2.9444030719184298,-4.644403071918418,3.879,-7.6,-7.6,0.00032432394767001327,0.03243239476700133,-0.044403071918424075,-0.044403071918424075
94,624,4.0,4.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,4.0,3.945,270.0,290.66211817354394,4.109321720186921,-20.662118173543945,-20.662118173543945,4.071,-21.0,-26.7,-0.03832172018692148,-3.832172018692148,-0.337881826456055,-6.037881826456044,4.109,-20.7,-20.7,-0.00032172018692122606,-0.032172018692122606,-0.037881826456043655,-0.037881826456043655
95,624,5.0,3.0,0.0,32,front,True,,8.37,5.2,270.0,inner,down,5.055,3.0,0.0,33.57024383274192,3.9785958578372846,-33.57024383274194,56.42975616725812,3.916,-28.8,56.4,-0.06259585783728472,-6.259585783728472,4.770243832741926,-0.02975616725811392,3.979,-33.6,56.4,0.00040414216271544845,0.040414216271544845,-0.029756167258057076,-0.02975616725811392
96,624,5.0,3.0,0.0,41,rear,True,,1.2,3.7,0.0,inner,right,4.925,3.0,180.0,169.35712925529643,3.7902011819954886,10.642870744703572,10.642870744703572,3.819,15.4,-7.9,0.02879881800451134,2.879881800451134,4.757129255296434,-18.542870744703578,3.793,9.1,9.1,0.0027988180045115385,0.27988180045115385,-1.5428707447035777,-1.5428707447035777
97,624,5.0,3.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,5.055,3.0,0.0,345.87026699812276,5.202396082575797,14.129733001877241,14.129733001877185,5.385,10.9,9.3,0.18260391742420268,18.260391742420268,-3.2297330018772357,-4.829733001877173,5.228,15.2,15.2,0.02560391742420265,2.560391742420265,1.0702669981227473,1.0702669981228041
98,624,5.0,3.0,0.0,56,front,True,,10.1,2.75,180.0,inner,left,5.055,3.0,0.0,357.16308473837654,5.0511904537445425,2.83691526162346,2.836915261623517,5.188,-1.0,7.2,0.13680954625545727,13.680954625545727,-3.83691526162346,4.363084738376472,5.057,4.0,4.0,0.005809546255457931,0.5809546255457931,1.16308473837654,1.163084738376483
99,624,5.0,3.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,5.055,3.0,0.0,8.677876822095865,5.10342287097591,-8.677876822095868,-8.677876822095868,4.847,-11.8,14.0,-0.25642287097590977,-25.642287097590977,-3.122123177904143,22.677876822095868,5.089,-7.6,-7.6,-0.014422870975909774,-1.4422870975909774,1.0778768220958739,1.0778768220958739
100,624,5.0,3.0,90.0,34,front,True,,6.45,5.2,270.0,inner,down,5.0,3.055,90.0,55.94167329542876,2.589116644726537,34.05832670457124,34.0583267045713,2.595,33.4,36.4,0.005883355273463398,0.5883355273463398,-0.6583267045712375,2.3416732954287056,2.589,34.1,34.1,-0.00011664472653682978,-0.011664472653682978,0.04167329542875109,0.041673295428694246
101,624,5.0,3.0,90.0,35,front,True,,5.5,5.2,270.0,inner,down,5.0,3.055,90.0,76.8786444095756,2.202504256522561,13.1213555904244,13.1213555904244,2.204,10.9,11.1,0.001495743477438971,0.1495743477438971,-2.2213555904243947,-2.021355590424406,2.203,13.1,13.1,0.0004957434774386371,0.04957434774386371,-0.021355590424406046,-0.021355590424406046
102,624,5.0,3.0,90.0,36,front,True,,4.54,4.74,270.0,inner,down,5.0,3.055,90.0,105.26950378423007,1.746661100500037,-15.269503784230068,-15.269503784230096,1.73,-16.9,-19.6,-0.016661100500036996,-1.6661100500036996,-1.6304962157699379,-4.330496215769898,1.747,-15.3,-15.3,0.00033889949996313007,0.03388994999631301,-0.030496215769943547,-0.030496215769915125
103,624,5.0,3.0,90.0,37,front,True,,3.59,5.2,270.0,inner,down,5.0,3.055,90.0,123.31862521260898,2.5669290991377225,-33.31862521260899,-33.31862521260899,2.493,-28.5,-42.0,-0.07392909913772261,-7.392909913772261,4.818625212608993,-8.681374787391007,2.567,-33.3,-33.3,7.090086227767856e-05,0.007090086227767856,0.0186252126089812,0.0186252126089812
104,624,5.0,3.0,90.0,48,rear,True,,4.51,0.1,90.0,inner,up,5.0,2.925,270.0,260.15987279502417,2.8671806709727936,9.840127204975829,9.840127204975829,2.874,14.3,-2.3,0.0068193290272065,0.68193290272065,4.459872795024182,-12.14012720497584,2.887,9.8,9.8,0.0198193290272064,1.98193290272064,-0.040127204975817676,-0.040127204975817676
105,624,5.0,3.0,90.0,49,rear,True,,5.45,0.1,90.0,inner,up,5.0,2.925,270.0,279.05072167718373,2.8606161923613587,-9.05072167718373,-9.05072167718373,2.944,-5.7,-2.3,0.08338380763864128,8.338380763864128,3.350721677183742,6.750721677183719,2.88,-9.0,-9.0,0.019383807638641226,1.9383807638641226,0.05072167718373066,0.05072167718373066
106,624,5.0,3.0,180.0,38,front,True,,2.63,5.2,270.0,inner,down,4.945,3.0,180.0,136.45904547392735,3.193622551273084,43.54095452607265,-46.45904547392735,3.184,39.9,-52.9,-0.009622551273083868,-0.9622551273083868,-3.6409545260726475,-6.440954526072659,3.194,43.5,-46.5,0.0003774487269159188,0.03774487269159188,-0.04095452607265315,-0.04095452607265315
107,624,5.0,3.0,180.0,39,front,True,,1.67,5.2,270.0,inner,down,4.945,3.0,180.0,146.10854216275249,3.9453295172900327,33.891457837247515,-56.108542162752485,3.928,30.8,-57.8,-0.017329517290032737,-1.7329517290032737,-3.0914578372475034,-1.6914578372475262,3.945,33.9,-56.1,-0.0003295172900328325,-0.03295172900328325,0.008542162752490867,0.008542162752490867
108,624,5.0,3.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,4.945,3.0,180.0,155.58486893156638,4.112787983837728,24.415131068433624,24.415131068433624,4.044,20.7,-31.1,-0.0687879838377281,-6.878798383772811,-3.715131068433635,-55.51513106843362,4.072,23.1,23.1,-0.04078798383772764,-4.078798383772764,-1.3151310684336295,-1.3151310684336295
109,624,5.0,3.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,4.945,3.0,180.0,169.41267868176286,3.809858921272545,10.587321318237144,10.587321318237144,3.824,5.2,-10.8,0.014141078727454737,1.4141078727454737,-5.387321318237156,-21.387321318237156,3.793,9.1,9.1,-0.016858921272544958,-1.6858921272544958,-1.48732131823715,-1.48732131823715
110,624,5.0,3.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,4.945,3.0,180.0,183.83959633795348,3.7333798360199038,-3.8395963379534805,-3.8395963379534805,3.711,-9.7,-2.1,-0.022379836019903898,-2.23798360199039,-5.860403662046508,1.7395963379534862,3.741,-5.4,-5.4,0.0076201639800963505,0.762016398009635,-1.5604036620465251,-1.5604036620465251
111,624,5.0,3.0,180.0,44,front,True,,1.22,0.71,0.0,inner,right,4.945,3.0,180.0,211.58174940679064,4.37261077618395,-31.581749406790635,-31.581749406790635,4.279,-28.8,-44.7,-0.09361077618394997,-9.361077618394997,2.781749406790624,-13.118250593209382,4.426,-32.7,-32.7,0.05338922381605027,5.338922381605027,-1.1182505932093818,-1.1182505932093818
112,624,5.0,3.0,270.0,35,rear,True,,5.5,5.2,270.0,inner,down,5.0,3.075,90.0,76.7594800848128,2.1830311495716224,13.240519915187207,13.240519915187178,2.161,17.8,-2.3,-0.022031149571622333,-2.2031149571622333,4.5594800848128045,-15.54051991518719,2.203,13.1,13.1,0.019968850428377483,1.9968850428377483,-0.14051991518721252,-0.1405199151871841
113,624,5.0,3.0,270.0,36,rear,True,,4.54,4.74,270.0,inner,down,5.0,3.075,90.0,105.44421299840154,1.7273751763875733,-15.444212998401554,-15.444212998401554,1.723,-12.9,-2.3,-0.004375176387573232,-0.4375176387573232,2.544212998401548,13.144212998401542,1.747,-15.3,-15.3,0.01962482361242679,1.962482361242679,0.14421299840154234,0.14421299840154234
114,624,5.0,3.0,270.0,46,front,True,,2.62,0.1,90.0,inner,up,5.0,2.945,270.0,230.0856521011375,3.7092350963507283,39.9143478988625,39.9143478988625,3.674,37.8,42.5,-0.03523509635072841,-3.523509635072841,-2.1143478988624906,2.585652101137498,3.709,39.9,39.9,-0.00023509635072826995,-0.023509635072826995,-0.014347898862496322,-0.014347898862496322
115,624,5.0,3.0,270.0,47,front,True,,3.56,0.1,90.0,inner,up,5.0,2.945,270.0,243.15369550233947,3.188671353400974,26.846304497660526,26.846304497660526,3.183,24.8,-30.8,-0.005671353400974244,-0.5671353400974244,-2.0463044976605147,-57.64630449766052,3.189,26.8,26.8,0.0003286465990259835,0.03286465990259835,-0.0463044976605147,-0.0463044976605147
116,624,5.0,3.0,270.0,48,front,True,,4.51,0.1,90.0,inner,up,5.0,2.945,270.0,260.22770934372994,2.8868884633805996,9.772290656270059,9.772290656270059,2.893,5.7,-10.1,0.006111536619400226,0.6111536619400226,-4.07229065627007,-19.872290656270053,2.887,9.8,9.8,0.00011153661940044302,0.011153661940044302,0.027709343729952707,0.027709343729952707
117,624,5.0,3.0,270.0,49,front,True,,5.45,0.1,90.0,inner,up,5.0,2.945,270.0,278.9881385122287,2.880368899984861,-8.988138512228716,-8.988138512228716,2.873,-13.0,-11.4,-0.007368899984860899,-0.7368899984860899,-4.011861487771284,-2.41186148777129,2.88,-9.0,-9.0,-0.0003688999848612262,-0.03688999848612262,-0.011861487771284374,-0.011861487771284374
118,624,5.0,4.0,0.0,34,front,True,,6.45,5.2,270.0,inner,down,5.055,4.0,0.0,40.7026133360583,1.8401154855062771,-40.702613336058306,49.297386663941666,1.821,-31.4,54.6,-0.019115485506277174,-1.9115485506277174,9.3026133360583,5.302613336058329,1.84,-40.7,49.3,-0.00011548550627704657,-0.011548550627704657,0.002613336058288951,0.0026133360583457943
119,624,5.0,4.0,0.0,40,rear,True,,1.2,4.7,0.0,inner,right,4.925,4.0,180.0,169.35712925529643,3.7902011819954886,10.642870744703572,10.642870744703572,3.817,15.6,-2.3,0.02679881800451156,2.679881800451156,4.957129255296422,-12.942870744703583,3.793,9.1,9.1,0.0027988180045115385,0.27988180045115385,-1.5428707447035777,-1.5428707447035777
120,624,5.0,4.0,0.0,55,front,True,,10.1,1.73,180.0,inner,left,5.055,4.0,0.0,335.77461583672647,5.53217181584231,24.22538416327353,24.225384163273475,5.773,21.4,19.7,0.24082818415768958,24.08281841576896,-2.825384163273526,-4.525384163273486,5.574,25.2,25.2,0.04182818415768974,4.182818415768974,0.974615836726457,0.9746158367265139
121,624,5.0,4.0,0.0,56,front,True,,10.1,2.75,180.0,inner,left,5.055,4.0,0.0,346.08406947134034,5.19754990356033,13.915930528659658,13.915930528659601,5.408,10.4,8.9,0.21045009643967028,21.045009643967028,-3.515930528659652,-5.015930528659595,5.223,15.0,15.0,0.025450096439669778,2.545009643966978,1.0840694713403423,1.084069471340399
122,624,5.0,4.0,0.0,57,front,True,,10.1,3.77,180.0,inner,left,5.055,4.0,0.0,357.38971044012305,5.050240093302496,2.6102895598769464,2.6102895598769464,5.145,-1.4,10.5,0.09475990669750356,9.475990669750356,-4.010289559876952,7.889710440123054,5.056,3.7,3.7,0.005759906697504036,0.5759906697504036,1.0897104401230422,1.0897104401230422
123,624,5.0,4.0,90.0,35,front,True,,5.5,5.2,270.0,inner,down,5.0,4.055,90.0,66.41000982925671,1.2494098606942403,23.589990170743306,23.58999017074325,1.276,23.1,24.1,0.026590139305759708,2.659013930575971,-0.48999017074331164,0.5100098292567452,1.249,23.6,23.6,-0.000409860694240205,-0.0409860694240205,0.010009829256688363,0.010009829256745206
124,624,5.0,4.0,90.0,36,front,True,,4.54,4.74,270.0,inner,down,5.0,4.055,90.0,123.88265765615279,0.8251212032180488,-33.88265765615279,-33.88265765615279,0.814,-27.8,-40.7,-0.01112120321804888,-1.112120321804888,6.082657656152776,-6.817342343847201,0.825,-33.9,-33.9,-0.00012120321804887091,-0.012120321804887091,-0.017342343847218444,-0.017342343847218444
125,624,5.0,4.0,90.0,48,rear,True,,4.51,0.1,90.0,inner,up,5.0,3.925,270.0,262.69990863941723,3.856257901126427,7.300091360582769,7.300091360582769,3.962,12.1,-2.3,0.10574209887357311,10.574209887357311,4.799908639417225,-9.60009136058278,3.876,7.3,7.3,0.01974209887357281,1.974209887357281,-9.136058275771575e-05,-9.136058275771575e-05
126,624,5.0,4.0,90.0,49,rear,True,,5.45,0.1,90.0,inner,up,5.0,3.925,270.0,276.7098368077569,3.85137962294033,-6.709836807756915,-6.709836807756915,3.893,-2.7,-2.3,0.0416203770596697,4.16203770596697,4.009836807756926,4.4098368077569035,3.871,-6.7,-6.7,0.019620377059669902,1.9620377059669902,0.009836807756926191,0.009836807756926191
127,624,5.0,4.0,90.0,50,rear,True,,6.4,0.29,90.0,inner,up,5.0,3.925,270.0,291.0639121752965,3.89528240311277,-21.06391217529648,-21.06391217529648,4.105,-18.3,-2.3,0.20971759688723024,20.971759688723026,2.7639121752964684,18.76391217529647,3.914,-21.0,-21.0,0.01871759688722996,1.871759688722996,0.06391217529647975,0.06391217529647975
128,624,5.0,4.0,180.0,38,front,True,,2.63,5.2,270.0,inner,down,4.945,4.0,180.0,152.59964929948814,2.6075323583802374,27.400350700511865,-62.599649299488135,2.587,25.2,-62.8,-0.02053235838023726,-2.053235838023726,-2.2003507005118763,-0.2003507005118763,2.608,27.4,-62.6,0.00046764161976264873,0.04676416197626487,-0.00035070051185925877,-0.00035070051185925877
129,624,5.0,4.0,180.0,40,front,True,,1.2,4.7,0.0,inner,right,4.945,4.0,180.0,169.41267868176286,3.809858921272545,10.587321318237144,10.587321318237144,3.743,6.5,-14.1,-0.06685892127254522,-6.685892127254522,-4.087321318237144,-24.68732131823714,3.793,9.1,9.1,-0.016858921272544958,-1.6858921272544958,-1.48732131823715,-1.48732131823715
130,624,5.0,4.0,180.0,41,front,True,,1.2,3.7,0.0,inner,right,4.945,4.0,180.0,184.58000200060638,3.756996805960846,-4.580002000606385,-4.580002000606385,3.8,-9.2,-2.1,0.04300319403915376,4.300319403915376,-4.619997999393604,2.4800020006063903,3.766,-6.1,-6.1,0.00900319403915395,0.900319403915395,-1.5199979993936097,-1.5199979993936097
131,624,5.0,4.0,180.0,42,front,True,,1.22,2.75,0.0,inner,right,4.945,4.0,180.0,198.55023192592773,3.9291379461658003,-18.550231925927733,-18.550231925927733,3.9,-20.7,23.1,-0.029137946165800344,-2.9137946165800344,-2.149768074072256,41.65023192592773,3.962,-19.9,-19.9,0.032862053834199934,3.2862053834199934,-1.3497680740722728,-1.3497680740722728
132,624,5.0,4.0,180.0,43,front,True,,1.22,1.73,0.0,inner,right,4.945,4.0,180.0,211.35796149384612,4.362169758273972,-31.35796149384612,-31.35796149384612,4.276,-28.2,-38.7,-0.08616975827397244,-8.616975827397244,3.1579614938461305,-7.3420385061538695,4.415,-32.5,-32.5,0.05283024172602779,5.283024172602779,-1.142038506153881,-1.142038506153881
133,624,5.0,4.0,270.0,46,front,True,,2.62,0.1,90.0,inner,up,5.0,3.945,270.0,238.24308497672075,4.521993476333198,31.756915023279248,31.756915023279248,4.48,30.0,33.3,-0.0419934763331975,-4.19934763331975,-1.756915023279248,1.5430849767207633,4.522,31.8,31.8,6.523666802316086e-06,0.0006523666802316086,0.04308497672076328,0.04308497672076328
134,624,5.0,4.0,270.0,47,front,True,,3.56,0.1,90.0,inner,up,5.0,3.945,270.0,249.4684541145191,4.105803818985997,20.53154588548091,20.53154588548091,4.085,17.9,18.4,-0.020803818985997147,-2.0803818985997147,-2.6315458854809037,-2.1315458854809037,4.106,20.5,20.5,0.0001961810140027609,0.01961810140027609,-0.03154588548090942,-0.03154588548090942
