function,heading_deg,highlight,tag_id,camera,distance_m,distance_weight,camera_view_angle_deg,tag_incidence_deg,bearing_world_deg,weighted_contribution
C_front6_rear3_rear06,65.0,,34,front,4.389,0.7,-6.0,19.0,71.0,0.7
C_front6_rear3_rear06,65.0,,35,front,4.177,0.7,-18.4,6.6,83.4,0.7
C_front6_rear3_rear06,65.0,,36,front,3.722,1.0,-32.5,7.5,97.5,1.0
C_front6_rear3_rear06,65.0,,58,front,5.624,0.4,24.7,40.3,40.3,0.4
C_front6_rear3_rear06,65.0,,48,rear,0.95,1.0,3.8,28.8,241.2,0.6
C_front6_rear3_rear06,70.0,,32,front,5.333,0.4,18.9,38.9,51.1,0.4
C_front6_rear3_rear06,70.0,,33,front,4.788,0.7,10.0,30.0,60.0,0.7
C_front6_rear3_rear06,70.0,,34,front,4.388,0.7,-1.0,19.0,71.0,0.7
C_front6_rear3_rear06,70.0,,35,front,4.176,0.7,-13.4,6.6,83.4,0.7
C_front6_rear3_rear06,70.0,,36,front,3.719,1.0,-27.4,7.4,97.4,1.0
C_front6_rear3_rear06,70.0,,58,front,5.626,0.4,29.7,40.3,40.3,0.4
C_front6_rear3_rear06,70.0,,48,rear,0.951,1.0,9.2,29.2,240.8,0.6
C_front6_rear3_rear06,75.0,,32,front,5.335,0.4,24.0,39.0,51.0,0.4
C_front6_rear3_rear06,75.0,,33,front,4.789,0.7,15.0,30.0,60.0,0.7
C_front6_rear3_rear06,75.0,,34,front,4.388,0.7,4.1,19.1,70.9,0.7
C_front6_rear3_rear06,75.0,,35,front,4.175,0.7,-8.3,6.7,83.3,0.7
C_front6_rear3_rear06,75.0,,36,front,3.717,1.0,-22.3,7.3,97.3,1.0
C_front6_rear3_rear06,75.0,,37,front,4.385,0.7,-34.0,19.0,109.0,0.7
C_front6_rear3_rear06,75.0,,58,front,5.629,0.4,34.7,40.3,40.3,0.4
C_front6_rear3_rear06,75.0,,48,rear,0.952,1.0,14.6,29.6,240.4,0.6
C_front6_rear3_rear06,80.0,,32,front,5.337,0.4,29.0,39.0,51.0,0.4
C_front6_rear3_rear06,80.0,,33,front,4.791,0.7,20.1,30.1,59.9,0.7
C_front6_rear3_rear06,80.0,,34,front,4.389,0.7,9.2,19.2,70.8,0.7
C_front6_rear3_rear06,80.0,,35,front,4.175,0.7,-3.3,6.7,83.3,0.7
C_front6_rear3_rear06,80.0,,36,front,3.716,1.0,-17.3,7.3,97.3,1.0
C_front6_rear3_rear06,80.0,,37,front,4.382,0.7,-28.9,18.9,108.9,0.7
C_front6_rear3_rear06,85.0,,32,front,5.339,0.4,34.1,39.1,50.9,0.4
C_front6_rear3_rear06,85.0,,33,front,4.792,0.7,25.1,30.1,59.9,0.7
C_front6_rear3_rear06,85.0,,34,front,4.39,0.7,14.2,19.2,70.8,0.7
C_front6_rear3_rear06,85.0,,35,front,4.175,0.7,1.8,6.8,83.2,0.7
C_front6_rear3_rear06,85.0,,36,front,3.714,1.0,-12.2,7.2,97.2,1.0
C_front6_rear3_rear06,85.0,,37,front,4.38,0.7,-23.8,18.8,108.8,0.7
C_front6_rear3_rear06,85.0,,38,front,4.777,0.7,-34.8,29.8,119.8,0.7
C_front6_rear3_rear06,90.0,,33,front,4.795,0.7,30.2,30.2,59.8,0.7
C_front6_rear3_rear06,90.0,,34,front,4.391,0.7,19.3,19.3,70.7,0.7
C_front6_rear3_rear06,90.0,,35,front,4.175,0.7,6.9,6.9,83.1,0.7
C_front6_rear3_rear06,90.0,,36,front,3.714,1.0,-7.1,7.1,97.1,1.0
C_front6_rear3_rear06,90.0,,37,front,4.378,0.7,-18.8,18.8,108.8,0.7
C_front6_rear3_rear06,90.0,,38,front,4.775,0.7,-29.8,29.8,119.8,0.7
C_front6_rear3_rear06,95.0,,34,front,4.393,0.7,24.3,19.3,70.7,0.7
C_front6_rear3_rear06,95.0,,35,front,4.176,0.7,11.9,6.9,83.1,0.7
C_front6_rear3_rear06,95.0,,36,front,3.713,1.0,-2.0,7.0,97.0,1.0
C_front6_rear3_rear06,95.0,,37,front,4.377,0.7,-13.7,18.7,108.7,0.7
C_front6_rear3_rear06,95.0,,38,front,4.773,0.7,-24.7,29.7,119.7,0.7
C_front6_rear3_rear06,95.0,,39,front,5.314,0.4,-33.7,38.7,128.7,0.4
C_front6_rear3_rear06,100.0,,34,front,4.395,0.7,29.4,19.4,70.6,0.7
C_front6_rear3_rear06,100.0,,35,front,4.177,0.7,17.0,7.0,83.0,0.7
C_front6_rear3_rear06,100.0,,36,front,3.713,1.0,3.0,7.0,97.0,1.0
C_front6_rear3_rear06,100.0,,37,front,4.376,0.7,-8.7,18.7,108.7,0.7
C_front6_rear3_rear06,100.0,,38,front,4.771,0.7,-19.7,29.7,119.7,0.7
C_front6_rear3_rear06,100.0,,39,front,5.312,0.4,-28.7,38.7,128.7,0.4
C_front6_rear3_rear06,105.0,,34,front,4.398,0.7,34.4,19.4,70.6,0.7
C_front6_rear3_rear06,105.0,,35,front,4.179,0.7,22.1,7.1,82.9,0.7
C_front6_rear3_rear06,105.0,,36,front,3.714,1.0,8.1,6.9,96.9,1.0
C_front6_rear3_rear06,105.0,,37,front,4.375,0.7,-3.6,18.6,108.6,0.7
C_front6_rear3_rear06,105.0,,38,front,4.769,0.7,-14.6,29.6,119.6,0.7
C_front6_rear3_rear06,105.0,,39,front,5.31,0.4,-23.6,38.6,128.6,0.4
C_front6_rear3_rear06,105.0,,40,front,5.257,0.4,-31.1,43.9,136.1,0.4
C_front6_rear3_rear06,105.0,,49,rear,0.933,1.0,-12.5,27.5,297.5,0.6
C_front6_rear3_rear06,110.0,,35,front,4.181,0.7,27.1,7.1,82.9,0.7
C_front6_rear3_rear06,110.0,,36,front,3.715,1.0,13.2,6.8,96.8,1.0
C_front6_rear3_rear06,110.0,,37,front,4.375,0.7,1.5,18.5,108.5,0.7
C_front6_rear3_rear06,110.0,,38,front,4.768,0.7,-9.5,29.5,119.5,0.7
C_front6_rear3_rear06,110.0,,39,front,5.308,0.4,-18.6,38.6,128.6,0.4
C_front6_rear3_rear06,110.0,,40,front,5.254,0.4,-26.0,44.0,136.0,0.4
C_front6_rear3_rear06,110.0,,41,front,4.616,0.7,-35.0,35.0,145.0,0.7
C_front6_rear3_rear06,110.0,,49,rear,0.932,1.0,-7.1,27.1,297.1,0.6
C_front6_rear3_rear06,115.0,,35,front,4.183,0.7,32.2,7.2,82.8,0.7
C_front6_rear3_rear06,115.0,,36,front,3.716,1.0,18.3,6.7,96.7,1.0
C_front6_rear3_rear06,115.0,,37,front,4.376,0.7,6.5,18.5,108.5,0.7
C_front6_rear3_rear06,115.0,,38,front,4.768,0.7,-4.5,29.5,119.5,0.7
C_front6_rear3_rear06,115.0,,39,front,5.306,0.4,-13.5,38.5,128.5,0.4
C_front6_rear3_rear06,115.0,,40,front,5.252,0.4,-21.0,44.0,136.0,0.4
C_front6_rear3_rear06,115.0,,41,front,4.614,0.7,-29.9,35.1,144.9,0.7
C_front6_rear3_rear06,115.0,,49,rear,0.931,1.0,-1.7,26.7,296.7,0.6
C_front6_rear3_rear06,120.0,Y,36,front,3.718,1.0,23.3,6.7,96.7,1.0
C_front6_rear3_rear06,120.0,Y,37,front,4.376,0.7,11.6,18.4,108.4,0.7
C_front6_rear3_rear06,120.0,Y,38,front,4.768,0.7,0.6,29.4,119.4,0.7
C_front6_rear3_rear06,120.0,Y,39,front,5.306,0.4,-8.5,38.5,128.5,0.4
C_front6_rear3_rear06,120.0,Y,40,front,5.251,0.4,-15.9,44.1,135.9,0.4
C_front6_rear3_rear06,120.0,Y,41,front,4.612,0.7,-24.9,35.1,144.9,0.7
C_front6_rear3_rear06,120.0,Y,49,rear,0.931,1.0,3.7,26.3,296.3,0.6
C_front6_rear3_rear06,125.0,,36,front,3.72,1.0,28.4,6.6,96.6,1.0
C_front6_rear3_rear06,125.0,,37,front,4.378,0.7,16.6,18.4,108.4,0.7
C_front6_rear3_rear06,125.0,,38,front,4.768,0.7,5.6,29.4,119.4,0.7
C_front6_rear3_rear06,125.0,,39,front,5.305,0.4,-3.4,38.4,128.4,0.4
C_front6_rear3_rear06,125.0,,40,front,5.25,0.4,-10.9,44.1,135.9,0.4
C_front6_rear3_rear06,125.0,,41,front,4.61,0.7,-19.8,35.2,144.8,0.7
C_front6_rear3_rear06,125.0,,42,front,4.118,0.7,-30.5,24.5,155.5,0.7
C_front6_rear3_rear06,125.0,,49,rear,0.932,1.0,9.1,25.9,295.9,0.6
C_front6_rear3_rear06,130.0,,36,front,3.722,1.0,33.4,6.6,96.6,1.0
C_front6_rear3_rear06,130.0,,37,front,4.379,0.7,21.7,18.3,108.3,0.7
C_front6_rear3_rear06,130.0,,38,front,4.768,0.7,10.7,29.3,119.3,0.7
C_front6_rear3_rear06,130.0,,39,front,5.305,0.4,1.6,38.4,128.4,0.4
C_front6_rear3_rear06,130.0,,40,front,5.249,0.4,-5.8,44.2,135.8,0.4
C_front6_rear3_rear06,130.0,,41,front,4.608,0.7,-14.8,35.2,144.8,0.7
C_front6_rear3_rear06,130.0,,42,front,4.116,0.7,-25.5,24.5,155.5,0.7
C_front6_rear3_rear06,130.0,,49,rear,0.933,1.0,14.5,25.5,295.5,0.6
C_front6_rear3_rear06,135.0,,37,front,4.381,0.7,26.8,18.2,108.2,0.7
C_front6_rear3_rear06,135.0,,38,front,4.77,0.7,15.7,29.3,119.3,0.7
C_front6_rear3_rear06,135.0,,39,front,5.305,0.4,6.7,38.3,128.3,0.4
C_front6_rear3_rear06,135.0,,40,front,5.249,0.4,-0.8,44.2,135.8,0.4
C_front6_rear3_rear06,135.0,,41,front,4.607,0.7,-9.7,35.3,144.7,0.7
C_front6_rear3_rear06,135.0,,42,front,4.114,0.7,-20.4,24.6,155.4,0.7
C_front6_rear3_rear06,135.0,,43,front,3.804,1.0,-34.5,10.5,169.5,1.0
C_front6_rear3_rear06,140.0,,37,front,4.384,0.7,31.8,18.2,108.2,0.7
C_front6_rear3_rear06,140.0,,38,front,4.771,0.7,20.8,29.2,119.2,0.7
C_front6_rear3_rear06,140.0,,39,front,5.306,0.4,11.7,38.3,128.3,0.4
C_front6_rear3_rear06,140.0,,40,front,5.249,0.4,4.3,44.3,135.7,0.4
C_front6_rear3_rear06,140.0,,41,front,4.607,0.7,-4.7,35.3,144.7,0.7
C_front6_rear3_rear06,140.0,,42,front,4.112,0.7,-15.4,24.6,155.4,0.7
C_front6_rear3_rear06,140.0,,43,front,3.802,1.0,-29.5,10.5,169.5,1.0
C_front6_rear3_rear06,145.0,,38,front,4.773,0.7,25.8,29.2,119.2,0.7
C_front6_rear3_rear06,145.0,,39,front,5.307,0.4,16.8,38.2,128.2,0.4
C_front6_rear3_rear06,145.0,,40,front,5.249,0.4,9.3,44.3,135.7,0.4
C_front6_rear3_rear06,145.0,,41,front,4.607,0.7,0.4,35.4,144.6,0.7
C_front6_rear3_rear06,145.0,,42,front,4.111,0.7,-10.3,24.7,155.3,0.7
C_front6_rear3_rear06,145.0,,43,front,3.8,1.0,-24.4,10.6,169.4,1.0
C_front6_rear3_rear06,150.0,,38,front,4.775,0.7,30.9,29.1,119.1,0.7
C_front6_rear3_rear06,150.0,,39,front,5.309,0.4,21.8,38.2,128.2,0.4
C_front6_rear3_rear06,150.0,,40,front,5.25,0.4,14.4,44.4,135.6,0.4
C_front6_rear3_rear06,150.0,,41,front,4.607,0.7,5.5,35.5,144.5,0.7
C_front6_rear3_rear06,150.0,,42,front,4.111,0.7,-5.2,24.8,155.2,0.7
C_front6_rear3_rear06,150.0,,43,front,3.798,1.0,-19.3,10.7,169.3,1.0
C_front6_rear3_rear06,150.0,,44,front,3.746,1.0,-34.9,4.9,184.9,1.0
C_front6_rear3_rear06,155.0,,39,front,5.311,0.4,26.9,38.1,128.1,0.4
C_front6_rear3_rear06,155.0,,40,front,5.252,0.4,19.4,44.4,135.6,0.4
C_front6_rear3_rear06,155.0,,41,front,4.607,0.7,10.5,35.5,144.5,0.7
C_front6_rear3_rear06,155.0,,42,front,4.11,0.7,-0.2,24.8,155.2,0.7
C_front6_rear3_rear06,155.0,,43,front,3.797,1.0,-14.3,10.7,169.3,1.0
C_front6_rear3_rear06,155.0,,44,front,3.743,1.0,-29.8,4.8,184.8,1.0
C_front6_rear3_rear06,160.0,,39,front,5.313,0.4,31.9,38.1,128.1,0.4
C_front6_rear3_rear06,160.0,,40,front,5.254,0.4,24.5,44.5,135.5,0.4
C_front6_rear3_rear06,160.0,,41,front,4.609,0.7,15.6,35.6,144.4,0.7
C_front6_rear3_rear06,160.0,,42,front,4.111,0.7,4.9,24.9,155.1,0.7
C_front6_rear3_rear06,160.0,,43,front,3.796,1.0,-9.2,10.8,169.2,1.0
C_front6_rear3_rear06,160.0,,44,front,3.741,1.0,-24.7,4.7,184.7,1.0
C_front6_rear3_rear06,165.0,,40,front,5.256,0.4,29.5,44.5,135.5,0.4
C_front6_rear3_rear06,165.0,,41,front,4.61,0.7,20.6,35.6,144.4,0.7
C_front6_rear3_rear06,165.0,,42,front,4.111,0.7,10.0,25.0,155.0,0.7
C_front6_rear3_rear06,165.0,,43,front,3.795,1.0,-4.1,10.9,169.1,1.0
C_front6_rear3_rear06,165.0,,44,front,3.739,1.0,-19.7,4.7,184.7,1.0
C_front6_rear3_rear06,170.0,,40,front,5.258,0.4,34.6,44.6,135.4,0.4
C_front6_rear3_rear06,170.0,,41,front,4.612,0.7,25.7,35.7,144.3,0.7
C_front6_rear3_rear06,170.0,,42,front,4.112,0.7,15.0,25.0,155.0,0.7
C_front6_rear3_rear06,170.0,,43,front,3.795,1.0,0.9,10.9,169.1,1.0
C_front6_rear3_rear06,170.0,,44,front,3.738,1.0,-14.6,4.6,184.6,1.0
C_front6_rear3_rear06,175.0,,41,front,4.614,0.7,30.7,35.7,144.3,0.7
C_front6_rear3_rear06,175.0,,42,front,4.114,0.7,20.1,25.1,154.9,0.7
C_front6_rear3_rear06,175.0,,43,front,3.795,1.0,6.0,11.0,169.0,1.0
C_front6_rear3_rear06,175.0,,44,front,3.737,1.0,-9.5,4.5,184.5,1.0
C_front6_rear3_rear06,180.0,,42,front,4.116,0.7,25.2,25.2,154.8,0.7
C_front6_rear3_rear06,180.0,,43,front,3.796,1.0,11.1,11.1,168.9,1.0
C_front6_rear3_rear06,180.0,,44,front,3.736,1.0,-4.5,4.5,184.5,1.0
C_front6_rear3_rear06,180.0,,47,front,1.652,1.0,-33.0,57.0,213.0,1.0
C_front6_rear3_rear06,185.0,,42,front,4.118,0.7,30.2,25.2,154.8,0.7
C_front6_rear3_rear06,185.0,,43,front,3.797,1.0,16.2,11.2,168.8,1.0
C_front6_rear3_rear06,185.0,,44,front,3.736,1.0,0.6,4.4,184.4,1.0
C_front6_rear3_rear06,185.0,,47,front,1.649,1.0,-27.9,57.1,212.9,1.0
C_front6_rear3_rear06,190.0,,43,front,3.799,1.0,21.2,11.2,168.8,1.0
C_front6_rear3_rear06,190.0,,44,front,3.736,1.0,5.7,4.3,184.3,1.0
C_front6_rear3_rear06,190.0,,47,front,1.647,1.0,-22.7,57.3,212.7,1.0
C_front6_rear3_rear06,195.0,,43,front,3.8,1.0,26.3,11.3,168.7,1.0
C_front6_rear3_rear06,195.0,,44,front,3.737,1.0,10.8,4.2,184.2,1.0
C_front6_rear3_rear06,195.0,,47,front,1.646,1.0,-17.6,57.4,212.6,1.0
C_front6_rear3_rear06,200.0,,43,front,3.803,1.0,31.4,11.4,168.6,1.0
C_front6_rear3_rear06,200.0,,44,front,3.738,1.0,15.8,4.2,184.2,1.0
C_front6_rear3_rear06,200.0,,47,front,1.644,1.0,-12.4,57.6,212.4,1.0
C_front6_rear3_rear06,205.0,,44,front,3.74,1.0,20.9,4.1,184.1,1.0
C_front6_rear3_rear06,205.0,,47,front,1.644,1.0,-7.2,57.8,212.2,1.0
C_front6_rear3_rear06,210.0,,44,front,3.742,1.0,26.0,4.0,184.0,1.0
C_front6_rear3_rear06,210.0,,47,front,1.643,1.0,-2.1,57.9,212.1,1.0
C_front6_rear3_rear06,210.0,,48,front,0.978,1.0,-33.1,26.9,243.1,1.0
C_front6_rear3_rear06,215.0,,44,front,3.744,1.0,31.0,4.0,184.0,1.0
C_front6_rear3_rear06,215.0,,47,front,1.643,1.0,3.1,58.1,211.9,1.0
C_front6_rear3_rear06,215.0,,48,front,0.976,1.0,-27.9,27.1,242.9,1.0
C_front6_rear3_rear06,220.0,,47,front,1.644,1.0,8.3,58.3,211.7,1.0
C_front6_rear3_rear06,220.0,,48,front,0.974,1.0,-22.6,27.4,242.6,1.0
C_front6_rear3_rear06,225.0,,47,front,1.645,1.0,13.4,58.4,211.6,1.0
C_front6_rear3_rear06,225.0,,48,front,0.972,1.0,-17.4,27.6,242.4,1.0
C_front6_rear3_rear06,230.0,,47,front,1.646,1.0,18.6,58.6,211.4,1.0
C_front6_rear3_rear06,230.0,,48,front,0.971,1.0,-12.1,27.9,242.1,1.0
C_front6_rear3_rear06,235.0,,47,front,1.648,1.0,23.7,58.7,211.3,1.0
C_front6_rear3_rear06,235.0,,48,front,0.97,1.0,-6.8,28.2,241.8,1.0
C_front6_rear3_rear06,240.0,,47,front,1.65,1.0,28.9,58.9,211.1,1.0
C_front6_rear3_rear06,240.0,,48,front,0.97,1.0,-1.5,28.5,241.5,1.0
C_front6_rear3_rear06,245.0,,47,front,1.652,1.0,34.0,59.0,211.0,1.0
C_front6_rear3_rear06,245.0,,48,front,0.97,1.0,3.8,28.8,241.2,1.0
C_front6_rear3_rear06,250.0,,48,front,0.97,1.0,9.0,29.0,241.0,1.0
C_front6_rear3_rear06,255.0,,48,front,0.971,1.0,14.3,29.3,240.7,1.0
C_front6_rear3_rear06,260.0,,48,front,0.973,1.0,19.6,29.6,240.4,1.0
C_front6_rear3_rear06,265.0,Y,48,front,0.975,1.0,24.9,29.9,240.1,1.0
C_front6_rear3_rear06,265.0,Y,49,front,0.96,1.0,-33.3,28.3,298.3,1.0
C_front6_rear3_rear06,270.0,,48,front,0.977,1.0,30.1,30.1,239.9,1.0
C_front6_rear3_rear06,270.0,,49,front,0.957,1.0,-28.0,28.0,298.0,1.0
C_front6_rear3_rear06,275.0,,49,front,0.955,1.0,-22.8,27.8,297.8,1.0
C_front6_rear3_rear06,280.0,,49,front,0.954,1.0,-17.5,27.5,297.5,1.0
C_front6_rear3_rear06,285.0,,49,front,0.952,1.0,-12.2,27.2,297.2,1.0
C_front6_rear3_rear06,290.0,,49,front,0.952,1.0,-6.9,26.9,296.9,1.0
C_front6_rear3_rear06,295.0,,49,front,0.951,1.0,-1.7,26.7,296.7,1.0
C_front6_rear3_rear06,300.0,,49,front,0.951,1.0,3.6,26.4,296.4,1.0
C_front6_rear3_rear06,305.0,,49,front,0.952,1.0,8.9,26.1,296.1,1.0
C_front6_rear3_rear06,310.0,,49,front,0.953,1.0,14.2,25.8,295.8,1.0
C_front6_rear3_rear06,315.0,,49,front,0.954,1.0,19.5,25.5,295.5,1.0
C_front6_rear3_rear06,320.0,,49,front,0.956,1.0,24.7,25.3,295.3,1.0
C_front6_rear3_rear06,325.0,,49,front,0.958,1.0,30.0,25.0,295.0,1.0
C_front6_rear3_rear06,325.0,,54,front,5.161,0.4,-32.1,2.9,357.1,0.4
C_front6_rear3_rear06,330.0,,54,front,5.159,0.4,-27.1,2.9,357.1,0.4
C_front6_rear3_rear06,335.0,,54,front,5.157,0.4,-22.0,3.0,357.0,0.4
C_front6_rear3_rear06,335.0,,55,front,5.106,0.4,-33.5,8.5,8.5,0.4
C_front6_rear3_rear06,340.0,,54,front,5.155,0.4,-17.0,3.0,357.0,0.4
C_front6_rear3_rear06,340.0,,55,front,5.104,0.4,-28.4,8.4,8.4,0.4
C_front6_rear3_rear06,345.0,,54,front,5.154,0.4,-11.9,3.1,356.9,0.4
C_front6_rear3_rear06,345.0,,55,front,5.101,0.4,-23.4,8.4,8.4,0.4
C_front6_rear3_rear06,345.0,,56,front,5.346,0.4,-34.3,19.3,19.3,0.4
C_front6_rear3_rear06,350.0,Y,54,front,5.153,0.4,-6.9,3.1,356.9,0.4
C_front6_rear3_rear06,350.0,Y,55,front,5.1,0.4,-18.3,8.3,8.3,0.4
C_front6_rear3_rear06,350.0,Y,56,front,5.344,0.4,-29.2,19.2,19.2,0.4
C_front6_rear3_rear06,355.0,,54,front,5.153,0.4,-1.8,3.2,356.8,0.4
C_front6_rear3_rear06,355.0,,55,front,5.098,0.4,-13.3,8.3,8.3,0.4
C_front6_rear3_rear06,355.0,,56,front,5.342,0.4,-24.2,19.2,19.2,0.4
C_front6_rear3_rear06,355.0,,57,front,5.758,0.4,-33.8,28.8,28.8,0.4
