dataset,source_file,gt_x,gt_y,gt_h,tag_id,camera_role,true_distance_m,meas_distance_m,distance_error_cm,true_angle_deg,meas_angle_deg,angle_error_deg,true_yaw_deg,meas_yaw_deg,yaw_error_deg,single_ok,single_x,single_y,single_h,single_pos_err_cm,single_heading_err_deg,score,flag
624,measure11-0624(1).txt,5,4,180,42,front,3.962,3.9,-6.2,-19.9,-20.7,-0.8,-19.9,23.1,43.1,TRUE,4.8466,1.0832,136.2,292.08,43.8,10.14,YAW|FAR
624,measure11-0624(1).txt,5,4,180,43,front,4.415,4.276,-13.9,-32.5,-28.2,4.3,-32.5,-38.7,-6.3,TRUE,4.6126,4.3114,190.5,49.7,10.5,5.47,FAR
624,measure11-0624(1).txt,5,4,270,46,front,4.522,4.48,-4.2,31.8,30,-1.7,31.8,33.3,1.5,TRUE,5.0799,3.9011,266.7,12.71,3.3,1.7,EDGE|FAR
624,measure11-0624(1).txt,5,4,270,47,front,4.106,4.085,-2.1,20.5,17.9,-2.6,20.5,18.4,-2.1,TRUE,4.852,4.0302,269.5,15.11,0.5,1.72,FAR
624,measure11-0624(1).txt,5,4,270,48,front,3.876,3.851,-2.5,7.3,3.1,-4.2,7.3,-6.6,-13.8,TRUE,4.0556,3.9801,279.7,94.46,9.7,4.66,YAW|LOW_YAW|FAR
624,measure11-0624(1).txt,5,4,270,49,front,3.871,3.809,-6.2,-6.7,-10.9,-4.2,-6.7,7.4,14.1,TRUE,5.9595,3.9299,251.7,96.2,18.3,5.46,YAW|LOW_YAW|FAR
624,measure11-0624(1).txt,5,4,270,50,front,3.914,3.867,-4.7,-21,-22.1,-1.2,-21,25.9,46.9,TRUE,8.1326,3.8064,222,313.86,48,10.71,YAW|FAR
625,measure12-0625.txt,6,2,0,51,front,2.1196,2.1544,3.48,47.39,41.42,-5.97,-42.61,-53.319,-10.709,TRUE,5.7074,1.7224,4.739,40.33,4.739,4.827,EDGE
625,measure12-0625.txt,6,2,0,55,front,4.0619,4.2429,18.1,5.226,-3.432,-8.658,5.226,-2.165,-7.391,TRUE,5.8051,1.471,358.733,56.38,1.267,7.985,DIST|ANGLE|LOW_YAW|FAR
625,measure12-0625.txt,6,2,0,56,front,4.0969,4.2362,13.93,-9.129,-15.912,-6.783,-9.129,16.22,25.349,TRUE,5.9858,3.8625,327.868,186.26,32.132,10.117,YAW|FAR
625,measure12-0625.txt,6,2,0,57,front,4.3762,4.556,17.98,-22.434,-24.683,-2.25,-22.434,27.658,50.092,TRUE,6.031,5.8284,307.659,382.85,52.341,14.365,DIST|YAW|FAR
625,measure12-0625.txt,6,2,90,32,front,3.938,3.9265,-1.15,37.001,35.876,-1.125,37.001,40.1,3.1,TRUE,5.8368,2.1417,85.775,21.62,4.225,1.225,EDGE|FAR
625,measure12-0625.txt,6,2,90,33,front,3.4466,3.4443,-0.23,24.148,22.887,-1.261,24.148,-29.915,-54.063,TRUE,9.1715,2.1814,142.802,317.67,52.802,11.279,YAW|FAR
625,measure12-0625.txt,6,2,90,34,front,3.177,3.1647,-1.23,8.143,5.137,-3.006,8.143,4.948,-3.195,TRUE,6.1772,1.9921,90.19,17.74,0.19,1.888,LOW_YAW|FAR
625,measure12-0625.txt,6,2,90,35,front,3.1845,3.1273,-5.72,-9.033,-12.235,-3.201,-9.033,-13.68,-4.647,TRUE,6.241,2.1064,91.445,26.35,1.445,3.14,FAR
625,measure12-0625.txt,6,2,90,36,front,3.0563,2.9847,-7.16,-28.536,-26.126,2.41,-28.536,-37.702,-9.166,TRUE,6.3763,2.3246,101.576,49.7,11.576,4.068,OK
625,measure12-0625.txt,6,2,90,37,front,3.9622,3.8665,-9.57,-37.463,-30.398,7.064,-37.463,-46.546,-9.083,TRUE,6.4121,2.4879,106.147,63.86,16.147,6.086,EDGE|FAR
625,measure12-0625.txt,6,2,90,49,rear,1.9252,1.8809,-4.43,16.599,24.856,8.257,16.599,-2.342,-18.941,TRUE,5.348,2.0282,117.198,65.26,27.198,7.427,ANGLE|YAW|LOW_YAW
625,measure12-0625.txt,6,2,90,50,rear,1.7027,1.6707,-3.2,-13.587,-7.479,6.108,-13.587,4.681,18.268,TRUE,6.5479,2.0089,77.84,54.8,12.16,6.329,YAW|LOW_YAW
625,measure12-0625.txt,6,2,180,38,front,4.6075,4.5996,-0.79,43.989,43.705,-0.284,-46.011,-54.022,-8.011,TRUE,6.4067,2.5052,187.727,64.86,7.727,1.855,EDGE|FAR
625,measure12-0625.txt,6,2,180,40,front,5.4106,5.3612,-4.94,28.72,30.697,1.976,28.72,-37.594,-66.314,TRUE,5.4683,7.9217,248.29,594.56,68.29,14.91,YAW|EDGE|FAR
625,measure12-0625.txt,6,2,180,41,front,5.0075,4.9928,-1.47,18.634,20.074,1.44,18.634,-28.766,-47.4,TRUE,5.6128,6.0441,228.84,406.26,48.84,10.254,YAW|FAR
625,measure12-0625.txt,6,2,180,42,front,4.7695,4.7263,-4.32,7.833,8.007,0.174,7.833,-15.38,-23.212,TRUE,5.8275,3.9253,203.386,193.3,23.386,5.564,YAW|FAR
625,measure12-0625.txt,6,2,180,44,front,4.9252,4.7605,-16.47,-16.393,-16.037,0.356,-16.393,-22.999,-6.606,TRUE,5.6567,2.4767,186.962,58.74,6.962,4.734,DIST|FAR
625,measure12-0625.txt,6,2,180,47,front,3.0493,2.9821,-6.72,-38.542,-30.125,8.418,51.458,53.564,2.106,TRUE,6.0138,1.8772,186.312,12.36,6.312,4.571,ANGLE|EDGE
625,measure12-0625.txt,6,2,180,54,rear,4.3719,4.6613,28.94,18.539,18.963,0.425,18.539,-13.542,-32.08,TRUE,5.6219,-0.511,212.505,253.93,32.505,12.347,DIST|YAW|FAR
625,measure12-0625.txt,6,2,270,33,rear,3.4466,3.5008,5.42,24.148,19.14,-5.008,24.148,20.627,-3.522,TRUE,6.1753,1.8686,268.514,21.91,1.486,3.457,FAR
625,measure12-0625.txt,6,2,270,34,rear,3.177,3.2293,5.23,8.143,2.289,-5.853,8.143,-12.281,-20.423,TRUE,7.1507,1.9914,284.57,115.07,14.57,7.081,YAW|FAR
625,measure12-0625.txt,6,2,270,35,rear,3.1845,3.2967,11.22,-9.033,-16.628,-7.595,-9.033,-2.342,6.692,TRUE,5.6211,1.8528,255.714,40.65,14.286,6.114,LOW_YAW|FAR
625,measure12-0625.txt,6,2,270,48,front,2.3715,2.3498,-2.17,38.924,31.943,-6.981,38.924,37.925,-0.999,TRUE,5.96,2.0083,264.018,4.08,5.982,2.961,EDGE
625,measure12-0625.txt,6,2,270,49,front,1.9252,1.9211,-0.41,16.599,7.428,-9.171,16.599,12.47,-4.13,TRUE,5.8696,2.0306,264.958,13.39,5.042,3.966,ANGLE
625,measure12-0625.txt,6,2,270,50,front,1.7027,1.6766,-2.61,-13.587,-20.982,-7.395,-13.587,18.682,32.269,TRUE,6.9721,1.9206,230.336,97.54,39.664,9.44,YAW
625,measure12-0625.txt,6,4,0,33,front,1.81,1.7987,-1.13,-41.528,-31.527,10.001,48.472,54.513,6.041,TRUE,5.8906,4.152,3.96,18.73,3.96,4.768,ANGLE|EDGE
625,measure12-0625.txt,6,4,0,36,rear,1.588,1.5243,-6.37,27.775,28.312,0.537,-62.225,-63.938,-1.713,TRUE,5.9643,4.0725,2.25,8.08,2.25,1.795,OK
625,measure12-0625.txt,6,4,0,40,rear,4.7828,4.8115,2.87,7.207,9.035,1.828,7.207,-12.123,-19.33,TRUE,5.9555,5.6303,21.158,163.1,21.158,5.05,YAW|FAR
625,measure12-0625.txt,6,4,0,55,front,4.6882,4.8328,14.46,30.366,27.748,-2.618,30.366,29.5,-0.866,TRUE,5.8388,4.0115,358.248,16.16,1.753,3.939,FAR
625,measure12-0625.txt,6,4,0,56,front,4.2643,4.4323,16.8,18.456,14.978,-3.478,18.456,-21.399,-39.855,TRUE,5.929,1.0002,36.377,300.06,36.377,12.49,DIST|YAW|FAR
625,measure12-0625.txt,6,4,0,57,front,4.0584,4.2661,20.77,4.664,0.371,-4.293,4.664,6.191,1.527,TRUE,5.8041,4.1357,354.18,23.83,5.82,5.89,DIST|LOW_YAW|FAR
625,measure12-0625.txt,6,4,0,58,front,3.3273,3.5688,24.15,-11.968,-13.621,-1.653,-11.968,7.729,19.698,TRUE,5.7224,5.19,338.649,122.19,21.351,9.32,DIST|YAW|LOW_YAW|FAR
625,measure12-0625.txt,6,4,90,34,front,1.2303,1.2445,1.42,21.455,22.064,0.608,21.455,21.376,-0.079,TRUE,5.9971,3.9861,90.688,1.42,0.688,0.504,OK
625,measure12-0625.txt,6,4,90,35,front,1.2494,1.2415,-0.79,-23.59,-22.088,1.502,-23.59,-29.574,-5.984,TRUE,6.1199,4.0657,97.486,13.67,7.486,1.856,OK
625,measure12-0625.txt,6,4,90,48,rear,4.1236,4.2206,9.7,21.182,23.022,1.84,21.182,-4.875,-26.058,TRUE,4.1256,4.3539,117.898,190.76,27.898,7.765,YAW|LOW_YAW|FAR
625,measure12-0625.txt,6,4,90,49,rear,3.8841,3.9523,6.82,8.141,9.714,1.574,8.141,3.135,-5.006,TRUE,5.6598,4.101,96.58,35.49,6.58,2.889,LOW_YAW|FAR
625,measure12-0625.txt,6,4,180,36,front,1.588,1.5854,-0.26,27.775,26.746,-1.03,-62.225,-63.255,-1.03,TRUE,6.0108,4.0265,180.001,2.86,0.001,0.6,OK
625,measure12-0625.txt,6,4,180,40,front,4.7828,4.744,-3.88,7.207,6.106,-1.101,7.207,-8.459,-15.666,TRUE,5.9456,5.3117,194.565,131.28,14.565,4.276,YAW|LOW_YAW|FAR
625,measure12-0625.txt,6,4,180,41,front,4.7618,4.7235,-3.83,-4.819,-6.53,-1.711,-4.819,-2.122,2.696,TRUE,5.9751,3.7707,175.593,23.07,4.407,1.876,LOW_YAW|FAR
625,measure12-0625.txt,6,4,180,42,front,4.9141,4.7903,-12.38,-15.945,-16.544,-0.598,-15.945,15.015,30.961,TRUE,5.8936,1.3801,148.441,262.2,31.559,8.867,YAW|FAR
625,measure12-0625.txt,6,4,180,43,front,5.2861,5.2388,-4.73,-26.638,-24.057,2.581,-26.638,26.57,53.208,TRUE,5.9404,-0.7558,129.373,475.61,50.627,12.447,YAW|FAR
625,measure12-0625.txt,6,4,270,48,front,4.1236,4.0905,-3.31,21.182,18.154,-3.028,21.182,18.993,-2.189,TRUE,5.842,4.0228,269.162,15.96,0.838,2.109,FAR
625,measure12-0625.txt,6,4,270,49,front,3.8841,3.8318,-5.23,8.141,3.632,-4.508,8.141,-10.386,-18.527,TRUE,4.7459,3.9224,284.019,125.65,14.019,6.255,YAW|FAR
625,measure12-0625.txt,6,4,270,50,front,3.6768,3.6665,-1.03,-6.246,-10.893,-4.647,-6.246,5.24,11.485,TRUE,6.7501,3.994,253.867,75.01,16.133,4.053,LOW_YAW|FAR
625,measure12-0625.txt,6,4,270,51,front,3.8086,3.7092,-9.94,-23.031,-23.663,-0.632,-23.031,-33.252,-10.221,TRUE,5.447,3.5961,279.589,68.48,9.589,4.242,FAR
625,measure12-0625.txt,7,3,0,55,front,3.339,3.5449,20.59,24.224,20.97,-3.254,24.224,19.621,-4.603,TRUE,6.7059,2.8191,1.349,34.53,1.349,6.123,DIST|FAR
625,measure12-0625.txt,7,3,0,57,front,3.1178,3.3048,18.7,-12.409,-14.549,-2.139,-12.409,-19.188,-6.779,TRUE,6.924,2.5794,4.639,42.74,4.639,5.808,DIST|FAR
625,measure12-0625.txt,7,3,0,58,front,2.818,2.9768,15.88,-36.85,-28.278,8.572,-36.85,-44.592,-7.742,TRUE,7.1374,2.5847,16.314,43.74,16.314,7.582,DIST|ANGLE
625,measure12-0625.txt,7,3,90,32,front,2.5452,2.576,3.08,32.566,32.426,-0.14,32.566,34.502,1.936,TRUE,6.9089,3.0221,87.923,9.38,2.077,1.05,EDGE
625,measure12-0625.txt,7,3,90,33,front,2.1838,2.1993,1.55,10.821,9.288,-1.533,10.821,9.978,-0.843,TRUE,7.0283,2.979,89.31,3.52,0.69,0.989,LOW_YAW
625,measure12-0625.txt,7,3,90,34,front,2.2144,2.1857,-2.87,-14.381,-15.866,-1.484,-14.381,-17.72,-3.339,TRUE,7.117,3.063,91.854,13.29,1.854,1.736,OK
625,measure12-0625.txt,7,3,90,50,rear,2.722,2.6911,-3.09,12.734,14.135,1.401,12.734,5.36,-7.374,TRUE,6.643,3.0237,98.775,35.78,8.775,2.559,LOW_YAW
625,measure12-0625.txt,7,3,90,51,rear,2.5525,2.5931,4.06,-11.068,-11.581,-0.513,-11.068,-2.342,8.726,TRUE,7.3929,3.0852,80.761,40.2,9.239,2.729,LOW_YAW
625,measure12-0625.txt,7,3,180,40,front,5.9636,5.9548,-0.88,15.563,13.184,-2.379,15.563,-19.772,-35.335,TRUE,6.8499,6.6443,212.956,364.74,32.956,8.037,YAW|FAR
625,measure12-0625.txt,7,3,180,41,front,5.7762,5.6912,-8.5,5.962,2.612,-3.35,5.962,-2.244,-8.206,TRUE,6.9416,3.8275,184.856,82.95,4.856,4.459,LOW_YAW|FAR
625,measure12-0625.txt,7,3,180,43,front,5.8866,5.8958,0.92,-13.458,-16.083,-2.625,-13.458,-1.981,11.476,TRUE,7.1656,1.8204,165.899,119.11,14.101,3.353,LOW_YAW|FAR
625,measure12-0625.txt,7,3,180,55,rear,3.339,3.5862,24.72,24.224,22.449,-1.775,24.224,-7.763,-31.987,TRUE,6.4991,1.1179,210.212,194.76,30.212,11.933,DIST|YAW|LOW_YAW|FAR
625,measure12-0625.txt,7,3,270,33,rear,2.1838,2.1368,-4.7,10.821,16.002,5.181,10.821,-4.072,-14.893,TRUE,7.5806,3.0169,290.075,58.09,20.075,5.646,YAW|LOW_YAW
625,measure12-0625.txt,7,3,270,34,rear,2.2144,2.1993,-1.51,-14.381,-11.542,2.839,-14.381,-2.342,12.039,TRUE,6.5311,2.9482,260.8,47.18,9.2,3.656,YAW|LOW_YAW
625,measure12-0625.txt,7,3,270,48,front,3.7808,3.7479,-3.29,41.193,41.612,0.419,41.193,46.414,5.221,TRUE,7.2294,2.7388,265.198,34.76,4.802,1.841,EDGE|FAR
625,measure12-0625.txt,7,3,270,49,front,3.2398,3.2627,2.29,28.582,29.891,1.308,28.582,30.763,2.181,TRUE,7.1197,2.9586,269.128,12.66,0.872,1.33,FAR
625,measure12-0625.txt,7,3,270,50,front,2.722,2.717,-0.5,12.734,12.712,-0.022,12.734,10.036,-2.698,TRUE,6.8709,3.0204,272.676,13.07,2.676,0.646,OK
625,measure12-0625.txt,7,3,270,51,front,2.5525,2.5462,-0.63,-11.068,-11.741,-0.674,-11.068,10.094,21.162,TRUE,7.9567,2.9978,248.164,95.67,21.836,4.582,YAW
625,measure12-0625.txt,7,3,270,52,front,3.0845,3.0156,-6.89,-30.597,-25.819,4.778,-30.597,-38.991,-8.394,TRUE,6.6601,2.6874,283.172,46.18,13.172,4.649,FAR
625,measure12-0625.txt,7,4,0,32,front,1.7802,1.7937,1.35,-42.382,-31.406,10.976,47.618,54.134,6.516,TRUE,6.8616,4.1448,4.459,20.03,4.459,5.231,ANGLE|EDGE
625,measure12-0625.txt,7,4,0,55,front,3.8586,4.075,21.64,37.895,34.103,-3.792,37.895,35.944,-1.951,TRUE,6.7459,4.0237,358.159,25.52,1.841,5.982,DIST|EDGE|FAR
625,measure12-0625.txt,7,4,0,56,front,3.3308,3.5334,20.26,23.91,19.786,-4.124,23.91,-26.072,-49.982,TRUE,6.8878,1.0576,45.858,294.45,45.858,15.422,DIST|YAW|FAR
625,measure12-0625.txt,7,4,0,57,front,3.0628,3.2789,21.61,6.185,1.366,-4.819,6.185,-2.228,-8.413,TRUE,6.7687,3.5391,3.594,51.57,3.594,7.61,DIST|LOW_YAW|FAR
625,measure12-0625.txt,7,4,0,58,front,2.3582,2.5898,23.16,-17.013,-16.903,0.111,-17.013,17.96,34.974,TRUE,6.8013,5.52,325.137,153.3,34.863,11.664,DIST|YAW
625,measure12-0625.txt,7,4,90,33,front,1.2162,1.2594,4.32,19.701,14.593,-5.109,19.701,18.717,-0.984,TRUE,7.0019,3.9523,85.876,4.77,4.124,2.764,OK
625,measure12-0625.txt,7,4,90,34,front,1.2702,1.2716,0.14,-25.657,-25.743,-0.086,-25.657,-34.006,-8.349,TRUE,7.1691,4.0914,98.263,19.22,8.263,1.725,OK
625,measure12-0625.txt,7,4,90,51,rear,3.5391,3.5471,0.8,-7.958,-0.695,7.263,-7.958,3.857,11.815,TRUE,7.7329,4.0339,85.448,73.37,4.552,4.944,LOW_YAW|FAR
625,measure12-0625.txt,7,4,90,52,rear,3.9779,4.153,17.51,-23.246,-17.404,5.842,-23.246,-2.342,20.904,TRUE,8.4146,4.4926,74.938,149.79,15.062,9.63,DIST|YAW|LOW_YAW|FAR
625,measure12-0625.txt,7,4,180,35,front,1.8783,1.8888,1.05,39.708,37.362,-2.346,-50.292,-55.175,-4.883,TRUE,7.1055,4.1238,182.537,16.26,2.537,1.968,EDGE
625,measure12-0625.txt,7,4,180,40,front,5.7762,5.7227,-5.35,5.962,3.429,-2.533,5.962,-2.254,-8.217,TRUE,6.973,4.8305,185.683,83.1,5.683,3.559,LOW_YAW|FAR
625,measure12-0625.txt,7,4,180,41,front,5.7589,5.5535,-20.54,-3.983,-6.881,-2.898,-3.983,-17.049,-13.066,TRUE,6.5636,5.2379,190.168,131.26,10.168,7.687,DIST|YAW|FAR
625,measure12-0625.txt,7,4,180,42,front,5.882,5.8507,-3.13,-13.268,-15.286,-2.018,-13.268,-17.635,-4.367,TRUE,6.8507,4.4248,182.349,45.03,2.349,2.172,FAR
625,measure12-0625.txt,7,4,180,43,front,6.1962,6.1236,-7.26,-22.488,-22.137,0.352,-22.488,25.291,47.779,TRUE,6.7939,-1.0266,132.573,503.08,47.427,11.124,YAW|FAR
625,measure12-0625.txt,7,4,180,57,rear,3.0628,3.274,21.12,6.185,16.094,9.909,6.185,-2.342,-8.527,TRUE,6.7766,3.5188,198.436,53.05,18.436,9.232,DIST|ANGLE|LOW_YAW|FAR
625,measure12-0625.txt,7,4,180,58,rear,2.3582,2.5779,21.97,-17.013,-5.163,11.85,-17.013,-13.077,3.936,TRUE,6.7445,4.0992,187.913,27.41,7.913,9.131,DIST|ANGLE
625,measure12-0625.txt,7,4,270,34,rear,1.2702,1.1696,-10.06,-25.657,-14.711,10.946,-25.657,-14.951,10.706,TRUE,6.752,4.015,270.24,24.85,0.24,7.803,ANGLE
625,measure12-0625.txt,7,4,270,48,front,4.5808,4.5555,-2.53,32.927,33.304,0.377,32.927,35.729,2.802,TRUE,7.1725,3.853,267.575,22.66,2.425,1.193,EDGE|FAR
625,measure12-0625.txt,7,4,270,49,front,4.1457,4.1858,4.01,21.955,21.918,-0.038,21.955,22.977,1.021,TRUE,7.085,4.0087,268.941,8.54,1.059,1.019,FAR
625,measure12-0625.txt,7,4,270,50,front,3.7039,3.7844,8.05,9.322,7.962,-1.36,9.322,-2.311,-11.633,TRUE,6.2376,4.1254,280.272,77.26,10.272,4.39,LOW_YAW|FAR
625,measure12-0625.txt,7,4,270,51,front,3.5391,3.5588,1.97,-7.958,-9.716,-1.758,-7.958,12.752,20.71,TRUE,8.2965,3.9619,247.533,129.71,22.467,5.122,YAW|FAR
625,measure12-0625.txt,8,3,0,31,front,1.968,2.1613,19.33,-30.539,-25.351,5.188,59.461,59.767,0.307,TRUE,7.8279,2.9071,4.882,19.56,4.882,5.657,DIST
625,measure12-0625.txt,8,3,0,55,front,2.4615,2.6443,18.28,33.819,27.86,-5.959,33.819,28.752,-5.068,TRUE,7.7267,2.9028,359.108,29.01,0.891,6.656,DIST
625,measure12-0625.txt,8,3,0,56,front,2.0747,2.2982,22.35,9.712,3.023,-6.689,9.712,2.53,-7.182,TRUE,7.749,2.751,0.493,35.35,0.493,8.135,DIST|LOW_YAW
625,measure12-0625.txt,8,3,0,57,front,2.152,2.3812,22.92,-18.14,-19.769,-1.628,-18.14,-24.704,-6.564,TRUE,7.8819,2.6701,4.935,35.04,4.935,6.44,DIST
625,measure12-0625.txt,8,3,90,32,front,2.1767,2.1818,0.51,9.787,6.867,-2.92,9.787,-12.096,-21.883,TRUE,8.8451,3.0146,108.964,84.52,18.964,5.452,YAW
625,measure12-0625.txt,8,3,90,33,front,2.2247,2.2043,-2.04,-15.379,-17.35,-1.971,-15.379,-19.567,-4.188,TRUE,8.1504,3.068,92.217,16.5,2.217,1.902,OK
625,measure12-0625.txt,8,3,90,34,front,2.6464,2.5907,-5.57,-35.852,-29.732,6.12,-35.852,-45.642,-9.79,TRUE,8.3174,3.3358,105.91,46.21,15.91,5.112,OK
625,measure12-0625.txt,8,3,90,51,rear,2.5564,2.5502,-0.62,11.508,22.116,10.608,11.508,-2.342,-13.85,TRUE,7.363,3.0381,114.458,63.81,24.458,6.43,ANGLE|YAW|LOW_YAW
625,measure12-0625.txt,8,3,90,52,rear,2.7155,2.723,0.75,-12.117,-2.742,9.375,-12.117,-9.59,2.526,TRUE,8.1098,3.0296,96.848,11.37,6.848,3.78,ANGLE|LOW_YAW
625,measure12-0625.txt,8,3,90,58,front,2.0951,2.2575,16.24,38.703,40.753,2.051,-51.297,-55.787,-4.49,TRUE,8.0469,2.7685,96.54,23.62,6.54,4.83,DIST|EDGE
625,measure12-0625.txt,8,3,180,35,front,3.2891,3.2644,-2.47,41.981,38.096,-3.885,-48.019,-54.602,-6.583,TRUE,8.2159,3.3117,182.698,37.91,2.698,3.105,EDGE|FAR
625,measure12-0625.txt,8,3,180,36,front,3.8238,3.8235,-0.03,27.068,23.227,-3.841,-62.932,-63.594,-0.662,TRUE,8.0195,3.0365,176.821,4.14,3.179,1.419,FAR
625,measure12-0625.txt,8,3,180,40,front,6.9322,6.8588,-7.34,13.345,9.063,-4.281,13.345,-18.669,-32.014,TRUE,7.7466,6.8211,207.733,382.95,27.733,9.297,YAW|FAR
625,measure12-0625.txt,8,3,180,41,front,6.7716,6.7233,-4.83,5.083,0.067,-5.016,5.083,-2.211,-7.294,TRUE,7.9733,3.8616,182.278,86.2,2.278,4.098,LOW_YAW|FAR
625,measure12-0625.txt,8,3,180,42,front,6.7341,6.9066,17.25,-2.979,-8.116,-5.136,-2.979,-2.1,0.879,TRUE,8.1767,2.8973,173.984,20.43,6.016,5.338,DIST|LOW_YAW|FAR
625,measure12-0625.txt,8,3,180,43,front,6.8631,6.8506,-1.25,-11.515,-15.678,-4.164,-11.515,-15.264,-3.749,TRUE,7.8839,3.4331,179.586,44.84,0.414,2.388,FAR
625,measure12-0625.txt,8,3,180,48,front,4.4955,4.4216,-7.39,-40.173,-32.243,7.93,49.827,56.583,6.756,TRUE,8.2556,2.5362,181.174,52.96,1.174,5.472,EDGE|FAR
625,measure12-0625.txt,8,3,180,56,rear,2.0747,2.2404,16.57,9.712,15.856,6.144,9.712,-2.342,-12.054,TRUE,7.8092,2.5413,198.198,49.68,18.198,7.772,DIST|YAW|LOW_YAW
625,measure12-0625.txt,8,3,180,57,rear,2.152,2.4148,26.28,-18.14,-11.274,6.866,-18.14,-2.342,15.798,TRUE,7.6329,3.5799,171.068,68.63,8.932,10.705,DIST|YAW|LOW_YAW
625,measure12-0625.txt,8,3,270,32,rear,2.1767,2.1223,-5.44,9.787,21.007,11.22,9.787,-2.342,-12.129,TRUE,8.4785,3.029,293.349,47.94,23.349,7.253,ANGLE|YAW|LOW_YAW
625,measure12-0625.txt,8,3,270,33,rear,2.2247,2.1993,-2.54,-15.379,-5.886,9.493,-15.379,-6.673,8.706,TRUE,7.6663,2.9606,270.787,33.6,0.787,5.413,ANGLE|LOW_YAW
625,measure12-0625.txt,8,3,270,50,front,3.0998,3.0917,-0.81,31.075,28.825,-2.25,31.075,31.173,0.098,TRUE,8.0026,2.9902,267.652,1.01,2.348,0.932,FAR
625,measure12-0625.txt,8,3,270,51,front,2.5564,2.6106,5.42,11.508,7.467,-4.04,11.508,-6.941,-18.449,TRUE,7.1608,3.0847,284.409,84.35,14.409,6.121,YAW|LOW_YAW
625,measure12-0625.txt,8,3,270,52,front,2.7155,2.7115,-0.4,-12.117,-15.629,-3.512,-12.117,11.756,23.873,TRUE,9.1477,2.9935,242.615,114.78,27.385,6.025,YAW
625,measure12-0625.txt,8,3,270,53,front,3.2939,3.2846,-0.93,-30.263,-27.496,2.767,-30.263,-40.339,-10.076,TRUE,7.5216,2.6572,282.843,58.85,12.843,3.123,FAR
625,measure12-0625.txt,8,4,0,55,front,3.1303,3.2581,12.78,49.21,40.857,-8.353,49.21,45.85,-3.36,TRUE,7.7758,3.9725,355.007,22.59,4.993,6.012,ANGLE|EDGE|FAR
625,measure12-0625.txt,8,4,0,56,front,2.4504,2.631,18.06,33.431,25.353,-8.078,33.431,28.4,-5.031,TRUE,7.7307,3.9043,356.953,28.58,3.047,7.31,DIST|ANGLE
625,measure12-0625.txt,8,4,0,57,front,2.0715,2.3066,23.51,9.167,0.458,-8.709,9.167,1.854,-7.313,TRUE,7.7396,3.746,358.604,36.38,1.396,9.069,DIST|ANGLE|LOW_YAW
625,measure12-0625.txt,8,4,0,58,front,1.4322,1.6486,21.64,-28.802,-24.887,3.915,-28.802,-34.513,-5.711,TRUE,7.8973,3.7467,9.626,27.33,9.626,6.776,DIST
625,measure12-0625.txt,8,4,90,32,front,1.2033,1.242,3.87,17.908,15.352,-2.556,17.908,16.296,-1.612,TRUE,8.0206,3.9529,89.056,5.14,0.944,1.948,OK
625,measure12-0625.txt,8,4,90,33,front,1.2881,1.2847,-0.34,-27.261,-25.22,2.042,-27.261,-33.808,-6.546,TRUE,8.133,4.0781,98.588,15.43,8.588,2.057,OK
625,measure12-0625.txt,8,4,180,34,front,1.917,1.9322,1.52,38.753,36.295,-2.459,-51.247,-55.628,-4.381,TRUE,8.0998,4.111,181.923,14.93,1.923,1.999,EDGE
625,measure12-0625.txt,8,4,180,35,front,2.7236,2.7435,1.99,26.142,23.846,-2.295,-63.858,-62.891,0.968,TRUE,7.997,3.9467,176.737,5.34,3.263,1.356,OK
625,measure12-0625.txt,8,4,180,40,front,6.7716,6.4894,-28.22,5.083,1.934,-3.149,5.083,-7.945,-13.028,TRUE,7.6813,5.5064,189.879,153.97,9.879,9.3,DIST|YAW|LOW_YAW|FAR
625,measure12-0625.txt,8,4,180,57,rear,2.0715,2.2409,16.94,9.167,17.588,8.421,9.167,-2.342,-11.509,TRUE,7.8093,3.5597,199.93,47.99,19.93,8.498,DIST|ANGLE|LOW_YAW
625,measure12-0625.txt,8,4,180,58,rear,1.4322,1.5858,15.36,-28.802,-16.49,12.312,-28.802,-17.468,11.334,TRUE,7.7423,4.2131,180.978,33.43,0.978,9.444,DIST|ANGLE
625,measure12-0625.txt,8,4,270,51,front,3.5419,3.557,1.51,8.279,3.915,-4.364,8.279,-2.26,-10.539,TRUE,7.3438,4.0489,276.175,65.8,6.175,3.864,LOW_YAW|FAR
625,measure12-0625.txt,8,4,270,53,front,4.188,4.1551,-3.29,-23.351,-23.718,-0.366,-23.351,27.982,51.333,TRUE,11.6527,3.8034,218.301,365.8,51.699,11.047,YAW|FAR
625,measure12-0625.txt,9,3,0,55,front,1.7231,1.8567,13.36,52.665,41.577,-11.088,52.665,46.439,-6.225,TRUE,8.7657,2.9801,355.137,23.51,4.863,7.614,ANGLE|EDGE
625,measure12-0625.txt,9,3,0,56,front,1.1021,1.3536,25.15,18.517,7.705,-10.812,18.517,8.52,-9.997,TRUE,8.7063,2.8513,359.184,32.91,0.816,10.634,DIST|ANGLE|LOW_YAW
625,measure12-0625.txt,9,3,0,57,front,1.2413,1.4977,25.64,-32.666,-27.214,5.451,-32.666,-39.148,-6.482,TRUE,8.8847,2.7131,11.933,30.92,11.933,8.241,DIST
