sample_index,gt_x_m,gt_y_m,gt_heading_deg,preferred_heading_deg,tags_observed,front_observed,rear_observed,tag_ids_observed,layer1_usable_count,unique_usable_tags,usable_front_count,usable_rear_count,layer1_gated_out,pass1_x_m,pass1_y_m,pass1_heading_deg,final_x_m,final_y_m,final_heading_deg,final_position_error_cm,final_heading_error_deg,distance_components_cut_count,distance_components_cut_tags,angle_components_cut_count,yaw_admitted_count,yaw_keep_count,yaw_flip_count,yaw_flip_tags,collection_conclusion,collection_notes,tag_id,camera_role,meas_distance_m,true_distance_m,distance_error_m,meas_angle_deg,true_angle_deg,angle_error_deg,meas_yaw_deg,true_yaw_deg,yaw_error_deg,yaw_keep_error_deg,yaw_flip_error_deg,yaw_best_mode,yaw_best_error_deg,yaw_gain_deg,yaw_separation_deg,yaw_quantized_deg,yaw_diagnostic_decision,layer1_tag_usable_inferred,distance_component_cut,yaw_admitted_inferred,yaw_flip_inferred
14,7.0,2.5,115.0,245.0,5,3,2,33|34|36|51|52,4,4,2,2,front_abs_angle_gt_30deg=1,6.958,2.532,113.0,6.981,2.544,113.0,4.8,2.0,0,,0,4,4,0,,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,52,rear,2.716,2.631,0.085,-13.8,-10.3,-3.4,-33.9,-35.3,1.4,1.4,69.3,keep,1.4,-67.9,67.9,,reject_edge,True,False,False,False
15,7.0,3.5,245.0,110.0,5,3,2,48|49|50|32|33,5,5,3,2,0,6.935,3.515,243.6,6.943,3.512,243.6,5.8,1.4,0,,0,4,3,1,50,KEEP,,48,front,4.13,4.154,-0.025,9.1,11.3,-2.1,30.1,36.3,-6.2,-6.2,-66.3,keep,-6.2,-60.2,60.2,36.3,accept_keep_quantized,True,False,True,False
15,7.0,3.5,245.0,110.0,5,3,2,48|49|50|32|33,5,5,3,2,0,6.935,3.515,243.6,6.943,3.512,243.6,5.8,1.4,0,,0,4,3,1,50,KEEP,,49,front,3.709,3.678,0.031,-3.9,-0.6,-3.2,20.6,24.4,-3.8,-3.8,-44.9,keep,-3.8,-41.2,41.2,24.4,accept_keep_quantized,True,False,True,False
15,7.0,3.5,245.0,110.0,5,3,2,48|49|50|32|33,5,5,3,2,0,6.935,3.515,243.6,6.943,3.512,243.6,5.8,1.4,0,,0,4,3,1,50,KEEP,,50,front,3.187,3.213,-0.026,-16.9,-14.8,-2.2,-13.3,10.2,-23.5,-23.5,3.1,flip,3.1,20.4,20.4,10.2,accept_flip_quantized,True,False,True,True
15,7.0,3.5,245.0,110.0,5,3,2,48|49|50|32|33,5,5,3,2,0,6.935,3.515,243.6,6.943,3.512,243.6,5.8,1.4,0,,0,4,3,1,50,KEEP,,32,rear,2.156,2.104,0.051,15.5,14.5,1.0,36.9,39.5,-2.6,-2.6,-76.4,keep,-2.6,-73.9,73.9,,reject_edge,True,False,False,False
15,7.0,3.5,245.0,110.0,5,3,2,48|49|50|32|33,5,5,3,2,0,6.935,3.515,243.6,6.943,3.512,243.6,5.8,1.4,0,,0,4,3,1,50,KEEP,,33,rear,1.667,1.668,-0.001,-11.6,-11.8,0.2,-2.3,13.2,-15.6,-15.6,-10.9,flip,-10.9,4.7,4.7,,reject_edge,True,False,False,False
16,8.0,1.5,110.0,115.0,5,4,1,32|33|34|35|52,5,5,4,1,0,7.954,1.528,104.9,7.971,1.573,104.9,7.8,5.1,2,32|52,0,4,4,0,,KEEP,,32,front,3.67,3.661,0.009,22.4,26.1,-3.6,13.1,6.1,7.0,7.0,-19.2,keep,7.0,-12.2,12.2,,weak_small_true_yaw,True,True,False,False
16,8.0,1.5,110.0,115.0,5,4,1,32|33|34|35|52,5,5,4,1,0,7.954,1.528,104.9,7.971,1.573,104.9,7.8,5.1,2,32|52,0,4,4,0,,KEEP,,34,front,3.876,3.95,-0.073,-9.0,-2.8,-6.2,-24.3,-22.8,-1.4,-1.4,47.1,keep,-1.4,-45.7,45.7,-22.8,accept_keep_quantized,True,False,True,False
16,8.0,1.5,110.0,115.0,5,4,1,32|33|34|35|52,5,5,4,1,0,7.954,1.528,104.9,7.971,1.573,104.9,7.8,5.1,2,32|52,0,4,4,0,,KEEP,,35,front,4.302,4.41,-0.108,-18.8,-14.4,-4.5,-36.9,-34.4,-2.5,-2.5,71.2,keep,-2.5,-68.7,68.7,-34.4,accept_keep_quantized,True,False,True,False
16,8.0,1.5,110.0,115.0,5,4,1,32|33|34|35|52,5,5,4,1,0,7.954,1.528,104.9,7.971,1.573,104.9,7.8,5.1,2,32|52,0,4,4,0,,KEEP,,52,rear,1.232,1.26,-0.028,-10.3,-4.7,-5.5,-24.7,-24.7,0.1,0.1,49.4,keep,0.1,-49.3,49.3,-24.7,accept_keep_quantized,True,True,True,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,32,front,2.629,2.671,-0.042,32.9,33.5,-0.6,-27.9,8.5,-36.3,-36.3,19.4,flip,19.4,16.9,16.9,,reject_edge,False,False,False,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,33,front,2.677,2.702,-0.025,10.5,13.0,-2.5,-14.3,-12.0,-2.3,-2.3,26.3,keep,-2.3,-24.1,24.1,-12.0,accept_keep_quantized,True,False,True,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,34,front,3.015,3.052,-0.037,-8.8,-5.0,-3.8,-29.8,-30.0,0.2,0.2,59.9,keep,0.2,-59.7,59.7,-30.0,accept_keep_quantized,True,False,True,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,35,front,3.549,3.627,-0.078,-20.0,-18.2,-1.7,-44.4,-43.2,-1.2,-1.2,87.7,keep,-1.2,-86.5,86.5,-43.2,accept_keep_quantized,True,False,True,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,52,rear,2.234,2.209,0.025,10.4,11.4,-1.0,-14.9,-13.6,-1.3,-1.3,28.6,keep,-1.3,-27.3,27.3,,reject_edge,True,False,False,False
17,8.0,2.5,115.0,310.0,6,4,2,32|33|34|35|52|53,5,5,3,2,front_abs_angle_gt_30deg=1,7.97,2.544,112.9,7.991,2.541,112.9,4.2,2.1,1,53,0,5,5,0,,KEEP,,53,rear,2.936,2.839,0.097,-11.6,-9.8,-1.8,-35.6,-34.8,-0.9,-0.9,70.4,keep,-0.9,-69.6,69.6,-34.8,accept_keep_quantized,True,True,True,False
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,52,front,3.187,3.215,-0.028,28.2,30.7,-2.5,18.3,-9.3,27.5,27.5,-9.0,flip,-9.0,18.5,18.5,,reject_edge,True,False,False,True
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,53,front,3.718,3.726,-0.008,10.2,14.3,-4.1,-27.6,-25.7,-1.9,-1.9,53.3,keep,-1.9,-51.4,51.4,-25.7,accept_keep_quantized,True,False,True,False
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,54,front,3.621,3.62,0.001,-5.6,-0.5,-5.1,46.0,49.5,-3.5,-3.5,-95.6,keep,-3.5,-92.1,92.1,49.5,accept_keep_quantized,True,False,True,False
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,55,front,2.859,2.862,-0.003,-16.8,-13.0,-3.9,33.6,37.0,-3.4,-3.4,-70.7,keep,-3.4,-67.2,67.2,37.0,accept_keep_quantized,True,False,True,False
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,56,front,2.375,2.391,-0.016,-29.2,-32.8,3.6,31.4,17.2,14.2,14.2,-48.6,keep,14.2,-34.4,34.4,,reject_edge,True,False,False,False
18,8.0,3.5,310.0,70.0,6,5,1,52|53|54|55|56|33,6,6,5,1,0,8.001,3.487,307.7,7.973,3.471,308.0,3.9,2.0,0,,0,4,3,1,52,KEEP,,33,rear,1.756,1.721,0.035,19.4,21.8,-2.4,-2.3,-18.2,15.9,15.9,20.6,keep,15.9,-4.7,4.7,,reject_edge,True,False,False,False
19,9.0,1.5,70.0,115.0,5,4,1,31|32|56|57|52,5,5,4,1,0,8.979,1.516,66.1,8.993,1.506,66.2,0.9,3.8,2,32|52,0,4,4,0,,KEEP,,31,front,2.628,2.632,-0.003,-5.1,1.3,-6.5,17.6,21.3,-3.7,-3.7,-39.0,keep,-3.7,-35.3,35.3,21.3,accept_keep_quantized,True,False,True,False
19,9.0,1.5,70.0,115.0,5,4,1,31|32|56|57|52,5,5,4,1,0,8.979,1.516,66.1,8.993,1.506,66.2,0.9,3.8,2,32|52,0,4,4,0,,KEEP,,56,front,1.764,1.77,-0.006,23.7,27.3,-3.6,-44.0,-42.7,-1.4,-1.4,86.7,keep,-1.4,-85.3,85.3,-42.7,accept_keep_quantized,True,False,True,False
19,9.0,1.5,70.0,115.0,5,4,1,31|32|56|57|52,5,5,4,1,0,8.979,1.516,66.1,8.993,1.506,66.2,0.9,3.8,2,32|52,0,4,4,0,,KEEP,,57,front,2.546,2.568,-0.023,4.6,10.4,-5.9,-58.3,-59.6,1.3,1.3,117.8,keep,1.3,-116.5,116.5,-59.6,accept_keep_quantized,True,False,True,False
19,9.0,1.5,70.0,115.0,5,4,1,31|32|56|57|52,5,5,4,1,0,8.979,1.516,66.1,8.993,1.506,66.2,0.9,3.8,2,32|52,0,4,4,0,,KEEP,,52,rear,1.165,1.22,-0.054,-4.5,0.2,-4.7,15.8,20.2,-4.5,-4.5,-36.0,keep,-4.5,-31.5,31.5,20.2,accept_keep_quantized,True,True,True,False
20,9.0,2.5,115.0,300.0,4,3,1,32|33|35|53,4,4,3,1,0,8.95,2.51,112.0,8.954,2.513,112.0,4.8,3.0,0,,0,4,4,0,,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,33,front,3.044,3.07,-0.027,-10.6,-5.6,-4.9,-29.7,-30.6,0.9,0.9,60.4,keep,0.9,-59.5,59.5,-30.6,accept_keep_quantized,True,False,True,False
20,9.0,2.5,115.0,300.0,4,3,1,32|33|35|53,4,4,3,1,0,8.95,2.51,112.0,8.954,2.513,112.0,4.8,3.0,0,,0,4,4,0,,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,35,front,4.294,4.373,-0.079,-26.9,-27.8,1.0,-56.4,-52.8,-3.6,-3.6,109.3,keep,-3.6,-105.7,105.7,-52.8,accept_keep_quantized,True,False,True,False
20,9.0,2.5,115.0,300.0,4,3,1,32|33|35|53,4,4,3,1,0,8.95,2.51,112.0,8.954,2.513,112.0,4.8,3.0,0,,0,4,4,0,,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,53,rear,2.432,2.413,0.019,6.8,10.1,-3.3,-18.2,-14.9,-3.4,-3.4,33.1,keep,-3.4,-29.7,29.7,,reject_edge,True,False,False,False
21,9.0,3.5,300.0,260.0,4,2,2,53|56|32|33,4,4,2,2,0,9.015,3.515,299.5,9.012,3.541,299.5,4.3,0.5,1,53,0,4,3,1,33,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,53,front,3.387,3.41,-0.023,16.9,19.5,-2.6,-17.0,-10.5,-6.4,-6.4,27.5,keep,-6.4,-21.1,21.1,-10.5,accept_keep_quantized,True,True,True,False
21,9.0,3.5,300.0,260.0,4,2,2,53|56|32|33,4,4,2,2,0,9.015,3.515,299.5,9.012,3.541,299.5,4.3,0.5,1,53,0,4,3,1,33,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,56,front,1.488,1.471,0.018,-28.3,-31.5,3.3,36.0,28.5,7.5,7.5,-64.5,keep,7.5,-57.0,57.0,,reject_edge,True,False,False,False
21,9.0,3.5,300.0,260.0,4,2,2,53|56|32|33,4,4,2,2,0,9.015,3.515,299.5,9.012,3.541,299.5,4.3,0.5,1,53,0,4,3,1,33,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,32,rear,1.718,1.732,-0.013,9.5,10.0,-0.4,-21.0,-20.0,-1.0,-1.0,41.0,keep,-1.0,-40.0,40.0,-20.0,accept_keep_quantized,True,False,True,False
21,9.0,3.5,300.0,260.0,4,2,2,53|56|32|33,4,4,2,2,0,9.015,3.515,299.5,9.012,3.541,299.5,4.3,0.5,1,53,0,4,3,1,33,KEEP_WITH_CAUTION,only 4 usable observations; 5+ preferred,33,rear,2.262,2.247,0.015,-15.9,-13.6,-2.3,38.4,-43.6,82.0,82.0,5.2,flip,5.2,76.8,76.8,,reject_edge,True,False,False,True
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,45,front,4.551,4.71,-0.158,32.6,34.7,-2.2,45.4,44.7,0.6,0.6,-90.1,keep,0.6,-89.5,89.5,,reject_edge,False,False,False,False
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,46,front,4.01,4.096,-0.086,22.6,25.2,-2.6,32.3,35.2,-2.9,-2.9,-67.6,keep,-2.9,-64.7,64.7,35.2,accept_keep_quantized,True,False,True,False
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,47,front,3.611,3.632,-0.021,8.8,12.9,-4.1,18.2,22.9,-4.7,-4.7,-41.1,keep,-4.7,-36.5,36.5,22.9,accept_keep_quantized,True,False,True,False
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,48,front,3.348,3.379,-0.031,-7.4,-2.0,-5.4,-11.4,8.0,-19.4,-19.4,3.4,flip,3.4,16.0,16.0,8.0,accept_flip_quantized,True,False,True,False
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,49,front,3.328,3.379,-0.051,-20.9,-18.0,-2.9,16.2,-8.0,24.2,24.2,-8.2,flip,-8.2,16.0,16.0,,weak_small_true_yaw,True,False,False,True
22,5.0,3.5,260.0,110.0,7,6,1,45|46|47|48|49|50|35,6,6,5,1,front_abs_angle_gt_30deg=1,4.981,3.466,258.2,4.961,3.47,258.3,5.0,1.7,0,,0,4,3,1,49,KEEP,,50,front,3.413,3.461,-0.048,-30.0,-34.2,4.2,-39.6,-24.2,-15.4,-15.4,63.8,keep,-15.4,-48.3,48.3,,reject_edge,True,False,False,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,35,front,3.838,3.941,-0.103,40.6,42.5,-2.0,35.5,22.5,12.9,12.9,-58.0,keep,12.9,-45.1,45.1,,reject_edge,False,False,False,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,36,front,3.196,3.22,-0.024,28.9,30.0,-1.1,18.7,10.0,8.8,8.8,-28.7,keep,8.8,-19.9,19.9,10.0,accept_keep_quantized,True,False,True,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,38,front,3.865,3.882,-0.016,-4.5,-0.3,-4.2,-19.5,-20.3,0.8,0.8,39.8,keep,0.8,-38.9,38.9,-20.3,accept_keep_quantized,True,False,True,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,39,front,4.29,4.311,-0.021,-15.7,-12.4,-3.3,-32.3,-32.4,0.1,0.1,64.7,keep,0.1,-64.6,64.6,-32.4,accept_keep_quantized,True,False,True,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,40,front,4.084,4.203,-0.119,-22.5,-21.4,-1.0,45.6,48.6,-2.9,-2.9,-94.2,keep,-2.9,-91.3,91.3,48.6,accept_keep_quantized,True,True,True,False
23,4.0,1.5,110.0,330.0,7,6,1,35|36|38|39|40|41|48,6,6,5,1,front_abs_angle_gt_30deg=1,3.94,1.509,108.3,3.941,1.509,108.3,6.0,1.7,2,40|48,0,6,6,0,,KEEP,,48,rear,1.389,1.418,-0.029,-3.5,-0.4,-3.1,-23.3,-20.4,-2.9,-2.9,43.7,keep,-2.9,-40.8,40.8,-20.4,accept_keep_quantized,True,True,True,False
24,6.0,3.5,330.0,70.0,6,5,1,51|52|55|56|57|36,5,5,4,1,front_abs_angle_gt_30deg=1,6.034,3.506,330.2,6.042,3.529,330.1,5.1,0.1,0,,0,4,4,0,,KEEP,,51,front,3.313,3.37,-0.057,34.2,34.5,-0.3,-38.2,-25.5,-12.7,-12.7,63.7,keep,-12.7,-51.0,51.0,,reject_edge,False,False,False,False
24,6.0,3.5,330.0,70.0,6,5,1,51|52|55|56|57|36,5,5,4,1,front_abs_angle_gt_30deg=1,6.034,3.506,330.2,6.042,3.529,330.1,5.1,0.1,0,,0,4,4,0,,KEEP,,52,front,4.022,4.054,-0.032,20.6,21.8,-1.2,-39.1,-38.2,-1.0,-1.0,77.3,keep,-1.0,-76.3,76.3,-38.2,accept_keep_quantized,True,False,True,False
24,6.0,3.5,330.0,70.0,6,5,1,51|52|55|56|57|36,5,5,4,1,front_abs_angle_gt_30deg=1,6.034,3.506,330.2,6.042,3.529,330.1,5.1,0.1,0,,0,4,4,0,,KEEP,,55,front,4.55,4.613,-0.063,-10.8,-7.9,-2.9,21.4,22.1,-0.8,-0.8,-43.5,keep,-0.8,-42.7,42.7,22.1,accept_keep_quantized,True,False,True,False
24,6.0,3.5,330.0,70.0,6,5,1,51|52|55|56|57|36,5,5,4,1,front_abs_angle_gt_30deg=1,6.034,3.506,330.2,6.042,3.529,330.1,5.1,0.1,0,,0,4,4,0,,KEEP,,57,front,4.244,4.282,-0.038,-28.8,-33.9,5.1,-28.9,-3.9,-25.0,-25.0,32.8,keep,-25.0,-7.9,7.9,,reject_edge,True,False,False,False
24,6.0,3.5,330.0,70.0,6,5,1,51|52|55|56|57|36,5,5,4,1,front_abs_angle_gt_30deg=1,6.034,3.506,330.2,6.042,3.529,330.1,5.1,0.1,0,,0,4,4,0,,KEEP,,36,rear,1.798,1.832,-0.034,10.8,10.3,0.5,-54.6,-49.7,-4.9,-4.9,104.3,keep,-4.9,-99.4,99.4,,reject_edge,True,False,False,False
25,9.0,1.5,70.0,,5,4,1,31|32|56|57|52,5,5,4,1,0,9.007,1.495,70.3,9.018,1.508,70.3,1.9,0.3,1,52,0,4,4,0,,KEEP,,31,front,2.619,2.632,-0.013,-1.2,1.3,-2.5,18.3,21.3,-3.1,-3.1,-39.6,keep,-3.1,-36.5,36.5,21.3,accept_keep_quantized,True,False,True,False
25,9.0,1.5,70.0,,5,4,1,31|32|56|57|52,5,5,4,1,0,9.007,1.495,70.3,9.018,1.508,70.3,1.9,0.3,1,52,0,4,4,0,,KEEP,,57,front,2.554,2.568,-0.014,8.8,10.4,-1.6,-58.3,-59.6,1.3,1.3,117.8,keep,1.3,-116.5,116.5,-59.6,accept_keep_quantized,True,False,True,False
25,9.0,1.5,70.0,,5,4,1,31|32|56|57|52,5,5,4,1,0,9.007,1.495,70.3,9.018,1.508,70.3,1.9,0.3,1,52,0,4,4,0,,KEEP,,52,rear,1.147,1.22,-0.073,1.7,0.2,1.4,18.5,20.2,-1.8,-1.8,-38.7,keep,-1.8,-36.9,36.9,20.2,accept_keep_quantized,True,True,True,False
