rank,combo_index,core_reject_threshold,core_support_threshold,yaw_support_threshold,yaw_bonus_weight,min_decision_score_gap,solver_success_rate,position_mean_error_m,position_median_error_m,position_p90_error_m,position_p95_error_m,position_max_error_m,heading_mean_abs_error_deg,heading_median_abs_error_deg,heading_p90_abs_error_deg,heading_p95_abs_error_deg,heading_max_abs_error_deg,position_within_5cm_rate,position_within_10cm_rate,heading_within_5deg_rate,heading_within_10deg_rate,joint_within_10cm_10deg_rate,samples_with_rejection,total_rejected_tags,combo_runtime_s
22,44,1.2,0.6,1.5,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.39886110000225017
23,45,1.2,0.6,2.0,0.25,0.3,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4037004000019806
24,46,1.2,0.6,2.0,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4042403000021295
25,47,1.2,0.6,2.5,0.25,0.3,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4128615000008722
26,48,1.2,0.6,2.5,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4053394999973534
27,49,1.2,0.8,1.5,0.25,0.3,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4025084999993851
28,50,1.2,0.8,1.5,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.4016254999987723
29,51,1.2,0.8,2.0,0.25,0.3,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.39945950000037556
30,52,1.2,0.8,2.0,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.40338709999923594
31,53,1.2,0.8,2.5,0.25,0.3,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.40326599999752943
32,54,1.2,0.8,2.5,0.25,0.5,1.0,0.04012900095515542,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2133510913527703,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,3,3,0.40168359999734093
33,39,1.2,0.4,2.0,0.25,0.3,1.0,0.04026630076341956,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2188144708238462,0.9140931093997153,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,4,4,0.4098225999987335
34,40,1.2,0.4,2.0,0.25,0.5,1.0,0.04026630076341956,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2188144708238462,0.9140931093997153,2.880835021029327,3.385801035393797,4.877939540716881,0.7435897435897436,0.9743589743589743,1.0,1.0,0.9743589743589743,4,4,0.40875450000021374
35,37,1.2,0.4,1.5,0.25,0.3,1.0,0.04045711123757925,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2205096210565596,0.9140931093997153,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9743589743589743,1.0,1.0,0.9743589743589743,5,5,0.4187139000023308
36,38,1.2,0.4,1.5,0.25,0.5,1.0,0.04045711123757925,0.035242534826912524,0.06974217011889072,0.08420754069997671,0.10049423579621065,1.2205096210565596,0.9140931093997153,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9743589743589743,1.0,1.0,0.9743589743589743,5,5,0.42236830000183545
37,2,0.8,0.4,1.5,0.25,0.5,1.0,0.04344190532135362,0.03937918699612849,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.185257642386005,0.7935860394007364,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,17,17,0.536955499999749
38,4,0.8,0.4,2.0,0.25,0.5,1.0,0.04317386789357226,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1874741202108823,0.7935860394007364,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,18,18,0.5395415000020876
39,6,0.8,0.4,2.5,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5623494999999821
40,8,0.8,0.6,1.5,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5407898999983445
41,10,0.8,0.6,2.0,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5422465999981796
42,12,0.8,0.6,2.5,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.544217499998922
43,14,0.8,0.8,1.5,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5464296999998624
44,16,0.8,0.8,2.0,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5521466999998665
45,18,0.8,0.8,2.5,0.25,0.5,1.0,0.043568592170901886,0.039000801549351816,0.07193072873812736,0.08420754069997671,0.11184192837797675,1.1722683939805398,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,19,19,0.5508703000014066
46,22,1.0,0.4,2.0,0.25,0.5,1.0,0.042499773377874424,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2278312241868339,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,9,9,0.4498167999990983
47,19,1.0,0.4,1.5,0.25,0.3,1.0,0.04269058385203412,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2295263744195473,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.6923076923076923,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.4655079999974987
48,20,1.0,0.4,1.5,0.25,0.5,1.0,0.04269058385203412,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2295263744195473,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.6923076923076923,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46771020000232966
49,21,1.0,0.4,2.0,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46148710000124993
50,23,1.0,0.4,2.5,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46119479999833857
51,24,1.0,0.4,2.5,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.4607058000001416
52,25,1.0,0.6,1.5,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.4659890999973868
53,26,1.0,0.6,1.5,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.45730230000117444
54,27,1.0,0.6,2.0,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.45995639999819105
55,28,1.0,0.6,2.0,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.4603789000029792
56,29,1.0,0.6,2.5,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.458018200002698
57,30,1.0,0.6,2.5,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.45887409999704687
58,31,1.0,0.8,1.5,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46122230000037234
59,32,1.0,0.8,1.5,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.457913299997017
60,33,1.0,0.8,2.0,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46246740000060527
61,34,1.0,0.8,2.0,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.45927189999929396
62,35,1.0,0.8,2.5,0.25,0.3,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.46722719999888795
63,36,1.0,0.8,2.5,0.25,0.5,1.0,0.042894497655204054,0.038172571852276786,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.2126254979564914,0.8784307628236547,2.880835021029327,3.385801035393797,4.877939540716881,0.717948717948718,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.460351300000184
64,1,0.8,0.4,1.5,0.25,0.3,1.0,0.04507790858839754,0.039417781082448575,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.183367054228007,0.7935860394007364,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,18,18,0.7709979999999632
65,3,0.8,0.4,2.0,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5631083999978728
66,5,0.8,0.4,2.5,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5591593000026478
67,7,0.8,0.6,1.5,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5625634999996691
68,9,0.8,0.6,2.0,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5590457999969658
69,11,0.8,0.6,2.5,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5560538999998244
70,13,0.8,0.8,1.5,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5598769000025641
71,15,0.8,0.8,2.0,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.5553966999978002
72,17,0.8,0.8,2.5,0.25,0.3,1.0,0.045204595437945805,0.03937918699612849,0.07200329330718738,0.10049423579621065,0.11184192837797675,1.1703778058225418,0.6283898174763749,2.880835021029327,3.385801035393797,4.877939540716881,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,20,20,0.559891199998674
