sample_index,gt_x_m,gt_y_m,gt_heading_deg,preferred_heading_deg,tag_id,camera_role,used,meas_distance_m,true_distance_m,distance_error_m,meas_angle_deg,true_angle_deg,angle_error_deg,meas_yaw_deg,true_yaw_deg,yaw_error_deg,yaw_quant_true_angle_deg,yaw_quant_meas_yaw_deg,yaw_quant_true_yaw_deg,yaw_err_keep_deg,yaw_err_flip_deg,yaw_best_mode,yaw_best_err_deg,yaw_flip_gain_deg,yaw_branch_separation_deg,yaw_quantized_deg,yaw_decision
16,6.0,2.0,65.0,65.0,32,front,A,3.892,3.922,-0.03,13.2,11.8,1.5,34.0,36.8,-2.8,11.8,34.0,36.8,-2.8,-70.7,keep,-2.8,-67.9,67.9,36.8,accept_keep_quantized
16,6.0,2.0,65.0,65.0,33,front,A,3.393,3.436,-0.042,-1.1,-1.1,0.1,21.7,23.9,-2.2,-1.1,21.7,23.9,-2.2,-45.5,keep,-2.2,-43.3,43.3,23.9,accept_keep_quantized
16,6.0,2.0,65.0,65.0,34,front,A,3.144,3.171,-0.027,-16.4,-17.3,0.9,9.1,7.7,1.3,-17.3,9.1,7.7,1.3,-16.8,keep,1.3,-15.4,15.4,,weak_small_true_yaw
16,6.0,2.0,65.0,65.0,35,front,A,3.147,3.187,-0.039,-27.7,-34.6,6.9,-29.0,-9.6,-19.4,-34.6,-29.0,-9.6,-19.4,38.6,keep,-19.4,-19.2,19.2,,reject_edge
16,6.0,2.0,65.0,65.0,58,front,A,4.285,4.392,-0.107,31.0,28.0,2.9,-44.5,-37.0,-7.6,28.0,-44.5,-37.0,-7.6,81.5,keep,-7.6,-73.9,73.9,-37.0,accept_keep_quantized
16,6.0,2.0,65.0,65.0,48,rear,A,2.377,2.335,0.042,13.5,13.3,0.2,34.0,38.3,-4.3,13.3,34.0,38.3,-4.3,-72.4,keep,-4.3,-68.1,68.1,,reject_edge
16,6.0,2.0,65.0,65.0,49,rear,A,1.935,1.901,0.033,-10.2,-9.5,-0.7,4.2,15.5,-11.3,-9.5,4.2,15.5,-11.3,-19.7,keep,-11.3,-8.4,8.4,,poor_keep_flip_match
17,6.0,4.0,260.0,260.0,46,front,A,5.041,5.109,-0.068,34.6,31.2,3.5,44.0,41.2,2.8,31.2,44.0,41.2,2.8,-85.2,keep,2.8,-82.3,82.3,,reject_edge
17,6.0,4.0,260.0,260.0,48,front,A,4.136,4.117,0.019,13.1,10.9,2.2,17.3,20.9,-3.6,10.9,17.3,20.9,-3.6,-38.2,keep,-3.6,-34.6,34.6,20.9,accept_keep_quantized
17,6.0,4.0,260.0,260.0,49,front,A,3.934,3.882,0.052,-1.2,-2.1,0.9,-2.2,7.9,-10.0,-2.1,-2.2,7.9,-10.0,-5.7,flip,-5.7,4.4,4.4,,weak_small_true_yaw
17,6.0,4.0,260.0,260.0,50,front,A,3.671,3.681,-0.011,-14.9,-16.5,1.6,-13.0,-6.5,-6.5,-16.5,-13.0,-6.5,-6.5,19.5,keep,-6.5,-13.0,13.0,,weak_small_true_yaw
17,6.0,4.0,260.0,260.0,51,front,A,3.727,3.824,-0.097,-26.4,-33.2,6.9,-35.5,-23.2,-12.3,-33.2,-35.5,-23.2,-12.3,58.8,keep,-12.3,-46.4,46.4,,reject_edge
17,6.0,4.0,260.0,260.0,34,rear,A,1.142,1.2,-0.058,12.2,11.3,0.9,17.3,21.3,-4.0,11.3,17.3,21.3,-4.0,-38.6,keep,-4.0,-34.6,34.6,,reject_edge
18,7.0,1.0,25.0,25.0,31,front,A,4.071,4.176,-0.105,-18.4,-20.5,2.1,42.4,44.5,-2.0,-20.5,42.4,44.5,-2.0,-86.9,keep,-2.0,-84.9,84.9,44.5,accept_keep_quantized
18,7.0,1.0,25.0,25.0,54,front,A,3.325,3.35,-0.025,34.2,30.5,3.8,-28.6,5.5,-34.0,30.5,-28.6,5.5,-34.0,23.1,flip,23.1,10.9,10.9,,reject_edge
18,7.0,1.0,25.0,25.0,55,front,A,3.329,3.347,-0.018,15.5,12.7,2.7,-13.6,-12.3,-1.4,12.7,-13.6,-12.3,-1.4,25.9,keep,-1.4,-24.5,24.5,-12.3,accept_keep_quantized
18,7.0,1.0,25.0,25.0,56,front,A,3.655,3.699,-0.044,-2.0,-2.8,0.9,-26.4,-27.8,1.4,-2.8,-26.4,-27.8,1.4,54.3,keep,1.4,-52.8,52.8,-27.8,accept_keep_quantized
18,7.0,1.0,25.0,25.0,57,front,A,4.225,4.268,-0.043,-13.8,-15.0,1.2,-39.4,-40.0,0.6,-15.0,-39.4,-40.0,0.6,79.4,keep,0.6,-78.9,78.9,-40.0,accept_keep_quantized
19,7.0,2.0,60.0,60.0,32,front,A,3.387,3.419,-0.032,-6.8,-6.9,0.1,20.6,23.1,-2.6,-6.9,20.6,23.1,-2.6,-43.7,keep,-2.6,-41.1,41.1,23.1,accept_keep_quantized
19,7.0,2.0,60.0,60.0,33,front,A,3.139,3.168,-0.028,-20.6,-23.0,2.4,-18.2,7.0,-25.2,-23.0,-18.2,7.0,-25.2,11.3,flip,11.3,14.0,14.0,,weak_small_true_yaw
19,7.0,2.0,60.0,60.0,34,front,A,3.122,3.197,-0.075,-30.4,-40.4,10.1,-34.8,-10.4,-24.4,-40.4,-34.8,-10.4,-24.4,45.2,keep,-24.4,-20.8,20.8,,reject_edge
19,7.0,2.0,60.0,60.0,57,front,A,3.667,3.714,-0.047,35.5,32.4,3.0,-38.8,-27.6,-11.2,32.4,-38.8,-27.6,-11.2,66.3,keep,-11.2,-55.1,55.1,,reject_edge
19,7.0,2.0,60.0,60.0,49,rear,A,2.408,2.372,0.037,9.3,9.3,0.0,37.7,39.3,-1.6,9.3,37.7,39.3,-1.6,-77.0,keep,-1.6,-75.5,75.5,39.3,accept_keep_quantized
19,7.0,2.0,60.0,60.0,50,rear,A,1.744,1.738,0.006,-12.5,-11.4,-1.1,1.4,18.6,-17.2,-11.4,1.4,18.6,-17.2,-20.0,keep,-17.2,-2.8,2.8,,reject_edge
20,7.0,3.0,250.0,250.0,48,front,A,3.703,3.764,-0.061,22.8,20.8,2.0,38.5,40.8,-2.3,20.8,38.5,40.8,-2.3,-79.4,keep,-2.3,-77.1,77.1,40.8,accept_keep_quantized
20,7.0,3.0,250.0,250.0,49,front,A,3.247,3.229,0.018,8.6,8.1,0.5,-29.7,28.1,-57.8,8.1,-29.7,28.1,-57.8,1.6,flip,1.6,56.2,56.2,28.1,accept_flip_quantized
20,7.0,3.0,250.0,250.0,50,front,A,2.751,2.722,0.029,-8.3,-7.8,-0.5,10.5,12.2,-1.7,-7.8,10.5,12.2,-1.7,-22.6,keep,-1.7,-20.9,20.9,12.2,accept_keep_quantized
20,7.0,3.0,250.0,250.0,51,front,A,2.532,2.57,-0.038,-26.3,-31.6,5.3,-28.0,-11.6,-16.4,-31.6,-28.0,-11.6,-16.4,39.6,keep,-16.4,-23.2,23.2,,reject_edge
20,7.0,3.0,250.0,250.0,32,rear,A,2.551,2.512,0.04,12.5,12.4,0.2,29.7,32.4,-2.6,12.4,29.7,32.4,-2.6,-62.1,keep,-2.6,-59.5,59.5,,reject_edge
20,7.0,3.0,250.0,250.0,33,rear,A,2.203,2.157,0.046,-10.6,-9.7,-0.9,-2.3,10.3,-12.7,-9.7,-2.3,10.3,-12.7,-8.0,flip,-8.0,4.7,4.7,,ambiguous_low_separation
21,7.0,4.0,295.0,295.0,50,front,A,3.671,3.714,-0.043,37.7,34.6,3.2,27.7,9.6,18.2,34.6,27.7,9.6,18.2,-37.3,keep,18.2,-19.1,19.1,,reject_edge
21,7.0,4.0,295.0,295.0,51,front,A,3.534,3.551,-0.018,20.3,17.3,3.0,11.3,-7.7,19.0,17.3,11.3,-7.7,19.0,-3.6,flip,-3.6,15.4,15.4,,weak_small_true_yaw
21,7.0,4.0,295.0,295.0,53,front,A,4.676,4.661,0.014,-8.8,-9.3,0.5,31.6,-34.3,65.9,-9.3,31.6,-34.3,65.9,2.7,flip,2.7,63.3,63.3,-34.3,accept_flip_quantized
21,7.0,4.0,295.0,295.0,55,front,A,3.91,3.972,-0.063,-25.4,-31.1,5.7,36.6,33.9,2.7,-31.1,36.6,33.9,2.7,-70.5,keep,2.7,-67.8,67.8,,reject_edge
21,7.0,4.0,295.0,295.0,56,front,A,3.455,3.508,-0.053,-31.8,-45.0,13.2,37.6,20.0,17.6,-45.0,37.6,20.0,17.6,-57.6,keep,17.6,-40.0,40.0,,reject_edge
21,7.0,4.0,295.0,295.0,34,rear,A,1.192,1.238,-0.046,0.6,0.2,0.4,-26.9,-24.8,-2.1,0.2,-26.9,-24.8,-2.1,51.7,keep,-2.1,-49.6,49.6,-24.8,accept_keep_quantized
22,8.0,1.0,40.0,40.0,31,front,A,3.462,3.542,-0.08,-17.0,-16.9,-0.1,31.8,33.1,-1.2,-16.9,31.8,33.1,-1.2,-64.9,keep,-1.2,-63.7,63.7,33.1,accept_keep_quantized
22,8.0,1.0,40.0,40.0,55,front,A,2.353,2.383,-0.03,24.9,22.9,1.9,-24.4,-17.1,-7.4,22.9,-24.4,-17.1,-7.4,41.5,keep,-7.4,-34.1,34.1,-17.1,accept_keep_quantized
22,8.0,1.0,40.0,40.0,56,front,A,2.804,2.852,-0.047,2.4,3.0,-0.6,-36.9,-37.0,0.0,3.0,-36.9,-37.0,0.0,73.9,keep,0.0,-73.9,73.9,-37.0,accept_keep_quantized
22,8.0,1.0,40.0,40.0,57,front,A,3.528,3.556,-0.028,-11.1,-10.2,-1.0,-48.7,-50.2,1.5,-10.2,-48.7,-50.2,1.5,98.8,keep,1.5,-97.3,97.3,-50.2,accept_keep_quantized
22,8.0,1.0,40.0,40.0,51,rear,A,0.654,0.685,-0.031,-9.1,-9.5,0.4,37.1,40.5,-3.3,-9.5,37.1,40.5,-3.3,-77.6,keep,-3.3,-74.3,74.3,40.5,accept_keep_quantized
23,8.0,2.0,110.0,110.0,32,front,A,3.12,3.164,-0.044,30.0,27.1,3.0,-23.6,7.1,-30.6,27.1,-23.6,7.1,-30.6,16.5,flip,16.5,14.1,14.1,,weak_small_true_yaw
23,8.0,2.0,110.0,110.0,33,front,A,3.166,3.191,-0.025,10.9,9.7,1.2,8.3,-10.3,18.6,9.7,8.3,-10.3,18.6,1.9,flip,1.9,16.7,16.7,-10.3,accept_flip_quantized
23,8.0,2.0,110.0,110.0,34,front,A,3.443,3.494,-0.051,-6.2,-6.0,-0.2,22.2,-26.0,48.2,-6.0,22.2,-26.0,48.2,3.8,flip,3.8,44.4,44.4,-26.0,accept_flip_quantized
23,8.0,2.0,110.0,110.0,35,front,A,3.963,4.007,-0.044,-17.3,-18.4,1.1,-39.2,-38.4,-0.8,-18.4,-39.2,-38.4,-0.8,77.6,keep,-0.8,-76.8,76.8,-38.4,accept_keep_quantized
23,8.0,2.0,110.0,110.0,52,rear,A,1.712,1.727,-0.015,2.2,2.2,0.0,-20.0,-17.8,-2.3,2.2,-20.0,-17.8,-2.3,37.8,keep,-2.3,-35.6,35.6,-17.8,accept_keep_quantized
24,8.0,3.0,250.0,250.0,48,front,A,4.423,4.482,-0.06,32.4,30.5,1.9,48.2,50.5,-2.3,30.5,48.2,50.5,-2.3,-98.8,keep,-2.3,-96.4,96.4,,reject_edge
24,8.0,3.0,250.0,250.0,50,front,A,3.07,3.091,-0.022,11.0,10.6,0.4,25.7,30.6,-4.9,10.6,25.7,30.6,-4.9,-56.3,keep,-4.9,-51.4,51.4,30.6,accept_keep_quantized
24,8.0,3.0,250.0,250.0,51,front,A,2.559,2.563,-0.004,-9.8,-9.1,-0.6,7.3,10.9,-3.5,-9.1,7.3,10.9,-3.5,-18.2,keep,-3.5,-14.7,14.7,,ambiguous_low_separation
24,8.0,3.0,250.0,250.0,52,front,A,2.7,2.724,-0.024,-27.1,-32.1,5.1,25.1,-12.1,37.3,-32.1,25.1,-12.1,37.3,-13.0,flip,-13.0,24.2,24.2,,reject_edge
24,8.0,3.0,250.0,250.0,32,rear,A,2.158,2.149,0.009,-12.6,-10.8,-1.8,-2.3,9.2,-11.6,-10.8,-2.3,9.2,-11.6,-6.9,flip,-6.9,4.7,4.7,,reject_edge
24,8.0,3.0,250.0,250.0,58,rear,A,2.247,2.212,0.035,21.9,22.9,-1.0,-47.6,-47.1,-0.6,22.9,-47.6,-47.1,-0.6,94.7,keep,-0.6,-94.1,94.1,,reject_edge
25,8.0,4.0,310.0,310.0,52,front,A,3.684,3.709,-0.025,33.4,32.0,1.4,23.3,-8.0,31.3,32.0,23.3,-8.0,31.3,-15.3,flip,-15.3,16.0,16.0,,reject_edge
25,8.0,4.0,310.0,310.0,53,front,A,4.219,4.183,0.036,18.0,17.3,0.7,20.1,-22.7,42.9,17.3,20.1,-22.7,42.9,2.6,flip,2.6,40.3,40.3,-22.7,accept_flip_quantized
25,8.0,4.0,310.0,310.0,55,front,A,3.229,3.188,0.04,-6.6,-5.8,-0.9,38.9,44.2,-5.3,-5.8,38.9,44.2,-5.3,-83.2,keep,-5.3,-77.9,77.9,44.2,accept_keep_quantized
25,8.0,4.0,310.0,310.0,56,front,A,2.586,2.584,0.002,-20.5,-22.2,1.6,28.6,27.8,0.8,-22.2,28.6,27.8,0.8,-56.4,keep,0.8,-55.7,55.7,27.8,accept_keep_quantized
25,8.0,4.0,310.0,310.0,33,rear,A,1.194,1.256,-0.062,13.7,14.6,-0.9,-25.8,-25.4,-0.4,14.6,-25.8,-25.4,-0.4,51.2,keep,-0.4,-50.8,50.8,,reject_edge
25,8.0,4.0,310.0,310.0,34,rear,A,1.872,1.883,-0.011,-15.9,-12.9,-3.0,-53.4,-52.9,-0.5,-12.9,-53.4,-52.9,-0.5,106.4,keep,-0.5,-105.9,105.9,,reject_edge
26,9.0,1.0,45.0,45.0,31,front,A,3.1,3.109,-0.008,-23.9,-27.5,3.6,24.0,17.5,6.4,-27.5,24.0,17.5,6.4,-41.5,keep,6.4,-35.1,35.1,17.5,accept_keep_quantized
26,9.0,1.0,45.0,45.0,55,front,A,1.478,1.458,0.02,18.5,16.5,2.0,-30.6,-28.5,-2.1,16.5,-30.6,-28.5,-2.1,59.0,keep,-2.1,-57.0,57.0,-28.5,accept_keep_quantized
26,9.0,1.0,45.0,45.0,56,front,A,2.134,2.138,-0.004,-8.4,-8.2,-0.2,-51.0,-53.2,2.2,-8.2,-51.0,-53.2,2.2,104.2,keep,2.2,-102.0,102.0,-53.2,accept_keep_quantized
26,9.0,1.0,45.0,45.0,52,rear,A,0.698,0.77,-0.073,-17.5,-14.2,-3.3,17.8,30.8,-13.0,-14.2,17.8,30.8,-13.0,-48.5,keep,-13.0,-35.5,35.5,,reject_edge
27,9.0,2.0,85.0,85.0,31,front,A,2.158,2.177,-0.019,25.3,21.5,3.8,27.7,26.5,1.2,21.5,27.7,26.5,1.2,-54.2,keep,1.2,-53.0,53.0,26.5,accept_keep_quantized
27,9.0,2.0,85.0,85.0,32,front,A,3.185,3.201,-0.016,-14.7,-16.4,1.7,-15.5,-11.4,-4.1,-16.4,-15.5,-11.4,-4.1,27.0,keep,-4.1,-22.9,22.9,-11.4,accept_keep_quantized
27,9.0,2.0,85.0,85.0,33,front,A,3.445,3.518,-0.073,-25.7,-31.9,6.2,-34.6,-26.9,-7.7,-31.9,-34.6,-26.9,-7.7,61.5,keep,-7.7,-53.8,53.8,,reject_edge
27,9.0,2.0,85.0,85.0,34,front,A,3.904,4.047,-0.143,-31.4,-44.2,12.7,-49.9,-39.2,-10.7,-44.2,-49.9,-39.2,-10.7,89.1,keep,-10.7,-78.3,78.3,,reject_edge
27,9.0,2.0,85.0,85.0,57,front,A,2.138,2.158,-0.021,36.5,32.5,3.9,-56.4,-52.5,-4.0,32.5,-56.4,-52.5,-4.0,108.9,keep,-4.0,-104.9,104.9,,reject_edge
28,9.0,3.0,295.0,295.0,52,front,A,2.656,2.706,-0.051,34.9,35.0,-0.1,-30.3,10.0,-40.3,35.0,-30.3,10.0,-40.3,20.3,flip,20.3,20.0,20.0,,reject_edge
28,9.0,3.0,295.0,295.0,53,front,A,2.973,2.918,0.054,10.9,12.6,-1.7,-16.3,-12.4,-3.8,12.6,-16.3,-12.4,-3.8,28.7,keep,-3.8,-24.8,24.8,-12.4,accept_keep_quantized
28,9.0,3.0,295.0,295.0,54,front,A,2.631,2.627,0.004,-8.9,-6.2,-2.7,54.9,58.8,-3.9,-6.2,54.9,58.8,-3.9,-113.6,keep,-3.9,-109.7,109.7,58.8,accept_keep_quantized
28,9.0,3.0,295.0,295.0,55,front,A,1.785,1.778,0.007,-21.6,-21.8,0.2,40.9,43.2,-2.2,-21.8,40.9,43.2,-2.2,-84.1,keep,-2.2,-81.8,81.8,43.2,accept_keep_quantized
28,9.0,3.0,295.0,295.0,32,rear,A,2.224,2.207,0.018,6.9,9.3,-2.4,-15.6,-15.7,0.1,9.3,-15.6,-15.7,0.1,31.4,keep,0.1,-31.2,31.2,-15.7,accept_keep_quantized
28,9.0,3.0,295.0,295.0,33,rear,A,2.698,2.633,0.066,-15.1,-11.2,-3.9,-34.2,-36.2,2.0,-11.2,-34.2,-36.2,2.0,70.4,keep,2.0,-68.4,68.4,,reject_edge
29,9.0,4.0,245.0,245.0,49,front,A,5.329,5.215,0.115,19.1,17.4,1.7,39.8,42.4,-2.6,17.4,39.8,42.4,-2.6,-82.2,keep,-2.6,-79.5,79.5,42.4,accept_keep_quantized
29,9.0,4.0,245.0,245.0,50,front,A,4.468,4.474,-0.006,11.0,10.1,1.0,29.5,35.1,-5.6,10.1,29.5,35.1,-5.6,-64.6,keep,-5.6,-59.0,59.0,35.1,accept_keep_quantized
29,9.0,4.0,245.0,245.0,51,front,A,3.85,3.817,0.033,-2.2,-2.2,0.1,18.1,22.8,-4.7,-2.2,18.1,22.8,-4.7,-40.9,keep,-4.7,-36.2,36.2,22.8,accept_keep_quantized
29,9.0,4.0,245.0,245.0,53,front,A,3.9,3.909,-0.009,-27.9,-34.9,7.1,25.7,-9.9,35.6,-34.9,25.7,-9.9,35.6,-15.7,flip,-15.7,19.9,19.9,,reject_edge
29,9.0,4.0,245.0,245.0,58,rear,A,0.707,0.799,-0.091,12.9,13.9,-1.0,-55.9,-51.1,-4.8,13.9,-55.9,-51.1,-4.8,107.1,keep,-4.8,-102.3,102.3,,reject_edge
