sample_uid,observation_uid,tag_id,camera_role,distance_residual_m_signed,distance_residual_sigma_signed,angle_residual_deg_signed,angle_residual_sigma_signed,distance_peer_median_sigma,distance_m2_signed,distance_m2_abs
main29_s021,main29_s021_o134,55,front,0.03807777326138906,0.7615554652277812,-3.0433522211966135,-0.7173249977157558,0.6390544208658255,0.12250104436195564,0.12250104436195564
main29_s021,main29_s021_o136,34,rear,0.04654591990879409,0.9309183981758817,-0.35934702422980536,-0.11978234140993511,0.6390544208658255,0.2918639773100562,0.2918639773100562
main29_s022,main29_s022_o137,31,front,0.04816080031804759,0.9632160063609518,0.03919927883754326,0.013066426279181087,0.15930044236864838,0.8039155639923035,0.8039155639923035
main29_s022,main29_s022_o138,55,front,0.0006667672851174977,0.013335345702349954,-1.5197021116944995,-0.5065673705648331,0.6342407726979493,-0.6209054269955994,0.6209054269955994
main29_s022,main29_s022_o139,56,front,0.01526327695174734,0.3052655390349468,0.7648407094309846,0.25494690314366153,0.4882756760316509,-0.1830101369967041,0.1830101369967041
main29_s022,main29_s022_o140,57,front,-0.004580195056995695,-0.0916039011399139,0.9455981110431821,0.3151993703477274,0.6342407726979493,-0.7258446738378632,0.7258446738378632
main29_s022,main29_s022_o141,51,rear,0.06331649714125087,1.2663299428250174,-0.12471784396566932,-0.041572614655223106,0.15930044236864838,1.107029500456369,1.107029500456369
main29_s023,main29_s023_o142,32,front,0.022576135548157517,0.45152271096315033,-1.7606405946157224,-0.41498696789503087,0.2794005059980842,0.17212220496506614,0.17212220496506614
main29_s023,main29_s023_o143,33,front,-0.003482459567982321,-0.06964919135964642,-0.11733334305992571,-0.03911111435330857,0.40791715699114217,-0.4775663483507886,0.4775663483507886
main29_s023,main29_s023_o144,34,front,0.0182155801509567,0.364311603019134,1.058759616908958,0.352919872302986,0.32300605997009235,0.04130554304904166,0.04130554304904166
main29_s023,main29_s023_o145,35,front,0.009724470448851719,0.19448940897703437,-0.3636127113550174,-0.12120423711833912,0.40791715699114217,-0.2134277480141078,0.2134277480141078
main29_s023,main29_s023_o146,52,rear,0.046237334051705714,0.9247466810341143,0.26656231809391784,0.08885410603130595,0.2794005059980842,0.6453461750360301,0.6453461750360301
main29_s024,main29_s024_o148,50,front,0.007608877946574388,0.15217755893148777,0.04453006835888118,0.01484335611962706,-0.13851639541521354,0.2906939543467013,0.2906939543467013
main29_s024,main29_s024_o149,51,front,-0.014946384166594662,-0.29892768333189323,1.04141205061552,0.34713735020517333,0.08703622571647696,-0.3859639090483702,0.3859639090483702
