combo_index,distance_sigma_m,angle_sigma_deg,yaw_sigma_deg,distance_global_weight,angle_global_weight,yaw_global_weight,robust_rejection_score_threshold,robust_min_score_gap,robust_max_rejections,solver_success_rate,position_mean_error_m,position_median_error_m,position_p90_error_m,position_p95_error_m,position_max_error_m,heading_mean_abs_error_deg,heading_median_abs_error_deg,heading_p90_abs_error_deg,heading_p95_abs_error_deg,heading_max_abs_error_deg,position_within_5cm_rate,position_within_10cm_rate,heading_within_5deg_rate,heading_within_10deg_rate,joint_within_10cm_10deg_rate,samples_with_rejection,total_rejected_tags,combo_runtime_s
73,0.05,5.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.037771398570314973,0.03712408067955917,0.06787176384733579,0.07686345101899418,0.08062226401069157,1.1399147569057062,0.8196372707220689,2.3854352252666615,3.2981267550787834,4.783553291816588,0.8461538461538461,1.0,1.0,1.0,1.0,0,0,0.37538620000123046
74,0.05,5.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03784982415237248,0.036357630891814055,0.06976762917304465,0.07599512618466837,0.08211748427807257,1.1254885007911806,0.7939945574635772,2.333872044175223,3.2887407355813707,4.731121566502594,0.7948717948717948,1.0,1.0,1.0,1.0,0,0,0.3805629999988014
75,0.05,5.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03829962119147915,0.036396132855079,0.07140671746738086,0.07906141001162063,0.08307154764250324,1.1201828748775238,0.7791934480378586,2.3579080178865865,3.2824420376753096,4.69943774587324,0.7435897435897436,1.0,1.0,1.0,1.0,0,0,0.3911631999981182
76,0.06,2.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04813867593863018,0.03886962814053521,0.0840788825243942,0.1517904563210827,0.19152304131896544,1.3012216259495817,0.8931347357664094,3.4613758462136275,4.310452697237906,5.126082971066694,0.717948717948718,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,9,9,0.49057279999760794
77,0.06,2.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.041202712036943125,0.03548122262040332,0.07347694805473913,0.11639800314427014,0.11706134345476052,1.2590292670521006,0.8708358271939858,3.3148451928162217,3.629866660153823,4.952803068546444,0.7692307692307693,0.9230769230769231,1.0,1.0,0.9230769230769231,11,11,0.4679684000002453
78,0.06,2.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03817745916721173,0.03565080508624042,0.0653761177369685,0.0746072654664893,0.09754206839165168,1.1784051303931558,0.7636222703439444,2.7428703125572156,3.4996863192042156,4.85025563496788,0.7692307692307693,1.0,1.0,1.0,1.0,9,9,0.4463364000002912
79,0.06,2.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03716803637701064,0.036854231396234664,0.05377075975249516,0.06498769588783614,0.08590259392298748,1.1756558217923232,0.857833885702064,2.408847250184749,3.506662924124896,4.788644033677116,0.7948717948717948,1.0,1.0,1.0,1.0,9,9,0.4510960999978124
80,0.06,2.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03640711543663168,0.036884282668506185,0.05745896223742063,0.06477522437279806,0.07845955227038158,1.1701232000378683,0.8554751348946752,2.256316961511459,3.5107894302649356,4.749971956318149,0.7948717948717948,1.0,1.0,1.0,1.0,11,11,0.4737271999983932
81,0.06,2.5,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05009493796092295,0.04067654760119942,0.0855574150802669,0.15202944198564844,0.1901201314629128,1.3116599518308243,0.9491682546853326,3.4261892229262685,4.293486757602011,5.129747949000773,0.6666666666666666,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,7,7,0.44247700000050827
82,0.06,2.5,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04175173241036297,0.03651588691907862,0.07472265232744911,0.11496543947320935,0.11667460169557767,1.2183464403320965,0.8649484040906259,3.2898966471459516,3.5931364909557715,4.95096273945029,0.7692307692307693,0.9230769230769231,1.0,1.0,0.9230769230769231,7,7,0.4388558999999077
83,0.06,2.5,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03864572651542413,0.0371961037178624,0.06635378406598277,0.07203726588909233,0.09558572039089512,1.1786527098894493,0.8139555495216939,2.7135795089098735,3.4577987009503204,4.845178762512148,0.7948717948717948,1.0,1.0,1.0,1.0,8,8,0.443116899998131
84,0.06,2.5,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.037783121673749184,0.036436156854450445,0.05745456293542505,0.06582412123093744,0.08365412177031492,1.152415007698338,0.7894448208232063,2.3771115456572147,3.4640218429184415,4.781638738245277,0.8461538461538461,1.0,1.0,1.0,1.0,7,7,0.43183700000008685
85,0.06,2.5,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.037707527502931194,0.036617066926513266,0.056812502282825736,0.06553240957453048,0.07601575964854888,1.1432074289693208,0.7749729519726998,2.344187276212722,3.4677898080086607,4.741763401034575,0.8461538461538461,1.0,1.0,1.0,1.0,7,7,0.4334761999998591
86,0.06,3.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04950217246012472,0.0422425175062326,0.08629501733887995,0.15216023810207874,0.18937050286231188,1.3361906467800737,0.9955719721247931,3.3999196143741415,4.284257322507784,5.132002454708243,0.6410256410256411,0.9487179487179487,0.9743589743589743,1.0,0.9487179487179487,6,6,0.4142124000027252
87,0.06,3.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.040653640595362125,0.034460218372882295,0.06709911583309477,0.11384616613461858,0.11682597589796537,1.2456300368077524,0.9047383011098873,3.2763303640225274,3.572781621017782,4.9502471070321405,0.7692307692307693,0.9487179487179487,1.0,1.0,0.9487179487179487,4,4,0.4006117000026279
88,0.06,3.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03620962844775993,0.03377721133571733,0.06287280270629468,0.06942094717296914,0.07066743623374383,1.1408909588733356,0.814294151262601,2.6976585146175864,3.4217923476890064,4.842722774387113,0.8974358974358975,1.0,1.0,1.0,1.0,2,2,0.3838894000000437
89,0.06,3.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03705610627725194,0.036296790319698416,0.06253749648837773,0.06589634571283418,0.06680681773709486,1.1643737460531935,0.8298147834876204,2.431236746169077,3.4261198965850213,4.778147860541964,0.8461538461538461,1.0,1.0,1.0,1.0,3,3,0.3996937000010803
90,0.06,3.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.037360270475490044,0.03654764970007875,0.06181073430350387,0.06373122259401164,0.06642579026099935,1.167019577276571,0.8136545358598823,2.4267574155103375,3.428770240753522,4.737627692740205,0.8205128205128205,1.0,1.0,1.0,1.0,4,4,0.40530779999971855
91,0.06,4.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05195019472856219,0.04447516287073293,0.08737946495326297,0.15229099232060664,0.18863418248043431,1.3530328780040621,1.004889969986948,3.364708587595487,4.275070682589359,5.134434153851885,0.6153846153846154,0.9487179487179487,0.9743589743589743,1.0,0.9487179487179487,6,6,0.4039279999997234
92,0.06,4.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04241238721368605,0.04162088698507893,0.07382044037894941,0.11274763855488142,0.11697727480534732,1.2543188126556635,0.9685548371586492,3.26283120020949,3.552251152034131,4.949739948503293,0.7435897435897436,0.9487179487179487,1.0,1.0,0.9487179487179487,4,4,0.3887963999986823
93,0.06,4.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03668356696176071,0.034143307353836076,0.06932580105236183,0.07058962859073821,0.07120511696264324,1.15107719866918,0.8311060947572173,2.6818210824813775,3.36749259322238,4.84049812179353,0.7948717948717948,1.0,1.0,1.0,1.0,0,0,0.3716820999979973
94,0.06,4.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03606471400900668,0.035195307587322124,0.05830576077262044,0.06979200629125731,0.07102214703787937,1.1324956551715717,0.812703806277085,2.342715176604571,3.3666280185555024,4.774903052693986,0.8461538461538461,1.0,1.0,1.0,1.0,0,0,0.3786886999987473
95,0.06,4.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03618870353069538,0.0364324875815941,0.06124068805906576,0.06895805582101464,0.07128856965879332,1.1219373038834397,0.8062140306348624,2.167741160769083,3.365917065116321,4.73374776330229,0.8461538461538461,1.0,1.0,1.0,1.0,0,0,0.3729640000019572
96,0.06,5.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05457025830760617,0.050564472508117776,0.08783370435622719,0.15235174691739428,0.18829650555281532,1.404761494289446,1.0850928790027297,3.3420829482949443,4.270814952614444,5.135626276294175,0.48717948717948717,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,7,7,0.42276480000145966
97,0.06,5.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04168466616611215,0.043464510622081905,0.07385557177226276,0.07761719720973247,0.1122442437300541,1.2288772519450475,0.991198963096366,3.2565797360163344,3.542648245647001,4.9495758921591175,0.6923076923076923,0.9743589743589743,1.0,1.0,0.9743589743589743,4,4,0.38902410000082455
98,0.06,5.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03762069499903372,0.036124783100114966,0.06871219097248199,0.07530327363923904,0.07571806916977619,1.1554732683279967,0.8272709934685736,2.6744880344900253,3.331295793613549,4.839543242746515,0.7948717948717948,1.0,1.0,1.0,1.0,0,0,0.36228549999941606
99,0.06,5.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03690263728389315,0.0360809794195617,0.06495928512690813,0.0740360277913733,0.07689566416634949,1.1348529852867062,0.8170430009351719,2.3347753026661735,3.325274823801635,4.773479190871825,0.8461538461538461,1.0,1.0,1.0,1.0,0,0,0.3735551999998279
100,0.06,5.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.036946207825587635,0.03524426283491164,0.0654034755840846,0.07328126787676535,0.0776646413396492,1.1242665998805683,0.7862623938051456,2.2700603767870007,3.3209614160442698,4.732032078547974,0.8205128205128205,1.0,1.0,1.0,1.0,0,0,0.39504459999807295
101,0.08,2.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05156892906093237,0.036881905808597404,0.08931588886080634,0.16993107496967202,0.24623929467279557,1.347050714962787,0.9206037795149768,3.4832742200322855,5.036320843097343,5.236508483053626,0.717948717948718,0.9230769230769231,0.9487179487179487,1.0,0.9230769230769231,9,9,0.48991899999964517
102,0.08,2.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04399196304275175,0.036016464480249456,0.07843935191068485,0.1419094962530813,0.1726424725398254,1.3093474662886386,0.8843694788906191,3.5159515897297524,4.058700263214149,5.071852558305608,0.7435897435897436,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,11,11,0.4683820000027481
103,0.08,2.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.039966839311821864,0.035168528169368496,0.06516616256176028,0.11950873962473847,0.1217283598126736,1.2243347906250266,0.7497754996712729,3.368635680152522,3.7061554457189345,4.958960241297348,0.7948717948717948,0.9487179487179487,1.0,1.0,0.9487179487179487,10,10,0.45156430000133696
104,0.08,2.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03836452515864174,0.03624809320341161,0.06468696787003171,0.08856969237598547,0.10535906963048418,1.185995136560357,0.8714320420784532,2.9189402598818788,3.5427280057839425,4.88294455813525,0.7692307692307693,0.9743589743589743,1.0,1.0,0.9743589743589743,10,10,0.4580072000026121
105,0.08,2.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03734017834503289,0.03500838480499021,0.06390374110460159,0.06696307016443648,0.09551935668332366,1.1882527700409535,0.8690637636049701,2.6208362612638894,3.548451882981283,4.831394068948043,0.7692307692307693,1.0,1.0,1.0,1.0,11,11,0.47216020000269054
106,0.08,2.5,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05397159897089118,0.039026755107595075,0.0918666898712013,0.17022711624706358,0.24450199723259278,1.3605438479854188,0.9809617860416324,3.4496084310987385,5.016710094239272,5.248164637501418,0.6153846153846154,0.9230769230769231,0.9487179487179487,1.0,0.9230769230769231,7,7,0.5000680000011926
107,0.08,2.5,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.044600300944934855,0.034432301861337694,0.08032675102297623,0.1423651223572424,0.1696932195065354,1.2707909396146704,0.8660006829830422,3.4802891452590643,4.018066026563304,5.073543735516296,0.7435897435897436,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,7,7,0.44556610000290675
108,0.08,2.5,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.0401818108415536,0.0360671531077484,0.06592166141908558,0.1168563565964567,0.1178748928518742,1.2217627171480119,0.7982355713990614,3.3243848437028305,3.643679010980293,4.953680850844194,0.7948717948717948,0.9487179487179487,1.0,1.0,0.9487179487179487,7,7,0.4296826999998302
109,0.08,2.5,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03865824383164767,0.03551981350882648,0.0652956148182111,0.08403391975494215,0.10212319671801719,1.172088626689727,0.757123037173244,2.868468416591128,3.5083865671407466,4.872974916017881,0.7948717948717948,0.9743589743589743,1.0,1.0,0.9743589743589743,7,7,0.43297590000292985
110,0.08,2.5,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.038219809976876844,0.03633622909039931,0.06188129618907602,0.06519304791745101,0.09185136798916611,1.1571108881603345,0.7390344721142696,2.5663567621275263,3.5148115601168683,4.818255227806276,0.8205128205128205,1.0,1.0,1.0,1.0,7,7,0.4384055000009539
111,0.08,3.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05541140024441892,0.04118063968218687,0.093475507431137,0.17038984074287503,0.24358773195269265,1.3889516176531185,1.001451918045717,3.423608350442521,5.006033072459502,5.25525240591341,0.6153846153846154,0.9230769230769231,0.9487179487179487,1.0,0.9230769230769231,7,7,0.46818449999773293
112,0.08,3.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04543104785544637,0.0340311824024489,0.081599192521856,0.1426159575381485,0.16813085876016115,1.303775640018426,0.8917464464814202,3.4498964586286434,3.9993230350079045,5.075249718243612,0.7435897435897436,0.9230769230769231,0.9743589743589743,1.0,0.9230769230769231,5,5,0.42496699999901466
113,0.08,3.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03907493357691677,0.0351991622664759,0.058482909512496836,0.11539390715430772,0.11583404665661122,1.1823153010773677,0.8323046613834606,3.300304490975151,3.608567817110611,4.951649183345694,0.7948717948717948,0.9487179487179487,1.0,1.0,0.9487179487179487,4,4,0.40799169999809237
114,0.08,3.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03886669183417533,0.03670053799105378,0.06601629447879627,0.08163310621887244,0.10033378916288552,1.1797414198267053,0.7978052977263133,2.841018281861608,3.4757065399334692,4.868437949627435,0.7948717948717948,0.9743589743589743,1.0,1.0,0.9743589743589743,4,4,0.404283600000781
115,0.08,3.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.038717852598661374,0.037351610022132574,0.05918779427419345,0.06620267176913848,0.08981880326946559,1.1788926867220988,0.7766368434272124,2.536738916656077,3.4819389530552485,4.812029097695643,0.8205128205128205,1.0,1.0,1.0,1.0,5,5,0.4180787000004784
116,0.08,4.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.05790271848546234,0.043789906535740046,0.10550876111844652,0.17055300629867945,0.24270048292562776,1.417454802137395,1.0647602604712176,3.3872715722941393,4.9953993817037485,5.262862701128654,0.5384615384615384,0.8974358974358975,0.9743589743589743,1.0,0.8974358974358975,6,6,0.4116781999982777
117,0.08,4.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04645437212418103,0.04011670721424356,0.07433040640726828,0.14286778522883162,0.16660763884928792,1.3144984571046285,0.9668941031025327,3.4044902410067266,3.980655170697645,5.077529789163435,0.6923076923076923,0.9487179487179487,0.9743589743589743,1.0,0.9487179487179487,4,4,0.41632559999925434
118,0.08,4.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03810572975414867,0.034460217687961966,0.06337236592891396,0.07549147969479407,0.11384616932012091,1.1890656783957179,0.8586820136212623,3.27633033712641,3.572781832606779,4.950247046551112,0.7948717948717948,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.3990652000029513
119,0.08,4.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03604726395829695,0.033446319877389746,0.0629811152512396,0.07063403841555747,0.07929834157900403,1.1517591596422436,0.8455718442487523,2.813699851577411,3.4202955043492693,4.864575062043656,0.8717948717948718,1.0,1.0,1.0,1.0,0,0,0.3716421999997692
120,0.08,4.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.035570004988093804,0.035324831120886094,0.056569468528918754,0.06333304336049747,0.06743335314364976,1.135743948402972,0.837957877320548,2.50727200319335,3.4242358010038743,4.806510993159009,0.8717948717948718,1.0,1.0,1.0,1.0,0,0,0.37307789999977103
121,0.08,5.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.06105426187928977,0.05236924801635418,0.1168481248624931,0.17062900026894182,0.24229745826051383,1.46566201039386,1.1408507031034105,3.3625659178811134,4.990471685763367,5.266584293132951,0.48717948717948717,0.8974358974358975,0.9743589743589743,1.0,0.8974358974358975,7,7,0.4133719999990717
122,0.08,5.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.0476061147984272,0.042839388777161785,0.07625535905088433,0.1429851803930005,0.1659133776843235,1.3200901180152846,1.0157739646156756,3.374252747275193,3.9720034764159777,5.078790338971885,0.6923076923076923,0.9487179487179487,0.9743589743589743,1.0,0.9487179487179487,3,3,0.3781146000001172
123,0.08,5.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03930234715808995,0.03661394833846159,0.06849354340618119,0.07617009160709086,0.11294115682043433,1.1959867947844818,0.8509090875273841,3.2652233058273907,3.555909680810146,4.949814545279054,0.7692307692307693,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.36429839999982505
124,0.08,5.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03680620727252144,0.033911944973055996,0.0688559462981929,0.07129044460770949,0.07823743626154459,1.1569219498379157,0.8323375083432154,2.801047151963587,3.378856774026474,4.863014196941123,0.7692307692307693,1.0,1.0,1.0,1.0,0,0,0.37490320000142674
125,0.08,5.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03600625950541757,0.03502211656559872,0.05597876262882591,0.06897207440697235,0.06907356963238738,1.139408607534731,0.8223737618363316,2.49362722425343,3.379385262992571,4.804192283171744,0.8205128205128205,1.0,1.0,1.0,1.0,0,0,0.3818720999988727
