combo_index,distance_sigma_m,angle_sigma_deg,yaw_sigma_deg,distance_global_weight,angle_global_weight,yaw_global_weight,robust_rejection_score_threshold,robust_min_score_gap,robust_max_rejections,solver_success_rate,position_mean_error_m,position_median_error_m,position_p90_error_m,position_p95_error_m,position_max_error_m,heading_mean_abs_error_deg,heading_median_abs_error_deg,heading_p90_abs_error_deg,heading_p95_abs_error_deg,heading_max_abs_error_deg,position_within_5cm_rate,position_within_10cm_rate,heading_within_5deg_rate,heading_within_10deg_rate,joint_within_10cm_10deg_rate,samples_with_rejection,total_rejected_tags,combo_runtime_s
31,0.04,2.5,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04309859776020465,0.041739543504497836,0.07249513523991187,0.11294115682043433,0.11695041237519381,1.242060243837002,0.9554922155352017,3.2652233058273907,3.555909680810146,4.949814545279054,0.7435897435897436,0.9487179487179487,1.0,1.0,0.9487179487179487,7,7,0.41519350000089617
32,0.04,2.5,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.038013166370582385,0.03583790267408157,0.06808168249899184,0.06897207440697235,0.06907356963238738,1.1789651163134154,0.8223737618363316,2.532138333156297,3.379385262992571,4.804192283171744,0.7692307692307693,1.0,1.0,1.0,1.0,5,5,0.42255780000050436
33,0.04,2.5,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03798029299615827,0.036140630897082054,0.06437765838183725,0.06798676235730967,0.06931005284845099,1.1674794589406388,0.8118282668942527,2.533642243035274,3.3797666146012943,4.734417921324592,0.7948717948717948,1.0,1.0,1.0,1.0,4,4,0.4274038000003202
34,0.04,2.5,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.038217312993344354,0.036989870777127946,0.06245547868618142,0.0675468376771307,0.06942815801144456,1.1645874555799174,0.806714489937292,2.534431723635805,3.379879901183301,4.697326971796741,0.8205128205128205,1.0,1.0,1.0,1.0,4,4,0.4181578999996418
35,0.04,2.5,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03867906560114563,0.036840228631591754,0.06288210264815239,0.06730421024917846,0.06949506241368732,1.161083818763821,0.8038715492563142,2.53489057666269,3.379921123933343,4.675672428993977,0.7948717948717948,1.0,1.0,1.0,1.0,4,4,0.4186451000023226
36,0.04,3.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04395149109751408,0.042849231891555824,0.0759714167639499,0.11245376650394112,0.11701823767516535,1.2462608302010745,0.9901543545212235,3.259186901857902,3.546660400024791,4.949638603915901,0.7435897435897436,0.9487179487179487,1.0,1.0,0.9487179487179487,7,7,0.4187396000015724
37,0.04,3.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.037247488157196654,0.0350582571552619,0.06482785926092101,0.07275211631590436,0.07387532693943002,1.151487562921793,0.8269906550227688,2.486213623420582,3.3456906034143685,4.802996969154606,0.7948717948717948,1.0,1.0,1.0,1.0,1,1,0.3776166999996349
38,0.04,3.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03855398088425956,0.03651871704399205,0.06555548944020684,0.07138130403067607,0.0747617901125387,1.1717228436829124,0.7957403572396515,2.6184172394448524,3.3415232652829445,4.7327412549757355,0.7692307692307693,1.0,1.0,1.0,1.0,4,4,0.40715470000213827
39,0.04,3.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03860494974922229,0.03635227841124315,0.06907688019117485,0.07069126391553049,0.0752443948502544,1.1568812983456724,0.7895547986645681,2.6248068903142894,3.3390235158504424,4.69539678529793,0.7692307692307693,1.0,1.0,1.0,1.0,3,3,0.405638899999758
40,0.04,3.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03915032300452342,0.03719271127500337,0.06887702373599519,0.07123229680502584,0.07553052694864999,1.1534730607702648,0.7860997808428749,2.6286275169427995,3.337476189322331,4.673595035443867,0.7435897435897436,1.0,1.0,1.0,1.0,3,3,0.40293949999977485
41,0.04,4.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.045134795430839536,0.044384335092553816,0.07695660492084914,0.11197218129868346,0.11708583391731836,1.2524406916447985,1.00033089397283,3.253182810776252,3.537403685219431,4.949505542819054,0.6923076923076923,0.9487179487179487,1.0,1.0,0.9487179487179487,7,7,0.4131318999970972
42,0.04,4.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.038825305977912304,0.03707593087630113,0.06824202482780138,0.07717601346066537,0.08012262343431364,1.1635623495628624,0.8640232928597413,2.4788410685965516,3.3011045001188677,4.801853622190492,0.7948717948717948,1.0,1.0,1.0,1.0,3,3,0.39705770000000484
43,0.04,4.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03833248812010189,0.036357630660216106,0.06976762800422188,0.07599513076542706,0.08211748360531007,1.1326682794327991,0.793994537013532,2.3338721259391946,3.288740721093177,4.731121656182381,0.7692307692307693,1.0,1.0,1.0,1.0,1,1,0.3972407999972347
44,0.04,4.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03843257954215476,0.036441801251781904,0.07171704640623555,0.07989481466989916,0.08325413391138596,1.1192877366228369,0.7764873766401479,2.3623994757774653,3.2812132859169765,4.69352629532915,0.7435897435897436,1.0,1.0,1.0,1.0,0,0,0.3821371999983967
45,0.04,4.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.0391288248807316,0.03697121193609924,0.07288189823768648,0.08309423306915208,0.08394533996544613,1.1162664316168276,0.7665894860933804,2.3790921617861613,3.276500711837002,4.671578768466759,0.717948717948718,1.0,1.0,1.0,1.0,0,0,0.3831027999985963
46,0.04,5.0,2.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.045712283169229644,0.045006889162971506,0.07878854887913325,0.11175031762765543,0.11711717541450499,1.2597142729237685,1.0478406705440193,3.2504035354412792,3.5330987305596295,4.949458400884964,0.6410256410256411,0.9487179487179487,1.0,1.0,0.9487179487179487,6,6,0.4124134000012418
47,0.04,5.0,3.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04001831504080507,0.038354418678839174,0.07021621873743557,0.07949664632709424,0.0837118225472269,1.1635679880202365,0.8777717120100306,2.4754283734317255,3.2740610036473754,4.801339660360213,0.7692307692307693,1.0,1.0,1.0,1.0,3,3,0.3986047999969742
48,0.04,5.0,4.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.03972949372223193,0.036955241672556295,0.0741817798095803,0.08031832772311115,0.08648492146553476,1.134172408239346,0.7943373543480448,2.3867385209728127,3.2552108050231254,4.730388171348636,0.7435897435897436,1.0,1.0,1.0,1.0,1,1,0.38331509999989066
49,0.04,5.0,5.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.039854571016999935,0.038523910126397116,0.07666291963629311,0.08652913428525381,0.08810110994193328,1.1234995099820253,0.792312053823423,2.419730672039009,3.2434213001346848,4.692677053644331,0.6923076923076923,1.0,1.0,1.0,1.0,0,0,0.39957370000047376
50,0.04,5.0,6.0,1.0,1.0,1.0,0.8,0.5,1,1.0,0.04059490852869777,0.03685124527373938,0.07760306368220322,0.08909692099452171,0.09047455922450423,1.121519758327724,0.7955567702837811,2.439115186559661,3.235932225858164,4.670662262715496,0.6923076923076923,1.0,1.0,1.0,1.0,0,0,0.38647730000229785
