sample_uid,observation_uid,tag_id,camera_role,raw_yaw_deg,predicted_yaw_deg,yaw_keep_deg,yaw_flip_deg,yaw_keep_error_deg,yaw_flip_error_deg,yaw_keep_abs_error_deg,yaw_flip_abs_error_deg,best_mode,best_yaw_deg,best_abs_error_deg,branch_separation_deg,accepted,decision
repeat10_s003,repeat10_s003_o013,46,front,21.5,24.846766068028217,21.5,-21.5,-3.3467660680282165,-46.34676606802822,3.3467660680282165,46.34676606802822,keep,21.5,3.3467660680282165,43.0,True,accept_keep
repeat10_s003,repeat10_s003_o015,35,rear,-35.6,35.21737587088717,-35.599999999999994,35.599999999999994,-70.81737587088716,0.38262412911282695,70.81737587088716,0.38262412911282695,flip,35.599999999999994,0.38262412911282695,70.43475174177433,True,accept_flip
repeat10_s004,repeat10_s004_o017,42,front,-26.9,-23.028400814771885,-26.900000000000006,26.900000000000006,-3.8715991852281206,49.92840081477189,3.8715991852281206,49.92840081477189,keep,-26.900000000000006,3.8715991852281206,46.05680162954377,True,accept_keep
repeat10_s004,repeat10_s004_o018,43,front,34.1,-38.26912568024284,34.099999999999994,-34.099999999999994,72.36912568024283,4.169125680242843,72.36912568024283,4.169125680242843,flip,-34.099999999999994,4.169125680242843,68.19999999999999,True,accept_flip
repeat10_s004,repeat10_s004_o019,45,front,30.3,31.240419344669817,30.30000000000001,-30.30000000000001,-0.9404193446698059,-61.54041934466983,0.9404193446698059,61.54041934466983,keep,30.30000000000001,0.9404193446698059,60.60000000000002,True,accept_keep
repeat10_s004,repeat10_s004_o021,35,rear,51.2,49.69868104956731,51.19999999999999,-51.19999999999999,1.501318950432676,-100.8986810495673,1.501318950432676,100.8986810495673,keep,51.19999999999999,1.501318950432676,99.39736209913463,True,accept_keep
repeat10_s005,repeat10_s005_o025,37,front,14.9,-17.802961093069825,14.900000000000006,-14.900000000000006,32.70296109306983,2.9029610930698198,32.70296109306983,2.9029610930698198,flip,-14.900000000000006,2.9029610930698198,29.80000000000001,True,accept_flip
repeat10_s005,repeat10_s005_o026,38,front,-27.9,-29.068900600621703,-27.900000000000006,27.900000000000006,1.168900600621697,56.96890060062171,1.168900600621697,56.96890060062171,keep,-27.900000000000006,1.168900600621697,55.80000000000001,True,accept_keep
repeat10_s005,repeat10_s005_o027,39,front,-40.9,-38.33139083058211,-40.900000000000006,40.900000000000006,-2.568609169417897,79.23139083058209,2.568609169417897,79.23139083058209,keep,-40.900000000000006,2.568609169417897,76.66278166116419,True,accept_keep
repeat10_s005,repeat10_s005_o028,40,front,41.2,44.208695479148275,41.19999999999999,-41.19999999999999,-3.0086954791482867,-85.40869547914826,3.0086954791482867,85.40869547914826,keep,41.19999999999999,3.0086954791482867,82.39999999999998,True,accept_keep
repeat10_s005,repeat10_s005_o029,41,front,-40.9,35.0445282201477,-40.900000000000006,40.900000000000006,-75.9445282201477,5.855471779852309,75.9445282201477,5.855471779852309,flip,40.900000000000006,5.855471779852309,70.0890564402954,True,accept_flip
repeat10_s005,repeat10_s005_o031,49,rear,-28.0,-29.29972392857104,-28.0,28.0,1.2997239285710407,57.29972392857104,1.2997239285710407,57.29972392857104,keep,-28.0,1.2997239285710407,56.0,True,accept_keep
repeat10_s006,repeat10_s006_o034,37,front,-23.5,-22.763598628441514,-23.5,23.5,-0.7364013715584861,46.263598628441514,0.7364013715584861,46.263598628441514,keep,-23.5,0.7364013715584861,45.52719725688303,True,accept_keep
repeat10_s006,repeat10_s006_o035,38,front,-35.4,-36.029484154409886,-35.400000000000006,35.400000000000006,0.6294841544098801,71.42948415440989,0.6294841544098801,71.42948415440989,keep,-35.400000000000006,0.6294841544098801,70.80000000000001,True,accept_keep
repeat10_s006,repeat10_s006_o036,39,front,-46.0,-45.98655671582759,-46.0,46.0,-0.013443284172410586,91.98655671582759,0.013443284172410586,91.98655671582759,keep,-46.0,0.013443284172410586,91.97311343165518,True,accept_keep
repeat10_s007,repeat10_s007_o041,32,front,34.5,36.91435207387303,34.5,-34.5,-2.414352073873033,-71.41435207387303,2.414352073873033,71.41435207387303,keep,34.5,2.414352073873033,69.0,True,accept_keep
repeat10_s007,repeat10_s007_o042,33,front,19.8,23.979912040592126,19.80000000000001,-19.80000000000001,-4.179912040592114,-43.77991204059214,4.179912040592114,43.77991204059214,keep,19.80000000000001,4.179912040592114,39.60000000000002,True,accept_keep
repeat10_s007,repeat10_s007_o046,58,front,-39.2,-36.75858355284652,-39.19999999999999,39.19999999999999,-2.441416447153472,75.9585835528465,2.441416447153472,75.9585835528465,keep,-39.19999999999999,2.441416447153472,73.51716710569303,True,accept_keep
repeat10_s008,repeat10_s008_o048,47,front,29.6,32.4921743295684,29.599999999999994,-29.599999999999994,-2.8921743295684053,-62.092174329568394,2.8921743295684053,62.092174329568394,keep,29.599999999999994,2.8921743295684053,59.19999999999999,True,accept_keep
repeat10_s008,repeat10_s008_o049,48,front,17.8,21.331470129714546,17.80000000000001,-17.80000000000001,-3.531470129714535,-39.13147012971456,3.531470129714535,39.13147012971456,keep,17.80000000000001,3.531470129714535,35.60000000000002,True,accept_keep
repeat10_s008,repeat10_s008_o053,34,rear,18.1,19.970281212964778,18.099999999999994,-18.099999999999994,-1.870281212964784,-38.07028121296477,1.870281212964784,38.07028121296477,keep,18.099999999999994,1.870281212964784,36.19999999999999,True,accept_keep
repeat10_s009,repeat10_s009_o054,31,front,41.6,44.278331630049024,41.599999999999994,-41.599999999999994,-2.67833163004903,-85.87833163004902,2.67833163004903,85.87833163004902,keep,41.599999999999994,2.67833163004903,83.19999999999999,True,accept_keep
repeat10_s009,repeat10_s009_o056,55,front,-15.1,-12.135686621574223,-15.099999999999994,15.099999999999994,-2.9643133784257714,27.235686621574217,2.9643133784257714,27.235686621574217,keep,-15.099999999999994,2.9643133784257714,24.271373243148446,True,accept_keep
repeat10_s009,repeat10_s009_o057,56,front,23.2,-27.89774746903879,23.19999999999999,-23.19999999999999,51.09774746903878,4.697747469038802,51.09774746903878,4.697747469038802,flip,-23.19999999999999,4.697747469038802,46.39999999999998,True,accept_flip
repeat10_s009,repeat10_s009_o058,57,front,-42.7,-40.137371353661706,-42.69999999999999,42.69999999999999,-2.5626286463382826,82.8373713536617,2.5626286463382826,82.8373713536617,keep,-42.69999999999999,2.5626286463382826,80.27474270732341,True,accept_keep
repeat10_s010,repeat10_s010_o060,50,front,-34.7,35.577897354526556,-34.69999999999999,34.69999999999999,-70.27789735452654,-0.8778973545265671,70.27789735452654,0.8778973545265671,flip,34.69999999999999,0.8778973545265671,69.39999999999998,True,accept_flip
repeat10_s010,repeat10_s010_o061,51,front,16.0,23.377813643828688,16.0,-16.0,-7.377813643828688,-39.37781364382869,7.377813643828688,39.37781364382869,keep,16.0,7.377813643828688,32.0,True,accept_keep
repeat10_s010,repeat10_s010_o064,58,rear,-56.7,-54.15397070307574,-56.7,56.69999999999999,-2.546029296924246,110.85397070307573,2.546029296924246,110.85397070307573,keep,-56.7,2.546029296924246,108.30794140615149,True,accept_keep
