tag_id,camera_role,metric,count,mean_raw,median,std_raw,mad,robust_sigma,outlier_count,mean_clean,std_clean,min_clean,max_clean
34,front,angle_error_deg,11,1.241727272727273,-0.7,4.990206670888673,1.7590000000000001,2.6078934,2,-0.6823333333333333,2.8515822362330705,-3.045,6.12
34,front,distance_error_cm,11,-1.3245454545454545,-1.23,2.5831854894155923,1.83,2.713158,0,-1.3245454545454545,2.5831854894155923,-5.6,1.52
34,front,single_heading_err_deg,11,14.56427272727273,4.0,33.83060280010071,2.146,3.1816595999999997,2,3.1774444444444447,2.447238755777167,0.19,8.263
34,front,single_pos_err_cm,11,63.95636363636361,16.7,151.54181932870722,6.029999999999999,8.940077999999998,2,15.333333333333334,9.417873963905016,1.42,35.76
34,front,yaw_error_deg,11,-11.922363636363638,-3.339,31.24409047571309,4.944,7.329974399999999,1,-2.6046000000000005,4.849430509520336,-9.79,5.3
34,rear,angle_error_deg,3,2.644,2.839,8.401197474169976,8.107,12.019438199999998,0,2.644,8.401197474169976,-5.853,10.946
34,rear,distance_error_cm,3,-2.1133333333333333,-1.51,7.662834549521041,6.74,9.992723999999999,0,-2.1133333333333333,7.662834549521041,-10.06,5.23
34,rear,single_heading_err_deg,3,8.003333333333332,9.2,7.239560299723549,5.370000000000001,7.961562000000001,0,8.003333333333332,7.239560299723549,0.24,14.57
34,rear,single_pos_err_cm,3,62.36666666666667,47.18,46.988171206521045,22.33,33.106457999999996,0,62.36666666666667,46.988171206521045,24.85,115.07
34,rear,yaw_error_deg,3,0.7740000000000004,10.706,18.369235939472276,1.3330000000000002,1.9763058000000002,1,11.372499999999999,0.942573339321668,10.706,12.039
35,front,angle_error_deg,8,-1.615625,-2.2475,1.7958053456000498,1.2954999999999999,1.9207082999999998,0,-1.615625,1.7958053456000498,-3.885,1.502
35,front,distance_error_cm,8,-0.6924999999999999,-0.29500000000000004,2.757575280671668,2.14,3.172764,0,-0.6924999999999999,2.757575280671668,-5.72,2.6
35,front,single_heading_err_deg,8,2.6161250000000003,2.4185,2.206098135202253,0.9089999999999999,1.3476833999999998,1,1.9204285714285714,1.0773768850225776,0.2,3.263
35,front,single_pos_err_cm,8,15.131250000000001,12.265,11.74328676004173,5.760000000000001,8.539776,1,11.877142857142859,7.877579396163339,2.99,26.35
35,front,yaw_error_deg,8,-2.541125,-3.3235,3.4517270392618578,2.96,4.388496,0,-2.541125,3.4517270392618578,-6.583,2.3
35,rear,angle_error_deg,2,-1.4975,-1.4975,8.623167196569947,6.0975,9.040153499999999,0,-1.4975,8.623167196569947,-7.595,4.6
35,rear,distance_error_cm,2,3.5100000000000002,3.5100000000000002,10.903586565896564,7.710000000000001,11.430846,0,3.5100000000000002,10.903586565896564,-4.2,11.22
35,rear,single_heading_err_deg,2,17.193,17.193,4.111118825818589,2.907000000000001,4.309918200000001,0,17.193,4.111118825818589,14.286,20.1
35,rear,single_pos_err_cm,2,50.575,50.575,14.036069606552969,9.925,14.714805,0,50.575,14.036069606552969,40.65,60.5
35,rear,yaw_error_deg,2,-4.404,-4.404,15.692113688091863,11.096,16.4509296,0,-4.404,15.692113688091863,-15.5,6.692
36,front,angle_error_deg,9,0.05988888888888885,-1.0,2.8259954195134696,0.8,1.18608,1,-0.695125,1.8066026076984552,-3.841,2.41
36,front,distance_error_cm,9,-0.3055555555555554,-0.26,3.2822214699465024,1.26,1.8680759999999998,1,0.55125,2.181987544157194,-1.7,4.3
36,front,single_heading_err_deg,9,4.650666666666667,3.179,4.449740357593912,0.47899999999999965,0.7101653999999994,3,2.8964999999999996,0.6793772884046095,1.7,3.6
36,front,single_pos_err_cm,9,13.101111111111113,8.53,14.29346392975164,4.39,6.508613999999999,1,8.526250000000001,4.268010367841203,2.86,14.73
36,front,yaw_error_deg,9,-2.4397777777777776,-2.7,3.9861017855098035,2.0380000000000003,3.0215388,0,-2.4397777777777776,3.9861017855098035,-9.166,3.5
36,rear,angle_error_deg,3,3.2123333333333335,2.4,3.1607841326691917,1.863,2.7620837999999996,0,3.2123333333333335,3.1607841326691917,0.537,6.7
36,rear,distance_error_cm,3,-4.489999999999999,-4.7,1.993313823761828,1.67,2.475942,0,-4.489999999999999,1.993313823761828,-6.37,-2.4
36,rear,single_heading_err_deg,3,13.216666666666667,10.6,12.482420972444942,8.35,12.37971,0,13.216666666666667,12.482420972444942,2.25,26.8
36,rear,single_pos_err_cm,3,37.32333333333333,40.35,27.853607187101158,23.189999999999998,34.381493999999996,0,37.32333333333333,27.853607187101158,8.08,63.54
36,rear,yaw_error_deg,3,-2.971,-1.713,16.535928247304415,14.613,21.6652338,0,-2.971,16.535928247304415,-20.1,12.9
37,front,angle_error_deg,6,1.6606666666666667,0.15,3.5299635503311744,1.3,1.9273799999999999,1,0.5800000000000001,2.6109385285755007,-2.2,4.9
37,front,distance_error_cm,6,-3.0450000000000004,-0.85,4.336882520889862,1.05,1.55673,2,-0.325,0.9844626283748239,-1.8,0.2
37,front,single_heading_err_deg,6,6.607833333333333,3.8,6.538116561110445,2.5999999999999996,3.8547599999999993,1,4.7,5.112240213448504,0.5,13.5
37,front,single_pos_err_cm,6,22.74666666666667,14.25,24.72236612192827,12.219999999999999,18.117371999999996,0,22.74666666666667,24.72236612192827,1.99,63.86
37,front,yaw_error_deg,6,-3.047166666666667,-2.2,5.209021805163294,4.15,6.15279,0,-3.047166666666667,5.209021805163294,-9.083,4.2
37,rear,angle_error_deg,2,4.95,4.95,0.0707106781186545,0.04999999999999982,0.07412999999999974,0,4.95,0.0707106781186545,4.9,5.0
