stage,sample_uid,observation_uid,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,normalized_distance_residual,measured_angle_deg,predicted_angle_deg,angle_residual_deg,normalized_angle_residual,yaw_used,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,normalized_yaw_residual,combined_score,rejected_from_pass2
final,main29_s018,main29_s018_o114,31,front,4.071,4.1146963222536295,0.04369632225362974,0.8739264450725948,-18.4,-19.03804255133781,-0.6380425513378043,-0.21268085044593477,True,42.4,44.83066296983361,2.4306629698336053,0.8102209899445351,0.6989131152702581,False
final,main29_s018,main29_s018_o116,55,front,3.329,3.309205912642894,-0.019794087357106083,-0.39588174714212165,15.5,14.819113200644807,-0.6808867993551928,-0.22696226645173093,True,-13.6,-11.312181278183743,2.287818721816251,0.7626062406054169,0.513095996971175,False
final,main29_s018,main29_s018_o117,56,front,3.655,3.647661550386938,-0.007338449613061737,-0.14676899226123474,-2.0,-1.0471176693684185,0.9528823306315815,0.31762744354386047,True,-26.4,-27.178412148196912,-0.7784121481969066,-0.25947071606563554,0.2514977683646519,False
final,main29_s018,main29_s018_o118,57,front,4.225,4.209260663814291,-0.015739336185708552,-0.31478672371417105,-13.8,-13.433953115518392,0.3660468844816194,0.12201562816053979,True,-39.4,-39.56524759434694,-0.16524759434693692,-0.055082531448978976,0.19749479336001133,False
final,main29_s019,main29_s019_o119,32,front,3.387,3.3933087338011836,0.006308733801183575,0.1261746760236715,-6.8,-6.023175310790407,0.7768246892096045,0.25894156306986815,True,20.6,23.36798622071899,2.7679862207189956,0.9226620735729986,0.5580549805544164,False
final,main29_s019,main29_s019_o120,33,front,3.139,3.139160832716958,0.00016083271695821466,0.0032166543391642932,-20.6,-22.2746034904186,-1.6746034904186047,-0.5582011634728682,False,,,,,0.394714381399767,False
final,main29_s019,main29_s019_o123,49,rear,2.408,2.392585963236226,-0.015414036763774064,-0.3082807352754813,9.3,9.4423814377094,0.14238143770938905,0.047460479236463016,True,37.7,38.8335429692188,1.1335429692188086,0.37784765640626955,0.282877099510875,False
final,main29_s019,main29_s019_o124,50,rear,1.744,1.7647351762295667,0.020735176229566665,0.4147035245913333,-12.5,-11.119155419226786,1.3808445807732141,0.32546818894314505,False,,,,,0.3727657141707143,False
final,main29_s020,main29_s020_o125,48,front,3.703,3.7453224584186464,0.04232245841864657,0.8464491683729314,22.8,21.85530401540109,-0.9446959845989227,-0.31489866153297424,True,38.5,40.94121090600137,2.4412109060013734,0.8137369686671244,0.7018559244009287,False
final,main29_s020,main29_s020_o126,49,front,3.247,3.2089014318136875,-0.03809856818631241,-0.7619713637262482,8.6,9.071194843249486,0.4711948432494921,0.1570649477498307,True,29.7,28.15710173384977,-1.5428982661502175,-0.5142994220500725,0.538446423355049,False
final,main29_s020,main29_s020_o127,50,front,2.751,2.7013791660316406,-0.04962083396835926,-0.9924166793671851,-8.3,-6.964392111858615,1.3356078881413964,0.44520262938046545,True,10.5,12.12151477874167,1.6215147787416697,0.5405049262472232,0.7012469422371804,False
final,main29_s020,main29_s020_o128,51,front,2.532,2.552463250371344,0.020463250371344,0.40926500742688,-26.3,-30.926736036096088,-4.6267360360960765,-1.0905321419612342,False,,,,,0.8236377234423765,False
final,main29_s020,main29_s020_o129,32,rear,2.551,2.531964178601334,-0.01903582139866611,-0.29490167703365044,12.5,13.221585776940344,0.7215857769403442,0.17007939869409364,False,,,,,0.24072183218125848,False
final,main29_s020,main29_s020_o130,33,rear,2.203,2.1763705053916356,-0.02662949460836428,-0.5325898921672856,-10.6,-8.595844214919481,2.0041557850805134,0.4723840487282267,False,,,,,0.5033878637450612,False
final,main29_s021,main29_s021_o132,51,front,3.534,3.5681238401150157,0.0341238401150159,0.682476802300318,20.3,20.198403550130024,-0.10159644986998728,-0.03386548328999576,False,,,,,0.483177739882816,False
final,main29_s021,main29_s021_o133,53,front,4.676,4.654133730526255,-0.021866269473744815,-0.3658926719620917,-8.8,-6.593942583003695,2.206057416996316,0.7353524723321053,True,-31.6,-33.668117378918794,-2.0681173789187994,-0.6893724596395998,0.6191001787729377,False
final,main29_s021,main29_s021_o134,55,front,3.91,3.9461708828655175,0.036170882865517395,0.7234176573103479,-25.4,-28.34957032380089,-2.9495703238008844,-0.695220392515402,False,,,,,0.7094591253474937,False
final,main29_s021,main29_s021_o136,34,rear,1.192,1.2380326391184138,0.04603263911841382,0.9206527823682764,0.6,0.04242799703385458,-0.5575720029661397,-0.18585733432204657,True,-26.9,-27.031746798881272,-0.1317467988812666,-0.043915599627088873,0.5428545152845136,False
