group_key,dataset,gt_x,gt_y,gt_h,tag_id,camera_role,kind,residual,abs_residual,classification,enabled,weight_multiplier,state,reason
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,45,front,distance,0.0789575734680179,0.0789575734680179,GOOD,True,1.0,USED_NORMAL,good_distance
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,46,front,distance,-0.02900851127316928,0.02900851127316928,GOOD,True,1.0,USED_NORMAL,good_distance
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,47,front,distance,-0.027481658134419717,0.027481658134419717,GOOD,True,1.0,USED_NORMAL,good_distance
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,48,front,distance,-0.057793550064469734,0.057793550064469734,GOOD,True,1.0,USED_NORMAL,good_distance
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,38,rear,angle,10.838555273629453,10.838555273629453,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,45,front,angle,-1.1736103944682554,1.1736103944682554,GOOD,True,1.0,USED_NORMAL,good_angle
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,46,front,angle,-2.571739515763113,2.571739515763113,GOOD,True,1.0,USED_NORMAL,good_angle
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,47,front,angle,-2.0024617047332356,2.0024617047332356,GOOD,True,1.0,USED_NORMAL,good_angle
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,48,front,angle,1.5504394803396337,1.5504394803396337,GOOD,True,1.0,USED_NORMAL,good_angle
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,38,rear,yaw,18.119805273629424,18.119805273629424,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,45,front,yaw,-40.392360394468255,40.392360394468255,BAD,False,0.0,DISABLED,bad_yaw_outlier
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,46,front,yaw,1.1095104842368926,1.1095104842368926,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,47,front,yaw,19.17878829526677,19.17878829526677,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,48,front,yaw,49.831689480339634,49.831689480339634,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,33,front,distance,0.025322422796683952,0.025322422796683952,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,34,front,distance,0.021365270021771465,0.021365270021771465,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,41,rear,distance,-0.08775563714616075,0.08775563714616075,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,42,rear,distance,-0.11596034337800232,0.11596034337800232,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,57,front,distance,-0.18093829788359184,0.18093829788359184,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,33,front,angle,0.7980497677379788,0.7980497677379788,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,34,front,angle,6.970174917606812,6.970174917606812,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,41,rear,angle,1.4418713085788966,1.4418713085788966,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,42,rear,angle,-0.21914573449848262,0.21914573449848262,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,57,front,angle,-7.706966325923162,7.706966325923162,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,33,front,yaw,2.0355497677379333,2.0355497677379333,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,34,front,yaw,-102.79232508239325,102.79232508239325,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,41,rear,yaw,-17.02062869142111,17.02062869142111,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,42,rear,yaw,1.6183542655014946,1.6183542655014946,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,57,front,yaw,23.930533674076827,23.930533674076827,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,35,front,distance,-0.0009742641948125019,0.0009742641948125019,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,36,front,distance,0.01606229039822571,0.01606229039822571,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,37,front,distance,0.009949482962264167,0.009949482962264167,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,38,front,distance,-0.026036698098409694,0.026036698098409694,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,48,rear,distance,0.026857597029501967,0.026857597029501967,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,35,front,angle,-1.2746865556769649,1.2746865556769649,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,36,front,angle,-2.2171043066754237,2.2171043066754237,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,37,front,angle,-2.9995888274601725,2.9995888274601725,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,38,front,angle,4.155391692186981,4.155391692186981,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,48,rear,angle,6.073246039300926,6.073246039300926,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,35,front,yaw,1.9628134443231033,1.9628134443231033,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,36,front,yaw,-2.9796043066754976,2.9796043066754976,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,37,front,yaw,-0.16208882746022368,0.16208882746022368,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,38,front,yaw,-9.607108307813007,9.607108307813007,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,48,rear,yaw,7.810746039300909,7.810746039300909,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,39,front,distance,-0.034353725470399166,0.034353725470399166,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,40,front,distance,-0.014935369557027567,0.014935369557027567,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,41,front,distance,0.03735677014145189,0.03735677014145189,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,42,front,distance,0.020760653209435542,0.020760653209435542,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,43,front,distance,-0.0031538029219846386,0.0031538029219846386,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,44,front,distance,-0.05025249668773668,0.05025249668773668,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,39,front,angle,-2.1753224757396765,2.1753224757396765,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,40,front,angle,-1.4531286263961931,1.4531286263961931,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,41,front,angle,-3.0922371685740018,3.0922371685740018,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,42,front,angle,-3.6991849732312687,3.6991849732312687,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,43,front,angle,1.7760372177227737,1.7760372177227737,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,44,front,angle,10.1695140591425,10.1695140591425,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,39,front,yaw,93.96217752426031,93.96217752426031,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,40,front,yaw,-69.8156286263962,69.8156286263962,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,41,front,yaw,-29.85473716857399,29.85473716857399,BAD,False,0.0,DISABLED,bad_yaw_outlier
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,42,front,yaw,3.138315026768737,3.138315026768737,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,43,front,yaw,56.91353721772276,56.91353721772276,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,44,front,yaw,-11.3929859408575,11.3929859408575,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,36,rear,distance,-0.05581680601377248,0.05581680601377248,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,37,rear,distance,-0.012835711025704022,0.012835711025704022,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,45,front,distance,-0.00671221525787713,0.00671221525787713,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,46,front,distance,0.007019121262829664,0.007019121262829664,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,48,front,distance,-0.04391187412306108,0.04391187412306108,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,49,front,distance,0.007468189760589272,0.007468189760589272,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,50,front,distance,-0.01723443904966082,0.01723443904966082,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,36,rear,angle,4.223717203402231,4.223717203402231,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,37,rear,angle,2.389744141322126,2.389744141322126,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,45,front,angle,-3.2032376017513116,3.2032376017513116,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,46,front,angle,-3.146753680757115,3.146753680757115,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,48,front,angle,-5.002229272201362,5.002229272201362,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,49,front,angle,0.08201805780657878,0.08201805780657878,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,50,front,angle,8.473562468971636,8.473562468971636,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,36,rear,yaw,-20.70128279659781,20.70128279659781,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,37,rear,yaw,7.9647441413221145,7.9647441413221145,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,45,front,yaw,2.7717623982486828,2.7717623982486828,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,46,front,yaw,0.028246319242896334,0.028246319242896334,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,48,front,yaw,-7.2272292722013844,7.2272292722013844,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,49,front,yaw,-7.542981942193421,7.542981942193421,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,50,front,yaw,-12.351437531028381,12.351437531028381,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,40,rear,distance,0.07078092034494476,0.07078092034494476,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,41,rear,distance,0.04289284009557104,0.04289284009557104,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,55,front,distance,0.05838970470698257,0.05838970470698257,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,40,rear,angle,5.559845193993169,5.559845193993169,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,41,rear,angle,4.7598990520357916,4.7598990520357916,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,55,front,angle,-4.4199026557095635,4.4199026557095635,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,40,rear,yaw,-14.765154806006848,14.765154806006848,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,41,rear,yaw,6.4348990520357745,6.4348990520357745,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,55,front,yaw,-1.5449026557095635,1.5449026557095635,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,36,front,distance,0.009651534892473501,0.009651534892473501,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,37,front,distance,0.050604664552851286,0.050604664552851286,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,49,rear,distance,0.18371660133235146,0.18371660133235146,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,36,front,angle,-2.517938958854927,2.517938958854927,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,37,front,angle,0.0026459272531837996,0.0026459272531837996,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,49,rear,angle,7.12374417241071,7.12374417241071,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,36,front,yaw,-3.155438958854944,3.155438958854944,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,37,front,yaw,-7.234854072746742,7.234854072746742,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,49,rear,yaw,19.486244172410693,19.486244172410693,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,38,front,distance,0.012530599739741799,0.012530599739741799,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,40,front,distance,-0.031319924765541796,0.031319924765541796,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,41,front,distance,0.027884127795749336,0.027884127795749336,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,42,front,distance,-0.011239435367466744,0.011239435367466744,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,38,front,angle,-1.1125802422359925,1.1125802422359925,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,40,front,angle,-1.4001815197664769,1.4001815197664769,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,41,front,angle,-1.5053984094216162,1.5053984094216162,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,42,front,angle,4.105560904814752,4.105560904814752,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,38,front,yaw,-7.7375802422359925,7.7375802422359925,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,40,front,yaw,-33.92518151976648,33.92518151976648,BAD,False,0.0,DISABLED,bad_yaw_outlier
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,41,front,yaw,-8.430398409421628,8.430398409421628,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,42,front,yaw,-11.219439095185237,11.219439095185237,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,46,front,distance,-0.00024917245435140956,0.00024917245435140956,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,48,front,distance,-0.0013646113117324887,0.0013646113117324887,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,49,front,distance,-0.0027945899142940434,0.0027945899142940434,GOOD,True,1.0,USED_NORMAL,good_distance
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,46,front,angle,-0.009808052228862607,0.009808052228862607,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,48,front,angle,-1.260631718401953,1.260631718401953,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,49,front,angle,1.4483496893984693,1.4483496893984693,GOOD,True,1.0,USED_NORMAL,good_angle
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,46,front,yaw,-45.559808052228874,45.559808052228874,SEVERE,False,0.0,DISABLED,severe_yaw_outlier
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,48,front,yaw,-4.210631718401942,4.210631718401942,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,49,front,yaw,-5.501650310601519,5.501650310601519,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,32,front,distance,0.0541506257207196,0.0541506257207196,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,41,rear,distance,0.10507512373527295,0.10507512373527295,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,55,front,distance,0.07493015916158186,0.07493015916158186,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,56,front,distance,0.08116883029595634,0.08116883029595634,WEAK,True,0.5,USED_LOW_WEIGHT,weak_distance
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,57,front,distance,-0.256274191843878,0.256274191843878,BAD,False,0.0,DISABLED,bad_distance_outlier
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,32,front,angle,4.6443518810547175,4.6443518810547175,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,55,front,angle,-2.453095660754826,2.453095660754826,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,56,front,angle,-3.3384911215149486,3.3384911215149486,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,57,front,angle,-2.671618104440711,2.671618104440711,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,41,rear,angle,12.59279316140649,12.59279316140649,BAD,False,0.0,DISABLED,bad_angle_outlier
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,32,front,yaw,-3.7493981189452654,3.7493981189452654,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,41,rear,yaw,-14.300956838593521,14.300956838593521,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,55,front,yaw,-7.6468456607548205,7.6468456607548205,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,56,front,yaw,1.26775887848504,1.26775887848504,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,57,front,yaw,19.5346318955593,19.5346318955593,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,34,front,distance,0.006908944752565649,0.006908944752565649,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,35,front,distance,0.017651941921625003,0.017651941921625003,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,36,front,distance,0.01634027183376796,0.01634027183376796,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,37,front,distance,-0.034119382400592535,0.034119382400592535,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,48,rear,distance,-0.012222817202325764,0.012222817202325764,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,49,rear,distance,0.053165754809676447,0.053165754809676447,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,34,front,angle,-1.7577889885512832,1.7577889885512832,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,35,front,angle,-3.4075342376328877,3.4075342376328877,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,36,front,angle,-2.6802338301836244,2.6802338301836244,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,37,front,angle,4.319616239193238,4.319616239193238,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,48,rear,angle,5.056815522693171,5.056815522693171,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,49,rear,angle,3.785355536869247,3.785355536869247,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,34,front,yaw,1.3984610114487452,1.3984610114487452,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,35,front,yaw,-3.0512842376329274,3.0512842376329274,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,36,front,yaw,-5.223983830183641,5.223983830183641,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,37,front,yaw,-9.024133760806762,9.024133760806762,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,48,rear,yaw,-11.386934477306852,11.386934477306852,WEAK,True,0.25,USED_LOW_WEIGHT,weak_yaw
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,49,rear,yaw,7.341605536869224,7.341605536869224,GOOD,True,1.0,USED_NORMAL,good_yaw
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,38,front,distance,-0.0040095671746884776,0.0040095671746884776,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,39,front,distance,-0.0021439029764991346,0.0021439029764991346,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,40,front,distance,-0.044690372708549475,0.044690372708549475,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,41,front,distance,0.04996591058124,0.04996591058124,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,42,front,distance,0.023477020447117525,0.023477020447117525,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,44,front,distance,-0.0370574818843421,0.0370574818843421,GOOD,True,1.0,USED_NORMAL,good_distance
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,38,front,angle,-0.9135930682710978,0.9135930682710978,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,39,front,angle,-0.1442793836500016,0.1442793836500016,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,40,front,angle,-0.690360042012486,0.690360042012486,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,41,front,angle,-2.311614159550345,2.311614159550345,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,42,front,angle,-2.6390509845363113,2.6390509845363113,GOOD,True,1.0,USED_NORMAL,good_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,44,front,angle,6.416350363118681,6.416350363118681,WEAK,True,0.5,USED_LOW_WEIGHT,weak_angle
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,38,front,yaw,-7.463593068271081,7.463593068271081,GOOD,True,1.0,USED_NORMAL,good_yaw
