group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,est_h,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_cm,distance_weight,measured_angle_deg,predicted_angle_deg,angle_residual_deg,angle_weight,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,yaw_weight
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.9468750000000004,2.9875000000000003,177.5,40,front,3.174,3.189187678599006,-1.5187678599005938,1.0,29.3,29.92657423991497,-0.6265742399149588,0.5,-37.5,32.42657423991497,-69.92657423991497,0.0
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.9468750000000004,2.9875000000000003,177.5,41,front,2.823,2.7840108085167166,3.898919148328339,1.0,10.0,12.27737750101457,-2.27737750101457,0.5,-15.2,14.77737750101457,-29.97737750101456,0.0
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.9468750000000004,2.9875000000000003,177.5,42,front,2.707,2.6826754022812858,2.432459771871409,1.0,-10.5,-7.630546185687962,-2.8694538143120383,0.5,-2.1,-5.130546185687962,3.0305461856879674,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.9468750000000004,2.9875000000000003,177.5,43,front,2.956,2.9540720047533453,0.19279952466546568,1.0,-25.1,-27.74537438837686,2.6453743883768652,0.5,31.6,-25.24537438837686,56.845374388376854,0.0
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.9468750000000004,2.9875000000000003,177.5,44,front,3.468,3.512425871748732,-4.442587174873225,1.0,-31.9,-42.973424793854605,11.073424793854599,0.25,-51.9,-40.473424793854605,-11.426575206145401,0.0125
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,36,rear,1.722,1.777676135414564,-5.5676135414564065,0.5,24.5,19.951403051787395,4.548596948212605,0.2,-2.3,18.388903051787338,-20.68890305178735,0.0025
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,37,rear,2.169,2.1818965363421357,-1.2896536342135612,0.5,-6.0,-8.712866662554177,2.712866662554177,0.2,-2.3,-10.275366662554234,7.975366662554222,0.01
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,45,front,3.643,3.6495152333346152,-0.6515233334615456,1.0,38.0,40.887185814093556,-2.887185814093556,0.5,42.1,39.324685814093556,2.7753141859064385,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,46,front,3.142,3.134842419666212,0.7157580333787994,1.0,24.5,27.329390024807594,-2.8293900248075943,0.5,25.8,25.766890024807594,0.033109975192417096,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,48,front,2.828,2.8719580612992526,-4.395806129925273,1.0,-13.7,-9.016183999243026,-4.683816000756963,0.25,-17.8,-10.578683999243026,-7.221316000756985,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,49,front,3.189,3.18166209044699,0.7337909553009947,1.0,-25.5,-25.8993841498077,0.39938414980770176,0.5,-35.0,-27.4618841498077,-7.538115850192298,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.5625,50,front,3.557,3.574430576253374,-1.7430576253373964,1.0,-32.2,-40.98970080821607,8.789700808216082,0.25,-54.9,-42.55220080821607,-12.347799191783935,0.0125
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.95,4.140625,1.25,40,rear,2.804,2.733213120057046,7.078687994295363,0.5,19.9,13.094543801173472,6.805456198826533,0.1,-2.3,11.844543801173472,-14.144543801173484,0.0025
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.95,4.140625,1.25,41,rear,2.743,2.7107990937907567,3.2200906209243207,0.5,-2.1,-8.069563245662522,5.969563245662528,0.2,-2.3,-9.319563245662522,7.0195632456625106,0.01
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.95,4.140625,1.25,55,front,6.609,6.554851905657476,5.414809434252366,1.0,18.8,22.838934258180473,-4.038934258180461,0.5,19.8,21.588934258180416,-1.7889342581804044,0.05
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.9312500000000004,4.003125,86.875,36,front,0.916,0.9121404404804552,0.3859559519544864,1.0,37.3,38.488252643813865,-1.1882526438138825,0.5,40.1,41.613252643813894,-1.5132526438138996,0.05
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.9312500000000004,4.003125,86.875,37,front,1.218,1.1927163082001935,2.5283691799806496,1.0,-19.8,-19.900682428187253,0.10068242818724116,0.5,-23.6,-16.775682428187224,-6.82431757181277,0.05
