x_m,y_m,room,best_heading_deg,backup_heading_deg,best_status,backup_status,best_score,backup_score,best_front_good_count,best_rear_good_count,best_good_total_count,best_effective_good_count,best_front_weighted_count,best_rear_weighted_count,best_geometry_span_deg,best_front_good_tag_ids,best_rear_good_tag_ids,best_all_good_tag_ids,backup_front_good_tag_ids,backup_rear_good_tag_ids,backup_all_good_tag_ids
6.0,0.5,inner,30.0,75.0,GOOD,GOOD,63.721286,46.597555,7,1,8,4.3,3.7,0.6,207.213,31 32 54 55 56 57 58,49,31 32 54 55 56 57 58 49,31 32 33 34 35 36 58,,31 32 33 34 35 36 58
6.1,0.5,inner,30.0,85.0,GOOD,GOOD,63.867541,46.556019,7,1,8,4.3,3.7,0.6,208.675,31 32 54 55 56 57 58,49,31 32 54 55 56 57 58 49,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.2,0.5,inner,35.0,85.0,GOOD,GOOD,49.221186,46.562866,7,0,7,4.3,4.3,0.0,62.212,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.3,0.5,inner,35.0,80.0,GOOD,GOOD,55.31479,49.713087,7,0,7,4.9,4.9,0.0,63.148,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 36 58,,31 32 33 34 35 36 58
6.4,0.5,inner,35.0,80.0,GOOD,GOOD,55.409593,49.743161,7,0,7,4.9,4.9,0.0,64.096,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 36 58,,31 32 33 34 35 36 58
6.5,0.5,inner,35.0,70.0,GOOD,GOOD,58.505532,51.976156,7,0,7,5.2,5.2,0.0,65.055,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.6,0.5,inner,35.0,70.0,GOOD,GOOD,61.602537,55.011834,7,0,7,5.5,5.5,0.0,66.025,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.7,0.5,inner,50.0,90.0,GOOD,GOOD,58.15213,52.541195,7,0,7,5.2,5.2,0.0,61.521,31 32 33 55 56 57 58,,31 32 33 55 56 57 58,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.8,0.5,inner,50.0,90.0,GOOD,GOOD,61.216328,52.525577,7,0,7,5.5,5.5,0.0,62.163,31 32 33 55 56 57 58,,31 32 33 55 56 57 58,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.9,0.5,inner,85.0,50.0,GOOD,GOOD,55.825591,54.278152,7,0,7,4.9,4.9,0.0,68.256,31 32 33 34 35 36 58,,31 32 33 34 35 36 58,31 32 33 55 56 57,,31 32 33 55 56 57
7.0,0.5,inner,55.0,20.0,GOOD,GOOD,54.337258,48.808812,6,0,6,4.8,4.8,0.0,63.373,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.1,0.5,inner,55.0,20.0,GOOD,GOOD,54.393275,48.899367,6,0,6,4.8,4.8,0.0,63.933,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.2,0.5,inner,55.0,20.0,GOOD,GOOD,54.445803,48.991981,6,0,6,4.8,4.8,0.0,64.458,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.3,0.5,inner,55.0,25.0,GOOD,GOOD,54.494408,49.086621,6,0,6,4.8,4.8,0.0,64.944,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.4,0.5,inner,70.0,25.0,GOOD,GOOD,51.162153,49.183231,6,0,6,4.5,4.5,0.0,61.622,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
7.5,0.5,inner,70.0,25.0,GOOD,GOOD,51.172092,49.281739,6,0,6,4.5,4.5,0.0,61.721,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
7.6,0.5,inner,60.0,25.0,GOOD,GOOD,54.611777,49.382048,6,0,6,4.8,4.8,0.0,66.118,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.7,0.5,inner,60.0,30.0,GOOD,GOOD,54.639566,49.484031,6,0,6,4.8,4.8,0.0,66.396,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.8,0.5,inner,75.0,30.0,GOOD,GOOD,57.165547,55.58753,6,0,6,5.1,5.1,0.0,61.655,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
7.9,0.5,inner,75.0,30.0,GOOD,GOOD,57.150181,55.692346,6,0,6,5.1,5.1,0.0,61.502,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
8.0,0.5,inner,75.0,30.0,GOOD,GOOD,57.127696,55.798233,6,0,6,5.1,5.1,0.0,61.277,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
8.1,0.5,inner,65.0,35.0,GOOD,GOOD,60.676033,55.904888,6,0,6,5.4,5.4,0.0,66.76,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
8.2,0.5,inner,65.0,35.0,GOOD,GOOD,60.662363,46.011941,6,0,6,5.4,5.4,0.0,66.624,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56,,31 54 55 56
8.3,0.5,inner,35.0,100.0,GOOD,GOOD,46.118938,45.40699,4,0,4,4.0,4.0,0.0,61.189,31 54 55 56,,31 54 55 56,31 32 33 34 35 36,,31 32 33 34 35 36
8.4,0.5,inner,70.0,35.0,GOOD,GOOD,50.600796,46.225323,5,0,5,4.4,4.4,0.0,66.008,31 32 33 55 56,,31 32 33 55 56,31 54 55 56,,31 54 55 56
8.5,0.5,inner,70.0,40.0,GOOD,GOOD,50.550564,46.330414,5,0,5,4.4,4.4,0.0,65.506,31 32 33 55 56,,31 32 33 55 56,31 54 55 56,,31 54 55 56
8.6,0.5,inner,70.0,40.0,GOOD,GOOD,50.485646,46.433363,5,0,5,4.4,4.4,0.0,64.856,31 32 33 55 56,,31 32 33 55 56,31 54 55 56,,31 54 55 56
8.7,0.5,inner,75.0,40.0,GOOD,GOOD,50.40463,46.533114,5,0,5,4.4,4.4,0.0,64.046,31 32 33 55 56,,31 32 33 55 56,31 54 55 56,,31 54 55 56
8.8,0.5,inner,75.0,105.0,GOOD,GOOD,50.306015,42.032065,5,0,5,4.4,4.4,0.0,63.06,31 32 33 55 56,,31 32 33 55 56,31 32 33 34 35 36,,31 32 33 34 35 36
8.9,0.5,inner,75.0,105.0,GOOD,GOOD,40.188241,36.953256,4,0,4,3.4,3.4,0.0,61.882,31 32 33 55,,31 32 33 55,31 32 33 34 35,,31 32 33 34 35
9.0,0.5,inner,75.0,105.0,GOOD,GOOD,40.049712,36.876911,4,0,4,3.4,3.4,0.0,60.497,31 32 33 55,,31 32 33 55,31 32 33 34 35,,31 32 33 34 35
9.1,0.5,inner,80.0,135.0,GOOD,MARGINAL,39.888867,37.298828,4,0,4,3.4,3.4,0.0,58.889,31 32 33 55,,31 32 33 55,33 34 35,53,33 34 35 53
9.2,0.5,inner,130.0,80.0,MARGINAL,GOOD,44.92201,39.70426,4,1,5,2.8,2.2,0.6,169.22,32 33 34 35,53,32 33 34 35 53,31 32 33 55,,31 32 33 55
9.3,0.5,inner,120.0,90.0,MARGINAL,GOOD,42.696871,41.427214,4,1,5,2.5,1.9,0.6,176.969,32 33 34 35,53,32 33 34 35 53,31 32 33 34 55,,31 32 33 34 55
9.4,0.5,inner,115.0,80.0,GOOD,GOOD,48.909092,36.259247,4,1,5,3.1,2.5,0.6,179.091,31 32 33 34,53,31 32 33 34 53,31 32 33 55,,31 32 33 55
9.5,0.5,inner,90.0,120.0,MARGINAL,MARGINAL,28.706661,28.706661,4,0,4,2.5,2.5,0.0,37.067,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
9.6,0.5,inner,90.0,120.0,MARGINAL,MARGINAL,28.628453,28.628453,4,0,4,2.5,2.5,0.0,36.285,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
9.7,0.5,inner,90.0,120.0,MARGINAL,MARGINAL,28.54819,28.54819,4,0,4,2.5,2.5,0.0,35.482,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
9.8,0.5,inner,95.0,125.0,MARGINAL,MARGINAL,28.466152,28.466152,4,0,4,2.5,2.5,0.0,34.662,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
9.9,0.5,inner,95.0,125.0,MARGINAL,MARGINAL,28.382623,28.382623,4,0,4,2.5,2.5,0.0,33.826,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.0,0.5,inner,60.0,95.0,BAD,MARGINAL,29.554985,28.297883,1,1,2,1.6,1.0,0.6,135.55,31,53,31 53,31 32 33 34,,31 32 33 34
10.1,0.5,inner,95.0,125.0,MARGINAL,MARGINAL,28.212216,28.212216,4,0,4,2.5,2.5,0.0,32.122,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.2,0.5,inner,95.0,125.0,MARGINAL,MARGINAL,28.125899,28.125899,4,0,4,2.5,2.5,0.0,31.259,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.3,0.5,inner,90.0,120.0,BAD,BAD,20.26565,20.26565,3,0,3,1.8,1.8,0.0,22.657,31 32 33,,31 32 33,31 32 33,,31 32 33
10.4,0.5,inner,90.0,120.0,BAD,BAD,20.194252,20.194252,3,0,3,1.8,1.8,0.0,21.943,31 32 33,,31 32 33,31 32 33,,31 32 33
10.5,0.5,inner,90.0,120.0,BAD,BAD,20.122803,20.122803,3,0,3,1.8,1.8,0.0,21.228,31 32 33,,31 32 33,31 32 33,,31 32 33
10.6,0.5,inner,90.0,120.0,BAD,BAD,20.051523,20.051523,3,0,3,1.8,1.8,0.0,20.515,31 32 33,,31 32 33,31 32 33,,31 32 33
10.7,0.5,inner,95.0,125.0,BAD,BAD,19.980618,19.980618,3,0,3,1.8,1.8,0.0,19.806,31 32 33,,31 32 33,31 32 33,,31 32 33
10.8,0.5,inner,95.0,125.0,BAD,BAD,19.910278,19.910278,3,0,3,1.8,1.8,0.0,19.103,31 32 33,,31 32 33,31 32 33,,31 32 33
10.9,0.5,inner,95.0,125.0,BAD,BAD,19.840681,19.840681,3,0,3,1.8,1.8,0.0,18.407,31 32 33,,31 32 33,31 32 33,,31 32 33
11.0,0.5,inner,95.0,125.0,BAD,BAD,19.771984,19.771984,3,0,3,1.8,1.8,0.0,17.72,31 32 33,,31 32 33,31 32 33,,31 32 33
11.1,0.5,inner,95.0,125.0,BAD,BAD,19.704334,19.704334,3,0,3,1.8,1.8,0.0,17.043,31 32 33,,31 32 33,31 32 33,,31 32 33
11.2,0.5,inner,95.0,125.0,BAD,BAD,19.637859,19.637859,3,0,3,1.8,1.8,0.0,16.379,31 32 33,,31 32 33,31 32 33,,31 32 33
11.3,0.5,inner,90.0,120.0,BAD,BAD,14.805309,14.805309,2,0,2,1.4,1.4,0.0,8.053,31 32,,31 32,31 32,,31 32
11.4,0.5,inner,90.0,120.0,BAD,BAD,14.756857,14.756857,2,0,2,1.4,1.4,0.0,7.569,31 32,,31 32,31 32,,31 32
0.0,0.6,inner,40.0,70.0,BAD,BAD,16.801662,16.801662,3,0,3,1.5,1.5,0.0,18.017,37 38 39,,37 38 39,37 38 39,,37 38 39
0.1,0.6,inner,40.0,70.0,BAD,BAD,16.834244,16.834244,3,0,3,1.5,1.5,0.0,18.342,37 38 39,,37 38 39,37 38 39,,37 38 39
0.2,0.6,inner,40.0,70.0,BAD,BAD,21.862899,21.862899,4,0,4,1.9,1.9,0.0,28.629,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.3,0.6,inner,40.0,70.0,BAD,BAD,21.909878,21.909878,4,0,4,1.9,1.9,0.0,29.099,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.4,0.6,inner,40.0,70.0,BAD,BAD,21.956587,21.956587,4,0,4,1.9,1.9,0.0,29.566,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.5,0.6,inner,45.0,75.0,BAD,BAD,22.002914,22.002914,4,0,4,1.9,1.9,0.0,30.029,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.6,0.6,inner,45.0,75.0,MARGINAL,MARGINAL,25.048744,25.048744,4,0,4,2.2,2.2,0.0,30.487,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.7,0.6,inner,45.0,75.0,MARGINAL,MARGINAL,25.093955,25.093955,4,0,4,2.2,2.2,0.0,30.94,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.8,0.6,inner,45.0,75.0,MARGINAL,MARGINAL,25.138421,25.138421,4,0,4,2.2,2.2,0.0,31.384,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.9,0.6,inner,50.0,80.0,MARGINAL,MARGINAL,25.18201,25.18201,4,0,4,2.2,2.2,0.0,31.82,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
1.0,0.6,inner,50.0,80.0,MARGINAL,MARGINAL,25.224586,25.224586,4,0,4,2.2,2.2,0.0,32.246,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
1.1,0.6,inner,50.0,80.0,MARGINAL,MARGINAL,25.266011,25.266011,4,0,4,2.2,2.2,0.0,32.66,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
1.2,0.6,inner,50.0,80.0,MARGINAL,MARGINAL,25.306143,25.306143,4,0,4,2.2,2.2,0.0,33.061,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
1.3,0.6,inner,115.0,55.0,BAD,MARGINAL,26.889988,25.344837,1,1,2,1.3,0.7,0.6,138.9,39,45,39 45,36 37 38 39,,36 37 38 39
1.4,0.6,inner,110.0,55.0,BAD,MARGINAL,27.827179,25.381949,1,1,2,1.3,0.7,0.6,148.272,39,45,39 45,36 37 38 39,,36 37 38 39
1.5,0.6,inner,100.0,55.0,MARGINAL,MARGINAL,39.910548,28.417333,3,1,4,2.4,1.8,0.6,159.105,37 38 39,45,37 38 39 45,36 37 38 39,,36 37 38 39
1.6,0.6,inner,90.0,55.0,MARGINAL,MARGINAL,44.115857,32.942032,3,1,4,2.7,2.1,0.6,171.159,37 38 39,45,37 38 39 45,35 36 37 38 39,,35 36 37 38 39
1.7,0.6,inner,75.0,45.0,GOOD,MARGINAL,56.38073,27.813002,5,1,6,3.8,3.2,0.6,183.807,35 36 37 38 39,45,35 36 37 38 39 45,35 36 37 38,,35 36 37 38
1.8,0.6,inner,65.0,0.0,GOOD,BAD,57.619301,31.936589,5,1,6,3.8,3.2,0.6,196.193,35 36 37 38 39,45,35 36 37 38 39 45,46,44,46 44
1.9,0.6,inner,60.0,140.0,GOOD,MARGINAL,57.334462,46.418391,5,1,6,3.8,3.2,0.6,193.345,35 36 37 38 39,45,35 36 37 38 39 45,43 44,46,43 44 46
2.0,0.6,inner,60.0,140.0,GOOD,MARGINAL,56.384159,45.649952,5,1,6,3.8,3.2,0.6,183.842,35 36 37 38 39,45,35 36 37 38 39 45,43 44,46,43 44 46
2.1,0.6,inner,50.0,140.0,GOOD,MARGINAL,48.577371,44.821324,4,1,5,3.1,2.5,0.6,175.774,35 36 37 38,45,35 36 37 38 45,43 44,46,43 44 46
2.2,0.6,inner,55.0,120.0,GOOD,MARGINAL,47.898699,41.090343,4,1,5,3.1,2.5,0.6,168.987,35 36 37 38,45,35 36 37 38 45,39 43,46,39 43 46
2.3,0.6,inner,110.0,40.0,GOOD,MARGINAL,49.108469,40.326179,3,1,4,3.0,2.4,0.6,191.085,38 39 43,46,38 39 43 46,35 36 37,45,35 36 37 45
2.4,0.6,inner,105.0,45.0,GOOD,MARGINAL,57.249049,39.838501,4,1,5,3.7,3.1,0.6,202.49,37 38 39 43,46,37 38 39 43 46,35 36 37,45,35 36 37 45
2.5,0.6,inner,105.0,305.0,GOOD,MARGINAL,67.682647,38.272833,5,1,6,4.7,4.1,0.6,206.826,37 38 39 42 43,46,37 38 39 42 43 46,46,42 43,46 42 43
2.6,0.6,inner,90.0,120.0,GOOD,GOOD,69.040418,39.106165,6,1,7,4.8,4.2,0.6,210.404,35 36 37 38 39 42,46,35 36 37 38 39 42 46,38 39 42 43,,38 39 42 43
2.7,0.6,inner,70.0,150.0,GOOD,GOOD,62.171138,56.528404,6,1,7,4.2,3.6,0.6,201.711,34 35 36 37 38 39,46,34 35 36 37 38 39 46,42 43 44,47,42 43 44 47
2.8,0.6,inner,70.0,145.0,GOOD,GOOD,61.863237,56.034773,6,1,7,4.2,3.6,0.6,198.632,34 35 36 37 38 39,46,34 35 36 37 38 39 46,42 43 44,47,42 43 44 47
2.9,0.6,inner,145.0,60.0,GOOD,GOOD,55.48494,53.840994,3,1,4,3.6,3.0,0.6,194.849,42 43 44,47,42 43 44 47,34 35 36 37 38,46,34 35 36 37 38 46
3.0,0.6,inner,125.0,60.0,GOOD,GOOD,68.935164,52.963507,5,1,6,5.0,4.4,0.6,189.352,38 39 41 42 43,47,38 39 41 42 43 47,34 35 36 37 38,46,34 35 36 37 38 46
3.1,0.6,inner,120.0,90.0,GOOD,GOOD,69.637738,47.905708,5,1,6,5.0,4.4,0.6,196.377,38 39 41 42 43,47,38 39 41 42 43 47,35 36 37 38 39 41,,35 36 37 38 39 41
3.2,0.6,inner,120.0,90.0,GOOD,GOOD,70.453241,47.939359,5,1,6,5.0,4.4,0.6,204.532,38 39 41 42 43,47,38 39 41 42 43 47,35 36 37 38 39 41,,35 36 37 38 39 41
3.3,0.6,inner,120.0,90.0,GOOD,GOOD,78.108179,52.851714,6,1,7,5.7,5.1,0.6,211.082,37 38 39 41 42 43,47,37 38 39 41 42 43 47,34 35 36 37 38 39 41,,34 35 36 37 38 39 41
3.4,0.6,inner,120.0,150.0,GOOD,GOOD,77.010988,45.174892,6,1,7,5.7,5.1,0.6,200.11,37 38 39 41 42 43,47,37 38 39 41 42 43 47,41 42 43 44,,41 42 43 44
3.5,0.6,inner,105.0,145.0,GOOD,GOOD,74.094413,53.554392,6,1,7,5.4,4.8,0.6,200.944,36 37 38 39 41 42,47,36 37 38 39 41 42 47,39 41 42 43 44,,39 41 42 43 44
3.6,0.6,inner,95.0,145.0,GOOD,GOOD,77.786884,60.459253,7,1,8,5.8,5.2,0.6,197.869,35 36 37 38 39 40 41,47,35 36 37 38 39 40 41 47,39 40 41 42 43 44,,39 40 41 42 43 44
3.7,0.6,inner,145.0,80.0,GOOD,GOOD,80.914669,69.324468,6,1,7,6.0,5.4,0.6,209.147,39 40 41 42 43 44,48,39 40 41 42 43 44 48,33 34 35 36 37 38 39,47,33 34 35 36 37 38 39 47
3.8,0.6,inner,145.0,70.0,GOOD,GOOD,77.999964,61.248321,6,1,7,5.7,5.1,0.6,210.0,39 40 41 42 43 44,48,39 40 41 42 43 44 48,33 34 35 36 37 38,47,33 34 35 36 37 38 47
3.9,0.6,inner,145.0,110.0,GOOD,GOOD,74.479617,55.004982,6,1,7,5.4,4.8,0.6,204.796,39 40 41 42 43 44,48,39 40 41 42 43 44 48,36 37 38 39 40 41 42,,36 37 38 39 40 41 42
4.0,0.6,inner,125.0,155.0,GOOD,GOOD,78.231223,49.340387,7,1,8,5.8,5.2,0.6,202.312,37 38 39 40 41 42 43,48,37 38 39 40 41 42 43 48,40 41 42 43 44,,40 41 42 43 44
4.1,0.6,inner,125.0,155.0,GOOD,GOOD,78.922513,49.254026,7,1,8,5.8,5.2,0.6,209.225,37 38 39 40 41 42 43,48,37 38 39 40 41 42 43 48,40 41 42 43 44,,40 41 42 43 44
4.2,0.6,inner,125.0,85.0,GOOD,GOOD,75.424508,46.371913,7,1,8,5.5,4.9,0.6,204.245,37 38 39 40 41 42 43,48,37 38 39 40 41 42 43 48,33 34 35 36 37 38 39,,33 34 35 36 37 38 39
4.3,0.6,inner,115.0,145.0,GOOD,GOOD,72.610016,50.81963,7,1,8,5.2,4.6,0.6,206.1,36 37 38 39 40 41 42,48,36 37 38 39 40 41 42 48,39 40 41 42 43 44,,39 40 41 42 43 44
4.4,0.6,inner,115.0,145.0,GOOD,GOOD,71.434421,58.6973,7,1,8,5.2,4.6,0.6,194.344,36 37 38 39 40 41 42,48,36 37 38 39 40 41 42 48,38 39 40 41 42 43 44,,38 39 40 41 42 43 44
4.5,0.6,inner,90.0,145.0,GOOD,GOOD,70.045479,58.59564,7,1,8,4.9,4.3,0.6,210.455,33 34 35 36 37 38 39,48,33 34 35 36 37 38 39 48,38 39 40 41 42 43 44,,38 39 40 41 42 43 44
4.6,0.6,inner,145.0,80.0,GOOD,GOOD,78.860155,69.913289,7,1,8,5.8,5.2,0.6,208.602,38 39 40 41 42 43 44,49,38 39 40 41 42 43 44 49,32 33 34 35 36 37 38,48,32 33 34 35 36 37 38 48
4.7,0.6,inner,145.0,80.0,GOOD,GOOD,76.187959,68.777701,7,1,8,5.5,4.9,0.6,211.88,38 39 40 41 42 43 44,49,38 39 40 41 42 43 44 49,32 33 34 35 36 37 38,48,32 33 34 35 36 37 38 48
4.8,0.6,inner,145.0,60.0,GOOD,GOOD,72.717631,59.54023,7,1,8,5.2,4.6,0.6,207.176,38 39 40 41 42 43 44,49,38 39 40 41 42 43 44 49,31 32 33 34 35 36,48,31 32 33 34 35 36 48
4.9,0.6,inner,145.0,65.0,GOOD,GOOD,72.146097,62.701412,7,1,8,5.2,4.6,0.6,201.461,38 39 40 41 42 43 44,49,38 39 40 41 42 43 44 49,31 32 33 34 35 36 58,48,31 32 33 34 35 36 58 48
5.0,0.6,inner,130.0,50.0,GOOD,GOOD,77.136919,64.271997,8,1,9,5.6,5.0,0.6,211.369,36 37 38 39 40 41 42 43,49,36 37 38 39 40 41 42 43 49,31 32 33 34 35 56 57 58,48,31 32 33 34 35 56 57 58 48
5.1,0.6,inner,130.0,40.0,GOOD,GOOD,76.728863,61.754496,8,1,9,5.6,5.0,0.6,207.289,36 37 38 39 40 41 42 43,49,36 37 38 39 40 41 42 43 49,31 32 33 34 55 56 57 58,48,31 32 33 34 55 56 57 58 48
5.2,0.6,inner,120.0,30.0,GOOD,GOOD,71.029647,64.841024,8,1,9,5.0,4.4,0.6,210.296,35 36 37 38 39 40 41 42,49,35 36 37 38 39 40 41 42 49,31 32 33 54 55 56 57 58,48,31 32 33 54 55 56 57 58 48
5.3,0.6,inner,110.0,35.0,GOOD,GOOD,71.073546,65.104417,8,1,9,5.0,4.4,0.6,210.735,34 35 36 37 38 39 40 41,49,34 35 36 37 38 39 40 41 49,31 32 33 54 55 56 57 58,48,31 32 33 54 55 56 57 58 48
5.4,0.6,inner,95.0,20.0,GOOD,GOOD,69.931382,55.696176,7,1,8,4.9,4.3,0.6,209.314,33 34 35 36 37 38 39,49,33 34 35 36 37 38 39 49,31 54 55 56 57 58,48,31 54 55 56 57 58 48
5.5,0.6,inner,80.0,145.0,GOOD,GOOD,69.825967,50.597869,7,1,8,4.9,4.3,0.6,208.26,32 33 34 35 36 37 58,49,32 33 34 35 36 37 58 49,37 38 39 40 41 42 43 44,,37 38 39 40 41 42 43 44
5.6,0.6,inner,80.0,35.0,GOOD,GOOD,69.551164,50.715158,7,1,8,4.9,4.3,0.6,205.512,32 33 34 35 36 37 58,49,32 33 34 35 36 37 58 49,31 32 33 54 55 56 57 58,,31 32 33 54 55 56 57 58
5.7,0.6,inner,60.0,90.0,GOOD,GOOD,70.905458,46.385117,8,1,9,5.0,4.4,0.6,209.055,31 32 33 34 35 56 57 58,49,31 32 33 34 35 56 57 58 49,32 33 34 35 36 37 38,,32 33 34 35 36 37 38
5.8,0.6,inner,60.0,90.0,GOOD,GOOD,70.844291,46.376381,8,1,9,5.0,4.4,0.6,208.443,31 32 33 34 35 56 57 58,49,31 32 33 34 35 56 57 58 49,32 33 34 35 36 37 38,,32 33 34 35 36 37 38
5.9,0.6,inner,40.0,145.0,GOOD,GOOD,63.381423,57.045247,7,1,8,4.3,3.7,0.6,203.814,31 32 33 55 56 57 58,49,31 32 33 55 56 57 58 49,37 38 41 42 43 44,50,37 38 41 42 43 44 50
6.0,0.6,inner,40.0,145.0,GOOD,GOOD,63.686496,56.457368,7,1,8,4.3,3.7,0.6,206.865,31 32 33 55 56 57 58,49,31 32 33 55 56 57 58 49,37 38 41 42 43 44,50,37 38 41 42 43 44 50
6.1,0.6,inner,30.0,85.0,GOOD,GOOD,66.616606,46.674547,7,1,8,4.6,4.0,0.6,206.166,31 32 54 55 56 57 58,49,31 32 54 55 56 57 58 49,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.2,0.6,inner,35.0,65.0,GOOD,GOOD,73.105484,48.954762,7,1,8,5.2,4.6,0.6,211.055,31 32 54 55 56 57 58,49,31 32 54 55 56 57 58 49,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.3,0.6,inner,35.0,70.0,GOOD,GOOD,78.884993,52.003059,7,1,8,5.8,5.2,0.6,208.85,31 32 54 55 56 57 58,49,31 32 54 55 56 57 58 49,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.4,0.6,inner,35.0,80.0,GOOD,GOOD,61.515835,55.87688,7,0,7,5.5,5.5,0.0,65.158,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 36 58,,31 32 33 34 35 36 58
6.5,0.6,inner,35.0,70.0,GOOD,GOOD,61.61743,55.089906,7,0,7,5.5,5.5,0.0,66.174,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.6,0.6,inner,35.0,70.0,GOOD,GOOD,61.720398,55.128103,7,0,7,5.5,5.5,0.0,67.204,31 32 54 55 56 57 58,,31 32 54 55 56 57 58,31 32 33 34 35 57 58,,31 32 33 34 35 57 58
6.7,0.6,inner,50.0,90.0,GOOD,GOOD,61.284138,52.660576,7,0,7,5.5,5.5,0.0,62.841,31 32 33 55 56 57 58,,31 32 33 55 56 57 58,32 33 34 35 36 37 58,,32 33 34 35 36 37 58
6.8,0.6,inner,50.0,15.0,GOOD,GOOD,80.887323,48.720052,7,1,8,6.1,5.5,0.6,198.873,31 32 33 55 56 57 58,50,31 32 33 55 56 57 58 50,31 54 55 56 57,,31 54 55 56 57
6.9,0.6,inner,25.0,65.0,GOOD,GOOD,77.769271,58.169108,6,1,7,5.7,5.1,0.6,207.693,31 54 55 56 57 58,50,31 54 55 56 57 58 50,31 32 33 34 56 57 58,,31 32 33 34 56 57 58
7.0,0.6,inner,65.0,20.0,GOOD,GOOD,51.207503,48.906449,6,0,6,4.5,4.5,0.0,62.075,31 32 33 34 56 57,,31 32 33 34 56 57,31 54 55 56 57,,31 54 55 56 57
7.1,0.6,inner,55.0,20.0,GOOD,GOOD,54.550487,49.003451,6,0,6,4.8,4.8,0.0,65.505,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.2,0.6,inner,55.0,20.0,GOOD,GOOD,54.60975,49.10302,6,0,6,4.8,4.8,0.0,66.098,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
7.3,0.6,inner,55.0,20.0,GOOD,GOOD,54.665255,49.205168,6,0,6,4.8,4.8,0.0,66.653,31 32 33 55 56 57,,31 32 33 55 56 57,31 54 55 56 57,,31 54 55 56 57
