group_key,mode,dataset,gt_x,gt_y,gt_h,tag_id,camera_role,kind,value,sigma,base_weight,enabled,weight_multiplier,state,reason,effective_weight
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,46,front,distance,3.842,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,46,front,angle,-12.7,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,46,front,yaw,-14.3,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,47,front,distance,4.121,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,47,front,angle,-22.6,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x2.000_y4.000_h270.0,distance_angle_yaw,624,2.0,4.0,270.0,47,front,yaw,-30.5,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,41,rear,distance,1.798,0.05,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,41,rear,angle,26.2,3.0,0.2,True,1.0,USED_NORMAL,,0.2
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,41,rear,yaw,-2.3,10.0,0.01,True,1.0,USED_NORMAL,,0.01
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,42,rear,distance,1.691,0.05,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,42,rear,angle,-6.3,3.0,0.2,True,1.0,USED_NORMAL,,0.2
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,42,rear,yaw,-2.3,10.0,0.01,True,1.0,USED_NORMAL,,0.01
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,55,front,distance,7.295,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,55,front,angle,8.0,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h0.0,distance_angle_yaw,624,3.0,3.0,0.0,55,front,yaw,-6.6,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,36,front,distance,2.316,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,36,front,angle,42.3,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,36,front,yaw,45.9,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,37,front,distance,2.226,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,37,front,angle,15.4,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,37,front,yaw,14.9,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,38,front,distance,2.156,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,38,front,angle,-11.1,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,38,front,yaw,-14.0,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,39,front,distance,2.5,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,39,front,angle,-26.7,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,39,front,yaw,-39.0,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,46,rear,distance,2.848,0.05,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,46,rear,angle,12.8,3.0,0.2,True,1.0,USED_NORMAL,,0.2
624_x3.000_y3.000_h90.0,distance_angle_yaw,624,3.0,3.0,90.0,46,rear,yaw,-2.3,10.0,0.01,True,1.0,USED_NORMAL,,0.01
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,40,front,distance,2.425,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,40,front,angle,41.8,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,40,front,yaw,-52.4,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,41,front,distance,1.894,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,41,front,angle,19.6,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,41,front,yaw,19.3,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,42,front,distance,1.769,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,42,front,angle,-11.8,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,42,front,yaw,9.2,10.0,0.05,True,1.0,USED_NORMAL,,0.05
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,43,front,distance,2.136,0.05,1.0,True,1.0,USED_NORMAL,,1.0
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,43,front,angle,-29.7,3.0,0.5,True,1.0,USED_NORMAL,,0.5
624_x3.000_y3.000_h180.0,distance_angle_yaw,624,3.0,3.0,180.0,43,front,yaw,-46.6,10.0,0.05,True,1.0,USED_NORMAL,,0.05
