tag_id,camera_role,meas_distance_m,true_distance_m,distance_error_m,meas_angle_deg,true_angle_deg,angle_error_deg,meas_yaw_deg,true_yaw_deg,yaw_error_deg,yaw_keep_deg,yaw_flip_deg,yaw_err_keep_deg,yaw_err_flip_deg,yaw_abs_err_keep_deg,yaw_abs_err_flip_deg,yaw_best_mode,yaw_best_deg,yaw_best_err_deg,yaw_best_abs_err_deg,yaw_flip_gain_deg,yaw_branch_separation_deg,yaw_edge_flag,yaw_small_truey_flag,yaw_accepted,yaw_decision,yaw_sign_corrected_deg,yaw_quantized_deg,yaw_quantized_error_deg,tag_x_m,tag_y_m,tag_yaw_deg,tag_facing,camera_x_m,camera_y_m,camera_heading_deg,camera_forward_offset_m,world_bearing_deg,raw_distance_m,cal_distance_m,raw_angle_deg,cal_angle_deg,raw_yaw_deg,cal_yaw_deg,center_x,center_y,avg_width_px,avg_height_px,width_height_ratio,perspective_skew_lr,perspective_skew_tb,snapshot_path
33,front,5.0117,5.002922611359803,0.008777388640197614,20.7759,63.311251920381835,-42.53535192038183,41.5269,43.31125192038189,-1.78435192038188,41.52690000000001,-41.52690000000001,-1.78435192038188,-84.8381519203819,1.78435192038188,84.8381519203819,keep,41.52690000000001,-1.78435192038188,1.78435192038188,-83.05380000000002,83.05380000000002,True,False,False,reject_edge,,,,7.413,5.192,270.0,down,3.981188892117088,1.551683094143225,110.0,0.055,46.68874807961816,5.3997,5.0117,19.0226,20.7759,47.1728,41.5269,,,,,,,,/tmp/location_front_1783410373802.jpg
34,front,4.3702,4.397953937828014,-0.027753937828014053,10.5487,54.133779615227354,-43.58507961522736,31.2354,34.133779615227354,-2.8983796152273555,31.2354,-31.2354,-2.8983796152273555,-65.36917961522735,2.8983796152273555,65.36917961522735,keep,31.2354,-2.8983796152273555,2.8983796152273555,-62.4708,62.4708,True,False,False,reject_edge,,,,6.449,5.192,270.0,down,3.981188892117088,1.551683094143225,110.0,0.055,55.86622038477263,4.5565,4.3702,10.5386,10.5487,36.0099,31.2354,,,,,,,,/tmp/location_front_1783410373802.jpg
35,front,4.0307,3.9413775991103717,0.08932240088962873,-2.1077,42.53951869763574,-44.647218697635736,18.5356,22.539518697635685,-4.003918697635697,18.535599999999988,-18.535599999999988,-4.003918697635697,-41.07511869763567,4.003918697635697,41.07511869763567,keep,18.535599999999988,-4.003918697635697,4.003918697635697,-37.071199999999976,37.071199999999976,True,False,False,reject_edge,,,,5.492,5.192,270.0,down,3.981188892117088,1.551683094143225,110.0,0.055,67.46048130236424,4.1442,4.0307,-0.9757,-2.1077,22.2192,18.5356,,,,,,,,/tmp/location_front_1783410373802.jpg
36,front,3.2039,3.219827561723575,-0.015927561723575234,-14.1377,29.958333670947695,-44.09603367094769,7.9131,9.958333670947695,-2.0452336709477095,7.913099999999986,-7.913099999999986,-2.0452336709477095,-17.87143367094768,2.0452336709477095,17.87143367094768,keep,7.913099999999986,-2.0452336709477095,2.0452336709477095,-15.826199999999972,15.826199999999972,False,False,True,accept_keep_quantized,7.913099999999986,9.958333670947695,0.0,4.538,4.723,270.0,down,3.981188892117088,1.551683094143225,110.0,0.055,80.0416663290523,3.357,3.2039,-13.3491,-14.1377,10.6437,7.9131,,,,,,,,/tmp/location_front_1783410373802.jpg
38,front,3.8139,3.8816008406468474,-0.06770084064684756,-32.1243,-0.30823415695829226,-31.816065843041713,-43.8195,-20.308234156958292,-23.511265843041713,-43.819500000000005,43.819500000000005,-23.511265843041713,64.1277341569583,23.511265843041713,64.1277341569583,keep,-43.819500000000005,-23.511265843041713,23.511265843041713,-40.616468313916585,40.616468313916585,False,False,False,poor_keep_flip_match,,,,2.634,5.192,270.0,down,3.981188892117088,1.551683094143225,110.0,0.055,110.3082341569583,4.684,3.8139,-36.2711,-32.1243,-45.1771,-43.8195,,,,,,,,/tmp/location_front_1783410373802.jpg
46,rear,1.8795,1.9297299288120293,-0.05022992881202937,22.1966,66.45149124793537,-44.25489124793535,37.2581,46.451491247935365,-9.19339124793538,37.25810000000001,-37.25810000000001,-9.193391247935352,-83.70959124793538,9.193391247935352,83.70959124793538,keep,37.25810000000001,-9.193391247935352,9.193391247935352,-74.51620000000003,74.51620000000003,True,False,False,reject_edge,,,,2.627,0.1,90.0,up,4.025651510749425,1.4295230534410568,290.0,-0.075,223.54850875206463,1.5839,1.8795,25.803,22.1966,38.497,37.2581,,,,,,,,/tmp/location_rear_1783410379082.jpg
47,rear,1.342,1.4031820009282374,-0.061182000928237334,-7.6112,38.64711994382418,-46.258319943824176,-2.3419,18.64711994382418,-20.98901994382419,-2.3419000000000096,2.3419000000000096,-20.98901994382419,-16.30521994382417,20.98901994382419,16.30521994382417,flip,2.3419000000000096,-16.30521994382417,16.30521994382417,4.683800000000019,4.683800000000019,True,False,False,reject_edge,,,,3.577,0.1,90.0,up,4.025651510749425,1.4295230534410568,290.0,-0.075,251.35288005617582,1.1279,1.342,-10.6876,-7.6112,-0.0,-2.3419,,,,,,,,/tmp/location_rear_1783410379082.jpg
