x_m,y_m,room,best_heading_deg,backup_heading_deg,best_status,backup_status,best_score,backup_score,best_front_good_count,best_rear_good_count,best_good_total_count,best_effective_good_count,best_front_weighted_count,best_rear_weighted_count,best_geometry_span_deg,best_front_good_tag_ids,best_rear_good_tag_ids,best_all_good_tag_ids,backup_front_good_tag_ids,backup_rear_good_tag_ids,backup_all_good_tag_ids
7.9,1.4,inner,110.0,65.0,GOOD,GOOD,70.776966,66.311479,6,1,7,5.1,4.5,0.6,197.77,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 33 57,51,31 32 33 57 51
8.0,1.4,inner,105.0,50.0,GOOD,GOOD,71.237009,66.181393,6,1,7,5.1,4.5,0.6,202.37,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 56 57,51,31 32 56 57 51
8.1,1.4,inner,110.0,55.0,GOOD,GOOD,71.672184,66.682603,6,1,7,5.1,4.5,0.6,206.722,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 56 57,51,31 32 56 57 51
8.2,1.4,inner,110.0,25.0,GOOD,GOOD,71.069218,66.285357,6,1,7,5.1,4.5,0.6,200.692,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 55 56 57,50,31 55 56 57 50
8.3,1.4,inner,40.0,110.0,GOOD,GOOD,72.67925,70.441288,4,2,6,5.2,4.0,1.2,206.792,31 55 56 57,50 51,31 55 56 57 50 51,32 33 34 35 36 37,52,32 33 34 35 36 37 52
8.4,1.4,inner,85.0,35.0,GOOD,GOOD,72.883637,65.175608,5,1,6,5.3,4.7,0.6,198.836,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,51,31 55 56 57 51
8.5,1.4,inner,85.0,30.0,GOOD,GOOD,73.511391,65.640432,5,1,6,5.3,4.7,0.6,205.114,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,51,31 55 56 57 51
8.6,1.4,inner,85.0,30.0,GOOD,GOOD,74.141821,66.081265,5,1,6,5.3,4.7,0.6,211.418,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,51,31 55 56 57 51
8.7,1.4,inner,75.0,30.0,GOOD,GOOD,66.57199,66.501149,4,1,5,4.6,4.0,0.6,205.72,31 32 33 57,52,31 32 33 57 52,31 55 56 57,51,31 55 56 57 51
8.8,1.4,inner,90.0,35.0,GOOD,GOOD,73.073597,66.426504,5,1,6,5.3,4.7,0.6,200.736,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,51,31 55 56 57 51
8.9,1.4,inner,65.0,35.0,GOOD,GOOD,66.476917,66.141449,4,1,5,4.6,4.0,0.6,204.769,31 32 56 57,52,31 32 56 57 52,31 55 56 57,51,31 55 56 57 51
9.0,1.4,inner,110.0,65.0,GOOD,GOOD,57.716738,56.292558,5,1,6,3.8,3.2,0.6,197.167,32 33 34 35 36,53,32 33 34 35 36 53,31 32 56,52,31 32 56 52
9.1,1.4,inner,100.0,70.0,GOOD,GOOD,64.060619,55.634837,5,1,6,4.4,3.8,0.6,200.606,31 32 33 34 35,53,31 32 33 34 35 53,31 32 56,52,31 32 56 52
9.2,1.4,inner,100.0,50.0,GOOD,GOOD,64.522546,55.316682,5,1,6,4.4,3.8,0.6,205.225,31 32 33 34 35,53,31 32 33 34 35 53,31 55 56,52,31 55 56 52
9.3,1.4,inner,105.0,45.0,GOOD,GOOD,64.96677,55.894128,5,1,6,4.4,3.8,0.6,209.668,31 32 33 34 35,53,31 32 33 34 35 53,31 55 56,52,31 55 56 52
9.4,1.4,inner,105.0,45.0,GOOD,GOOD,64.340557,56.445825,5,1,6,4.4,3.8,0.6,203.406,31 32 33 34 35,53,31 32 33 34 35 53,31 55 56,52,31 55 56 52
9.5,1.4,inner,105.0,50.0,GOOD,GOOD,63.698838,56.774988,5,1,6,4.4,3.8,0.6,196.988,31 32 33 34 35,53,31 32 33 34 35 53,31 55 56,52,31 55 56 52
9.6,1.4,inner,105.0,135.0,GOOD,GOOD,63.046603,51.88516,5,1,6,4.4,3.8,0.6,190.466,31 32 33 34 35,53,31 32 33 34 35 53,32 33 34 35,54,32 33 34 35 54
9.7,1.4,inner,100.0,130.0,GOOD,GOOD,58.389397,52.343305,4,1,5,4.0,3.4,0.6,183.894,31 32 33 34,53,31 32 33 34 53,32 33 34 35,54,32 33 34 35 54
9.8,1.4,inner,120.0,90.0,GOOD,GOOD,59.859741,47.732967,5,1,6,4.1,3.5,0.6,188.597,31 32 33 34 35,54,31 32 33 34 35 54,31 32 33,53,31 32 33 53
9.9,1.4,inner,115.0,65.0,GOOD,MARGINAL,57.442579,44.91706,5,1,6,3.8,3.2,0.6,194.426,31 32 33 34 35,54,31 32 33 34 35 54,31 55,53,31 55 53
10.0,1.4,inner,65.0,270.0,MARGINAL,MARGINAL,45.555565,42.555565,2,1,3,2.6,2.0,0.6,195.556,31 55,53,31 55 53,53 54,31,53 54 31
10.1,1.4,inner,80.0,110.0,MARGINAL,GOOD,38.821849,36.78211,2,1,3,2.3,1.7,0.6,158.218,31 32,53,31 32 53,31 32 33 34 35,,31 32 33 34 35
10.2,1.4,inner,110.0,65.0,GOOD,BAD,36.623228,31.218686,5,0,5,3.2,3.2,0.0,46.232,31 32 33 34 35,,31 32 33 34 35,31,53,31 53
10.3,1.4,inner,105.0,65.0,MARGINAL,BAD,31.834707,30.637499,4,0,4,2.8,2.8,0.0,38.347,31 32 33 34,,31 32 33 34,31,53,31 53
10.4,1.4,inner,105.0,65.0,MARGINAL,BAD,31.692479,30.079986,4,0,4,2.8,2.8,0.0,36.925,31 32 33 34,,31 32 33 34,31,53,31 53
10.5,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,31.550952,31.550952,4,0,4,2.8,2.8,0.0,35.51,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.6,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,31.410709,31.410709,4,0,4,2.8,2.8,0.0,34.107,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.7,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,31.272282,31.272282,4,0,4,2.8,2.8,0.0,32.723,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.8,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,28.136148,28.136148,4,0,4,2.5,2.5,0.0,31.361,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
10.9,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,28.00273,28.00273,4,0,4,2.5,2.5,0.0,30.027,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
11.0,1.4,inner,110.0,140.0,MARGINAL,MARGINAL,27.872385,27.872385,4,0,4,2.5,2.5,0.0,28.724,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
11.1,1.4,inner,110.0,140.0,MARGINAL,MARGINAL,27.74542,27.74542,4,0,4,2.5,2.5,0.0,27.454,31 32 33 34,,31 32 33 34,31 32 33 34,,31 32 33 34
11.2,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,22.977804,22.977804,3,0,3,2.1,2.1,0.0,19.778,31 32 33,,31 32 33,31 32 33,,31 32 33
11.3,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,22.874891,22.874891,3,0,3,2.1,2.1,0.0,18.749,31 32 33,,31 32 33,31 32 33,,31 32 33
11.4,1.4,inner,105.0,135.0,MARGINAL,MARGINAL,22.775461,22.775461,3,0,3,2.1,2.1,0.0,17.755,31 32 33,,31 32 33,31 32 33,,31 32 33
0.0,1.5,inner,50.0,80.0,MARGINAL,MARGINAL,28.026517,22.990177,4,0,4,2.5,2.5,0.0,30.265,36 37 38 39,,36 37 38 39,37 38 39,,37 38 39
0.1,1.5,inner,35.0,65.0,MARGINAL,MARGINAL,28.096133,28.096133,4,0,4,2.5,2.5,0.0,30.961,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.2,1.5,inner,35.0,65.0,MARGINAL,MARGINAL,31.166502,31.166502,4,0,4,2.8,2.8,0.0,31.665,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.3,1.5,inner,40.0,70.0,MARGINAL,MARGINAL,31.237485,31.237485,4,0,4,2.8,2.8,0.0,32.375,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.4,1.5,inner,40.0,70.0,MARGINAL,MARGINAL,31.308931,31.308931,4,0,4,2.8,2.8,0.0,33.089,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.5,1.5,inner,40.0,70.0,MARGINAL,MARGINAL,31.380669,31.380669,4,0,4,2.8,2.8,0.0,33.807,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.6,1.5,inner,40.0,70.0,MARGINAL,MARGINAL,31.452514,31.452514,4,0,4,2.8,2.8,0.0,34.525,36 37 38 39,,36 37 38 39,36 37 38 39,,36 37 38 39
0.7,1.5,inner,45.0,75.0,MARGINAL,MARGINAL,38.765236,26.338504,5,0,5,3.5,3.5,0.0,37.652,35 36 37 38 39,,35 36 37 38 39,37 38 39,,37 38 39
0.8,1.5,inner,45.0,75.0,MARGINAL,MARGINAL,38.852756,34.595699,5,0,5,3.5,3.5,0.0,38.528,35 36 37 38 39,,35 36 37 38 39,36 37 38 39,,36 37 38 39
0.9,1.5,inner,45.0,75.0,MARGINAL,MARGINAL,38.940492,34.666587,5,0,5,3.5,3.5,0.0,39.405,35 36 37 38 39,,35 36 37 38 39,36 37 38 39,,36 37 38 39
1.0,1.5,inner,50.0,105.0,MARGINAL,BAD,42.028227,30.392535,5,0,5,3.8,3.8,0.0,40.282,35 36 37 38 39,,35 36 37 38 39,39,45,39 45
1.1,1.5,inner,50.0,100.0,MARGINAL,MARGINAL,42.115731,40.88447,5,0,5,3.8,3.8,0.0,41.157,35 36 37 38 39,,35 36 37 38 39,38 39,45,38 39 45
1.2,1.5,inner,50.0,95.0,MARGINAL,MARGINAL,42.202759,41.395184,5,0,5,3.8,3.8,0.0,42.028,35 36 37 38 39,,35 36 37 38 39,38 39,45,38 39 45
1.3,1.5,inner,50.0,95.0,MARGINAL,MARGINAL,42.289056,41.922849,5,0,5,3.8,3.8,0.0,42.891,35 36 37 38 39,,35 36 37 38 39,38 39,45,38 39 45
1.4,1.5,inner,90.0,55.0,GOOD,MARGINAL,49.464947,42.37436,3,1,4,3.3,2.7,0.6,164.649,37 38 39,45,37 38 39 45,35 36 37 38 39,,35 36 37 38 39
1.5,1.5,inner,85.0,55.0,GOOD,MARGINAL,50.018285,42.458398,3,1,4,3.3,2.7,0.6,170.183,37 38 39,45,37 38 39 45,35 36 37 38 39,,35 36 37 38 39
1.6,1.5,inner,80.0,120.0,GOOD,MARGINAL,57.5791,46.198812,4,1,5,4.0,3.4,0.6,175.791,36 37 38 39,45,36 37 38 39 45,39 43,46,39 43 46
1.7,1.5,inner,60.0,90.0,GOOD,GOOD,68.072849,51.143216,6,1,7,4.8,4.2,0.6,200.728,34 35 36 37 38 39,44,34 35 36 37 38 39 44,37 38 39,45,37 38 39 45
1.8,1.5,inner,60.0,90.0,GOOD,GOOD,67.515342,51.706268,6,1,7,4.8,4.2,0.6,195.153,34 35 36 37 38 39,44,34 35 36 37 38 39 44,37 38 39,45,37 38 39 45
1.9,1.5,inner,70.0,40.0,GOOD,MARGINAL,67.263956,47.012755,6,1,7,4.8,4.2,0.6,192.64,34 35 36 37 38 39,45,34 35 36 37 38 39 45,34 35 36 37,44,34 35 36 37 44
2.0,1.5,inner,65.0,100.0,GOOD,GOOD,70.812275,64.793747,6,1,7,5.1,4.5,0.6,198.123,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 42,46,37 38 39 42 46
2.1,1.5,inner,65.0,100.0,GOOD,GOOD,77.347719,65.460961,6,1,7,5.7,5.1,0.6,203.477,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 42,46,37 38 39 42 46
2.2,1.5,inner,65.0,95.0,GOOD,GOOD,77.849213,66.121981,6,1,7,5.7,5.1,0.6,208.492,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 42,46,37 38 39 42 46
2.3,1.5,inner,70.0,100.0,GOOD,GOOD,77.43124,66.775869,6,1,7,5.7,5.1,0.6,204.312,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 42,46,37 38 39 42 46
2.4,1.5,inner,70.0,100.0,GOOD,GOOD,77.029507,66.717339,6,1,7,5.7,5.1,0.6,200.295,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 42,46,37 38 39 42 46
2.5,1.5,inner,70.0,105.0,GOOD,GOOD,76.644653,76.173157,6,1,7,5.7,5.1,0.6,196.447,34 35 36 37 38 39,45,34 35 36 37 38 39 45,37 38 39 41 42,46,37 38 39 41 42 46
2.6,1.5,inner,90.0,55.0,GOOD,GOOD,77.142541,66.276789,5,1,6,5.6,5.0,0.6,211.425,36 37 38 39 41,46,36 37 38 39 41 46,34 35 36 37 38,45,34 35 36 37 38 45
2.7,1.5,inner,75.0,110.0,GOOD,GOOD,76.855859,75.780873,6,1,7,5.7,5.1,0.6,198.559,34 35 36 37 38 39,46,34 35 36 37 38 39 46,37 38 39 41 42,47,37 38 39 41 42 47
2.8,1.5,inner,75.0,110.0,GOOD,GOOD,77.404785,76.267369,6,1,7,5.7,5.1,0.6,204.048,34 35 36 37 38 39,46,34 35 36 37 38 39 46,37 38 39 41 42,47,37 38 39 41 42 47
2.9,1.5,inner,75.0,110.0,GOOD,GOOD,77.944588,76.759086,6,1,7,5.7,5.1,0.6,209.446,34 35 36 37 38 39,46,34 35 36 37 38 39 46,37 38 39 41 42,47,37 38 39 41 42 47
3.0,1.5,inner,80.0,115.0,GOOD,GOOD,77.813236,77.158394,6,1,7,5.7,5.1,0.6,208.132,34 35 36 37 38 39,46,34 35 36 37 38 39 46,37 38 39 41 42,47,37 38 39 41 42 47
3.1,1.5,inner,115.0,145.0,GOOD,GOOD,86.648152,80.741996,6,1,7,6.6,6.0,0.6,206.482,37 38 39 40 41 42,47,37 38 39 40 41 42 47,39 40 41 42 43,48 49,39 40 41 42 43 48 49
3.2,1.5,inner,100.0,140.0,GOOD,GOOD,86.726716,80.572673,6,1,7,6.6,6.0,0.6,207.267,36 37 38 39 40 41,47,36 37 38 39 40 41 47,39 40 41 42 43,48 49,39 40 41 42 43 48 49
3.3,1.5,inner,100.0,140.0,GOOD,GOOD,87.220432,83.324255,6,1,7,6.6,6.0,0.6,212.204,36 37 38 39 40 41,47,36 37 38 39 40 41 47,39 40 41 42 43,48 49,39 40 41 42 43 48 49
3.4,1.5,inner,105.0,140.0,GOOD,GOOD,83.665306,80.070536,6,1,7,6.3,5.7,0.6,206.653,36 37 38 39 40 41,47,36 37 38 39 40 41 47,39 40 41 42 43,48 49,39 40 41 42 43 48 49
3.5,1.5,inner,120.0,85.0,GOOD,GOOD,83.522217,77.320551,6,1,7,6.3,5.7,0.6,205.222,37 38 39 40 41 42,48,37 38 39 40 41 42 48,34 35 36 37 38 39,47,34 35 36 37 38 39 47
3.6,1.5,inner,120.0,85.0,GOOD,GOOD,83.901016,77.852741,6,1,7,6.3,5.7,0.6,209.01,37 38 39 40 41 42,48,37 38 39 40 41 42 48,34 35 36 37 38 39,47,34 35 36 37 38 39 47
3.7,1.5,inner,120.0,85.0,GOOD,GOOD,80.876008,78.164978,6,1,7,6.0,5.4,0.6,208.76,37 38 39 40 41 42,48,37 38 39 40 41 42 48,34 35 36 37 38 39,47,34 35 36 37 38 39 47
3.8,1.5,inner,120.0,75.0,GOOD,GOOD,80.406895,74.657742,6,1,7,6.0,5.4,0.6,204.069,37 38 39 40 41 42,48,37 38 39 40 41 42 48,33 34 35 36 37 38,47,33 34 35 36 37 38 47
3.9,1.5,inner,125.0,75.0,GOOD,GOOD,88.113286,78.058521,6,2,8,6.6,5.4,1.2,221.133,37 38 39 40 41 42,48 49,37 38 39 40 41 42 48 49,33 34 35 36 37 38,47,33 34 35 36 37 38 47
4.0,1.5,inner,110.0,80.0,GOOD,GOOD,80.985317,80.593944,6,1,7,6.0,5.4,0.6,209.853,36 37 38 39 40 41,48,36 37 38 39 40 41 48,33 34 35 36 37 38,47,33 34 35 36 37 38 47
4.1,1.5,inner,100.0,145.0,GOOD,GOOD,80.545848,80.251291,6,1,7,6.0,5.4,0.6,205.458,35 36 37 38 39 40,48,35 36 37 38 39 40 48,38 39 40 41 42 43,49,38 39 40 41 42 43 49
4.2,1.5,inner,100.0,130.0,GOOD,GOOD,81.025059,80.527709,6,1,7,6.0,5.4,0.6,210.251,35 36 37 38 39 40,48,35 36 37 38 39 40 48,37 38 39 40 41 42,49,37 38 39 40 41 42 49
4.3,1.5,inner,125.0,160.0,GOOD,GOOD,80.828577,80.463747,6,1,7,6.0,5.4,0.6,208.286,37 38 39 40 41 42,49,37 38 39 40 41 42 49,39 40 41 42 43 44,50,39 40 41 42 43 44 50
4.4,1.5,inner,135.0,95.0,GOOD,GOOD,84.142858,78.157146,6,2,8,6.3,5.1,1.2,211.429,37 38 39 40 41 42,49 50,37 38 39 40 41 42 49 50,34 35 36 37 38 39,48,34 35 36 37 38 39 48
4.5,1.5,inner,135.0,95.0,GOOD,GOOD,84.471671,77.864795,6,2,8,6.3,5.1,1.2,214.717,37 38 39 40 41 42,49 50,37 38 39 40 41 42 49 50,34 35 36 37 38 39,48,34 35 36 37 38 39 48
4.6,1.5,inner,135.0,85.0,GOOD,GOOD,84.815919,78.13059,6,2,8,6.3,5.1,1.2,218.159,37 38 39 40 41 42,49 50,37 38 39 40 41 42 49 50,33 34 35 36 37 38,48,33 34 35 36 37 38 48
4.7,1.5,inner,85.0,115.0,GOOD,GOOD,77.898324,74.561817,6,1,7,5.7,5.1,0.6,208.983,33 34 35 36 37 38,48,33 34 35 36 37 38 48,36 37 38 39 40 41,49,36 37 38 39 40 41 49
4.8,1.5,inner,75.0,105.0,GOOD,GOOD,77.935761,77.309928,6,1,7,5.7,5.1,0.6,209.358,32 33 34 35 36 37,48,32 33 34 35 36 37 48,35 36 37 38 39 40,49,35 36 37 38 39 40 49
4.9,1.5,inner,115.0,75.0,GOOD,GOOD,85.091105,77.803873,7,1,8,6.4,5.8,0.6,210.911,35 36 37 38 39 40 41,49,35 36 37 38 39 40 41 49,32 33 34 35 36 37,48,32 33 34 35 36 37 48
5.0,1.5,inner,145.0,100.0,GOOD,GOOD,84.845082,80.385128,7,1,8,6.4,5.8,0.6,208.451,37 38 39 40 41 42 43,50,37 38 39 40 41 42 43 50,34 35 36 37 38 39,49,34 35 36 37 38 39 49
5.1,1.5,inner,145.0,100.0,GOOD,GOOD,81.500873,80.846408,7,1,8,6.1,5.5,0.6,205.009,37 38 39 40 41 42 43,50,37 38 39 40 41 42 43 50,34 35 36 37 38 39,49,34 35 36 37 38 39 49
5.2,1.5,inner,100.0,55.0,GOOD,GOOD,77.921142,76.022037,6,1,7,5.7,5.1,0.6,209.211,34 35 36 37 38 39,49,34 35 36 37 38 39 49,32 33 34 35 57 58,47 48,32 33 34 35 57 58 47 48
5.3,1.5,inner,120.0,70.0,GOOD,GOOD,74.942941,74.387416,7,1,8,5.5,4.9,0.6,199.429,35 36 37 38 39 40 41,50,35 36 37 38 39 40 41 50,32 33 34 35 36 58,48,32 33 34 35 36 58 48
5.4,1.5,inner,95.0,130.0,GOOD,GOOD,78.10547,72.474831,6,1,7,5.7,5.1,0.6,211.055,33 34 35 36 37 38,49,33 34 35 36 37 38 49,36 37 38 39 40 41 42,50,36 37 38 39 40 41 42 50
5.5,1.5,inner,85.0,120.0,GOOD,GOOD,77.890491,75.614793,6,1,7,5.7,5.1,0.6,208.905,32 33 34 35 36 37,49,32 33 34 35 36 37 49,35 36 37 38 39 40 41,50,35 36 37 38 39 40 41 50
5.6,1.5,inner,85.0,120.0,GOOD,GOOD,78.116924,75.982973,6,1,7,5.7,5.1,0.6,211.169,32 33 34 35 36 37,49,32 33 34 35 36 37 49,35 36 37 38 39 40 41,50,35 36 37 38 39 40 41 50
5.7,1.5,inner,45.0,110.0,GOOD,GOOD,82.472272,78.430114,7,2,9,6.1,4.9,1.2,214.723,31 32 33 34 56 57 58,47 48,31 32 33 34 56 57 58 47 48,34 35 36 37 38 39 40,50,34 35 36 37 38 39 40 50
5.8,1.5,inner,35.0,145.0,GOOD,GOOD,79.419806,76.923276,7,2,9,5.8,4.9,0.9,214.198,31 32 33 55 56 57 58,47 48,31 32 33 55 56 57 58 47 48,36 37 38 39 40 41 42 43,51,36 37 38 39 40 41 42 43 51
5.9,1.5,inner,35.0,100.0,GOOD,GOOD,82.663987,79.879609,7,2,9,6.1,5.2,0.9,216.64,31 32 33 55 56 57 58,47 48,31 32 33 55 56 57 58 47 48,33 34 35 36 37 38,50,33 34 35 36 37 38 50
6.0,1.5,inner,55.0,100.0,GOOD,GOOD,81.96572,80.379297,6,2,8,6.0,4.8,1.2,219.657,31 32 33 34 57 58,48 49,31 32 33 34 57 58 48 49,33 34 35 36 37 38,50,33 34 35 36 37 38 50
6.1,1.5,inner,55.0,100.0,GOOD,GOOD,81.719851,77.897752,6,2,8,6.0,4.8,1.2,217.199,31 32 33 34 57 58,48 49,31 32 33 34 57 58 48 49,33 34 35 36 37 38,50,33 34 35 36 37 38 50
6.2,1.5,inner,50.0,100.0,GOOD,GOOD,78.200658,77.788,6,2,8,5.7,4.5,1.2,212.007,31 32 33 56 57 58,48 49,31 32 33 56 57 58 48 49,33 34 35 36 37 38,50,33 34 35 36 37 38 50
6.3,1.5,inner,95.0,45.0,GOOD,GOOD,81.116354,78.503826,6,1,7,6.0,5.4,0.6,211.164,32 33 34 35 36 37,50,32 33 34 35 36 37 50,31 32 33 56 57 58,48 49,31 32 33 56 57 58 48 49
6.4,1.5,inner,95.0,45.0,GOOD,GOOD,80.841467,78.798259,6,1,7,6.0,5.4,0.6,208.415,32 33 34 35 36 37,50,32 33 34 35 36 37 50,31 32 33 56 57 58,48 49,31 32 33 56 57 58 48 49
6.5,1.5,inner,45.0,95.0,GOOD,GOOD,81.525998,80.247438,6,2,8,6.0,4.8,1.2,215.26,31 32 33 56 57 58,48 49,31 32 33 56 57 58 48 49,32 33 34 35 36 37,50,32 33 34 35 36 37 50
6.6,1.5,inner,45.0,95.0,GOOD,GOOD,81.225727,79.65659,6,2,8,6.0,4.8,1.2,212.257,31 32 33 56 57 58,48 49,31 32 33 56 57 58 48 49,32 33 34 35 36 37,50,32 33 34 35 36 37 50
6.7,1.5,inner,35.0,65.0,GOOD,GOOD,78.295271,76.747971,6,2,8,5.7,4.8,0.9,212.953,31 32 55 56 57 58,48 49,31 32 55 56 57 58 48 49,31 32 33 34 57 58,50,31 32 33 34 57 58 50
6.8,1.5,inner,35.0,65.0,GOOD,GOOD,84.54113,80.339649,6,2,8,6.3,5.4,0.9,215.411,31 32 55 56 57 58,48 49,31 32 55 56 57 58 48 49,31 32 33 34 57 58,50,31 32 33 34 57 58 50
6.9,1.5,inner,35.0,65.0,GOOD,GOOD,84.782408,80.909933,6,2,8,6.3,5.4,0.9,217.824,31 32 55 56 57 58,48 49,31 32 55 56 57 58 48 49,31 32 33 34 57 58,50,31 32 33 34 57 58 50
7.0,1.5,inner,50.0,110.0,GOOD,GOOD,91.134354,74.480256,6,2,8,6.9,5.7,1.2,221.344,31 32 33 56 57 58,49 50,31 32 33 56 57 58 49 50,33 34 35 36 37 38,51,33 34 35 36 37 38 51
7.1,1.5,inner,55.0,100.0,GOOD,GOOD,86.491432,77.307445,6,1,7,6.6,6.0,0.6,204.914,31 32 33 56 57 58,50,31 32 33 56 57 58 50,32 33 34 35 36 37,51,32 33 34 35 36 37 51
7.2,1.5,inner,55.0,25.0,GOOD,GOOD,86.989446,75.500012,6,1,7,6.6,6.0,0.6,209.894,31 32 33 56 57 58,50,31 32 33 56 57 58 50,31 55 56 57 58,49,31 55 56 57 58 49
7.3,1.5,inner,55.0,25.0,GOOD,GOOD,87.111604,75.774158,6,1,7,6.6,6.0,0.6,211.116,31 32 33 56 57 58,50,31 32 33 56 57 58 50,31 55 56 57 58,49,31 55 56 57 58 49
7.4,1.5,inner,45.0,105.0,GOOD,GOOD,82.748051,73.995856,5,2,7,6.2,5.0,1.2,207.481,31 32 56 57 58,49 50,31 32 56 57 58 49 50,32 33 34 35 36 37,51,32 33 34 35 36 37 51
7.5,1.5,inner,45.0,85.0,GOOD,GOOD,82.403249,73.864802,5,2,7,6.2,5.0,1.2,204.032,31 32 56 57 58,49 50,31 32 56 57 58 49 50,32 33 34 35 58,51,32 33 34 35 58 51
7.6,1.5,inner,35.0,75.0,GOOD,GOOD,82.559304,76.276558,5,2,7,6.2,5.0,1.2,205.593,31 55 56 57 58,49 50,31 55 56 57 58 49 50,31 32 33 34 58,51,31 32 33 34 58 51
7.7,1.5,inner,75.0,30.0,GOOD,GOOD,86.9419,68.571409,6,1,7,6.6,6.0,0.6,209.419,31 32 33 34 57 58,51,31 32 33 34 57 58 51,31 55 56 57,49 50,31 55 56 57 49 50
7.8,1.5,inner,110.0,30.0,GOOD,GOOD,73.647747,68.810603,6,1,7,5.4,4.8,0.6,196.477,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 55 56 57,49 50,31 55 56 57 49 50
7.9,1.5,inner,105.0,65.0,GOOD,GOOD,74.065387,66.627339,6,1,7,5.4,4.8,0.6,200.654,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 33 57,51,31 32 33 57 51
8.0,1.5,inner,110.0,65.0,GOOD,GOOD,74.506477,66.051998,6,1,7,5.4,4.8,0.6,205.065,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 33 57,51,31 32 33 57 51
8.1,1.5,inner,110.0,55.0,GOOD,GOOD,74.513139,66.52031,6,1,7,5.4,4.8,0.6,205.131,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 56 57,51,31 32 56 57 51
8.2,1.5,inner,110.0,55.0,GOOD,GOOD,70.935295,66.616295,6,1,7,5.1,4.5,0.6,199.353,32 33 34 35 36 37,52,32 33 34 35 36 37 52,31 32 56 57,51,31 32 56 57 51
8.3,1.5,inner,40.0,110.0,GOOD,GOOD,72.356433,70.33745,4,2,6,5.2,4.0,1.2,203.564,31 55 56 57,50 51,31 55 56 57 50 51,32 33 34 35 36 37,52,32 33 34 35 36 37 52
8.4,1.5,inner,40.0,120.0,GOOD,GOOD,72.649867,65.837052,4,2,6,5.2,4.0,1.2,206.499,31 55 56 57,50 51,31 55 56 57 50 51,32 33 34 35 36,53,32 33 34 35 36 53
8.5,1.5,inner,85.0,30.0,GOOD,GOOD,73.603057,66.274757,5,1,6,5.3,4.7,0.6,206.031,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,50,31 55 56 57 50
8.6,1.5,inner,75.0,30.0,GOOD,GOOD,65.952429,65.70715,4,1,5,4.6,4.0,0.6,199.524,31 32 33 57,52,31 32 33 57 52,31 55 56 57,51,31 55 56 57 51
8.7,1.5,inner,75.0,30.0,GOOD,GOOD,66.562056,66.133971,4,1,5,4.6,4.0,0.6,205.621,31 32 33 57,52,31 32 33 57 52,31 55 56 57,51,31 55 56 57 51
8.8,1.5,inner,90.0,35.0,GOOD,GOOD,73.28344,66.544665,5,1,6,5.3,4.7,0.6,202.834,31 32 33 34 57,52,31 32 33 34 57 52,31 55 56 57,51,31 55 56 57 51
8.9,1.5,inner,35.0,65.0,GOOD,GOOD,66.796728,66.366403,4,1,5,4.6,4.0,0.6,207.967,31 55 56 57,51,31 55 56 57 51,31 32 56 57,52,31 32 56 57 52
9.0,1.5,inner,70.0,110.0,GOOD,GOOD,66.675184,60.525479,4,1,5,4.6,4.0,0.6,206.752,31 32 56 57,52,31 32 56 57 52,32 33 34 35 36,53,32 33 34 35 36 53
