group_key,dataset,gt_x,gt_y,gt_h,initial_x,initial_y,initial_h,no_yaw_ok,with_yaw_ok,no_yaw_est_x,no_yaw_est_y,no_yaw_est_h,no_yaw_pos_err_cm,no_yaw_heading_err_deg,no_yaw_distance_rms_cm,no_yaw_angle_rms_deg,with_yaw_est_x,with_yaw_est_y,with_yaw_est_h,with_yaw_pos_err_cm,with_yaw_heading_err_deg,with_yaw_distance_rms_cm,with_yaw_angle_rms_deg,with_yaw_yaw_rms_deg,yaw_shift_pos_cm,yaw_shift_heading_deg,used_tag_count,used_distance_count,used_angle_count,used_yaw_count,with_yaw_cost,with_yaw_evaluations
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,8.2,2.85,20.0,True,True,7.762499999999999,3.059375,357.8125,24.480939652104933,2.1875,0.8107670654682009,1.8826300997150887,7.762499999999999,3.059375,357.8125,24.480939652104933,2.1875,0.8107670654682009,1.8826300997150887,5.01301012622374,0.0,0.0,4,4,4,4,0.4715284062095934,3143
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,8.2,2.85,110.0,True,True,7.893749999999999,2.9875000000000003,90.3125,10.698276730389908,0.3125,4.134058649423573,7.754848235080347,7.893749999999999,2.9875000000000003,90.3125,10.698276730389908,0.3125,4.134058649423573,7.754848235080347,12.859751749806197,0.0,0.0,6,6,6,6,7.087989134509121,2793
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,8.2,2.85,200.0,True,True,7.959375,2.996875,177.65625,4.07450150325169,2.34375,11.79826808691108,6.894654065196109,7.959375,2.996875,177.65625,4.07450150325169,2.34375,11.79826808691108,6.894654065196109,13.689021459568888,0.0,0.0,9,9,9,9,24.436196022673702,2773
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.2,2.85,290.0,True,True,7.953124999999999,3.0125,270.78125,4.851304592581348,0.78125,3.2862583483090617,5.451670781839203,7.953124999999999,3.0125,270.78125,4.851304592581348,0.78125,3.2862583483090617,5.451670781839203,14.428478972411519,0.0,0.0,6,6,6,6,4.027009989122325,3023
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,8.2,3.85,20.0,True,True,7.746874999999999,4.0406249999999995,356.09375,25.636430377492164,3.90625,0.468135672925798,1.6691993544889718,7.746874999999999,4.0406249999999995,356.09375,25.636430377492164,3.90625,0.468135672925798,1.6691993544889718,6.066326559977233,0.0,0.0,4,4,4,4,0.36391311915202934,3113
625_x8.000_y4.000_h90.0,625,8.0,4.0,90.0,8.2,3.85,110.0,True,True,7.9468749999999995,3.971875,87.5,6.0110575192723505,2.5,0.5517136079321235,1.922377482276867,7.9468749999999995,3.971875,87.5,6.0110575192723505,2.5,0.5517136079321235,1.922377482276867,6.891331993762168,0.0,0.0,2,2,2,2,0.24122825477373233,3723
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,8.2,3.85,200.0,True,True,7.824999999999999,3.84375,175.3125,23.460405473904377,4.6875,8.47884080972239,12.828155184401869,7.824999999999998,3.8437499999999996,175.3125,23.460405473904476,4.6875,8.478840809722382,12.828155184401874,10.772962494216072,9.930136612989092e-14,0.0,5,5,5,5,13.691567885236665,2753
625_x8.000_y4.000_h270.0,625,8.0,4.0,270.0,8.2,3.85,290.0,True,True,8.087500000000002,4.003125,266.40625,8.7555785788264,3.59375,0.24940852162233396,2.124168620000092,8.090625000000003,4.003125,266.40625,9.067886330342102,3.59375,0.19326663584482223,2.129050872840184,36.492380197007584,0.31250000000007105,0.0,2,2,2,2,0.8170304501449326,3443
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,9.2,2.85,20.0,True,True,8.721875,3.04375,357.96875,28.1544984194355,2.03125,0.8230157251215182,2.7003947365621768,8.721875,3.04375,357.96875,28.1544984194355,2.03125,0.8230157251215182,2.7003947365621768,6.447809383043135,0.0,0.0,3,3,3,3,0.679499621845608,3143
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,9.2,2.85,110.0,True,True,8.83125,2.9656249999999997,90.0,17.221557166818506,0.0,4.030280930197166,7.6581857156320465,8.83125,2.965625,90.0,17.221557166818496,0.0,4.030280930197152,7.658185715632042,11.0146805601292,4.440892098500626e-14,0.0,6,6,6,6,6.081574027117376,2833
625_x9.000_y3.000_h180.0,625,9.0,3.0,180.0,9.2,2.85,200.0,True,True,8.975,3.0781250000000004,180.9375,8.202752967754233,0.9375,7.2643926073170535,3.736023053906815,8.975,3.0781250000000004,180.9375,8.202752967754233,0.9375,7.2643926073170535,3.736023053906815,14.480663577096637,0.0,0.0,2,2,2,2,1.7141059625288362,2723
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,9.2,2.85,290.0,True,True,8.940624999999999,3.028125,271.25,6.569936263009053,1.25,3.95240465748563,4.171733619228976,8.940624999999999,3.028125,271.25,6.569936263009053,1.25,3.95240465748563,4.171733619228976,4.426633570707572,0.0,0.0,5,5,5,5,2.588351608060232,2773
625_x9.000_y4.000_h0.0,625,9.0,4.0,0.0,9.2,3.85,20.0,True,True,8.715625000000003,4.024999999999999,356.40625,28.547178604022903,3.59375,0.2448328649997732,0.6848839102616627,8.715625000000003,4.024999999999999,356.40625,28.547178604022903,3.59375,0.2448328649997732,0.6848839102616627,3.391208050065172,0.0,0.0,2,2,2,2,0.034207091876068046,4853
625_x9.000_y4.000_h90.0,625,9.0,4.0,90.0,9.2,3.85,110.0,True,True,8.784375,3.928125,85.625,22.728870682460155,4.375,1.5979472638387417,3.3453861429888194,8.784375,3.928125,85.625,22.728870682460155,4.375,1.5979472638387417,3.3453861429888194,12.5952613039234,0.0,0.0,2,2,2,2,0.8032137467386447,3243
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,9.2,3.85,200.0,True,True,8.753125,3.721875,170.9375,37.188813002030564,9.0625,9.949948697871172,16.61382131483269,8.753125,3.721875,170.9375,37.188813002030564,9.0625,9.949948697871172,16.61382131483269,8.824043134416197,0.0,0.0,4,4,4,4,13.531792328569438,3023
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,9.2,3.85,290.0,True,True,8.90625,4.01875,269.6875,9.560661587986468,0.3125,3.189759768298053,1.059976699282458,8.909375,4.01875,269.53125,9.254433059350456,0.46875,3.189279058597588,1.0545711707756653,9.420164397458217,0.31250000000007105,0.15625,5,5,5,5,1.282535623264719,3073
