group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,est_h,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,distance_residual_cm,distance_weight,measured_angle_deg,predicted_angle_deg,angle_residual_deg,angle_weight,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,yaw_weight
624_x2.000_y3.000_h270.0,624,2.0,3.0,270.0,1.99375,2.9875,270.15625,39,rear,2.171,2.1618485407302193,0.00915145926978056,0.915145926978056,0.5,-6.8,-8.451059810358743,1.6510598103587313,0.2,-2.3,-8.607309810358743,6.307309810358731,0.01
624_x2.000_y3.000_h270.0,624,2.0,3.0,270.0,1.99375,2.9875,270.15625,43,front,1.455,1.4300097674167784,0.02499023258322164,2.499023258322164,1.0,32.3,32.920600710436446,-0.620600710436463,0.5,-59.9,-57.235649289563554,-2.6643507104364517,0.05
624_x2.000_y3.000_h270.0,624,2.0,3.0,270.0,1.99375,2.9875,270.15625,45,front,2.823,2.8509592440944176,-0.027959244094417635,-2.7959244094417635,1.0,4.2,6.679759231592129,-2.4797592315921406,0.5,2.1,6.523509231592129,-4.423509231592135,0.05
624_x2.000_y3.000_h270.0,624,2.0,3.0,270.0,1.99375,2.9875,270.15625,46,front,2.915,2.9008720468677542,0.014127953132245796,1.4127953132245796,1.0,-14.5,-12.308073160711956,-2.191926839288044,0.5,16.3,-12.464323160711956,28.764323160711967,0.05
624_x2.000_y3.000_h270.0,624,2.0,3.0,270.0,1.99375,2.9875,270.15625,47,front,3.227,3.236622723285949,-0.009622723285949153,-0.9622723285949153,1.0,-25.9,-28.782120803674445,2.8821208036744395,0.5,-37.1,-28.938370803674445,-8.16162919632555,0.05
624_x2.000_y4.000_h90.0,624,2.0,4.0,90.0,1.9843750000000009,3.9999999999999996,88.75,38,front,1.315,1.3139021223759035,0.0010978776240964105,0.10978776240964105,1.0,28.7,28.121258186462057,0.5787418135379312,0.5,29.2,29.371258186462,-0.17125818646201196,0.05
624_x2.000_y4.000_h90.0,624,2.0,4.0,90.0,1.9843750000000009,3.9999999999999996,88.75,39,front,1.188,1.1877046935343631,0.0002953064656368021,0.029530646563680207,1.0,-17.3,-16.658635198805484,-0.641364801194527,0.5,-20.6,-15.408635198805541,-5.191364801194453,0.05
624_x2.000_y4.000_h180.0,624,2.0,4.0,180.0,2.01875,4.015625,178.90625,40,front,1.021,1.0248232117938707,-0.0038232117938707955,-0.38232117938707955,1.0,40.2,40.72479119141093,-0.5247911914109409,0.5,44.7,41.81854119141093,2.881458808589059,0.05
624_x2.000_y4.000_h180.0,624,2.0,4.0,180.0,2.01875,4.015625,178.90625,41,front,0.824,0.826808525086443,-0.0028085250864430256,-0.28085250864430256,1.0,-23.0,-23.613923622368475,0.6139236223684748,0.5,-30.3,-22.520173622368475,-7.779826377631537,0.05
624_x2.000_y4.000_h270.0,624,2.0,4.0,270.0,2.0156249999999996,3.978125,267.5,39,rear,1.12,1.19883891411729,-0.07883891411728983,-7.883891411728983,0.5,-16.8,-19.419548997309846,2.6195489973098347,0.2,-2.3,-16.919548997309903,14.619548997309892,0.01
624_x2.000_y4.000_h270.0,624,2.0,4.0,270.0,2.0156249999999996,3.978125,267.5,42,front,1.454,1.4161752968145205,0.03782470318547948,3.782470318547948,1.0,30.9,31.563990795275146,-0.66399079527514,0.5,-59.9,-55.936009204724854,-3.9639907952751514,0.05
624_x2.000_y4.000_h270.0,624,2.0,4.0,270.0,2.0156249999999996,3.978125,267.5,45,front,3.801,3.8385529922603867,-0.03755299226038655,-3.7552992260386553,1.0,1.1,2.629979117806897,-1.5299791178069029,0.5,-10.8,5.129979117806897,-15.929979117806909,0.05
624_x2.000_y4.000_h270.0,624,2.0,4.0,270.0,2.0156249999999996,3.978125,267.5,46,front,3.842,3.87102826137589,-0.029028261375890096,-2.9028261375890096,1.0,-12.7,-11.518160565132348,-1.1818394348676406,0.5,-14.3,-9.018160565132348,-5.281839434867663,0.05
624_x2.000_y4.000_h270.0,624,2.0,4.0,270.0,2.0156249999999996,3.978125,267.5,47,front,4.121,4.124220537874329,-0.003220537874328855,-0.3220537874328855,1.0,-22.6,-24.52718068021204,1.9271806802120466,0.5,-30.5,-22.02718068021204,-8.472819319787959,0.05
624_x3.000_y3.000_h0.0,624,3.0,3.0,0.0,2.9,2.9718750000000003,359.84375,41,rear,1.798,1.780588137742201,0.017411862257799005,1.7411862257799005,0.5,26.2,23.9737904518542,2.226209548145789,0.2,-2.3,24.1300404518542,-26.43004045185421,0.01
624_x3.000_y3.000_h0.0,624,3.0,3.0,0.0,2.9,2.9718750000000003,359.84375,42,rear,1.691,1.6202917061743578,0.07070829382564225,7.070829382564225,0.5,-6.3,-8.03409049130562,1.7340904913056079,0.2,-2.3,-7.877840491305619,5.577840491305608,0.01
624_x3.000_y3.000_h0.0,624,3.0,3.0,0.0,2.9,2.9718750000000003,359.84375,55,front,7.295,7.252096864035957,0.042903135964042605,4.2903135964042605,1.0,8.0,9.70267828952143,-1.7026782895214296,0.5,-6.6,9.85892828952143,-16.458928289521424,0.05
624_x3.000_y3.000_h90.0,624,3.0,3.0,90.0,2.9718750000000003,3.0031250000000003,90.78125,36,front,2.316,2.300019399416146,0.015980600583853644,1.5980600583853644,1.0,42.3,43.79029277941572,-1.4902927794157108,0.5,45.9,43.00904277941572,2.8909572205842835,0.05
624_x3.000_y3.000_h90.0,624,3.0,3.0,90.0,2.9718750000000003,3.0031250000000003,90.78125,37,front,2.226,2.2294969360668486,-0.0034969360668486438,-0.3496936066848644,1.0,15.4,16.897373126010564,-1.497373126010558,0.5,14.9,16.116123126010507,-1.2161231260105012,0.05
624_x3.000_y3.000_h90.0,624,3.0,3.0,90.0,2.9718750000000003,3.0031250000000003,90.78125,38,front,2.156,2.1688745320826297,-0.012874532082629564,-1.2874532082629564,1.0,-11.1,-8.267922923070586,-2.8320770769294086,0.5,-14.0,-9.049172923070614,-4.950827076929386,0.05
624_x3.000_y3.000_h90.0,624,3.0,3.0,90.0,2.9718750000000003,3.0031250000000003,90.78125,39,front,2.5,2.5061079154541264,-0.006107915454126367,-0.6107915454126367,1.0,-26.7,-30.49611976401542,3.7961197640154296,0.5,-39.0,-31.27736976401542,-7.722630235984582,0.05
624_x3.000_y3.000_h90.0,624,3.0,3.0,90.0,2.9718750000000003,3.0031250000000003,90.78125,46,rear,2.848,2.850064417335023,-0.002064417335023272,-0.2064417335023272,0.5,12.8,7.893920989420451,4.90607901057956,0.2,-2.3,7.112670989420451,-9.412670989420462,0.01
624_x3.000_y3.000_h180.0,624,3.0,3.0,180.0,3.015625,3.0125,180.0,40,front,2.425,2.4387407899621065,-0.013740789962106703,-1.3740789962106703,1.0,41.8,43.78510032547243,-1.9851003254724446,0.5,-52.4,43.78510032547243,-96.18510032547243,0.05
624_x3.000_y3.000_h180.0,624,3.0,3.0,180.0,3.015625,3.0125,180.0,41,front,1.894,1.8900943470168359,0.003905652983164032,0.3905652983164032,1.0,19.6,21.329965753772115,-1.7299657537721203,0.5,19.3,21.329965753772115,-2.029965753772103,0.05
624_x3.000_y3.000_h180.0,624,3.0,3.0,180.0,3.015625,3.0125,180.0,42,front,1.769,1.7603072574482557,0.008692742551744237,0.8692742551744237,1.0,-11.8,-8.576030875778116,-3.2239691242218953,0.5,9.2,-8.576030875778116,17.776030875778105,0.05
624_x3.000_y3.000_h180.0,624,3.0,3.0,180.0,3.015625,3.0125,180.0,43,front,2.136,2.162078083840868,-0.02607808384086807,-2.607808384086807,1.0,-29.7,-36.38294824714043,6.682948247140445,0.5,-46.6,-36.38294824714043,-10.217051752859561,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,37,rear,2.156,2.2003898614843647,-0.04438986148436452,-4.438986148436452,0.5,20.4,16.755982250129193,3.6440177498708124,0.2,-2.3,15.349732250129136,-17.649732250129148,0.01
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,38,rear,2.127,2.1552219388304037,-0.028221938830403914,-2.8221938830403914,0.5,-7.0,-8.682414097326216,1.682414097326216,0.2,-2.3,-10.088664097326273,7.7886640973262615,0.01
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,44,front,2.874,2.866351837796296,0.007648162203703901,0.7648162203703901,1.0,38.1,40.06935977153677,-1.969359771536773,0.5,-56.3,-51.33689022846323,-4.963109771536779,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,45,front,3.141,3.1479284103187295,-0.006928410318729483,-0.6928410318729483,1.0,24.8,26.61433751228762,-1.814337512287608,0.5,25.5,25.20808751228762,0.29191248771238065,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,46,front,2.849,2.874817597363554,-0.025817597363553713,-2.5817597363553713,1.0,5.6,9.21766118996851,-3.6176611899685156,0.5,-10.0,7.81141118996851,-17.81141118996851,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,47,front,2.906,2.9006229770657694,0.005377022934230702,0.5377022934230702,1.0,-13.2,-9.509453755492245,-3.6905462445077433,0.5,-14.8,-10.915703755492245,-3.884296244507766,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,48,front,3.178,3.218654469914601,-0.04065446991460098,-4.065446991460098,1.0,-25.2,-26.35628161120303,1.1562816112030418,0.5,-37.4,-27.76253161120303,-9.637468388796975,0.05
624_x3.000_y3.000_h270.0,624,3.0,3.0,270.0,3.0093750000000004,3.0031250000000003,271.40625,49,front,3.747,3.74992987050051,-0.002929870500510301,-0.2929870500510301,1.0,-31.2,-39.17197103966413,7.97197103966414,0.5,-51.1,-40.57822103966413,-10.521778960335865,0.05
624_x3.000_y4.000_h0.0,624,3.0,4.0,0.0,2.9,4.1125,356.09375,36,front,1.669,1.7061953619229175,-0.0371953619229175,-3.7195361922917503,1.0,-25.8,-25.62022418249751,-0.17977581750250238,0.5,60.8,68.28602581750249,-7.48602581750248,0.05
624_x3.000_y4.000_h0.0,624,3.0,4.0,0.0,2.9,4.1125,356.09375,40,rear,1.798,1.726374876496088,0.07162512350391204,7.162512350391204,0.5,22.0,15.80918769503856,6.19081230496144,0.2,11.5,19.71543769503856,-8.21543769503856,0.01
624_x3.000_y4.000_h0.0,624,3.0,4.0,0.0,2.9,4.1125,356.09375,41,rear,1.732,1.6779716422832587,0.054028357716741304,5.40283577167413,0.5,-12.4,-18.317345604463952,5.9173456044639465,0.2,-2.3,-14.411095604463952,12.11109560446394,0.01
624_x3.000_y4.000_h0.0,624,3.0,4.0,0.0,2.9,4.1125,356.09375,56,front,7.384,7.273174071845649,0.11082592815435177,11.082592815435177,1.0,4.6,6.8608408406951185,-2.260840840695124,0.5,7.6,10.767090840695118,-3.167090840695124,0.05
624_x3.000_y4.000_h0.0,624,3.0,4.0,0.0,2.9,4.1125,356.09375,57,front,7.133,7.1531534728198025,-0.02015347281980251,-2.015347281980251,1.0,-3.8,-1.1918682449327775,-2.608131755067234,0.5,14.6,2.7143817550672225,11.885618244932772,0.05
624_x3.000_y4.000_h90.0,624,3.0,4.0,90.0,3.2,3.85,110.0,38,front,1.21,1.4104736732129295,-0.20047367321292953,-20.047367321292953,1.0,-18.5,-3.003218072170455,-15.496781927829545,0.5,-22.6,-23.00321807217051,0.4032180721705174,0.05
624_x3.000_y4.000_h180.0,624,3.0,4.0,180.0,2.996875,4.0218750000000005,180.0,39,front,1.745,1.7336794776572744,0.011320522342725736,1.1320522342725736,1.0,40.8,42.808628600021166,-2.0086286000211544,0.5,-54.5,-47.191371399978834,-7.308628600021166,0.05
624_x3.000_y4.000_h180.0,624,3.0,4.0,180.0,2.996875,4.0218750000000005,180.0,40,front,1.847,1.8692196316243845,-0.02221963162438456,-2.221963162438456,1.0,19.5,21.27133636734621,-1.7713363673462084,0.5,-25.9,21.27133636734621,-47.171336367346214,0.05
624_x3.000_y4.000_h180.0,624,3.0,4.0,180.0,2.996875,4.0218750000000005,180.0,41,front,1.778,1.7713644546648215,0.0066355453351785165,0.6635545335178517,1.0,-13.3,-10.469390338551648,-2.8306096614483636,0.5,-14.8,-10.469390338551648,-4.330609661448364,0.05
624_x3.000_y4.000_h180.0,624,3.0,4.0,180.0,2.996875,4.0218750000000005,180.0,42,front,2.124,2.140682024787895,-0.01668202478789471,-1.6682024787894711,1.0,-29.8,-36.45168770434694,6.6516877043469265,0.5,-47.2,-36.45168770434694,-10.74831229565308,0.05
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,3.046875,3.9906249999999996,265.78125,38,rear,1.114,1.2106539631375783,-0.09665396313757824,-9.665396313757824,0.5,-13.8,-24.638555273629464,10.838555273629453,0.2,-2.3,-20.419805273629436,18.119805273629424,0.01
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,3.046875,3.9906249999999996,265.78125,45,front,4.153,4.074042426531982,0.0789575734680179,7.8957573468017905,1.0,14.3,15.473610394468267,-1.1736103944682554,0.5,-20.7,19.692360394468267,-40.392360394468255,0.05
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,3.046875,3.9906249999999996,265.78125,46,front,3.83,3.8590085112731694,-0.02900851127316928,-2.900851127316928,1.0,-0.5,2.071739515763113,-2.571739515763113,0.5,7.4,6.290489515763113,1.1095104842368926,0.05
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,3.046875,3.9906249999999996,265.78125,47,front,3.843,3.8704816581344197,-0.027481658134419717,-2.7481658134419717,1.0,-13.9,-11.89753829526677,-2.0024617047332356,0.5,11.5,-7.67878829526677,19.17878829526677,0.05
624_x3.000_y4.000_h270.0,624,3.0,4.0,270.0,3.046875,3.9906249999999996,265.78125,48,front,4.049,4.10679355006447,-0.057793550064469734,-5.779355006446973,1.0,-23.6,-25.150439480339628,1.5504394803396337,0.5,28.9,-20.931689480339628,49.831689480339634,0.05
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,4.1468750000000005,2.953125,5.9375,33,front,3.939,3.913677577203316,0.025322422796683952,2.532242279668395,1.0,-28.2,-28.998049767737967,0.7980497677379788,0.5,57.1,55.06445023226206,2.0355497677379333,0.05
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,4.1468750000000005,2.953125,5.9375,34,front,3.196,3.1746347299782287,0.021365270021771465,2.1365270021771465,1.0,-32.0,-38.97017491760681,6.970174917606812,0.5,-57.7,45.092325082393245,-102.79232508239325,0.05
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,4.1468750000000005,2.953125,5.9375,41,rear,2.882,2.969755637146161,-0.08775563714616075,-8.775563714616075,0.5,22.1,20.658128691421098,1.4418713085788966,0.2,-2.3,14.720628691421098,-17.02062869142111,0.01
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,4.1468750000000005,2.953125,5.9375,42,rear,2.743,2.858960343378002,-0.11596034337800232,-11.596034337800232,0.5,1.8,2.019145734498494,-0.21914573449848262,0.2,-2.3,-3.918354265501506,1.6183542655014946,0.01
624_x4.000_y3.000_h0.0,624,4.0,3.0,0.0,4.1468750000000005,2.953125,5.9375,57,front,5.773,5.9539382978835915,-0.18093829788359184,-18.093829788359184,1.0,-9.6,-1.8930336740768325,-7.706966325923162,0.5,16.1,-7.8305336740768325,23.930533674076827,0.05
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,4.000000000000001,3.0281250000000006,90.9375,35,front,2.594,2.5949742641948124,-0.0009742641948125019,-0.09742641948125019,1.0,35.0,36.274686555676965,-1.2746865556769649,0.5,37.3,35.33718655567691,1.9628134443231033,0.05
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,4.000000000000001,3.0281250000000006,90.9375,36,front,1.759,1.7429377096017742,0.01606229039822571,1.606229039822571,1.0,16.8,19.017104306675435,-2.2171043066754237,0.5,15.1,18.079604306675492,-2.9796043066754976,0.05
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,4.000000000000001,3.0281250000000006,90.9375,37,front,2.166,2.1560505170377358,0.009949482962264167,0.9949482962264167,1.0,-13.0,-10.000411172539827,-2.9995888274601725,0.5,-11.1,-10.93791117253977,-0.16208882746022368,0.05
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,4.000000000000001,3.0281250000000006,90.9375,38,front,2.495,2.52103669809841,-0.026036698098409694,-2.6036698098409694,1.0,-27.8,-31.955391692186993,4.155391692186981,0.5,-42.5,-32.89289169218699,-9.607108307813007,0.05
624_x4.000_y3.000_h90.0,624,4.0,3.0,90.0,4.000000000000001,3.0281250000000006,90.9375,48,rear,2.925,2.898142402970498,0.026857597029501967,2.6857597029501967,0.5,-3.1,-9.17324603930092,6.073246039300926,0.2,-2.3,-10.11074603930092,7.810746039300909,0.01
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,39,front,3.098,3.132353725470399,-0.034353725470399166,-3.4353725470399166,1.0,41.0,43.17532247573968,-2.1753224757396765,0.5,48.7,-45.26217752426032,93.96217752426031,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,40,front,3.174,3.1889353695570275,-0.014935369557027567,-1.4935369557027567,1.0,29.3,30.753128626396204,-1.4531286263961931,0.5,-37.5,32.315628626396204,-69.8156286263962,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,41,front,2.823,2.785643229858548,0.03735677014145189,3.735677014145189,1.0,10.0,13.092237168574002,-3.0922371685740018,0.5,-15.2,14.654737168574002,-29.85473716857399,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,42,front,2.707,2.6862393467905643,0.020760653209435542,2.0760653209435542,1.0,-10.5,-6.800815026768731,-3.6991849732312687,0.5,-2.1,-5.238315026768731,3.138315026768737,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,43,front,2.956,2.9591538029219846,-0.0031538029219846386,-0.31538029219846386,1.0,-25.1,-26.876037217722768,1.7760372177227737,0.5,31.6,-25.313537217722768,56.91353721772276,0.05
624_x4.000_y3.000_h180.0,624,4.0,3.0,180.0,3.95,2.9937500000000004,178.4375,44,front,3.468,3.5182524966877367,-0.05025249668773668,-5.025249668773668,1.0,-31.9,-42.069514059142506,10.1695140591425,0.5,-51.9,-40.507014059142506,-11.3929859408575,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,36,rear,1.722,1.7778168060137725,-0.05581680601377248,-5.581680601377248,0.5,24.5,20.27628279659777,4.223717203402231,0.2,-2.3,18.401282796597798,-20.70128279659781,0.01
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,37,rear,2.169,2.181835711025704,-0.012835711025704022,-1.2835711025704022,0.5,-6.0,-8.389744141322126,2.389744141322126,0.2,-2.3,-10.264744141322126,7.9647441413221145,0.01
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,45,front,3.643,3.649712215257877,-0.00671221525787713,-0.671221525787713,1.0,38.0,41.20323760175131,-3.2032376017513116,0.5,42.1,39.32823760175131,2.7717623982486828,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,46,front,3.142,3.1349808787371702,0.007019121262829664,0.7019121262829664,1.0,24.5,27.646753680757115,-3.146753680757115,0.5,25.8,25.771753680757115,0.028246319242896334,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,48,front,2.828,2.871911874123061,-0.04391187412306108,-4.391187412306108,1.0,-13.7,-8.697770727798627,-5.002229272201362,0.5,-17.8,-10.572770727798627,-7.2272292722013844,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,49,front,3.189,3.181531810239411,0.007468189760589272,0.7468189760589272,1.0,-25.5,-25.58201805780658,0.08201805780657878,0.5,-35.0,-27.45701805780658,-7.542981942193421,0.05
624_x4.000_y3.000_h270.0,624,4.0,3.0,270.0,3.98125,2.9781250000000004,271.875,50,front,3.557,3.5742344390496608,-0.01723443904966082,-1.7234439049660821,1.0,-32.2,-40.673562468971625,8.473562468971636,0.5,-54.9,-42.548562468971625,-12.351437531028381,0.05
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.94375,4.112500000000001,1.875,40,rear,2.804,2.733219079655055,0.07078092034494476,7.078092034494476,0.5,19.9,14.340154806006836,5.559845193993169,0.2,-2.3,12.465154806006836,-14.765154806006848,0.01
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.94375,4.112500000000001,1.875,41,rear,2.743,2.700107159904429,0.04289284009557104,4.289284009557104,0.5,-2.1,-6.859899052035786,4.7598990520357916,0.2,-2.3,-8.734899052035786,6.4348990520357745,0.01
624_x4.000_y4.000_h0.0,624,4.0,4.0,0.0,3.94375,4.112500000000001,1.875,55,front,6.609,6.550610295293017,0.05838970470698257,5.838970470698257,1.0,18.8,23.219902655709575,-4.4199026557095635,0.5,19.8,21.344902655709575,-1.5449026557095635,0.05
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.915625,4.025,86.5625,36,front,0.916,0.9063484651075265,0.009651534892473501,0.9651534892473501,1.0,37.3,39.81793895885494,-2.517938958854927,0.5,40.1,43.25543895885494,-3.155438958854944,0.05
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.915625,4.025,86.5625,37,front,1.218,1.1673953354471487,0.050604664552851286,5.060466455285129,1.0,-19.8,-19.802645927253195,0.0026459272531837996,0.5,-23.6,-16.365145927253252,-7.234854072746742,0.05
624_x4.000_y4.000_h90.0,624,4.0,4.0,90.0,3.915625,4.025,86.5625,49,rear,4.33,4.146283398667649,0.18371660133235146,18.371660133235146,0.5,-18.1,-25.223744172410704,7.12374417241071,0.2,-2.3,-21.786244172410704,19.486244172410693,0.01
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,38,front,1.803,1.7904694002602581,0.012530599739741799,1.25305997397418,1.0,37.3,38.412580242236004,-1.1125802422359925,0.5,-53.7,-45.962419757763996,-7.7375802422359925,0.05
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,40,front,2.786,2.817319924765542,-0.031319924765541796,-3.1319924765541796,1.0,8.3,9.700181519766488,-1.4001815197664769,0.5,-18.6,15.325181519766488,-33.92518151976648,0.05
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,41,front,2.757,2.729115872204251,0.027884127795749336,2.7884127795749336,1.0,-12.5,-10.994601590578384,-1.5053984094216162,0.5,-13.8,-5.369601590578384,-8.430398409421628,0.05
624_x4.000_y4.000_h180.0,624,4.0,4.0,180.0,3.9718750000000003,3.95,174.375,42,front,2.943,2.954239435367467,-0.011239435367466744,-1.1239435367466744,1.0,-25.6,-29.705560904814746,4.105560904814752,0.5,-35.3,-24.080560904814746,-11.219439095185237,0.05
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.978125,3.9531249999999996,268.75,46,front,4.033,4.033249172454352,-0.00024917245435140956,-0.024917245435140956,1.0,18.4,18.40980805222887,-0.009808052228862607,0.5,-25.9,19.65980805222887,-45.559808052228874,0.05
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.978125,3.9531249999999996,268.75,48,front,3.834,3.8353646113117326,-0.0013646113117324887,-0.13646113117324887,1.0,-10.5,-9.239368281598047,-1.260631718401953,0.5,-12.2,-7.989368281598047,-4.210631718401942,0.05
624_x4.000_y4.000_h270.0,624,4.0,4.0,270.0,3.978125,3.9531249999999996,268.75,49,front,4.071,4.073794589914294,-0.0027945899142940434,-0.27945899142940434,1.0,-21.0,-22.44834968939847,1.4483496893984693,0.5,-26.7,-21.19834968939847,-5.501650310601519,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.965625,3.281250000000001,356.40625,32,front,3.916,3.8618493742792803,0.0541506257207196,5.41506257207196,1.0,-28.8,-33.44435188105473,4.6443518810547175,0.5,56.4,60.14939811894527,-3.7493981189452654,0.05
