group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,est_h,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,distance_residual_cm,distance_weight,measured_angle_deg,predicted_angle_deg,angle_residual_deg,angle_weight,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,yaw_weight
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.965625,3.281250000000001,356.40625,41,rear,3.819,3.713924876264727,0.10507512373527295,10.507512373527295,0.5,15.4,2.8072068385935154,12.59279316140649,0.2,-7.9,6.400956838593515,-14.300956838593521,0.01
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.965625,3.281250000000001,356.40625,55,front,5.385,5.310069840838418,0.07493015916158186,7.4930159161581855,1.0,10.9,13.353095660754832,-2.453095660754826,0.5,9.3,16.946845660754832,-7.6468456607548205,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.965625,3.281250000000001,356.40625,56,front,5.188,5.106831169704043,0.08116883029595634,8.116883029595634,1.0,-1.0,2.3384911215149486,-3.3384911215149486,0.5,7.2,5.932241121514949,1.26775887848504,0.05
624_x5.000_y3.000_h0.0,624,5.0,3.0,0.0,4.965625,3.281250000000001,356.40625,57,front,4.847,5.103274191843878,-0.256274191843878,-25.6274191843878,1.0,-11.8,-9.1283818955593,-2.671618104440711,0.5,14.0,-5.534631895559301,19.5346318955593,0.05
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,34,front,2.595,2.5880910552474345,0.006908944752565649,0.6908944752565649,1.0,33.4,35.15778898855129,-1.7577889885512832,0.5,36.4,35.00153898855126,1.3984610114487452,0.05
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,35,front,2.204,2.186348058078375,0.017651941921625003,1.7651941921625003,1.0,10.9,14.307534237632893,-3.4075342376328877,0.5,11.1,14.151284237632922,-3.0512842376329274,0.05
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,36,front,1.73,1.713659728166232,0.01634027183376796,1.634027183376796,1.0,-16.9,-14.219766169816381,-2.6802338301836244,0.5,-19.6,-14.376016169816353,-5.223983830183641,0.05
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,37,front,2.493,2.5271193824005924,-0.034119382400592535,-3.4119382400592535,1.0,-28.5,-32.81961623919324,4.319616239193238,0.5,-42.0,-32.97586623919324,-9.024133760806762,0.05
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,48,rear,2.874,2.886222817202326,-0.012222817202325764,-1.2222817202325764,0.5,14.3,9.24318447730684,5.056815522693171,0.2,-2.3,9.08693447730684,-11.386934477306852,0.01
624_x5.000_y3.000_h90.0,624,5.0,3.0,90.0,4.965625,3.0250000000000004,90.15625,49,rear,2.944,2.8908342451903235,0.053165754809676447,5.316575480967645,0.5,-5.7,-9.485355536869235,3.785355536869247,0.2,-2.3,-9.641605536869235,7.341605536869224,0.01
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,38,front,3.184,3.1880095671746886,-0.0040095671746884776,-0.40095671746884776,1.0,39.9,40.8135930682711,-0.9135930682710978,0.5,-52.9,-45.436406931728925,-7.463593068271081,0.05
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,39,front,3.928,3.930143902976499,-0.0021439029764991346,-0.21439029764991346,1.0,30.8,30.944279383650013,-0.1442793836500016,0.5,-57.8,-55.30572061634996,-2.4942793836500528,0.05
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,40,front,4.044,4.088690372708549,-0.044690372708549475,-4.4690372708549475,1.0,20.7,21.390360042012475,-0.690360042012486,0.5,-31.1,25.140360042012475,-56.24036004201247,0.05
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,41,front,3.824,3.77403408941876,0.04996591058124,4.996591058124,1.0,5.2,7.511614159550334,-2.311614159550345,0.5,-10.8,11.261614159550334,-22.061614159550345,0.05
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,42,front,3.711,3.6875229795528823,0.023477020447117525,2.3477020447117525,1.0,-9.7,-7.060949015463677,-2.6390509845363113,0.5,-2.1,-3.3109490154636774,1.210949015463683,0.05
624_x5.000_y3.000_h180.0,624,5.0,3.0,180.0,4.956250000000001,2.959375,176.25,44,front,4.279,4.316057481884342,-0.0370574818843421,-3.7057481884342103,1.0,-28.8,-35.21635036311869,6.416350363118681,0.5,-44.7,-31.466350363118693,-13.233649636881296,0.05
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,35,rear,2.161,2.1887240475022014,-0.027724047502201365,-2.7724047502201365,0.5,17.8,13.597756775839741,4.20224322416027,0.2,-2.3,14.847756775839798,-17.14775677583981,0.01
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,36,rear,1.723,1.7030745372495917,0.019925462750408407,1.9925462750408407,0.5,-12.9,-14.80402344724223,1.9040234472422242,0.2,-2.3,-13.55402344724223,11.254023447242218,0.01
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,46,front,3.674,3.6759730534687884,-0.0019730534687885104,-0.19730534687885104,1.0,37.8,37.8088970022323,-0.008897002232288287,0.5,42.5,39.0588970022323,3.4411029977677003,0.05
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,47,front,3.183,3.1688694433411455,0.01413055665885432,1.413055665885432,1.0,24.8,24.491968175816424,0.3080318241835869,0.5,-30.8,25.741968175816424,-56.54196817581642,0.05
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,48,front,2.893,2.886046292842049,0.006953707157950628,0.6953707157950628,1.0,5.7,7.244286780928178,-1.5442867809281893,0.5,-10.1,8.494286780928178,-18.594286780928172,0.05
624_x5.000_y3.000_h270.0,624,5.0,3.0,270.0,4.9375,3.0093750000000004,268.75,49,front,2.873,2.9002446213276403,-0.02724462132764005,-2.724462132764005,1.0,-13.0,-11.452223124446732,-1.547776875553268,0.5,-11.4,-10.202223124446732,-1.1977768755532736,0.05
624_x5.000_y4.000_h0.0,624,5.0,4.0,0.0,4.8843749999999995,4.2281249999999995,357.1875,34,front,1.821,1.7977713960165331,0.023228603983466822,2.3228603983466822,1.0,-31.4,-35.63927978708762,4.239279787087611,0.5,54.6,57.17322021291238,-2.573220212912389,0.05
624_x5.000_y4.000_h0.0,624,5.0,4.0,0.0,4.8843749999999995,4.2281249999999995,357.1875,40,rear,3.817,3.639704182153148,0.177295817846852,17.7295817846852,0.5,15.6,4.5782463421123225,11.021753657887672,0.2,-2.3,7.3907463421123225,-9.690746342112334,0.01
624_x5.000_y4.000_h0.0,624,5.0,4.0,0.0,4.8843749999999995,4.2281249999999995,357.1875,55,front,5.773,5.732354357973526,0.04064564202647336,4.064564202647336,1.0,21.4,22.99335510713081,-1.5933551071308045,0.5,19.7,25.80585510713081,-6.105855107130822,0.05
624_x5.000_y4.000_h0.0,624,5.0,4.0,0.0,4.8843749999999995,4.2281249999999995,357.1875,56,front,5.408,5.367459070960637,0.04054092903936368,4.054092903936368,1.0,10.4,13.14257544729594,-2.742575447295934,0.5,8.9,15.95507544729594,-7.055075447295934,0.05
624_x5.000_y4.000_h0.0,624,5.0,4.0,0.0,4.8843749999999995,4.2281249999999995,357.1875,57,front,5.145,5.180747752158674,-0.03574775215867465,-3.574775215867465,1.0,-1.4,2.230735091836493,-3.630735091836499,0.5,10.5,5.043235091836493,5.456764908163507,0.05
624_x5.000_y4.000_h90.0,624,5.0,4.0,90.0,4.953125000000001,4.0375,92.03125,35,front,1.276,1.236058687678532,0.039941312321468025,3.9941312321468025,1.0,23.1,28.39137144331997,-5.291371443319974,0.5,24.1,26.36012144331994,-2.260121443319946,0.05
624_x5.000_y4.000_h90.0,624,5.0,4.0,90.0,4.953125000000001,4.0375,92.03125,36,front,0.814,0.7670504139063983,0.04694958609360167,4.694958609360167,1.0,-27.8,-30.38373631261578,2.5837363126157697,0.5,-40.7,-32.41498631261578,-8.285013687384208,0.05
624_x5.000_y4.000_h90.0,624,5.0,4.0,90.0,4.953125000000001,4.0375,92.03125,48,rear,3.962,3.8881863503649483,0.07381364963505188,7.381364963505188,0.5,12.1,8.614729211699455,3.4852707883005394,0.2,-2.3,6.583479211699455,-8.883479211699466,0.01
624_x5.000_y4.000_h90.0,624,5.0,4.0,90.0,4.953125000000001,4.0375,92.03125,49,rear,3.893,3.8940365188506365,-0.001036518850636714,-0.1036518850636714,0.5,-2.7,-5.260182441944266,2.560182441944278,0.2,-2.3,-7.291432441944266,4.991432441944255,0.01
624_x5.000_y4.000_h90.0,624,5.0,4.0,90.0,4.953125000000001,4.0375,92.03125,50,rear,4.105,3.946310194359097,0.15868980564090363,15.868980564090363,0.5,-18.3,-19.435814373363314,1.1358143733633028,0.2,-2.3,-21.467064373363314,19.167064373363303,0.01
624_x5.000_y4.000_h180.0,624,5.0,4.0,180.0,4.971875000000001,3.965625,177.5,38,front,2.587,2.59765305523629,-0.010653055236289788,-1.0653055236289788,1.0,25.2,25.81150522216231,-0.6115052221623216,0.5,-62.8,-61.68849477783772,-1.1115052221622932,0.05
624_x5.000_y4.000_h180.0,624,5.0,4.0,180.0,4.971875000000001,3.965625,177.5,40,front,3.743,3.78831594200229,-0.045315942002289944,-4.531594200228994,1.0,6.5,8.64072155646997,-2.1407215564699698,0.5,-14.1,11.14072155646997,-25.240721556469964,0.05
624_x5.000_y4.000_h180.0,624,5.0,4.0,180.0,4.971875000000001,3.965625,177.5,41,front,3.8,3.72657829772016,0.0734217022798398,7.34217022798398,1.0,-9.2,-6.6244050207860425,-2.575594979213946,0.5,-2.1,-4.1244050207860425,2.0244050207860482,0.05
624_x5.000_y4.000_h180.0,624,5.0,4.0,180.0,4.971875000000001,3.965625,177.5,42,front,3.9,3.892409850093647,0.007590149906353094,0.7590149906353094,1.0,-20.7,-20.73546487469045,0.035464874690461556,0.5,23.1,-18.23546487469045,41.335464874690445,0.05
624_x5.000_y4.000_h180.0,624,5.0,4.0,180.0,4.971875000000001,3.965625,177.5,43,front,4.276,4.321576510530438,-0.045576510530437986,-4.557651053043799,1.0,-28.2,-33.68962664236852,5.489626642368535,0.5,-38.7,-31.189626642368523,-7.510373357631465,0.05
624_x5.000_y4.000_h270.0,624,5.0,4.0,270.0,5.021875000000001,3.9562500000000003,266.875,46,front,4.48,4.494967495079647,-0.014967495079647009,-1.4967495079647009,1.0,30.0,29.129473400785514,0.8705265992144859,0.5,33.3,32.254473400785514,1.0455265992144973,0.05
624_x5.000_y4.000_h270.0,624,5.0,4.0,270.0,5.021875000000001,3.9562500000000003,266.875,47,front,4.085,4.071663613474469,0.013336386525531374,1.3336386525531374,1.0,17.9,17.870824271482178,0.029175728517827793,0.5,18.4,20.995824271482178,-2.595824271482172,0.05
624_x5.000_y4.000_h270.0,624,5.0,4.0,270.0,5.021875000000001,3.9562500000000003,266.875,48,front,3.851,3.8352416933894973,0.015758306610502704,1.5758306610502704,1.0,3.1,4.499740586231496,-1.399740586231502,0.5,-6.6,7.624740586231496,-14.22474058623149,0.05
624_x5.000_y4.000_h270.0,624,5.0,4.0,270.0,5.021875000000001,3.9562500000000003,266.875,49,front,3.809,3.82570132736241,-0.016701327362409923,-1.6701327362409923,1.0,-10.9,-9.595481233226963,-1.3045187667730431,0.5,7.4,-6.470481233226963,13.870481233226968,0.05
624_x5.000_y4.000_h270.0,624,5.0,4.0,270.0,5.021875000000001,3.9562500000000003,266.875,50,front,3.867,3.8664219677711738,0.0005780322288262418,0.05780322288262418,1.0,-22.1,-24.053930588574133,1.9539305885741385,0.5,25.9,-20.928930588574133,46.82893058857414,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,51,front,2.1544,2.1735858541065984,-0.019185854106598565,-1.9185854106598565,1.0,41.42,39.94186418183182,1.478135818168198,0.5,-53.319,-46.46438581816818,-6.854614181831835,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,55,front,4.2429,4.190857257532267,0.05204274246773277,5.204274246773277,1.0,-3.432,-0.7601442607504509,-2.671855739249537,0.5,-2.165,2.833605739249549,-4.998605739249541,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,56,front,4.2362,4.263923361681106,-0.027723361681105452,-2.772336168110545,1.0,-15.912,-14.583176351703742,-1.3288236482962645,0.5,16.22,-10.989426351703742,27.20942635170374,0.05
625_x6.000_y2.000_h0.0,625,6.0,2.0,0.0,5.859375,1.9406250000000003,356.40625,57,front,4.556,4.569420129028292,-0.013420129028292038,-1.3420129028292038,1.0,-24.683,-27.24109714526719,2.5580971452671974,0.5,27.658,-23.64734714526719,51.305347145267206,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,32,front,3.9265,3.936293279921584,-0.009793279921584297,-0.9793279921584297,1.0,35.876,38.34248182664217,-2.466481826642166,0.5,40.1,37.71748182664214,2.3825181733578518,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,33,front,3.4443,3.4340141075851807,0.010285892414819475,1.0285892414819475,1.0,22.887,25.566524184084926,-2.6795241840849258,0.5,-29.915,24.941524184084983,-54.856524184084975,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,34,front,3.1647,3.151777434501405,0.012922565498594718,1.2922565498594718,1.0,5.137,9.533965542829776,-4.396965542829776,0.5,4.948,8.90896554282972,-3.9609655428297117,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,35,front,3.1273,3.147826408979872,-0.020526408979872013,-2.0526408979872013,1.0,-12.235,-7.8128310771128895,-4.422168922887124,0.5,-13.68,-8.437831077112833,-5.242168922887174,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,36,front,2.9847,3.0106820151192224,-0.025982015119222268,-2.598201511922227,1.0,-26.126,-27.557725493462613,1.4317254934626078,0.5,-37.702,-28.182725493462613,-9.519274506537386,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,37,front,3.8665,3.9142520755628643,-0.04775207556286443,-4.775207556286443,1.0,-30.398,-36.673320008382746,6.275320008382749,0.5,-46.546,-37.298320008382746,-9.247679991617247,0.05
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,49,rear,1.8809,1.9259221445820147,-0.0450221445820147,-4.50221445820147,0.5,24.856,16.0829496172434,8.773050382756594,0.2,-2.342,15.4579496172434,-17.799949617243385,0.01
625_x6.000_y2.000_h90.0,625,6.0,2.0,90.0,5.9625,2.0312500000000004,90.625,50,rear,1.6707,1.7225257642038243,-0.05182576420382423,-5.182576420382423,0.5,-7.479,-14.060464419010941,6.581464419010928,0.2,4.681,-14.685464419010941,19.366464419010953,0.01
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,38,front,4.5996,4.561049095034937,0.03855090496506275,3.855090496506275,1.0,43.705,46.06201303270561,-2.357013032705595,0.5,-54.022,-44.875486967294364,-9.146513032705627,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,40,front,5.3612,5.391639593721597,-0.03043959372159666,-3.043959372159666,1.0,30.697,31.384307957153055,-0.6873079571530525,0.5,-37.594,30.446807957153055,-68.04080795715305,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,41,front,4.9928,4.960390883600552,0.03240911639944777,3.240911639944777,1.0,20.074,21.375662062026294,-1.3016620620262813,0.5,-28.766,20.438162062026294,-49.204162062026285,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,42,front,4.7263,4.693758368584381,0.0325416314156195,3.25416314156195,1.0,8.007,10.529795840219492,-2.522795840219487,0.5,-15.38,9.592295840219492,-24.972295840219488,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,44,front,4.7605,4.7960187708222035,-0.035518770822203116,-3.5518770822203116,1.0,-16.037,-14.267277129520295,-1.7697228704797112,0.5,-22.999,-15.204777129520295,-7.7942228704797,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,47,front,2.9821,2.953711854901338,0.028388145098662054,2.8388145098662054,1.0,-30.125,-38.28797802426328,8.162978024263282,0.5,53.564,50.77452197573672,2.789478024263275,0.05
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.903125,1.96875,180.9375,54,rear,4.6613,4.40588874756027,0.25541125243973006,25.541125243973006,0.5,18.963,17.554679837706715,1.408320162293279,0.2,-13.542,16.61717983770677,-30.159179837706773,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,33,rear,3.5008,3.462744912990258,0.03805508700974203,3.805508700974203,0.5,19.14,16.125353116100314,3.0146468838996725,0.2,20.627,23.625353116100314,-2.9983531161003043,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,34,rear,3.2293,3.2012182218836,0.028081778116400002,2.8081778116400002,0.5,2.289,0.17817419304981286,2.1108258069501744,0.2,-12.281,7.678174193049813,-19.95917419304982,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,35,rear,3.2967,3.2152213122133526,0.08147868778664735,8.147868778664735,0.5,-16.628,-16.848712015554497,0.22071201555451125,0.2,-2.342,-9.348712015554497,7.006712015554484,0.01
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,48,front,2.3498,2.3390021292733287,0.010797870726671377,1.0797870726671377,1.0,31.943,32.23954642070797,-0.2965464207079549,0.5,37.925,39.73954642070797,-1.814546420707984,0.05
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,49,front,1.9211,1.8823728028795776,0.038727197120422385,3.8727197120422385,1.0,7.428,9.65820897382173,-2.230208973821732,0.5,12.47,17.15820897382173,-4.68820897382173,0.05
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.0125,1.9531250000000002,262.5,50,front,1.6766,1.6563064492147657,0.020293550785234427,2.0293550785234427,1.0,-20.982,-21.2855539821183,0.3035539821183022,0.5,18.682,-13.785553982118302,32.46755398211832,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,33,front,1.7987,1.8777817451963228,-0.07908174519632283,-7.908174519632283,1.0,-31.527,-37.18464086801134,5.657640868011356,0.5,54.513,53.75285913198866,0.760140868011348,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,36,rear,1.5243,1.3864620124568738,0.13783798754312615,13.783798754312615,0.5,28.312,26.933557269734223,1.378442730265789,0.2,-63.938,-62.12894273026575,-1.8090572697342395,0.01
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,40,rear,4.8115,4.60595995936602,0.2055400406339798,20.55400406339798,0.5,9.035,6.649702380769128,2.385297619230869,0.2,-12.123,7.587202380769128,-19.71020238076912,0.01
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,55,front,4.8328,4.821320733929996,0.011479266070003824,1.1479266070003824,1.0,27.748,28.365979665765167,-0.6179796657651764,0.5,29.5,29.303479665765167,0.19652033423483317,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,56,front,4.4323,4.412674291822564,0.019625708177435364,1.9625708177435364,1.0,14.978,16.7369631762121,-1.7589631762120916,0.5,-21.399,17.6744631762121,-39.0734631762121,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,57,front,4.2661,4.216521693528952,0.049578306471047995,4.9578306471047995,1.0,0.371,3.411226437658229,-3.0402264376582195,0.5,6.191,4.348726437658229,1.8422735623417736,0.05
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.840624999999999,4.090624999999999,359.0625,58,front,3.5688,3.4667473035433676,0.1020526964566324,10.20526964566324,1.0,-13.621,-10.908645011591489,-2.7123549884085207,0.5,7.729,-9.971145011591489,17.700145011591474,0.05
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,34,front,1.2445,1.1916976172584617,0.052802382741538256,5.280238274153826,1.0,22.064,22.864392284960246,-0.8003922849602532,0.5,21.376,20.833142284960218,0.5428577150397871,0.05
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,35,front,1.2415,1.231818474017719,0.009681525982281114,0.9681525982281114,1.0,-22.088,-23.255798022168392,1.1677980221683981,0.5,-29.574,-25.287048022168392,-4.28695197783162,0.05
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,48,rear,4.2206,4.145335873754774,0.07526412624522649,7.526412624522649,0.5,23.022,23.553722942602775,-0.5317229426027836,0.2,-4.875,21.522472942602775,-26.397472942602775,0.01
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.028125,4.031249999999999,92.03125,49,rear,3.9523,3.8997867661214936,0.05251323387850659,5.251323387850659,0.5,9.714,10.595996786514434,-0.8819967865144349,0.2,3.135,8.564746786514434,-5.429746786514443,0.01
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,36,front,1.5854,1.5661506020028555,0.019249397997144424,1.9249397997144424,1.0,26.746,27.451442643356643,-0.7054426433566334,0.5,-63.255,-60.82980735664336,-2.425192643356638,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,40,front,4.744,4.762774923587415,-0.01877492358741506,-1.877492358741506,1.0,6.106,7.016898978356835,-0.9108989783568404,0.5,-8.459,8.735648978356835,-17.194648978356838,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,41,front,4.7235,4.715646746841732,0.00785325315826757,0.785325315826757,1.0,-6.53,-5.0820135807126405,-1.4479864192873606,0.5,-2.122,-3.3632635807126405,1.2412635807126549,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,42,front,4.7903,4.845364543153485,-0.055064543153484635,-5.5064543153484635,1.0,-16.544,-16.383298943356436,-0.1607010566435747,0.5,15.015,-14.664548943356436,29.67954894335645,0.05
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9625,3.975,178.28125,43,front,5.2388,5.198107618129872,0.04069238187012836,4.069238187012836,1.0,-24.057,-27.32634529441836,3.269345294418372,0.5,26.57,-25.60759529441836,52.17759529441835,0.05
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,48,front,4.0905,4.100114071767589,-0.009614071767589216,-0.9614071767589216,1.0,18.154,18.175814655417014,-0.021814655417017548,0.5,18.993,22.238314655417014,-3.245314655417019,0.05
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,49,front,3.8318,3.8441235325787364,-0.012323532578736529,-1.232353257873653,1.0,3.632,5.094100743125637,-1.4621007431256317,0.5,-10.386,9.156600743125637,-19.542600743125632,0.05
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,50,front,3.6665,3.6209734852555653,0.04552651474443481,4.552651474443481,1.0,-10.893,-9.422889791287162,-1.470110208712839,0.5,5.24,-5.360389791287162,10.60038979128717,0.05
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065624999999999,3.9499999999999997,265.9375,51,front,3.7092,3.738708238234904,-0.029508238234904116,-2.9508238234904116,1.0,-23.663,-26.52153037599936,2.858530375999351,0.5,-33.252,-22.45903037599936,-10.792969624000648,0.05
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,55,front,3.5449,3.5330312252649545,0.011868774735045662,1.1868774735045662,1.0,20.97,22.694371798876546,-1.7243717988765468,0.5,19.621,22.381871798876546,-2.7608717988765363,0.05
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,57,front,3.3048,3.3399230129790913,-0.03512301297909115,-3.512301297909115,1.0,-14.549,-11.692603314176665,-2.8563966858233414,0.5,-19.188,-12.005103314176722,-7.182896685823266,0.05
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.778124999999999,3.075,0.3125,58,front,2.9768,2.956716080798003,0.020083919201996814,2.0083919201996814,1.0,-28.278,-32.78823035550485,4.510230355504859,0.5,-44.592,-33.10073035550488,-11.491269644495105,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,32,front,2.576,2.563890281586172,0.01210971841382813,1.210971841382813,1.0,32.426,32.188787076184155,0.23721292381583226,0.5,34.502,33.5950370761841,0.9069629238159109,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,33,front,2.1993,2.1843362675522373,0.014963732447762723,1.4963732447762723,1.0,9.288,10.714482242229451,-1.42648224222944,0.5,9.978,12.120732242229451,-2.1427322422294424,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,34,front,2.1857,2.193699269151553,-0.007999269151552912,-0.7999269151552912,1.0,-15.866,-14.617427266121524,-1.2485727338784613,0.5,-17.72,-13.211177266121467,-4.508822733878532,0.05
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,50,rear,2.6911,2.7006142529076715,-0.009514252907671494,-0.9514252907671494,0.5,14.135,10.304781409667498,3.8302185903324926,0.2,5.36,11.711031409667498,-6.351031409667485,0.01
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.949999999999999,3.0093750000000004,88.59375,51,rear,2.5931,2.5525694030314288,0.04053059696857142,4.053059696857142,0.5,-11.581,-13.661816857005135,2.0808168570051464,0.2,-2.342,-12.255566857005135,9.913566857005122,0.01
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3437500000000004,179.0625,40,front,5.9548,5.863186168211398,0.09161383178860127,9.161383178860127,1.0,13.184,12.428036016840508,0.7559639831594893,0.5,-19.772,13.365536016840508,-33.1375360168405,0.05
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3437500000000004,179.0625,41,front,5.6912,5.715439776043867,-0.024239776043867067,-2.4239776043867067,1.0,2.612,2.6270903253588926,-0.015090325358897871,0.5,-2.244,3.5645903253588926,-5.808590325358892,0.05
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3437500000000004,179.0625,43,front,5.8958,5.9092552091047175,-0.013455209104717092,-1.3455209104717092,1.0,-16.083,-16.794707491289955,0.7117074912899568,0.5,-1.981,-15.857207491289955,13.87620749128996,0.05
