combo_index,rejection_score_threshold,min_score_gap,max_rejections,solver_success_rate,position_mean_error_m,position_median_error_m,position_p90_error_m,position_p95_error_m,position_max_error_m,heading_mean_abs_error_deg,heading_median_abs_error_deg,heading_p90_abs_error_deg,heading_p95_abs_error_deg,heading_max_abs_error_deg,position_within_5cm_rate,position_within_10cm_rate,heading_within_5deg_rate,heading_within_10deg_rate,joint_within_10cm_10deg_rate,samples_with_rejection,total_rejected_tags,combo_runtime_s
48,1.6,0.3,1,1.0,0.04183967697249572,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1243749576942288,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,2,2,0.4077897999995912
49,1.6,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.3836373000012827
50,1.6,0.5,1,1.0,0.04183967697249572,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1243749576942288,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,2,2,0.4025910999989719
51,1.8,0.05,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.3857348000019556
52,1.8,0.05,1,1.0,0.04185819455864927,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1172071623683182,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.388421700001345
53,1.8,0.1,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.3804251000001386
54,1.8,0.1,1,1.0,0.04185819455864927,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1172071623683182,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.3921580999995058
55,1.8,0.2,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.37897030000021914
56,1.8,0.2,1,1.0,0.04185819455864927,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1172071623683182,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.39255359999879147
57,1.8,0.3,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.3826618999992206
58,1.8,0.3,1,1.0,0.04185819455864927,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1172071623683182,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.39206100000228616
59,1.8,0.5,0,1.0,0.04223053440478594,0.03879504916850857,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1267474840822707,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,0,0,0.38247559999945224
60,1.8,0.5,1,1.0,0.04185819455864927,0.038172571852276786,0.07200329330718738,0.07422565966920235,0.11427054170269618,1.1172071623683182,0.83746109187922,2.0741747959150985,3.385801035393797,4.877939540716881,0.6666666666666666,0.9743589743589743,1.0,1.0,0.9743589743589743,1,1,0.389175600001181
