tag_id,camera_role,used_in_solution,hard_outlier,soft_outlier,meas_distance_m,true_distance_m,distance_error_m,meas_angle_deg,true_angle_deg,angle_error_deg,meas_yaw_deg,true_yaw_deg,yaw_error_deg,raw_distance_m,cal_distance_m,raw_angle_deg,cal_angle_deg,raw_yaw_deg,cal_yaw_deg,residual_to_final_position_m,residual_to_final_heading_deg,snapshot_path
39,front,True,False,False,1.6274,1.7314634695022455,-0.10406346950224554,16.2687,12.264371165320512,4.004328834679484,-46.3613,-47.73562883467946,1.37432883467946,1.7237,1.6274,15.3615,16.2687,-47.1376,-46.3613,0.0,0.0,/tmp/location_front_1782793652893.jpg
