group_key,dataset,gt_x,gt_y,gt_h,est_x,est_y,fixed_heading_deg,tag_id,camera_role,measured_distance_m,predicted_distance_m,residual_m,residual_cm,weight
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.896875,1.9656250000000004,180.0,41,front,4.9928,4.955306262608801,0.03749373739119921,3.749373739119921,1.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.896875,1.9656250000000004,180.0,42,front,4.7263,4.687960394057313,0.038339605942686816,3.8339605942686816,1.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.896875,1.9656250000000004,180.0,44,front,4.7605,4.789396899010355,-0.028896899010354637,-2.8896899010354637,1.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.896875,1.9656250000000004,180.0,47,front,2.9821,2.947458253521159,0.03464174647884111,3.4641746478841107,1.0
625_x6.000_y2.000_h180.0,625,6.0,2.0,180.0,5.896875,1.9656250000000004,180.0,54,rear,4.6613,4.4106275240888335,0.25067247591116626,25.067247591116626,0.5
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,33,rear,3.5008,3.463065499849808,0.03773450015019186,3.7734500150191863,0.5
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,34,rear,3.2293,3.205186836402833,0.024113163597166754,2.4113163597166754,0.5
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,35,rear,3.2967,3.222737214892024,0.07396278510797583,7.396278510797583,0.5
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,48,front,2.3498,2.3525592779460416,-0.002759277946041472,-0.2759277946041472,1.0
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,49,front,1.9211,1.8847573202537242,0.03634267974627581,3.6342679746275808,1.0
625_x6.000_y2.000_h270.0,625,6.0,2.0,270.0,6.034375,1.9468750000000001,270.0,50,front,1.6766,1.6430718658202388,0.033528134179761304,3.3528134179761304,1.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,33,front,1.7987,1.8685089727507338,-0.06980897275073383,-6.980897275073383,1.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,36,rear,1.5243,1.3896495174143728,0.13465048258562717,13.465048258562717,0.5
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,40,rear,4.8115,4.61148574553256,0.20001425446743948,20.001425446743948,0.5
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,55,front,4.8328,4.819372446828528,0.013427553171471374,1.3427553171471374,1.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,56,front,4.4323,4.408891672659921,0.023408327340078472,2.340832734007847,1.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,57,front,4.2661,4.210831364617919,0.055268635382081044,5.526863538208104,1.0
625_x6.000_y4.000_h0.0,625,6.0,4.0,0.0,5.846875,4.096875,0.0,58,front,3.5688,3.4593515694780153,0.10944843052198472,10.944843052198472,1.0
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.0375000000000005,4.03125,90.0,34,front,1.2445,1.1876848540332576,0.05681514596674231,5.681514596674231,1.0
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.0375000000000005,4.03125,90.0,35,front,1.2415,1.2366670176324757,0.0048329823675243855,0.48329823675243855,1.0
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.0375000000000005,4.03125,90.0,48,rear,4.2206,4.147760879378174,0.0728391206218264,7.28391206218264,0.5
625_x6.000_y4.000_h90.0,625,6.0,4.0,90.0,6.0375000000000005,4.03125,90.0,49,rear,3.9523,3.9007461225386098,0.051553877461390396,5.15538774613904,0.5
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9593750000000005,3.971875,180.0,36,front,1.5854,1.565737895131239,0.019662104868760855,1.9662104868760855,1.0
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9593750000000005,3.971875,180.0,40,front,4.744,4.7603897063423295,-0.016389706342329724,-1.6389706342329724,1.0
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9593750000000005,3.971875,180.0,41,front,4.7235,4.712224544336784,0.011275455663215972,1.1275455663215972,1.0
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9593750000000005,3.971875,180.0,42,front,4.7903,4.841110167745619,-0.05081016774561853,-5.081016774561853,1.0
625_x6.000_y4.000_h180.0,625,6.0,4.0,180.0,5.9593750000000005,3.971875,180.0,43,front,5.2388,5.193204468943044,0.04559553105695624,4.559553105695624,1.0
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065625,3.95,270.0,48,front,4.0905,4.101462439255662,-0.010962439255662204,-1.0962439255662204,1.0
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065625,3.95,270.0,49,front,3.8318,3.8446091011473453,-0.012809101147345459,-1.2809101147345459,1.0
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065625,3.95,270.0,50,front,3.6665,3.620473952485365,0.04602604751463524,4.602604751463524,1.0
625_x6.000_y4.000_h270.0,625,6.0,4.0,270.0,6.065625,3.95,270.0,51,front,3.7092,3.737093675655589,-0.02789367565558898,-2.789367565558898,1.0
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.781249999999999,3.075,0.0,55,front,3.5449,3.530026779289359,0.01487322071064101,1.487322071064101,1.0
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.781249999999999,3.075,0.0,57,front,3.3048,3.336928087702821,-0.03212808770282072,-3.212808770282072,1.0
625_x7.000_y3.000_h0.0,625,7.0,3.0,0.0,6.781249999999999,3.075,0.0,58,front,2.9768,2.9542620165618367,0.022537983438163156,2.2537983438163156,1.0
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.90625,3.015625,90.0,32,front,2.576,2.583950841855355,-0.007950841855354884,-0.7950841855354884,1.0
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.90625,3.015625,90.0,33,front,2.1993,2.1881503497531885,0.011149650246811582,1.1149650246811582,1.0
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.90625,3.015625,90.0,34,front,2.1857,2.177705662647044,0.007994337352956293,0.7994337352956293,1.0
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.90625,3.015625,90.0,50,rear,2.6911,2.6985370023635027,-0.007437002363502643,-0.7437002363502643,0.5
625_x7.000_y3.000_h90.0,625,7.0,3.0,90.0,6.90625,3.015625,90.0,51,rear,2.5931,2.56785697676584,0.025243023234160056,2.5243023234160056,0.5
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3656250000000014,180.0,40,front,5.9548,5.858365879769717,0.09643412023028297,9.643412023028297,1.0
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3656250000000014,180.0,41,front,5.6912,5.714166674262311,-0.022966674262311138,-2.2966674262311138,1.0
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3656250000000014,180.0,43,front,5.8958,5.915013802287364,-0.019213802287363357,-1.9213802287363357,1.0
625_x7.000_y3.000_h180.0,625,7.0,3.0,180.0,6.9593750000000005,3.3656250000000014,180.0,55,rear,3.5862,3.474669161409471,0.1115308385905287,11.15308385905287,0.5
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,33,rear,2.1368,2.1738737206022343,-0.03707372060223424,-3.707372060223424,0.5
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,34,rear,2.1993,2.218135918541738,-0.01883591854173794,-1.883591854173794,0.5
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,48,front,3.7479,3.789731448681423,-0.041831448681422856,-4.183144868142286,1.0
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,49,front,3.2627,3.241251988526192,0.021448011473808037,2.1448011473808037,1.0
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,50,front,2.717,2.7138122545830243,0.0031877454169757513,0.31877454169757513,1.0
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,51,front,2.5462,2.5312920521198263,0.014907947880173467,1.4907947880173467,1.0
625_x7.000_y3.000_h270.0,625,7.0,3.0,270.0,7.031249999999999,2.984375,270.0,52,front,3.0156,3.0551680728112163,-0.039568072811216215,-3.9568072811216215,1.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.7875,4.178125,0.0,32,front,1.7937,1.8377934502073405,-0.04409345020734046,-4.409345020734046,1.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.7875,4.178125,0.0,55,front,4.075,4.074876963249934,0.00012303675006641868,0.012303675006641868,1.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.7875,4.178125,0.0,56,front,3.5334,3.556802955692795,-0.023402955692795047,-2.3402955692795047,1.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.7875,4.178125,0.0,57,front,3.2789,3.282966991248161,-0.0040669912481607895,-0.40669912481607895,1.0
625_x7.000_y4.000_h0.0,625,7.0,4.0,0.0,6.7875,4.178125,0.0,58,front,2.5898,2.5200341794557084,0.06976582054429148,6.976582054429148,1.0
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.846875,4.0062500000000005,90.0,33,front,1.2594,1.2703784192613634,-0.010978419261363337,-1.0978419261363337,1.0
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.846875,4.0062500000000005,90.0,34,front,1.2716,1.2059275799669729,0.0656724200330272,6.56724200330272,1.0
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.846875,4.0062500000000005,90.0,51,rear,3.5471,3.549991032118955,-0.002891032118955028,-0.2891032118955028,0.5
625_x7.000_y4.000_h90.0,625,7.0,4.0,90.0,6.846875,4.0062500000000005,90.0,52,rear,4.153,4.028381973959893,0.12461802604010686,12.461802604010686,0.5
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,35,front,1.8888,1.8468436968582376,0.04195630314176246,4.195630314176246,1.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,40,front,5.7227,5.696683828388671,0.026016171611328964,2.6016171611328964,1.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,41,front,5.5535,5.649863417873481,-0.0963634178734809,-9.63634178734809,1.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,42,front,5.8507,5.748336206297002,0.10236379370299797,10.236379370299797,1.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,43,front,6.1236,6.041514225806723,0.08208577419327678,8.208577419327678,1.0
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,57,rear,3.274,3.1293200764103686,0.14467992358963144,14.467992358963144,0.5
625_x7.000_y4.000_h180.0,625,7.0,4.0,180.0,6.9,3.934375,180.0,58,rear,2.5779,2.45421966022298,0.12368033977702009,12.368033977702009,0.5
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.93125,4.05,270.0,34,rear,1.1696,1.1778058254653017,-0.008205825465301686,-0.8205825465301686,0.5
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.93125,4.05,270.0,48,front,4.5555,4.5862268328659885,-0.030726832865988207,-3.0726832865988207,1.0
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.93125,4.05,270.0,49,front,4.1858,4.167148492974542,0.018651507025458258,1.8651507025458258,1.0
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.93125,4.05,270.0,50,front,3.7844,3.74289347463964,0.04150652536036015,4.150652536036015,1.0
625_x7.000_y4.000_h270.0,625,7.0,4.0,270.0,6.93125,4.05,270.0,51,front,3.5588,3.5986423221126045,-0.0398423221126043,-3.98423221126043,1.0
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.0562500000000004,0.0,31,front,2.1613,2.1506325377665063,0.010667462233493907,1.0667462233493907,1.0
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.0562500000000004,0.0,55,front,2.6443,2.6398381224044787,0.004461877595521191,0.4461877595521191,1.0
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.0562500000000004,0.0,56,front,2.2982,2.302953606241342,-0.004753606241342023,-0.4753606241342023,1.0
625_x8.000_y3.000_h0.0,625,8.0,3.0,0.0,7.762499999999999,3.0562500000000004,0.0,57,front,2.3812,2.391494368067799,-0.010294368067798931,-1.0294368067798931,1.0
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,32,front,2.1818,2.2229935651335118,-0.0411935651335118,-4.11935651335118,1.0
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,33,front,2.2043,2.1988406924161197,0.005459307583880246,0.5459307583880246,1.0
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,34,front,2.5907,2.563454776395518,0.027245223604481783,2.7245223604481783,1.0
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,51,rear,2.5502,2.4963674390251525,0.05383256097484734,5.383256097484734,0.5
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,52,rear,2.723,2.7237199545153317,-0.0007199545153317999,-0.07199545153317999,0.5
625_x8.000_y3.000_h90.0,625,8.0,3.0,90.0,7.834374999999999,2.9875,90.0,58,front,2.2575,2.2117245286484044,0.04577547135159543,4.577547135159543,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,35,front,3.2644,3.277564835361766,-0.013164835361765714,-1.3164835361765714,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,36,front,3.8235,3.79677906257396,0.02672093742603998,2.672093742603998,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,40,front,6.8588,6.916786193746341,-0.057986193746341286,-5.798619374634129,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,41,front,6.7233,6.735497847227033,-0.012197847227032987,-1.2197847227032987,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,42,front,6.9066,6.678381634048776,0.22821836595122402,22.821836595122402,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,43,front,6.8506,6.787833325148754,0.06276667485124587,6.276667485124587,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,48,front,4.4216,4.433072439065258,-0.0114724390652583,-1.14724390652583,1.0
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,56,rear,2.2404,2.0858526434050906,0.1545473565949096,15.454735659490959,0.5
625_x8.000_y3.000_h180.0,625,8.0,3.0,180.0,7.949999999999999,2.9625,180.0,57,rear,2.4148,2.22658510953433,0.18821489046566997,18.821489046566995,0.5
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,32,rear,2.1223,2.1409921218035812,-0.018692121803581152,-1.8692121803581152,0.5
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,33,rear,2.1993,2.199328821623769,-2.88216237689376e-05,-0.00288216237689376,0.5
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,50,front,3.0917,3.1218639889695696,-0.030163988969569733,-3.0163988969569733,1.0
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,51,front,2.6106,2.5730715624764495,0.037528437523550284,3.7528437523550284,1.0
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,52,front,2.7115,2.723232870252745,-0.011732870252744831,-1.1732870252744831,1.0
625_x8.000_y3.000_h270.0,625,8.0,3.0,270.0,8.021874999999998,3.0125,270.0,53,front,3.2846,3.293745552653545,-0.009145552653544886,-0.9145552653544886,1.0
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.034375,0.0,55,front,3.2581,3.2544619611004832,0.003638038899516971,0.3638038899516971,1.0
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.034375,0.0,56,front,2.631,2.6326787985339197,-0.0016787985339199452,-0.16787985339199452,1.0
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.034375,0.0,57,front,2.3066,2.313281793524084,-0.006681793524084156,-0.6681793524084156,1.0
625_x8.000_y4.000_h0.0,625,8.0,4.0,0.0,7.746874999999999,4.034375,0.0,58,front,1.6486,1.6444710870824106,0.0041289129175894335,0.41289129175894335,1.0
625_x8.000_y4.000_h90.0,625,8.0,4.0,90.0,7.9468749999999995,3.9781249999999995,90.0,32,front,1.242,1.2412219911240705,0.0007780088759294923,0.07780088759294923,1.0
625_x8.000_y4.000_h90.0,625,8.0,4.0,90.0,7.9468749999999995,3.9781249999999995,90.0,33,front,1.2847,1.2844578744552122,0.0002421255447877524,0.02421255447877524,1.0
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.796874999999999,3.76875,180.0,34,front,1.9322,1.9280605742883181,0.004139425711681799,0.4139425711681799,1.0
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.796874999999999,3.76875,180.0,35,front,2.7435,2.6597894800387865,0.08371051996121359,8.37105199612136,1.0
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.796874999999999,3.76875,180.0,40,front,6.4894,6.607825291132098,-0.11842529113209821,-11.842529113209821,1.0
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.796874999999999,3.76875,180.0,57,rear,2.2409,2.228125350631109,0.012774649368890945,1.2774649368890945,0.5
625_x8.000_y4.000_h180.0,625,8.0,4.0,180.0,7.796874999999999,3.76875,180.0,58,rear,1.5858,1.7078949259614904,-0.1220949259614903,-12.20949259614903,0.5
625_x8.000_y4.000_h270.0,625,8.0,4.0,270.0,8.087499999999999,4.0,270.0,51,front,3.557,3.5555634223003247,0.001436577699675201,0.1436577699675201,1.0
625_x8.000_y4.000_h270.0,625,8.0,4.0,270.0,8.087499999999999,4.0,270.0,53,front,4.1551,4.154128217809364,0.0009717821906356505,0.09717821906356505,1.0
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.731250000000001,3.046875,0.0,55,front,1.8567,1.860134088748711,-0.003434088748710984,-0.3434088748710984,1.0
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.731250000000001,3.046875,0.0,56,front,1.3536,1.3468755800462777,0.006724419953722194,0.6724419953722194,1.0
625_x9.000_y3.000_h0.0,625,9.0,3.0,0.0,8.731250000000001,3.046875,0.0,57,front,1.4977,1.499616226947747,-0.0019162269477470684,-0.19162269477470684,1.0
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,31,front,1.3935,1.3797423899047239,0.013757610095276096,1.3757610095276096,1.0
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,32,front,2.2276,2.2136144791946046,0.013985520805395169,1.3985520805395169,1.0
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,33,front,2.597,2.5689081459834253,0.028091854016574658,2.8091854016574658,1.0
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,52,rear,2.6632,2.611807623562654,0.05139237643734562,5.139237643734562,0.5
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,53,rear,2.9769,2.930574015871293,0.04632598412870692,4.632598412870692,0.5
625_x9.000_y3.000_h90.0,625,9.0,3.0,90.0,8.775,2.96875,90.0,58,front,1.7561,1.750032588982274,0.006067411017725899,0.6067411017725899,1.0
625_x9.000_y3.000_h180.0,625,9.0,3.0,180.0,8.840625000000003,2.8624999999999994,180.0,34,front,3.3052,3.304398642813094,0.0008013571869063263,0.08013571869063263,1.0
625_x9.000_y3.000_h180.0,625,9.0,3.0,180.0,8.840625000000003,2.8624999999999994,180.0,56,rear,1.1911,1.1897060101659545,0.0013939898340455947,0.13939898340455947,0.5
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.98125,3.0312500000000004,270.0,32,rear,2.205,2.181150069344152,0.023849930655848173,2.3849930655848173,0.5
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.98125,3.0312500000000004,270.0,51,front,2.9696,2.9421744722228826,0.027425527777117154,2.7425527777117154,1.0
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.98125,3.0312500000000004,270.0,52,front,2.7016,2.717547722672042,-0.01594772267204192,-1.594772267204192,1.0
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.98125,3.0312500000000004,270.0,53,front,2.9077,2.955252210049085,-0.04755221004908483,-4.755221004908483,1.0
625_x9.000_y3.000_h270.0,625,9.0,3.0,270.0,8.98125,3.0312500000000004,270.0,54,front,2.6258,2.573177146058934,0.052622853941065806,5.262285394106581,1.0
625_x9.000_y4.000_h0.0,625,9.0,4.0,0.0,8.718750000000002,4.028125000000001,0.0,56,front,1.8428,1.841885603973547,0.000914396026453046,0.0914396026453046,1.0
625_x9.000_y4.000_h0.0,625,9.0,4.0,0.0,8.718750000000002,4.028125000000001,0.0,57,front,1.3516,1.3511356623688813,0.0004643376311186387,0.04643376311186387,1.0
625_x9.000_y4.000_h90.0,625,9.0,4.0,90.0,8.803125000000001,3.9093750000000007,90.0,32,front,1.3089,1.3093381558062074,-0.0004381558062074298,-0.04381558062074298,1.0
625_x9.000_y4.000_h90.0,625,9.0,4.0,90.0,8.803125000000001,3.9093750000000007,90.0,58,front,0.8841,0.8851293161171414,-0.00102931611714141,-0.102931611714141,1.0
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.709375,3.64375,180.0,33,front,1.9644,1.9925820442644264,-0.028182044264426498,-2.81820442644265,1.0
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.709375,3.64375,180.0,34,front,2.779,2.6983667658650483,0.0806332341349516,8.06332341349516,1.0
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.709375,3.64375,180.0,40,front,7.4125,7.52883594608921,-0.11633594608920994,-11.633594608920994,1.0
625_x9.000_y4.000_h180.0,625,9.0,4.0,180.0,8.709375,3.64375,180.0,57,rear,1.1804,1.3216687191293444,-0.14126871912934447,-14.126871912934448,0.5
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.90625,4.01875,270.0,50,front,4.4872,4.447215772255715,0.03998422774428434,3.998422774428434,1.0
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.90625,4.01875,270.0,51,front,3.7775,3.797706956177635,-0.020206956177635238,-2.020695617763524,1.0
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.90625,4.01875,270.0,52,front,3.6698,3.689106006202586,-0.019306006202586268,-1.9306006202586268,1.0
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.90625,4.01875,270.0,53,front,3.9027,3.9365852111951036,-0.03388521119510379,-3.3885211195103793,1.0
625_x9.000_y4.000_h270.0,625,9.0,4.0,270.0,8.90625,4.01875,270.0,55,front,2.5722,2.532721485872459,0.03947851412754089,3.9478514127540887,1.0
