sample_uid,observation_uid,tag_id,camera_role,pass1_estimated_x_m,pass1_estimated_y_m,pass1_estimated_heading_deg,measured_distance_m,predicted_distance_m,distance_residual_m_signed,distance_residual_sigma_signed,distance_residual_sigma_abs,measured_angle_deg,predicted_angle_deg,angle_residual_deg_signed,angle_residual_sigma_signed,angle_residual_sigma_abs,gt_distance_error_m,gt_angle_error_deg,gt_yaw_error_deg,measured_yaw_deg
main29_s011,main29_s011_o066,43,front,4.0348269179096565,3.9255296248728273,220.11959351968136,3.543,3.51293037373399,-0.030069626266010285,-0.6013925253202057,0.6013925253202057,-0.1,2.319828103828513,2.4198281038285074,0.8066093679428358,0.8066093679428358,0.011,-1.0,-0.0,-39.1
repeat10_s008,repeat10_s008_o052,51,front,6.027791298254658,3.981003207998052,260.4986423307292,3.766,3.795867993208135,0.029867993208135157,0.5973598641627031,0.5973598641627031,-27.5,-32.4378118241745,-4.937811824174503,-1.1638534083656358,1.1638534083656358,-0.059,5.7,56.6,33.4
main29_s010,main29_s010_o061,46,front,3.944856023416039,2.9803154446111586,254.62262169855254,3.143,3.1132063133093872,-0.029793686690612553,-0.5958737338122511,0.5958737338122511,7.6,9.370539130395741,1.770539130395747,0.5901797101319156,0.5901797101319156,-0.011,2.2,-5.2,20.2
main29_s013,main29_s013_o080,36,front,4.886582267306994,1.958184639452872,115.13396871044469,2.764,2.7344320516759844,-0.029567948324015436,-0.5913589664803087,0.5913589664803087,17.8,18.303282021997063,0.5032820219970517,0.16776067399901726,0.16776067399901726,0.055,2.1,3.6,-5.7
main29_s002,main29_s002_o011,44,rear,2.0273005543499134,2.014521233753247,70.80143271452341,1.434,1.4634518460003607,0.02945184600036077,0.5890369200072154,0.5890369200072154,15.0,13.270114318110586,-1.7298856818894137,-0.4077379654471731,0.4077379654471731,-0.003,3.2,-3.0,-61.2
main29_s015,main29_s015_o099,49,front,5.018093128283976,3.9672444107794367,245.55706065840047,3.817,3.845351727505159,0.02835172750515902,0.5670345501031804,0.5670345501031804,-26.8,-31.383415754798932,-4.583415754798921,-1.080321453738525,1.080321453738525,-0.064,5.4,-21.0,-28.1
main29_s010,main29_s010_o060,45,front,3.944856023416039,2.9803154446111586,254.62262169855254,3.588,3.6159752076002656,0.027975207600265506,0.5595041520053101,0.5595041520053101,22.7,23.188937313367887,0.4889373133678987,0.16297910445596622,0.16297910445596622,-0.076,3.8,-81.2,-42.2
main29_s011,main29_s011_o069,35,rear,4.0348269179096565,3.9255296248728273,220.11959351968136,1.828,1.8556309215525988,0.02763092155259872,0.5526184310519744,0.5526184310519744,0.8,-0.9106092128858165,-1.710609212885828,-0.5702030709619427,0.5702030709619427,-0.006,-0.6,-0.9,50.5
main29_s018,main29_s018_o118,57,front,6.98677859248358,1.1275170327157895,25.007843910354325,4.225,4.197619326591087,-0.027380673408912592,-0.5476134681782518,0.5476134681782518,-13.8,-13.529710915600901,0.2702890843991099,0.09009636146636997,0.09009636146636997,-0.043,1.2,0.6,-39.4
main29_s017,main29_s017_o113,34,rear,6.092886903515829,4.000823099971043,261.5240984759327,1.142,1.1690789603967224,0.02707896039672253,0.5415792079344506,0.5415792079344506,12.2,8.690883847753298,-3.5091161522466905,-0.82710660907496,0.82710660907496,-0.058,0.9,-4.0,17.3
main29_s006,main29_s006_o036,48,front,3.0121432963509953,2.9848904147390027,263.5999660496898,3.183,3.2097317803775436,0.026731780377543757,0.5346356075508751,0.5346356075508751,-28.7,-34.54386829823591,-5.843868298235918,-1.3774129673479025,1.3774129673479025,-0.045,4.5,-10.2,-38.4
main29_s007,main29_s007_o044,48,front,2.9323591411413403,4.0084615377368005,276.6096172055182,4.139,4.165636214548192,0.02663621454819154,0.5327242909638308,0.5327242909638308,-16.2,-15.699805706604138,0.5001942933958503,0.1667314311319501,0.1667314311319501,0.007,-4.8,43.0,21.6
